Time,H,T,b1,u1,b2,u2,v,k,bone_marrow,HSC_growth,HSC_death,Tumor_growth,Tumor_death,Tumor_inhibition,HSC_inhibition
0.0,0.5,0.0001,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.19996400000000003,0.05,1.8998e-05,1e-05,4.000000000000001e-06,9e-06
10.0,0.8742721391259886,0.0001215004233114124,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08785981110605023,0.08742721391259886,2.2172643491845882e-05,1.2150042331141241e-05,8.497954799454532e-06,1.9120398298772697e-05
20.0,0.8748470394155907,0.00013767372359300113,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08750503834946,0.08748470394155908,2.512208491795349e-05,1.3767372359300114e-05,9.635475959252593e-06,2.1679820908318336e-05
30.0,0.8748278892543154,0.00015598431356341266,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08750499196171387,0.08748278892543154,2.8462807935637693e-05,1.5598431356341266e-05,1.0916754223317088e-05,2.4562697002463446e-05
40.0,0.8748046636258018,0.00017672714699120169,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0875058580521681,0.08748046636258018,3.2247148253799893e-05,1.767271469912017e-05,1.2368138590174868e-05,2.7828311827893448e-05
50.0,0.8747787659320356,0.00020022441257285952,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0875065917986996,0.08747787659320357,3.653382326069482e-05,2.002244125728595e-05,1.4012165163196226e-05,3.1527371617191505e-05
60.0,0.8747492673059679,0.00022684081421379826,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08750752056097158,0.0874749267305968,4.1389294771188835e-05,2.2684081421379826e-05,1.5874306882288737e-05,3.5717190485149664e-05
70.0,0.8747159685241692,0.00025698887918963335,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08750850390741564,0.08747159685241693,4.688872165391523e-05,2.5698887918963337e-05,1.798338210882407e-05,4.046260974485416e-05
80.0,0.874678211083765,0.0002911355288177273,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0875096425807147,0.0874678211083765,5.3117155713733154e-05,2.911355288177273e-05,2.0371992282337253e-05,4.583698263525881e-05
90.0,0.8746354628503319,0.00032980858061225463,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0875109231379339,0.0874635462850332,6.017071577136563e-05,3.2980858061225466e-05,2.307698244446483e-05,5.192321050004586e-05
100.0,0.8745870561350495,0.00037360472266147085,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08751237000558536,0.08745870561350495,6.815803134352224e-05,3.736047226614709e-05,2.6139988364051797e-05,5.881497381911654e-05
110.0,0.8745322322534229,0.0004231989482192923,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08751401279558553,0.0874532232253423,7.720194775643332e-05,4.231989482192923e-05,2.9608089669881477e-05,6.661820175723332e-05
120.0,0.8744701510431432,0.000479354215850708,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08751587449563297,0.08744701510431432,8.744126800652812e-05,4.79354215850708e-05,3.353447628305089e-05,7.545257163686451e-05
130.0,0.8743998710143406,0.0005429322179444249,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08751797656739121,0.08743998710143407,9.903269128342587e-05,5.429322179444249e-05,3.79791889072108e-05,8.545317504122431e-05
140.0,0.874320317945604,0.0006149056686973946,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08752035000425283,0.08743203179456041,0.00011215302154795848,6.149056686973946e-05,4.300996158096483e-05,9.677241355717086e-05
150.0,0.8742302685405324,0.0006963723968025377,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08752303621069295,0.08742302685405325,0.0001270016959082839,6.963723968025376e-05,4.8703186196871734e-05,0.00010958216894296142
160.0,0.8741283514429492,0.000788571097790467,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08752607642259574,0.08741283514429493,0.00014380360360869655,7.88571097790467e-05,5.514498829657101e-05,0.0001240762236672848
170.0,0.8740130229595044,0.0008928981005188313,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0875295156363735,0.08740130229595044,0.00016281207533959898,8.928981005188313e-05,6.243236544234106e-05,0.00014047282224526736
180.0,0.8738825443563983,0.0010109268528449068,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08753340386263661,0.08738825443563984,0.00018431234934217453,0.00010109268528449068,7.067450642578508e-05,0.00015901763945801644
190.0,0.8737349576826589,0.001144428728080447,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08753779740661684,0.08737349576826589,0.00020862525446735446,0.0001144428728080447,7.999419090401508e-05,0.00017998692953403393
200.0,0.8735680577536169,0.0012953960915489588,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08754276099459674,0.0873568057753617,0.00023611127514867075,0.0001295396091548959,9.052933181728404e-05,0.0002036909965888891
210.0,0.8733793674955133,0.0014660678609734628,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08754836627971216,0.08733793674955133,0.0002671750327776467,0.0001466067860973463,0.00010243467368980025,0.00023047801580205056
220.0,0.8731661066658971,0.0016589563898190842,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0875546934343937,0.08731661066658972,0.0003022699608626157,0.00016589563898190842,0.00011588355936214737,0.0002607380085648316
230.0,0.8729251588544937,0.0018768782753467122,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08756183124268704,0.08729251588544938,0.00034190363532409727,0.00018768782753467123,0.00013106994133260617,0.0002949073679983639
240.0,0.8726530338274643,0.002122986304266363,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08756987918713102,0.08726530338274643,0.00038664323789980813,0.0002122986304266363,0.00014821043513537583,0.0003334734790545956
250.0,0.872345830881405,0.002400803548133781,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08757894748468346,0.08723458308814051,0.0004371213187718141,0.0002400803548133781,0.0001675464772783831,0.00037697957387636196
260.0,0.8719991984809895,0.0027142595296191126,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08758915792690708,0.08719991984809895,0.0004940418222790518,0.00027142595296191126,0.00018934657074378032,0.00042602978417350567
270.0,0.8716082931145129,0.003067726924082326,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0876006447066252,0.0871608293114513,0.0005581860705595006,0.0003067726924082326,0.0002139084982432665,0.0004812941210473497
280.0,0.8711677352403769,0.003466060775690897,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08761355522558538,0.0871167735240377,0.00063041903335474,0.0003466060775690897,0.00024156162529313146,0.0005435136569095457
290.0,0.8706715671248857,0.003914635917582503,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08762805068400395,0.08706715671248857,0.0007116950648613568,0.0003914635917582503,0.0002726689751267938,0.0006135051940352861
300.0,0.8701132119953364,0.004419383399483544,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08764430624816642,0.08701132119953364,0.0008030632122751128,0.0004419383399483544,0.00030762911078107964,0.0006921654992574292
310.0,0.8694854360212687,0.004986823772856561,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08766251119193591,0.08694854360212688,0.0009056716594529385,0.0004986823772856561,0.0003468776514002733,0.0007804747156506148
320.0,0.8687803144762385,0.005624096607444622,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08768286854197775,0.08687803144762385,0.0010207711405737408,0.0005624096607444622,0.0003908883535408388,0.0008794987954668873
330.0,0.8679892082423473,0.0063389801646154395,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08770559430434939,0.08679892082423474,0.0011497161715346405,0.000633898016461544,0.00044017330993187994,0.00099038994734673
340.0,0.8671027512435586,0.007139901196274405,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0877309158844823,0.08671027512435586,0.0012939640420184348,0.0007139901196274406,0.0004952822376717371,0.0011143850347614082
350.0,0.8661108549520168,0.00803592882366,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0877590697767112,0.08661108549520169,0.00145507043064434,0.0008035928823660001,0.0005568004147034975,0.0012528009330828693
360.0,0.8650027303142005,0.009036752390705805,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08779029833692681,0.08650027303142005,0.0016346815895642978,0.0009036752390705805,0.000625345239290712,0.001407026788404102
370.0,0.86376693776829,0.010152633537783123,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0878248453788703,0.08637669377682901,0.0018345213303818295,0.0010152633537783124,0.0007015607344971657,0.0015785116526186224
380.0,0.862391475303301,0.011394323478654602,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08786295034891282,0.0862391475303301,0.0020563712255268767,0.0011394323478654603,0.0007861093947871987,0.001768746138271197
390.0,0.8608639024231515,0.012772947165517235,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08790484135985402,0.08608639024231515,0.00230204441439779,0.0012772947165517236,0.0008796615313881519,0.001979238445623342
400.0,0.8591715151057133,0.014299842001734009,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08795072600808354,0.08591715151057133,0.0025733509657238484,0.0014299842001734009,0.00098288135347217,0.0022114830453123825
410.0,0.8573015559197745,0.015986363997052933,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08800078150556179,0.08573015559197746,0.0028720573380778664,0.0015986363997052935,0.0010964107782538677,0.0024669242510712026
420.0,0.8552415086797869,0.017843617574366113,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08805514267021079,0.0855241508679787,0.0031998325289530564,0.0017843617574366114,0.001220848193168483,0.0027469084346290864
430.0,0.8529794450945014,0.019882138565551093,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08811388909754855,0.08529794450945015,0.0035581867159035488,0.0019882138565551094,0.0013567244416748609,0.0030526299937684367
440.0,0.8505044296190261,0.022111526110235917,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.08817703120423044,0.08505044296190262,0.003948402286614606,0.0022111526110235916,0.001504476072191392,0.0033850711624306327
450.0,0.8478069901638918,0.024540015903526217,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.0882444962188529,0.08478069901638918,0.004371456764161328,0.0024540015903526217,0.0016644157617394081,0.003744935463913668
460.0,0.8448796112544704,0.027174034363759158,0.2,0.1,0.8,0.1,0.1,0.9,1.0,0.088316115928355,0.08448796112544704,0.004827945492241911,0.002717403436375916,0.0018367030071574767,0.004132581766104323
