H_1_task1,T_2_task1,_1_task1
0.5,0.0001,0.0
0.8742721391259886,0.0001215004233114124,10.0
0.8748470394155907,0.00013767372359300113,20.0
0.8748278892543154,0.00015598431356341266,30.0
0.8748046636258018,0.00017672714699120169,40.0
0.8747787659320356,0.00020022441257285952,50.0
0.8747492673059679,0.00022684081421379826,60.0
0.8747159685241692,0.00025698887918963335,70.0
0.874678211083765,0.0002911355288177273,80.0
0.8746354628503319,0.00032980858061225463,90.0
0.8745870561350495,0.00037360472266147085,100.0
0.8745322322534229,0.0004231989482192923,110.0
0.8744701510431432,0.000479354215850708,120.0
0.8743998710143406,0.0005429322179444249,130.0
0.874320317945604,0.0006149056686973946,140.0
0.8742302685405324,0.0006963723968025377,150.0
0.8741283514429492,0.000788571097790467,160.0
0.8740130229595044,0.0008928981005188313,170.0
0.8738825443563983,0.0010109268528449068,180.0
0.8737349576826589,0.001144428728080447,190.0
0.8735680577536169,0.0012953960915489588,200.0
0.8733793674955133,0.0014660678609734628,210.0
0.8731661066658971,0.0016589563898190842,220.0
0.8729251588544937,0.0018768782753467122,230.0
0.8726530338274643,0.002122986304266363,240.0
0.872345830881405,0.002400803548133781,250.0
0.8719991984809895,0.0027142595296191126,260.0
0.8716082931145129,0.003067726924082326,270.0
0.8711677352403769,0.003466060775690897,280.0
0.8706715671248857,0.003914635917582503,290.0
0.8701132119953364,0.004419383399483544,300.0
0.8694854360212687,0.004986823772856561,310.0
0.8687803144762385,0.005624096607444622,320.0
0.8679892082423473,0.0063389801646154395,330.0
0.8671027512435586,0.007139901196274405,340.0
0.8661108549520168,0.00803592882366,350.0
0.8650027303142005,0.009036752390705805,360.0
0.86376693776829,0.010152633537783123,370.0
0.862391475303301,0.011394323478654602,380.0
0.8608639024231515,0.012772947165517235,390.0
0.8591715151057133,0.014299842001734009,400.0
0.8573015559197745,0.015986363997052933,410.0
0.8552415086797869,0.017843617574366113,420.0
0.8529794450945014,0.019882138565551093,430.0
0.8505044296190261,0.022111526110235917,440.0
0.8478069901638918,0.024540015903526217,450.0
0.8448796112544704,0.027174034363759158,460.0
0.8417173134855965,0.03001767815723405,470.0
0.838318197514568,0.03307222860655024,480.0
0.8346839772927609,0.03633567951748681,490.0
0.8308204354058433,0.039802339755404155,500.0
0.826737871608893,0.04346244162228184,510.0
0.8224512885971046,0.04730200072559082,520.0
0.8179805281031471,0.0513027160652076,530.0
0.8133499416991519,0.055442293310486924,540.0
0.8085880739518059,0.05969474664207508,550.0
0.803727118385373,0.0640309266576216,560.0
0.7988021083199414,0.0684192686851535,570.0
0.7938498924202572,0.0728267168163824,580.0
0.7889080250736227,0.07721973394712985,590.0
0.7840136527061583,0.08156531349887916,600.0
0.7792024530340944,0.08583189573714721,610.0
0.7745075040737552,0.08999040862524052,620.0
0.7699585538477929,0.0940148244687875,630.0
0.765581259992606,0.09788286588686254,640.0
0.7613969462115411,0.10157617093807211,650.0
0.7574223547348257,0.10508050001551356,660.0
0.7536694992016515,0.10838585242836234,670.0
0.75014592224414,0.11148615350790597,680.0
0.746854967784808,0.11437899404605972,690.0
0.7437962745189868,0.11706522346850803,700.0
0.7409664905128229,0.11954832675037319,710.0
0.7383595087333302,0.12183415145074693,720.0
0.7359670945718609,0.12393032099256794,730.0
0.7337793314304037,0.1258458142474306,740.0
0.7317851592055943,0.1275906831837749,750.0
0.7299730083613657,0.12917543560292866,760.0
0.728330705666896,0.13061097814005804,770.0
0.7268458506059966,0.13190826396778482,780.0
0.7255060900998265,0.13307809119636366,790.0
0.7242997357191188,0.1341310208737658,800.0
0.7232157868336851,0.13507695543818546,810.0
0.7222434851767459,0.1359253752416943,820.0
0.7213720121898503,0.13668537002298714,830.0
0.7205915838490141,0.1373653703427249,840.0
0.7198941316758204,0.13797315611243002,850.0
0.7192720929385563,0.1385156163625577,860.0
0.7187178721154003,0.1389991598801914,870.0
0.7182226062093312,0.1394302631471473,880.0
0.7177811715054752,0.13981428184356492,890.0
0.7173888690465766,0.1401560280227514,900.0
0.7170405138140358,0.14045991701261173,910.0
0.7167298184944219,0.14073013467925272,920.0
0.7164534964275512,0.1409703338037803,930.0
0.7162086089047061,0.14118367918795763,940.0
0.7159912682098261,0.14137314901326314,950.0
0.7157976559687371,0.1415414824237058,960.0
0.7156249033096588,0.1416911852629404,970.0
0.7154729074587123,0.14182390968060615,980.0
0.7153393896792474,0.14194114819245893,990.0
0.7152206219057283,0.14204487555808173,1000.0
