Time,Ca_cyt,CaER,CaM,CaPr,Pr,Cytosol,Endoplasmic_Reticulum,Mitochondria,v1,v3,v5,v7,v9,v11,v12
0.0,0.35,0.76,0.29,85.45,34.55,1.0,1.0,1.0,8.196735993631206,0.020500000000000004,7.0,0.17857138148074433,0.4021269544332648,0.8545,1.20925
0.01,0.3559111247594934,0.7569860607921313,0.29062326428643437,85.45365157492623,34.54634842507376,1.0,1.0,1.0,8.290057111499337,0.020053746801631897,7.118222495189867,0.18495863988202463,0.4596929875120619,0.8545365157492623,1.2295429724301357
0.02,0.3608302361791415,0.7540495265808198,0.2913707562861539,85.45748863235292,34.54251136764703,1.0,1.0,1.0,8.352732991462494,0.019660964520083916,7.21660472358283,0.1905184606580657,0.5129576625476534,0.8545748863235292,1.246398253500876
0.03,0.3647481226017467,0.7512135738465706,0.2922302806700018,85.46147645933193,34.53852354066803,1.0,1.0,1.0,8.387559607500917,0.019323272562241197,7.294962452034934,0.19519074829015967,0.5591594370400312,0.8546147645933193,1.2597861618894899
0.04,0.3677074941036267,0.7484940150308435,0.2931838654277612,85.46558098406189,34.534419015938035,1.0,1.0,1.0,8.398232401095052,0.01903932604636084,7.354149882072534,0.19897139696386804,0.5964265017460214,0.8546558098406188,1.2698564676675208
0.05,0.3697890816134869,0.7459000473045707,0.2942100974924087,85.46977033919852,34.530229660801396,1.0,1.0,1.0,8.388783746119776,0.01880554828455419,7.395781632269738,0.20190179309995798,0.623921385666355,0.8546977033919853,1.2768901914170534
0.06,0.37109593569152016,0.7434355059622376,0.29528653508586,85.47401590011603,34.5259840998839,1.0,1.0,1.0,8.36314633773478,0.018616978513535873,7.4219187138304035,0.20405445777347228,0.6417426883337021,0.8547401590011603,1.2812452375216965
0.07,0.3717394030192871,0.7411002494908824,0.29639169984032626,85.47829279965582,34.521707200344125,1.0,1.0,1.0,8.324878433224844,0.018468042323579764,7.434788060385742,0.2055187779473875,0.6506795504971147,0.8547829279965582,1.2833078825862552
0.08,0.37182864272324667,0.7388914146790609,0.29750641879638656,85.4825800233749,34.51741997662503,1.0,1.0,1.0,8.27703373659004,0.018353138597790714,7.436572854464933,0.20638935085414128,0.6519274993905377,0.854825800233749,1.2834565420216766
0.09,0.3714638870671895,0.7368044544697019,0.29861452418496726,85.48686019831405,34.51313980168586,1.0,1.0,1.0,8.222132734722079,0.01826702837012562,7.429277741343791,0.20675771169190993,0.646839813110642,0.8548686019831405,1.2820385065627562
0.1,0.37073322466972025,0.7348338740138373,0.29970301436039604,85.49111922183326,34.508880778166656,1.0,1.0,1.0,8.162199896608394,0.01820503246720585,7.414664493394405,0.20670761290826786,0.6367524949518759,0.8549111922183326,1.279358865063265
0.11,0.36971162540978464,0.7329737522679638,0.30076188705547297,85.49534581729638,34.50465418270354,1.0,1.0,1.0,8.098827709221164,0.01816310634290896,7.394232508195692,0.20631275906632207,0.6228788258886001,0.8549534581729639,1.275677178208985
0.12,0.3684613572095131,0.7312180953287026,0.3017837953678942,85.49953108000402,34.50046891999592,1.0,1.0,1.0,8.033247611733485,0.018137836905959475,7.369227144190262,0.20563620524522663,0.6062592813289378,0.8549953108000402,1.2712089602626322
0.13,0.36703328897415866,0.7295610408396113,0.30276362194028816,85.50366805990615,34.49633194009377,1.0,1.0,1.0,7.96639960332562,0.01812638759327263,7.340665779483173,0.2047309069172413,0.5877509111480139,0.8550366805990615,1.2661302169516935
0.14,0.3654685251029541,0.7279969707531736,0.30369804948285517,85.50775139395284,34.49224860604708,1.0,1.0,1.0,7.898993816640541,0.018126422282510976,7.309370502059082,0.20364081975204762,0.5680389334253632,0.8550775139395285,1.260583122553645
