Time,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L,kon_FADD,koff_FADD,kDISC,kD216,kD374trans_p55,kD374trans_p43,kdiss_p18,kBid,kD374probe,KDR,KDL,CD95act,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13
0.0,12.0,90.0,127.0,224.0,1909.0,3316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.3581133008542368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,12.0,89.9964190396515,126.99999888185408,224.0,1909.0,3316.0,0.003579842202593644,1.1181010143940372e-06,4.487452628896218e-11,1.313384249069473e-18,7.698502500129021e-23,1.4497890024656e-26,3.334840706816091e-22,8.184828778619296e-21,8.184828778619296e-21,7.705474435147393e-25,7.705474435147393e-25,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.35809905208167425,2.0280817518157647e-05,0.00022360492885994504,1.2767192073235439e-08,1.499706087192821e-20,5.588328886841336e-16,5.051567771926504e-27,2.2428529114593172e-20,2.0274260363196653e-31,7.312919096586602e-24,1.5554399809823254e-19,3.817576621797328e-18,3.886738763310922e-22
0.02,12.0,89.99283842451902,126.99999552846342,224.0,1909.0,3316.0,0.007157103944398206,4.47119201049887e-06,3.445592104167836e-10,3.711083583021018e-17,3.9572517381970106e-21,1.2010919347273014e-24,1.58440763718746e-20,3.888673062977361e-19,3.888673062977361e-19,6.383675956682902e-23,6.383675956682902e-23,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.3580848046827389,4.054701599686763e-05,0.00044704866457908737,5.105492836467212e-08,4.237552447793646e-19,8.936810562809586e-15,5.707913659792571e-25,6.886889187347773e-19,4.398635127114273e-29,3.7590507771838026e-22,4.3952445300259506e-18,1.0787418974734659e-16,1.9978955292632657e-20
0.03,12.0,89.98925815444402,126.99998994142663,224.0,1909.0,3316.0,0.010731786982623937,1.0057420980405604e-05,1.1523692270060966e-09,2.8569419459353774e-16,4.699178189885982e-20,2.2568602249498618e-23,1.8725998311297284e-19,4.595994332605308e-18,4.595994332605308e-18,1.1994972190765237e-21,1.1994972190765237e-21,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.35807055865679993,6.07986053912225e-05,0.0006703313051398305,1.1484206146420164e-07,3.262238929781128e-18,4.521946928311977e-14,9.884196786163966e-24,5.1812015192500325e-18,1.1325213722522887e-27,4.463817466124682e-21,3.3838323809236057e-17,8.305070942908684e-16,2.372471532746661e-19
0.04,12.0,89.98567822926539,126.99998212236758,224.0,1909.0,3316.0,0.014303893102205437,1.787490707888733e-05,2.7253086971173893e-09,1.2056965402182712e-15,2.6366762608435576e-19,1.6897244168398052e-22,1.0547628674881308e-18,2.588745379888978e-17,2.588745379888978e-17,8.980705657347812e-21,8.980705657347812e-21,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.35805631400321625,8.103559581338108e-05,0.0008934529502847082,2.0410711467878566e-07,1.3767413778212737e-17,1.42842104561648e-13,7.413702359333351e-23,2.1778509290054623e-17,1.1303346880944222e-26,2.5046169926055438e-20,1.4281340583668444e-16,3.5051247625579438e-15,1.3311773074244771e-18
0.05,12.0,89.98209864882384,126.9999720728921,224.0,1909.0,3316.0,0.0178734240682698,2.7921790405295528e-05,5.317455595539467e-09,3.795199203884797e-15,1.0699731076025775e-18,9.006589032754123e-22,4.31516104268727e-18,1.0590866968360825e-16,1.0590866968360825e-16,4.7869063306274085e-20,4.7869063306274085e-20,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.3580420707213541,0.00010125799726328704,0.0011164136985472406,3.1882885047396974e-07,4.33360104037178e-17,3.485552830709326e-13,3.6452823913623726e-22,6.637924049343413e-17,6.942114731151022e-26,1.0163829616590843e-19,4.495655222390919e-16,1.1033860828125172e-14,5.401967399438383e-18
0.06,12.0,89.97851941295937,126.9999597946132,224.0,1909.0,3316.0,0.021440381653822865,4.019620275820444e-05,9.184006553806134e-09,9.301137773198863e-15,3.0793082198596775e-18,3.0127271299722984e-21,1.243616021266869e-17,3.0522549936531156e-16,3.0522549936531156e-16,1.6012324442106083e-19,1.6012324442106083e-19,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.35802782881057676,0.00012146581978551947,0.0013392136489813466,4.58985936531719e-07,1.0620633638760478e-16,7.223899861893e-13,1.286099129797549e-21,1.6505127132219725e-16,2.9384722999722164e-25,2.9250795053856947e-19,1.1018331462332612e-15,2.7042717890824816e-14,1.5546486634394126e-17
0.07,12.0,89.97494052151251,126.99994528913862,224.0,1909.0,3316.0,0.025004767626079703,5.469628207629138e-05,1.457925714878938e-08,1.9716158933792823e-14,7.433615100776484e-18,8.146530238079294e-21,2.9950342402781224e-17,7.350828599601367e-16,7.350828599601367e-16,4.3297942237056425e-19,4.3297942237056425e-19,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.3580135882702497,0.00014165907339185098,0.0015618529003073854,6.245571106456202e-07,2.251317052874612e-16,1.337623232926953e-12,3.709654435116503e-21,3.565425718303105e-16,9.888058911805586e-25,7.061298717020853e-19,2.3357266756566896e-15,5.732664494237847e-14,3.753005206303066e-17
0.08,12.0,89.97136197432386,126.99992855807537,224.0,1909.0,3316.0,0.028566583751432752,7.142016725341097e-05,2.1757322376068247e-08,3.7917718096684066e-14,1.6136317809387607e-17,1.972288918863548e-20,6.467892215561818e-17,1.5874398508671412e-15,1.5874398508671412e-15,1.0482505948922146e-18,1.0482505948922146e-18,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.3579993490997387,0.00016183776808939383,0.0017843315512224556,8.155211215160852e-07,4.329687422576248e-16,2.2807435379184692e-12,9.315719323834083e-21,6.948019630863666e-16,2.8379254248238486e-24,1.5328122145168293e-18,4.492240216723594e-15,1.1025479247377418e-13,8.14673398181011e-17
0.09,12.0,89.96778377123381,126.99990960303262,224.0,1909.0,3316.0,0.03212583179868338,9.036599467125692e-05,3.097262453861e-08,6.741472810215397e-14,3.182481494061388e-17,4.25610458396686e-20,1.2689592652552946e-16,3.1144558994763112e-15,3.1144558994763112e-15,2.26207434387325e-18,2.26207434387325e-18,16.6,0.000811711012144556,0.00566528253772301,0.000491828591049766,0.0114186392006403,0.000446994772958953,0.00343995957326369,0.0949914492651531,0.00052867403363568,0.00152252549827479,8.98496674617627,15.421878766215,4.902036089969379,1.0,0.35798511129840865,0.00018200191389890753,0.002006649700602246,1.0318566891580669e-06,7.697844570077627e-16,3.651416204917568e-12,2.0956230144289995e-20,1.2515099685510385e-15,7.182673641396293e-24,3.0230852938042096e-18,7.987222025552611e-15,1.9603348538461434e-13,1.606737698179711e-16
