Time,Osteocytes__S,Pre_Osteoblasts__P,Osteoblasts__B,Osteoclasts__C,Bone_volume__z,alpha_1,alpha_2,alpha_3,beta_1,delta,beta_2,alpha_4,K_S,k1,k2,g_31,g_21,g_22,g_32,g_41,g_42,g_43,g_44,f_12,f_14,f_23,f_34,epsilon,beta_3,rho,Bone,Differentiation_of_Osteoblast_to_Osteocytes,Differentiation_of_MSC_cells_to_Pre_Osteoblast_cells,Proliferation_of_pre_osteoblasts,Differentiation_of_Pre_Osteoblast_to_mature_osteoblast,Apoptosis_of_pre_osteoblast,Apoptosis_of_osteoblasts,Differentiation_of_pre_osteoclast_to_osteoclasts,Apoptosis_of_osteoclasts,Resorption_of_bone,Formation_of_bone
53.0,199.99999896026299,0.0002673743397283949,4.244453562197396,0.0777677666491464,99.64066662579636,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.1032788614162674e-08,2.0794739935830802e-05,1.3899949794939039e-13,2.079310525996741e-06,2.673743397283949e-05,0.42444535621973967,5.300819068308644e-12,0.007776776664914641,0.05443743665440248,0.06555558526813879
54.0,199.99999897070924,0.00025976204235462976,3.8405421866452096,0.07036718409065819,99.6512469594496,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.882586501093965e-09,2.058581506275509e-05,1.3368533548190987e-13,1.8278723454133583e-06,2.5976204235462977e-05,0.384054218664521,5.523568626784618e-12,0.007036718409065819,0.04925702886346073,0.05931717407273526
55.0,199.99999898007093,0.00025290848561408344,3.4750678596977314,0.06367086045501529,99.66082046742326,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,8.860806865180684e-09,2.0398581282559406e-05,1.2897435883664416e-13,1.6102900895423548e-06,2.5290848561408345e-05,0.34750678596977314,5.764129717024325e-12,0.006367086045501529,0.0445696023185107,0.05367242309303146
56.0,199.99999898846835,0.0002467312403059555,3.144372802749276,0.057611775923205794,99.66948295969443,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,7.951581589754896e-09,2.0230632964054855e-05,1.2478823034716753e-13,1.4214624929761351e-06,2.4673124030595553e-05,0.3144372802749276,6.0220562027262525e-12,0.00576117759232058,0.04032824314624405,0.04856483793846257
57.0,199.99999899600704,0.00024115800598770536,2.8451472721306064,0.05212928764344558,99.67732113029727,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,7.141269546017699e-09,2.0079858907189914e-05,1.2106046957974822e-13,1.2571395061652866e-06,2.411580059877054e-05,0.28451472721306065,6.2967923153148306e-12,0.0052129287643445585,0.0364905013504119,0.043943299618057215
58.0,199.9999990027799,0.00023612518633499467,2.574396711144561,0.047168527851892156,99.684413417654,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,6.418100406095243e-09,1.9944401930933815e-05,1.177343917311154e-13,1.1137677428175421e-06,2.361251863349947e-05,0.25743967111445615,6.587651044832123e-12,0.004716852785189216,0.033017969496324504,0.03976155720362775
59.0,199.99999900886888,0.0002315766677848137,2.3294114483371398,0.0426798486509116,99.69083079822329,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,5.771880389103937e-09,1.9822622013873304e-05,1.1476141995570295e-13,9.883657132138286e-07,2.3157666778481372e-05,0.23294114483371398,6.893796165944104e-12,0.00426798486509116,0.02987589405563812,0.03597775981956713
60.0,199.99999901434637,0.0002274628076746601,2.1077394921024433,0.038618323523830766,99.69663749905715,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,5.19375267939447e-09,1.9713072313396213e-05,1.120997705123832e-13,8.78423229641892e-07,2.274628076746601e-05,0.21077394921024434,7.214232096660579e-12,0.0038618323523830766,0.027032826466681537,0.03255403645552224
61.0,199.9999990192765,0.00022373959191894258,1.9071623354067344,0.03494330400571832,99.70189163152176,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.675997313103735e-09,1.9614469855804467e-05,1.0971333810708681e-13,7.81820057853897e-07,2.2373959191894258e-05,0.19071623354067346,7.547795747962235e-12,0.0034943304005718326,0.024460312804002824,0.029456122270357012
62.0,199.9999990237162,0.00022036789853074085,1.725672503239995,0.03161800828735887,99.70664577937687,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.2118652170935095e-09,1.952567555230029e-05,1.0757080327153326e-13,6.967594042012823e-07,2.2036789853074087e-05,0.17256725032399953,7.893156835134533e-12,0.003161800828735887,0.022132605801151208,0.026653011812541726
63.0,199.99999902771614,0.00021731288733215664,1.5614537133416158,0.028609157703075174,99.71094751841137,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.795440583395983e-09,1.944567687950752e-05,1.0564490574751688e-13,6.217138664596276e-07,2.1731288733215667e-05,0.1561453713341616,8.2488240707743e-12,0.0028609157703075178,0.02002641039215262,0.024116652602561257
64.0,199.99999903132127,0.00021454346136703776,1.41286229218509,0.0258866362193209,99.7148399032035,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.421524152660223e-09,1.9373574556795745e-05,1.0391184461825526e-13,5.553808537642434e-07,2.1454346136703777e-05,0.141286229218509,8.61315993469869e-12,0.00258866362193209,0.018120645353524627,0.021821658102798715
65.0,199.9999990345718,0.00021203182326802404,1.278411129107572,0.02342319642996226,99.71836188740323,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.0855354010207354e-09,1.930856389453396e-05,1.0235075116925236e-13,4.96646304580997e-07,2.1203182326802406e-05,0.1278411129107572,8.984397009619638e-12,0.002342319642996226,0.016396237500973583,0.019745059889066448
66.0,199.9999990375036,0.0002097530809990552,1.156754656590005,0.02119418435398629,99.72154871713906,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.783430463400707e-09,1.924992768866345e-05,1.0094329201423003e-13,4.445545467510595e-07,2.097530809990552e-05,0.11567546565900051,9.360665221703184e-12,0.002119418435398629,0.014835929047790401,0.017866075671032627
67.0,199.9999990401488,0.00020768490745204916,1.0466752899622562,0.019177290974380565,99.72443228620013,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.5116313288371035e-09,1.9197023786200216e-05,9.967330366650985e-14,3.9828339011952456e-07,2.076849074520492e-05,0.10466752899622563,9.740021162808906e-12,0.0019177290974380567,0.013424103682066394,0.016165899853467048
68.0,199.99999904253596,0.00020580724879030413,0.9470713081038384,0.01735233018031947,99.72704145347622,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.2669668053410766e-09,1.914928064434304e-05,9.852652008649758e-14,3.571235334512512e-07,2.0580724879030413e-05,0.09470713081038384,1.012048394989395e-11,0.0017352330180319471,0.012146631126223629,0.014627516353663786
69.0,199.9999990446908,0.0002041020729527184,0.8569458354289646,0.015701036888135258,99.72940233155285,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.0466205740341974e-09,1.910618356370828e-05,9.749029272053414e-14,3.2046141763755053e-07,2.041020729527184e-05,0.08569458354289647,1.0500068488249303e-11,0.001570103688813526,0.010990725821694679,0.013235528428200359
70.0,199.99999904663642,0.00020255314445492159,0.7753969395003734,0.014206885603807883,99.73153854608577,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.84808802105976e-09,1.9067271579705504e-05,9.655339628663767e-14,2.877649351962644e-07,2.025531444549216e-05,0.07753969395003735,1.0876823506697826e-11,0.0014206885603807885,0.009944819922665517,0.011976005730583267
71.0,199.99999904839348,0.000201145827752185,0.7016084254038468,0.012854921752160681,99.73347147692608,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.6691378923752375e-09,1.9032130357110286e-05,9.570584127495396e-14,2.5857138765279285e-07,2.0114582775218502e-05,0.07016084254038468,1.1248867764258788e-11,0.0012854921752160683,0.008998445226512476,0.010836342130362414
72.0,199.99999904998057,0.0001998669246468005,0.6348417807225215,0.011631614088207252,99.73522046910804,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.5077800487028623e-09,1.900038819326145e-05,9.493872978399996e-14,2.3247749364883824e-07,1.998669246468005e-05,0.06348417807225215,1.1614424154375773e-11,0.0011631614088207253,0.008142129861745076,0.009805131303259345
73.0,199.99999905141433,0.00019870449746370124,0.574428799185484,0.010524719543699669,99.73680302606083,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.3622372960544176e-09,1.8971712909436652e-05,9.424411788636676e-14,2.0913091078772377e-07,1.9870449746370125e-05,0.0574428799185484,1.1971848773108062e-11,0.0010524719543699669,0.007367303680589767,0.0088720528034198
74.0,199.99999905270977,0.00019764777882689722,0.5197648485323749,0.009523159877479839,99.73823498594669,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.230920399536378e-09,1.8945804301335984e-05,9.361490434300815e-14,1.8822313971973168e-07,1.9764777882689722e-05,0.0519764848532375,1.2319656424480264e-11,0.0009523159877479839,0.006666211914235887,0.008027768085582532
75.0,199.99999905388043,0.0001966870167163144,0.47030286469587645,0.008616911633916676,99.73953067897465,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.1124068490896684e-09,1.892239103045758e-05,9.304471690332045e-14,1.6948346425831733e-07,1.966870167163144e-05,0.04703028646958765,1.2656537465484578e-11,0.0008616911633916676,0.0060318381437416725,0.007263827745227812
76.0,199.99999905493843,0.00019581339163752303,0.4255477999397171,0.007796904419039101,99.74070307282409,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.0054221716542495e-09,1.8901231068186816e-05,9.252785491409976e-14,1.5267382985656373e-07,1.9581339163752304e-05,0.04255477999397171,1.2981375227234042e-11,0.0007796904419039101,0.00545783309332737,0.00657258577006893
77.0,199.99999905589473,0.0001950189174557342,0.3850517129095581,0.007054930938184917,99.74176390125454,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.088233694372949e-10,1.8882105034458317e-05,9.205919294677393e-14,1.3758449942897897e-07,1.9501891745573422e-05,0.03850517129095581,1.3293249869901053e-11,0.0007054930938184918,0.004938451656729442,0.005947123705888125
78.0,199.99999905675918,0.00019429635192201936,0.348409316101965,0.00638356541474497,99.74272378073434,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,8.215847214806999e-10,1.8864816197755945e-05,9.163412503691548e-14,1.24030347234052e-07,1.9429635192201937e-05,0.0348409316101965,1.3591440449202738e-11,0.000638356541474497,0.004468495790321479,0.00538118188719485
79.0,199.9999990575407,0.00019363913415466002,0.3152538932775068,0.005776088787244454,99.74359231737922,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,7.4278491730046e-10,1.8849186034220803e-05,9.124850243964564e-14,1.1184768315624563e-07,1.9363913415466003e-05,0.03152538932775068,1.3875420171883576e-11,0.0005776088787244454,0.004043262151071118,0.004869096381671093
80.0,199.99999905824728,0.0001930413124809919,0.285253620097149,0.0052264212945088845,99.74437820332942,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,6.715959317202257e-10,1.8835054227651224e-05,9.089859057495113e-14,1.0089152262705997e-07,1.930413124809919e-05,0.0285253620097149,1.4144848724885968e-11,0.0005226421294508885,0.003658494906156219,0.004405742162400466
81.0,199.99999905888617,0.00019249748473752076,0.2581082436546259,0.004729061636716104,99.74508930372585,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,6.072730951961159e-10,1.8822276449056796e-05,9.058102268941321e-14,9.103324702365532e-08,1.9249748473752078e-05,0.025810824365462594,1.439955945285804e-11,0.00047290616367161043,0.0033103431457012725,0.003986481823245697
82.0,199.99999905946387,0.00019200274690787215,0.23354607570747257,0.00427903188419871,99.74573273546956,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,5.491462971819286e-10,1.8810722136212327e-05,9.02927588860731e-14,8.215858758725202e-08,1.9200274690787216e-05,0.023354607570747258,1.463954370892384e-11,0.000427903188419871,0.002995322318939097,0.003607119139301914
83.0,199.9999990599863,0.0001915526497020375,0.21132130019841996,0.003871828144830766,99.7463149377488,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.966122991984068e-10,1.880027404956867e-05,9.003105857928763e-14,7.416589403332575e-08,1.9155264970203753e-05,0.021132130019842,1.4864934372306997e-11,0.00038718281448307665,0.002710279701381536,0.0032638574815645966
84.0,199.99999906045878,0.00019114314954800634,0.19121148617368358,0.0035033749948004305,99.7468417371861,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.491276837369026e-10,1.8790824275449882e-05,8.979343420896196e-14,6.696461305538847e-08,1.9114314954800637e-05,0.01912114861736836,1.5075985218303462e-11,0.0003503374994800431,0.002452362496360301,0.002953261403952543
85.0,199.9999990608861,0.0001907705735042438,0.17301536713914867,0.0031699847911820984,99.74731840600619,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.0620283951506044e-10,1.8782277778766878e-05,8.957764843052044e-14,6.047398166135394e-08,1.907705735042438e-05,0.017301536713914867,1.527305617971094e-11,0.00031699847911820987,0.002218989353827469,0.0026722223454641513
86.0,199.99999906127258,0.0001904315830987205,0.15655083329419406,0.0028683208849491493,99.74774971462816,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.6739640316323527e-10,1.877454840621458e-05,8.938167521302538e-14,5.4621888695598956e-08,1.904315830987205e-05,0.015655083329419405,1.5456592519831602e-11,0.00028683208849491495,0.0020078246194644043,0.0024179276202288273
87.0,199.9999990616221,0.0001901231463551694,0.14165310096279082,0.0025953640806745813,99.7481399796158,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.3231034374612246e-10,1.8767557554004347e-05,8.920367812629343e-14,4.934387849550431e-08,1.901231463551694e-05,0.014165310096279082,1.5627107329280926e-11,0.0002595364080674581,0.0018167548564722068,0.002187832144370304
88.0,199.99999906193827,0.00018984250593990116,0.12817307123387642,0.0023483825630044213,99.7484931066721,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.005856353638462e-10,1.876123461195315e-05,8.904199566675877e-14,4.4582283066632716e-08,1.898425059399012e-05,0.012817307123387642,1.5785165861429326e-11,0.00023483825630044215,0.0016438677941030947,0.0019796330852072212
89.0,199.99999906222428,0.0001895871539294697,0.11597583332743969,0.0021249044748564857,99.74881262984276,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.718983025879523e-10,1.8755514298948375e-05,8.889511524416418e-14,4.028545917600355e-08,1.895871539294697e-05,0.01159758333274397,1.593136915201693e-11,0.00021249044748564857,0.00148743313239954,0.001791246745742306
90.0,199.99999906248297,0.00018935480951126247,0.1049393094540287,0.0019226930881188333,99.74910174701336,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.4595597158833095e-10,1.8750340215661438e-05,8.876167832735425e-14,3.640711834493627e-08,1.893548095112625e-05,0.01049393094540287,1.606634448640172e-11,0.00019226930881188333,0.0013458851616831831,0.0016207876345174733
91.0,199.99999906271697,0.0001891434004126992,0.09495304778286637,0.0017397246880511245,99.74936335152702,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.224947005891192e-10,1.8745660403655773e-05,8.864044962404053e-14,3.29057443279912e-08,1.891434004126992e-05,0.009495304778286638,1.6190730623220717e-11,0.00017397246880511245,0.0012178072816357872,0.001466549823006371
92.0,199.99999906292865,0.00018895104787049666,0.08591710031949362,0.001574168013432352,99.74960006157795,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.0127613378725657e-10,1.874142690129763e-05,8.85303071193047e-14,2.9744069566226097e-08,1.8895104787049668e-05,0.008591710031949362,1.630516853974611e-11,0.00015741680134323522,0.0011019176094026462,0.001326989614434579
93.0,199.99999906312019,0.00018877602186270526,0.07774103360798017,0.0014243661303683492,99.74981424612572,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.8208501357742252e-10,1.8737596187845247e-05,8.843022251876534e-14,2.688861717669124e-08,1.8877602186270527e-05,0.007774103360798017,1.641029140525212e-11,0.00014243661303683494,0.0009970562912578443,0.0012007102640752536
94.0,199.99999906329342,0.00018861676404075271,0.07034302025914252,0.00128881978702285,99.75000804869244,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.6472692465321017e-10,1.873413140389491e-05,8.833928189040241e-14,2.430930176599421e-08,1.8861676404075272e-05,0.007034302025914253,1.650672350911851e-11,0.000128881978702285,0.0009021738509159949,0.0010864479479024563
95.0,199.99999906345016,0.0001884718611543295,0.06364901914678062,0.0011661723929552474,99.75018340883727,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.4902619637639083e-10,1.8730996578221302e-05,8.825664548588614e-14,2.1979068132707358e-08,1.8847186115432952e-05,0.006364901914678062,1.6595069141021457e-11,0.00011661723929552475,0.0008163206750686731,0.0009830591007220267
96.0,199.99999906359196,0.00018834001669238977,0.05759203289304627,0.0010551964145758556,99.75034208160648,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.348241066021392e-10,1.872816062458032e-05,8.818155294201951e-14,1.9873571033496648e-08,1.883400166923898e-05,0.005759203289304627,1.6675910896932348e-11,0.00010551964145758557,0.0007386374902030989,0.0008895089480330996
97.0,199.99999906372025,0.0001882200581404776,0.05211144414786904,0.0009547812142921515,99.75048565491943,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.2197722378644544e-10,1.872559467717386e-05,8.811331379630414e-14,1.797089756655046e-08,1.882200581404776e-05,0.0052111444147869045,1.6749806092105716e-11,9.547812142921516e-05,0.000668346850004506,0.0008048612548638374
98.0,199.99999906383633,0.00018811091348198394,0.0471524002537004,0.0008639217761863693,99.7506155656873,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.103559113452212e-10,1.8723273422917435e-05,8.805130249825307e-14,1.6251311449539603e-08,1.8811091348198394e-05,0.00471524002537004,1.681728506085039e-11,8.639217761863694e-05,0.0006047452433304585,0.0007282688219184027
99.0,199.99999906394137,0.0001880116100435072,0.042665270132258896,0.0007817087549673005,99.75073311403985,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.984298583623264e-11,1.872117243690497e-05,8.799494511780008e-14,1.4697032160650763e-08,1.880116100435072e-05,0.00426652701322589,1.6878848318175218e-11,7.817087549673005e-05,0.0005471961284771103,0.0006589650971927386
100.0,199.9999990640364,0.00018792126149591462,0.038605146006280185,0.00070731934640258,99.75083947637778,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.033253029669989e-11,1.8719272179211594e-05,8.794373187819187e-14,1.3292034385643865e-08,1.8792126149591464e-05,0.0038605146006280185,1.6934969329739763e-11,7.073193464025801e-05,0.000495123542481806,0.0005962564800669974
