Time,AS_m,ASL_m,ASoOH_m,ASLpOH_m,ASpOH_m,ASLoOH_m,AS_c,ASL_c,ASpOH_c,ASoOH_c,ASLpOH_c,ASLoOH_c,ASpOH_b,ASoOH_b,ASLpOH_b,ASLoOH_b,AS_b,ASL_b,CYP3A4_ASLpOH_Km1,CYP3A4_ASLoOH_Km1,CYP3A4_ASpOH_Km1,CYP3A4_ASoOH_Km1,Import_ASLpOH_k,Import_ASLoOH_k,Import_ASL_k,fu_ASL,fu_AS,Import_ASpOH_k,Export_ASLpOH_k,Export_ASLoOH_k,k_CR_ASL_c,k_CR_ASL_m,k_PON_OH_c,Export_ASoOH_k,Prot_k1,CYP3A4_ASoOH_Vmax,CYP3A4_ASLpOH_Vmax,CYP3A4_ASLoOH_Vmax,UGT1A3_AS_Vmax,UGT1A3_AS_Km1,UGT1A3_AS_KI1,k_PON_ASL_c,Export_AS_k,Export_ASL_k,Import_AS_k,Import_ASoOH_k,Export_ASpOH_k,CYP3A4_ASpOH_Vmax,compartment,medium,cell,Import_AS,Import_ASL,CYP3A4_ASpOH,CYP3A4_ASoOH,CYP3A4_ASLpOH,CYP3A4_ASLoOH,Export_ASoOH,UGT1A3_AS,R_ASASL_c,CR_oOH,CR_pOH,Export_AS,Export_ASL,Import_ASLpOH,Import_ASLoOH,ASpOH_Prot,ASoOH_Prot,ASLpOH_Prot,ASLoOH_Prot,AS_Prot,ASL_Prot,Import_ASpOH,R_ASASL_m,R_pOH_m,R_oOH_m,Export_ASLpOH,Export_ASLoOH,Export_ASpOH,Import_ASoOH
1.77,8644.827564950108,25.432836564998293,0.03916172748410079,0.008354559659491383,0.0076541240955531635,0.015708901494494453,4572.90831767702,159.97459845592502,30.465172757103588,76.99952608039912,22.076384537671547,17.507241032318912,107.83407590043498,272.5532151151343,78.15855806097086,61.98304003646217,16198.747197460923,566.809457695375,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.79256853326044,7.0042031900005295,1.8889088601678754,4.915257898949979,1.3397210423430932,1.0788802721313555,0.12306834253430192,3.686770061936854,0.7053120071323279,0.07035109736427032,0.08871174362617935,9.904919416088426,3.490965687505196,0.0002817909427549849,0.0004103479248391841,1.523455485601205,3.792291400420879,0.9564538821193519,0.7505034546994244,121.7625865165868,3.1797454294737277,3.0321047192124303e-05,0.12716418282499148,4.177279829745691e-05,7.854450747247227e-05,0.02498825965819042,0.04669881472960746,0.0242277332868142,1.522412155944418e-05
1.78,8643.99893534718,25.414681696587543,0.03978040312199184,0.008478409127986357,0.007775923093867939,0.015940927753436716,4597.082880983804,160.60477101278977,30.768547249178987,77.7545910731547,22.26658685361585,17.656470975334937,108.9089906457919,275.2286596165,78.83271361311041,62.51198734744408,16284.466631471634,569.0449569220184,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.77571835028488,6.999203339240209,1.8958746794762438,4.933384129971562,1.34285949916811,1.0814076782453363,0.12427516291222315,3.700302805306914,0.7080903749182889,0.07095076296728592,0.08947605261256993,9.95728152021092,3.5047173130410987,0.00028596826147785185,0.00041640891477527387,1.5292978757796258,3.8059584117691516,0.9581418089787267,0.7517019528940122,121.6806356160801,3.169086308929322,3.0803541744048455e-05,0.12707340848293772,4.2392045639931785e-05,7.970463876718358e-05,0.025203549659607777,0.04709687067960841,0.02446899488538208,1.5464631713674327e-05
1.79,8643.170651247267,25.396620857618906,0.040405128338298305,0.008603311920805512,0.007898931394510552,0.0161749096420813,4621.241185052687,161.2328336708814,31.0730796711033,78.51236366165068,22.45712167328537,17.8059367276237,109.98801300143326,277.91370996858745,79.50805045403747,63.04177266786815,16370.128402813136,571.2729692021944,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.75887519311314,6.994229384188246,1.9028158018714283,4.951446095479774,1.3459732893565812,1.0839152202632047,0.12548631084041628,3.713779636646187,0.710859440371549,0.07155137614628307,0.09024169773192994,10.00960840682412,3.518422896365974,0.00029018110777684916,0.00042252098967044766,1.5351213290799648,3.8195726579337035,0.9598091860791335,0.7528837656545223,121.59882342361198,3.1584816846189594,3.1290826826214104e-05,0.12698310428809453,4.301655960402756e-05,8.08745482104065e-05,0.02541921602199171,0.04749555562726345,0.02471117733924161,1.5707493641513466e-05
1.8,8642.342712441628,25.37865368661002,0.04103592478102022,0.008729269711231943,0.00802315359927473,0.016410849992639663,4645.3832573868885,161.85879723820605,31.378766267281918,79.27283338266221,22.647984921581838,17.955634980631597,111.0711296387505,280.6083290363505,80.18455411378756,63.57238424930039,16455.732609077993,573.4935328990282,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.7420390575005,6.989281225292398,1.9097323849969865,4.969444205689612,1.3490626290566492,1.0864030722495304,0.12670176959550902,3.7272008532514542,0.7136192511435268,0.07215292360617001,0.09100866260888446,10.0619001355,3.5320826733321327,0.00029442953809014224,0.0004286842235077333,1.5409259589761903,3.8331344640213563,0.9614561999129817,0.7540490472576377,121.51714924779503,3.1479311831078984,3.178292066816692e-05,0.1268932684330501,4.364634855615971e-05,8.205424996319832e-05,0.02563525413273848,0.04789486074733672,0.024954277661718618,1.595271575862161e-05
1.81,8641.515118721818,25.36077982371306,0.041672814017249565,0.008856284150428051,0.008148594295443106,0.01664875159520764,4669.509125360126,162.4826724543981,31.6856033030222,80.03598983298333,22.83917255726996,18.105562453840122,112.15832730335362,283.3124798978543,80.86221024265821,64.10381044287124,16541.27934739901,575.7066861328733,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.72520993920816,6.984358763450576,1.916624584996637,4.987378866913244,1.3521277321314509,1.0888714064287628,0.12792152255005726,3.7405667503745224,0.7163698545841959,0.07275539216451114,0.09177693100413362,10.114156765530032,3.545696878299876,0.00029871360810978777,0.00043489868917001394,1.5467118779924265,3.84664415243602,0.9630830352486747,0.7551979505548496,121.43561240249562,3.137434434047395,3.227984144196832e-05,0.1268038991185653,4.4281420752140253e-05,8.32437579760382e-05,0.025851659417573867,0.04829477728937314,0.025198292882761437,1.6200306449205768e-05
1.82,8640.687869880328,25.342998915544303,0.04231581728006714,0.00898435674669962,0.008275258011217446,0.01688861696405734,4693.618815498831,163.1044694518394,31.99358721553485,80.80182308976451,23.030680867687625,18.25571613655455,113.24959335222808,286.02612733944346,81.54100565960775,64.63604055939511,16626.768711896533,577.912464864316,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.70838783401646,6.9794619013409,1.923492556976908,5.005250482763886,1.355168806227008,1.0913203900186959,0.12914555384437063,3.7538776208437317,0.7191112953662148,0.07335876972313081,0.09254648799871595,10.166378354370469,3.55926573237804,0.0003030333687094315,0.0004411644523351058,1.5524791824640236,3.8601020013010263,0.9646898451641771,0.7563306025305673,121.35421227348981,3.126991124863498,3.27816070856368e-05,0.1267149945777215,4.4921783733498095e-05,8.44430848202867e-05,0.02606842767413562,0.04869529722264561,0.025443220169026243,1.6450273967626102e-05
1.83,8639.860965709235,25.32531060488456,0.04296495600821105,0.009113489122829452,0.00840314931074618,0.017130448835760485,4717.7123550116785,163.72419890343636,32.30271429225868,81.57032281504279,23.222505841013064,18.406092772887405,114.34491460944366,288.74923467050735,82.22092611917141,65.16906303729712,16712.200799117978,580.1109069772272,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.69157273769727,6.974590540585207,1.930336454086479,5.023059451760108,1.3581860612474852,1.0937501920556103,0.1303738469552829,3.7671337559277864,0.7218436205453607,0.07396304319857075,0.0933173174715269,10.218564960955295,3.5727894684707886,0.0003073888746239146,0.00044748158448773535,1.5582279849685006,3.873508332951517,0.9662768148251432,0.7574471563219015,121.27294817670523,3.116600884373488,3.3288235679589916e-05,0.1266265530244228,4.556744561414726e-05,8.565224417880242e-05,0.026285554361442684,0.04909641186239986,0.025689056568061634,1.6702626648192044e-05
1.84,8639.034406000801,25.307714535230158,0.04362025160757201,0.00924368290230336,0.008532272752125246,0.017374249948956557,4741.789771113187,164.3418715147979,32.61298081315791,82.34147865184951,23.41464344398875,18.556689089611048,115.44427787234847,291.4817651324614,82.9019572994335,65.70286625315748,16797.57570563232,582.3020504722523,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.6747646460263,6.9697445830023845,1.937156427945395,5.040806168442718,1.3611797056225343,1.096160980388358,0.13160638532925106,3.780335444974561,0.7245668773215925,0.07456819943769304,0.0940894032153244,10.270716644231163,3.58626832019592,0.00031178018061179006,0.0004538501571666432,1.5639583999647828,3.886863474752144,0.967844133243101,0.7585477681854382,121.19181942081644,3.10626333432378,3.3799745280268956e-05,0.1265385726761508,4.62184145115168e-05,8.687124974478279e-05,0.026503034914250864,0.04949811247762851,0.02593579912147196,1.695737281244362e-05
1.85,8638.208190547828,25.290210353568103,0.04428172530573937,0.00937493963991163,0.008662632861784002,0.01762002291001883,4765.8510906111,164.95749771438255,32.92438313753963,83.1152804658766,23.607089791374644,18.70750193518106,116.54767022040488,294.22368275837056,83.58408540483931,66.23743901626291,16882.89352656267,584.4859323645519,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.6579635547901,6.964923931372655,1.9439526289199023,5.058491024089924,1.3641499440619138,1.0985529198701538,0.13284315276861056,3.793482975201375,0.7272811116729413,0.07517422577633158,0.09486272961765987,10.322833462263642,3.5997025151232562,0.00031620733911457934,0.0004602702384555119,1.569670535029325,3.9001677351806032,0.969391976038761,0.759632583436566,121.1108253456796,3.095978120838813,3.431615381867115e-05,0.12645105176784052,4.6874698199558145e-05,8.810011455009416e-05,0.02672086493485696,0.04990039066190196,0.026183444933959764,1.721452071260618e-05
1.86,8637.382319143426,25.272797708488728,0.044949398250869195,0.009507260868866765,0.00879423415189326,0.0178677702842616,4789.896340186352,165.57108786345293,33.23691764519826,83.89171818162767,23.79984103111611,18.85852818552186,117.65507880582457,296.97495179013254,84.26729675769535,66.77277023345816,16968.154356581937,586.66258943068,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.64116945978157,6.960128488917795,1.9507252059682723,5.076114406316152,1.3670969791240883,1.1009261736217697,0.1340841331696955,3.806576631866235,0.7299863692811777,0.07578110966070103,0.09563728119943697,10.374915472843638,3.61309227935627,0.00032067040184600716,0.0004667418953654815,1.5753644967817142,3.913421420001986,0.9709205170957501,0.7607017459549484,121.0299652965441,3.0857448931648603,3.483747916930996e-05,0.12636398854244363,4.7536304344333826e-05,8.9338851421308e-05,0.026939040063120322,0.050303238082061004,0.02643199112652037,1.74740785700254e-05
1.87,8636.556791580993,25.25547625017345,0.04562329151229104,0.009640648101060757,0.008927081120470687,0.018117494596439312,4813.925546394499,166.18265225697382,33.55058073614675,84.67078178165914,23.992893343845658,19.009764743615822,118.76649085261332,299.7355366757818,84.951577796399,67.30884890768596,17053.358289917876,588.8320582117773,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.6243823567995,6.955358159297768,1.9574743066577165,5.093676699116055,1.3700210112462623,1.103280903055723,0.1353293105216258,3.8196166982848543,0.7326826955357719,0.07638883864574582,0.0964130426129094,10.426962733490486,3.626437837551683,0.0003251694198006783,0.0004732651938481877,1.581040390901984,3.926624832311898,0.972429928592817,0.7617553982124928,120.94923862371155,3.0755633035906067,3.536373915063258e-05,0.12627738125086727,4.820324050530379e-05,9.058747298219656e-05,0.0271575559758989,0.050706646477120844,0.026681434836228063,1.773605457540314e-05
1.88,8635.731607654227,25.238245630382615,0.04630342608111467,0.00977510282732232,0.00906117825148623,0.01836919833124569,4837.938735667134,166.79220112451083,33.865368830347734,85.45246130582137,24.18624294238467,19.161208539092435,119.88189365561587,302.5054020667928,85.63691507366762,67.84566413652706,17138.505420358153,590.9943750167624,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.6076022416487,6.950612846607371,1.964200077181028,5.111178282907819,1.372922238774009,1.1056172679001355,0.1365786689050943,3.832603455847512,0.7353701355378558,0.07699740039348904,0.09718999863967856,10.478975301455012,3.6397394129390754,0.00032970444326275457,0.0004798401988087999,1.5866983221478068,3.9397782725916515,0.9739203810407605,0.7627936813016822,120.86864468265992,3.065433007407432,3.5894951525437557e-05,0.12619122815191308,4.88755141366116e-05,9.184599165622846e-05,0.027376408386485206,0.05111060765717516,0.026931773216022338,1.8000456889033328e-05
1.89,8634.90676715712,25.221105502443255,0.046989822870836806,0.00991062651767418,0.009196530014967511,0.018622883933812867,4861.935934313317,167.39974463112853,34.181278367444804,86.23674685049977,24.379886071245124,19.31285652781742,121.00127457956104,305.28451281538406,86.32329525476833,68.38320511074032,17223.59584125541,593.1495759255255,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.59082911014002,6.945892455372872,1.9709026623729633,5.128619534575788,1.375800857990499,1.1079354262222725,0.13783219249115378,3.8455371840357193,0.7380487341041826,0.07760678267138152,0.09796813418869141,10.530953233722645,3.652997227340487,0.00033427552181463245,0.0004864669741190597,1.5923383943726566,3.952882038751873,0.9753920433129418,0.7638167349626962,120.78818283382644,3.0553536628309574,3.6431134001292305e-05,0.12610552751221626,4.9553132588370904e-05,9.311441966906434e-05,0.027595593044042355,0.05151511350230018,0.027183003434494157,1.826729364103781e-05
1.9,8634.082269883953,25.20405552123694,0.04768250271794779,0.010047220621590297,0.00933314086710524,0.01887855381021049,4885.917168520991,168.00529287828914,34.49830580649361,87.02362856785581,24.573819006131334,19.464705691481843,122.12462105810636,308.0728339718216,87.010705115747,68.92146111280253,17308.6296455323,595.2976967921201,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.57406295809017,6.941196890548652,1.9775822057263592,5.14600082751241,1.3786570631453414,1.110235534451766,0.13908986554000394,3.858418160438727,0.740718535771089,0.07821697335065064,0.09874743429423816,10.582896587016467,3.6662115011900256,0.00033888270434561914,0.0004931455826303184,1.5979607105426372,3.9659364261828527,0.9768450826828164,0.7648246976121066,120.70785244254553,3.0453249309477677,3.6972304230950705e-05,0.1260202776061847,5.023610310795149e-05,9.439276905105244e-05,0.027815105733040055,0.051920155961458665,0.02743512267567211,1.8536572931602206e-05
1.91,8633.258115629296,25.187095343187533,0.048381486382538356,0.01018488656825315,0.009471015250358619,0.019136210327944863,4909.882464358413,168.6088559047506,34.816447625693115,87.8130966650683,24.768038053441646,19.61675303719128,123.25192059288311,310.8703307817226,87.69913154165798,69.46042151544856,17393.606925686552,597.4387732479557,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.55730378132174,6.936526057513846,1.9842388494080068,5.163322531659536,1.3814910464830323,1.1125177474035282,0.14035167239977867,3.871246660769867,0.743379584798455,0.07882796040464944,0.09952788411394992,10.634805417800322,3.679382453553468,0.0003435260390606105,0.0004998760861865757,1.6035653727548873,3.978941727804924,0.978279664854932,0.7658177063708456,120.6276528790801,3.035346475647611,3.751847981277063e-05,0.12593547671593766,5.092443284126575e-05,9.568105163972431e-05,0.028034942272690596,0.05232572705140402,0.027688128138808707,1.8808302831211784e-05
1.92,8632.434304188017,25.170224626249034,0.049086794548906354,0.010323625766810982,0.009610157593560752,0.019395855816458075,4933.831847775574,169.21044368746522,35.13570032211675,88.60514140357442,24.96253954977021,19.76899559705493,124.38316075254122,313.67696868335923,88.38856152479332,70.00007578021136,17478.527773796042,599.572840704991,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.5405515756633,6.931879862068984,1.990872734274268,5.180585013549064,1.384302998271033,1.1147822183003595,0.141617597505333,3.88402295888271,0.7460319251736655,0.07943973190720553,0.10030946892679661,10.686679782281892,3.6925103021478662,0.00034820557348876763,0.0005066585456375178,1.609152482253682,3.991898234116408,0.9796959540013703,0.7667958970912059,120.54758351840428,3.0254179635623766,3.8069678291131565e-05,0.12585112313124516,5.1618128834054915e-05,9.697927908229038e-05,0.0282550985163849,0.05273181885558431,0.027942017038166563,1.9082491380887346e-05
1.93,8631.610835355254,25.153443029893367,0.04979844782616343,0.01046343960663506,0.009750572312024057,0.019657492567627118,4957.765344605619,169.81006614247784,35.45606041144362,89.39975309831081,25.157319861408663,19.921430427774737,125.5183291717941,316.492713304962,89.07898216291223,70.54041345596187,17563.392281523822,601.6999343589249,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.52380633694906,6.927258210432632,1.997483999886444,5.197788636342922,1.3870931068274688,1.1170290987952562,0.14288762537703018,3.8967473267870885,0.7486756006155706,0.08005227603097001,0.10109217413108457,10.738519736415771,3.7055952633611517,0.00035292135449219397,0.0005134930208515556,1.614722139449443,4.004806233243009,0.9810941127941971,0.7677594043857783,120.46764374023446,3.015539064007976,3.86259171568521e-05,0.12576721514946684,5.23171980331753e-05,9.828746283813559e-05,0.028475570351128462,0.05313842352304633,0.028196786602804655,1.9359146592421035e-05
1.94,8630.787708926699,25.13675021700111,0.05051646664878663,0.010604329410219906,0.009892263790057082,0.019921122744544308,4981.682980286851,170.40773292109776,35.777524485837255,90.19692227902328,25.352375496531856,20.07405470273194,126.65741375706797,319.31753103787537,89.7703810579133,71.08142450615485,17648.200539130492,603.820088464733,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.5070680610244,6.9226610097621055,2.0040727847008486,5.2149337603276775,1.3898615570779764,1.1192585378092363,0.1441617408785629,3.9094200345171193,0.7513106536758279,0.08066558141745803,0.10187598569526361,10.790325335301318,3.7186375478041955,0.00035767342667730723,0.0005203795683329864,1.6202744401447846,4.017666000379463,0.9824742945427538,0.7687083551760122,120.38783294592213,3.005709464326187,3.918721377793213e-05,0.12568375108500557,5.302164705109953e-05,9.960561372272153e-05,0.028696353824524404,0.05354553351406717,0.028452434122606934,1.9638276409715802e-05
1.95,8629.964924698776,25.120145855385974,0.05124087119642799,0.010746296395198593,0.010035236366866674,0.020186748307951297,5005.584779638496,171.00345324547507,36.100089260632316,90.99663982038237,25.547703195694616,20.226865786270075,127.80040285238502,322.1513894988744,90.46274663743131,71.62309957280661,17732.95263467756,605.933335752258,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.4903367437496,6.918088168573297,2.0106392262288857,5.232020743331087,1.3926085294104382,1.1214706806090542,0.14543992942491715,3.9220413500304567,0.7539371250139751,0.08127963747554767,0.10266089052157924,10.842096632696983,3.731637356722757,0.0003624618311136534,0.0005273182393003038,1.6258094724893186,4.030477789286094,0.9838366368494946,0.769642863489559,120.30815057258745,2.9959288822577035,3.9753585343705645e-05,0.12560072927692986,5.373148197599297e-05,0.00010093374153975648,0.028917445247206734,0.05395314179829679,0.028708956985410455,1.991988867761138e-05
1.96,8629.142482466912,25.10362960471,0.051971682081870994,0.010889341999928769,0.010179494457491852,0.020454371646818605,5029.470768781731,171.59723731591103,36.423751174609436,91.79889582786105,25.743299157228012,20.37986059785447,128.94728381909692,324.99425357154155,91.156065402143,72.16542771692441,17817.648660852257,608.0397124281939,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.47361238096465,6.913539593137133,2.0171834598467133,5.249049937624635,1.3953342097909438,1.1236656769536064,0.1467221752016703,3.9346115402367823,0.7565550596021202,0.08189443182641841,0.10344687333340505,10.893833685181228,3.744594912707811,0.00036728661631559744,0.0005343090961581956,1.63132734304173,4.043241905163297,0.9851813158983777,0.7705630749934136,120.22859597453059,2.986196960053485,4.032504934390823e-05,0.12551814802355002,5.444670999964384e-05,0.00010227185823409303,0.029138840316066384,0.05436124015871701,0.0289663523591199,2.0203991409327347e-05
1.97,8628.320382027447,25.087201130870266,0.05270891959455159,0.011033467525414458,0.010325042419821948,0.020723994884838642,5053.340973026756,172.18909476265517,36.748506829710216,92.60368086329707,25.939159889384523,20.53303631155941,130.09804459823928,327.84608976085207,91.85032495401887,72.70839890425692,17902.288707460946,610.1392526733272,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.4568949685281,6.909015191441671,2.0237056201316053,5.266021693400973,1.398038778656502,1.1258436721492096,0.14800846312380772,3.9471308698934915,0.7591644998990704,0.08250995311437033,0.10423392009950277,10.945536547575953,3.7575104259106613,0.0003721478261647043,0.000541352194381755,1.636828148102137,4.0559586244814705,0.9865084867309865,0.7714691180001938,120.14916855369187,2.9765133809852022,4.090162304188267e-05,0.12543600565435134,5.516733762707229e-05,0.00010361997442419322,0.02936053507879434,0.054769821057453566,0.029224617541395347,2.049059249238193e-05
1.98,8627.498623177005,25.070860101261616,0.05345260394960626,0.011178674253152847,0.01047188459837523,0.020995620108666325,5077.195417568047,172.77903515514865,37.07435284638557,93.41098554171079,26.13528193004066,20.686390125982367,131.25267319656882,330.7068647606142,92.54551300023604,73.25200318764406,17986.87286389917,612.2319904525345,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,175.4401845023044,6.904514871887448,2.0302058404435233,5.282936357685111,1.4007224145990478,1.1280048100163373,0.14929877819131634,3.9595996019891997,0.7617654880955349,0.08312619008224754,0.10502201690767539,10.997205274452389,3.770384105155654,0.0003770455038845924,0.0005484475884785817,1.642311983142614,4.068628221353895,0.9878183028898568,0.7723611195835423,120.06986771638185,2.96687783102308,4.148332364800364e-05,0.12535430050630808,5.5893371265764234e-05,0.00010497810054333163,0.02958252561661302,0.05517887702204537,0.029483749844616592,2.0779699785409434e-05
