ASL_b,ASL_c,ASL_m,ASLoOH_b,ASLoOH_c,ASLoOH_m,ASLpOH_b,ASLpOH_c,ASLpOH_m,AS_b,AS_c,AS_m,ASoOH_b,ASoOH_c,ASoOH_m,ASpOH_b,ASpOH_c,ASpOH_m,Time
0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8797.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.440194076969456,1.4684870295677157,30.517273598408394,0.004183574426096033,0.0015465950462550666,8.15863798074276e-09,0.0051956213736904944,0.0019207517297216516,4.299481870716764e-09,94.60875932698654,31.299129730516533,8796.256546250366,0.014205598161750682,0.005252788774966719,1.65949310957169e-08,0.005460517984108149,0.002019177991106842,3.173848301837061e-09,0.01
9.025871324203953,2.760766622266083,30.47474900186707,0.015508790112542116,0.005071721376610293,5.008772210202225e-08,0.01926209171606106,0.006299208158469722,2.639689527106308e-08,192.72949056734882,58.96999720945375,8795.363483500616,0.05275564353947941,0.017256666096366693,1.0202540132633428e-07,0.020282557387622236,0.006634710095685263,1.951554991769993e-08,0.02
13.587878204373373,4.046378719069518,30.43242452070083,0.03382711067854717,0.010565075836796434,1.5217325307419864e-07,0.04201703327035266,0.013123157643605146,8.020144862943932e-08,290.7602692062817,86.61548083217596,8794.470810010476,0.11527105710347355,0.036011607775958576,3.103950036542998e-07,0.044325336762676304,0.013847965333249857,5.93809157245294e-08,0.03
18.126427756137474,5.325384787786265,30.390299150961752,0.05905017671543164,0.018001800345476517,3.4048839386662005e-07,0.07335276805958789,0.02236230739254907,1.7946024771684056e-07,388.70142539190573,114.23570599415447,8793.578525471241,0.20157436422309985,0.06146766472973461,6.954568628177983e-07,0.07752549946666808,0.023641112756533043,1.330642209687416e-07,0.04
22.641731217427353,6.597844053675687,30.348371896656612,0.09109099604864852,0.027357423562597776,6.407723332821331e-07,0.1131632881414027,0.03398683704619119,3.377471369613264e-07,486.55331402986883,141.83076824334896,8792.686629575312,0.3114904348467598,0.09357555513419714,1.310567227778908e-06,0.1198205352778764,0.035996562480903944,2.507893031354066e-07,0.05
27.1339965297223,7.863815103508413,30.306641769596812,0.12986391094992047,0.03860784723968635,1.0784372616284092e-06,0.16134421547010325,0.04796738189437977,5.684663183815848e-07,584.3162814332788,169.40076675138212,8791.795122016152,0.4448464356740843,0.13228663624439058,2.2086924716587003e-06,0.17114876312260743,0.05089695517259306,4.227108001064069e-07,0.06
31.603428697280556,9.123355593412654,30.26510778932029,0.17528457379209142,0.05172934211235949,1.6785722073704858e-06,0.21779277198253227,0.06427502786279483,8.848543472134774e-07,681.9906718105825,196.94579789443696,8790.904002488296,0.6014717876775902,0.17755290153450806,3.4424129697837124e-06,0.23144931536887586,0.06832516111962858,6.589148525079273e-07,0.07
36.05022974265706,10.376522376786632,30.223768982984147,0.22726992002610952,0.06669853933577145,2.465948170500072e-06,0.28240774646551675,0.08288130099745614,1.2999827987198144e-06,779.5768250367053,224.4659575714595,8790.013270687316,0.7811981237324866,0.2293269655554261,5.063928339343947e-06,0.3006621223650247,0.08826427464487317,9.694200427523216e-07,0.08
40.47459880042718,11.623371483260208,30.18262438526828,0.2857381436962423,0.08349242393377536,3.465022704235802e-06,0.355089464530448,0.10375815943646426,1.8267606480138166e-06,877.0750774897214,251.9613404458694,8789.122926309834,0.983859248513547,0.2875620537489728,7.125062172092446e-06,0.3787278977636119,0.11069761039797386,1.3641782423701844e-06,0.09
