value_component_environment_variable_time,value_component_IP3_dynamics_variable_IP3,value_component_IP3_dynamics_variable_j_IP3,value_component_IP3_dynamics_variable_J_IP3,value_component_IP3_dynamics_variable_k_0,value_component_IP3_dynamics_variable_k_degr,value_component_IP3_dynamics_variable_IP3_0,value_component_ER_variable_Ca_ER,value_component_Calcium_dynamics_variable_Ca,value_component_Calcium_dynamics_variable_alpha,value_component_Channel_kinetics_variable_J_channel,value_component_Channel_kinetics_variable_J_max,value_component_Channel_kinetics_variable_h,value_component_Channel_kinetics_variable_K_act,value_component_Channel_kinetics_variable_K_IP3,value_component_Channel_kinetics_variable_K_inh,value_component_Channel_kinetics_variable_k_on,value_component_SERCA_pump_kinetics_variable_J_pump,value_component_SERCA_pump_kinetics_variable_V_max,value_component_SERCA_pump_kinetics_variable_K_p,value_component_Leak_variable_J_leak,value_component_Leak_variable_L,value_component_Calcium_buffering_variable_R_buffering,value_component_Calcium_buffering_variable_R1,value_component_Calcium_buffering_variable_R2,value_component_Calcium_buffering_variable_B1,value_component_Calcium_buffering_variable_B2,value_component_Calcium_buffering_variable_CaB1,value_component_Calcium_buffering_variable_CaB2,value_component_Calcium_buffering_variable_k1_on,value_component_Calcium_buffering_variable_k1_off,value_component_Calcium_buffering_variable_k2_on,value_component_Calcium_buffering_variable_k2_off,value_component_Calcium_buffering_variable_K1,value_component_Calcium_buffering_variable_K2,value_component_Plasma_membrane_extrusion_mechanisms_variable_soma_or_neurite,value_component_Plasma_membrane_extrusion_mechanisms_variable_j_Ca,value_component_Plasma_membrane_extrusion_mechanisms_variable_gamma_0,value_component_Plasma_membrane_extrusion_mechanisms_variable_gamma,value_component_Plasma_membrane_extrusion_mechanisms_variable_gamma_s,value_component_Plasma_membrane_extrusion_mechanisms_variable_gamma_n,value_component_Plasma_membrane_extrusion_mechanisms_variable_delta,value_component_Plasma_membrane_extrusion_mechanisms_variable_sigma,value_component_Plasma_membrane_extrusion_mechanisms_variable_w_n,value_component_Plasma_membrane_extrusion_mechanisms_variable_w_s,value_component_Plasma_membrane_extrusion_mechanisms_variable_sigma_soma_2D,value_component_Plasma_membrane_extrusion_mechanisms_variable_sigma_neurite_2D,value_component_Plasma_membrane_extrusion_mechanisms_variable_Ca_c
0.0,3.0,20.86,20.86,1.188,0.14,0.16,400.0,0.05,0.0,2.5704109898807186,3500.0,0.8,0.3,0.8,0.2,2.7,0.1243368700265252,3.75,0.27,0.0999875,0.1,0.2,0.1,0.1,450.0,75.0,0.0,0.0,-0.004444444444444444,-0.044444444444445376,-0.02666666666666667,-0.006400000117334136,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.1,2.960516998670947,18.523375028457167,20.86,1.188,0.14,0.16,400.0,0.07000000000000002,0.0,5.873185774002802,3500.0,0.7978922532047537,0.3,0.8,0.2,2.7,0.23618251928020575,3.75,0.27,0.0999825,0.1,0.2,0.1,0.1,450.0099999999999,75.01000000000002,-0.01,-0.01,-0.0031644868681255677,-0.0316448513236907,-0.01903637851582387,-0.004568731833368066,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.2,2.9215829870108037,16.448486214998585,20.86,1.188,0.14,0.16,400.0,0.09000000000000002,0.0,10.32746459124219,3500.0,0.7917827653159899,0.3,0.8,0.2,2.7,0.3750000000000001,3.75,0.27,0.0999775,0.1,0.2,0.1,0.1,450.01999999999987,75.02000000000004,-0.02,-0.02,-0.002456893803573413,-0.024568927321517713,-0.01480034336781596,-0.0035520829840218707,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.30000000000000004,2.883190272683638,14.606015283356985,20.86,1.188,0.14,0.16,400.0,0.10999999999999997,0.0,15.50192832311498,3500.0,0.7820257707745161,0.3,0.8,0.2,2.7,0.5338235294117644,3.75,0.27,0.0999725,0.1,0.2,0.1,0.1,450.02999999999986,75.03000000000004,-0.029999999999999992,-0.029999999999999992,-0.002007899078892762,-0.020078984261599944,-0.012105804731363624,-0.0029053936818629464,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.4,2.845331330600719,12.969928032837895,20.86,1.188,0.14,0.16,400.0,0.12999999999999998,0.0,20.908733472809725,3500.0,0.7690056827636688,0.3,0.8,0.2,2.7,0.7057349665924274,3.75,0.27,0.0999675,0.1,0.2,0.1,0.1,450.04,75.04000000000005,-0.03999999999999998,-0.03999999999999998,-0.001697642995451864,-0.01697642556224046,-0.010240865146458252,-0.0024578081019426814,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.5,2.807998726275886,11.517106473842572,20.86,1.188,0.14,0.16,400.0,0.14999999999999994,0.0,26.093886852817395,3500.0,0.7531276591148922,0.3,0.8,0.2,2.7,0.8844339622641504,3.75,0.27,0.09996250000000001,0.1,0.2,0.1,0.1,450.0500000000001,75.05000000000004,-0.049999999999999975,-0.049999999999999975,-0.0014704260582823017,-0.014704257410150969,-0.008873508139526181,-0.002129642368667019,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.6000000000000001,2.7711851510739645,10.2270221695905,20.86,1.188,0.14,0.16,400.0,0.16999999999999998,0.0,30.691153658997276,3500.0,0.7348054266520517,0.3,0.8,0.2,2.7,1.0645874263261295,3.75,0.27,0.0999575,0.1,0.2,0.1,0.1,450.06000000000023,75.06000000000006,-0.06000000000000002,-0.06000000000000002,-0.0012968452960085083,-0.012968450555496525,-0.00782803375276345,-0.0018787284731094128,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.7000000000000001,2.7348834024308912,9.081446168344703,20.86,1.188,0.14,0.16,400.0,0.19,0.0,34.44661753326888,3500.0,0.7144530851083064,0.3,0.8,0.2,2.7,1.24197247706422,3.75,0.27,0.0999525,0.1,0.2,0.1,0.1,450.07000000000045,75.07000000000005,-0.07000000000000005,-0.07000000000000005,-0.0011599138431322936,-0.011599136543930796,-0.00700275207995149,-0.0016806608369584867,10.0,0.24,-1.0,0.0,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.8,2.69908635671748,8.064191427468566,20.86,1.188,0.14,0.16,400.0,0.20999999999999994,0.0,37.22118197848823,3500.0,0.6924772166191653,0.3,0.8,0.2,2.7,1.4134615384615377,3.75,0.27,0.09994750000000001,0.1,0.2,0.1,0.1,450.0800000000004,75.08000000000008,-0.08000000000000002,-0.08000000000000002,-0.0010491329977689414,-0.01049132845590595,-0.0063347269717166305,-0.0015203347821508817,10.0,0.24,-1.0,0.06114833018412607,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
0.9,2.6637870332646845,7.160884089754056,20.86,1.188,0.14,0.16,400.0,0.22999999999999982,0.0,38.977805207782374,3500.0,0.6692670198646737,0.3,0.8,0.2,2.7,1.5769077901430826,3.75,0.27,0.0999425,0.1,0.2,0.1,0.1,450.0900000000004,75.09000000000013,-0.08999999999999996,-0.08999999999999996,-0.0009576645254515158,-0.009576644001014,-0.005782920720436682,-0.0013879012575139795,10.0,0.24,-1.0,0.1834449905523784,8.0,6.114833018412653,6.114833018412653,8.866507876698346,1.45,0.263,0.377,0.623,0.132,0.479,0.2
