EmptySet,M,P,Time
0.0,1.0,1.0,0.0
0.0,0.9994243193292229,0.9990671850847719,0.01
0.0,0.9988498030282007,0.998131070509021,0.02
0.0,0.9982765775864509,0.997191306852237,0.03
0.0,0.9977046900180069,0.99624777162979,0.04
0.0,0.9971341642666434,0.9953004141151616,0.05
0.0,0.9965650104936092,0.9943492193130178,0.06
0.0,0.9959972266026369,0.9933941979557767,0.07
0.0,0.9954308389471301,0.9924353323741404,0.08
0.0,0.9948658294406976,0.9914726346945819,0.09
0.0,0.9943021980833392,0.9905061049171011,0.1
0.0,0.993739958154072,0.9895357416493666,0.11
0.0,0.9931791560836414,0.9885615400230227,0.12
0.0,0.9926197513424617,0.9875835042876766,0.13
0.0,0.992061743930533,0.9866016344433287,0.14
0.0,0.9915051338478553,0.9856159304899788,0.15
0.0,0.9909499210944286,0.984626392427627,0.16
0.0,0.9903961086503812,0.9836330202971644,0.17
0.0,0.9898437802402315,0.9826358152474027,0.18
0.0,0.9892928738817944,0.9816347764278642,0.19
0.0,0.9887433895750704,0.9806299038385486,0.2
0.0,0.9881953273200591,0.9796211974794561,0.21
0.0,0.9876486871167607,0.9786086573505866,0.22
0.0,0.9871034689651752,0.9775922834519402,0.23
0.0,0.9865597561216508,0.9765720779232654,0.24
0.0,0.9860175043345745,0.9755480396272637,0.25
0.0,0.9854767020742333,0.9745201682676131,0.26
0.0,0.9849373493406275,0.9734884638443136,0.27
0.0,0.984399446133757,0.9724529263573652,0.28
0.0,0.9838629924536216,0.971413555806768,0.29
0.0,0.9833280630867393,0.9703703529230409,0.3
0.0,0.9827946494035634,0.9693233176218902,0.31
0.0,0.9822627245382362,0.9682724496408883,0.32
0.0,0.981732290591702,0.9672177490005578,0.33
0.0,0.9812033496649055,0.9661592157214205,0.34
0.0,0.9806759038587912,0.9650968498239987,0.35000000000000003
0.0,0.9801499552743036,0.9640306513288144,0.36
0.0,0.9796255060123872,0.96296062025639,0.37
0.0,0.9791025581739864,0.9618867566272474,0.38
0.0,0.9785811138600458,0.960809060461909,0.39
0.0,0.9780611751715099,0.9597275317808966,0.4
0.0,0.9775428217205064,0.9586421672218739,0.41000000000000003
0.0,0.9770260217745836,0.9575529682819705,0.42
0.0,0.9765107619647809,0.9564599356568692,0.43
0.0,0.9759970466160688,0.9553630692700279,0.44
0.0,0.9754848800534174,0.9542623690449047,0.45
0.0,0.9749742666017971,0.9531578349049572,0.46
0.0,0.9744652105861783,0.9520494667736434,0.47000000000000003
0.0,0.9739577163315312,0.9509372645744214,0.48
