CIS,CISRNA,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,Epo,EpoRJAK2,EpoRJAK2_CIS,EpoRpJAK2,SHP1,SHP1Act,SOCS3,SOCS3RNA,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,STAT5,npSTAT5,p12EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,pSTAT5,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24997e-07,3.97622,0.0,0.0,26.7251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.7535,0.0,0.0,0.0,0.0,0.0,0.0
5.505776362034298e-32,1.426695343434303e-29,1.0067344505864199e-10,2.914613347919403e-14,7.03359813286688e-18,1.4561278381485778e-21,2.6427237505974532e-25,1.24997e-07,3.9730738793043288,0.0,0.003129358611137186,26.725099894259873,1.0574011735606264e-07,8.332264000333946e-28,5.231003723935821e-30,8.349029987216562e-16,1.775343873947817e-18,3.1478234714825814e-21,4.7891246719600756e-24,6.3883941826846144e-27,79.75347535586161,3.212264174858978e-09,2.239467830660843e-08,4.179331275762107e-06,1.256035858104837e-05,2.4641929978940204e-05,0.01
3.7482261570625455e-29,4.7707259580130864e-27,1.6097277982626617e-09,9.320996303222507e-13,4.500490577738399e-16,1.8647353116472223e-19,6.773361134625996e-23,1.24997e-07,3.969930247988645,0.0,0.006222959249362846,26.7250995771626,4.2283739542445474e-07,4.43711462805763e-25,2.669807029148925e-27,1.3325271500389471e-14,5.660212848440865e-17,2.0062182163045485e-19,6.104770871362008e-22,1.6289649682323444e-24,79.75340144930406,2.568653398983626e-08,1.7840636000468168e-07,1.660910648710695e-05,5.000524914605189e-05,9.853303647447298e-05,0.02
1.5964653427183853e-27,1.3480839675720827e-25,8.143959826645281e-09,7.070923662222406e-12,5.1165347064049316e-15,3.174520786356715e-18,1.7249195440311937e-21,1.24997e-07,3.9667891042428476,0.0,0.009281184016765202,26.72509904889267,9.511073236220666e-07,1.7052898946179834e-23,1.0114345546010103e-25,6.729203433463178e-14,4.2807583388282126e-16,2.271908622717528e-18,1.034533824145313e-20,4.1273461443023603e-23,79.7532783184228,8.665312366873442e-08,5.995998425626433e-07,3.712873580369728e-05,0.00011198340474108315,0.00022162200321510867,0.03
2.2578909988658818e-26,1.4230813042051057e-24,2.5722258413907242e-08,2.977543430891426e-11,2.8728225082200725e-14,2.376576314975903e-17,1.721454973531816e-20,1.24997e-07,3.9636504463643107,0.0,0.012304410849200842,26.72509830963447,1.6903655194754774e-06,2.274325577993531e-22,1.339102944113001e-24,2.121495700405763e-13,1.797113246513324e-15,1.2706196701431848e-17,7.709465937450312e-20,4.0980873106293754e-22,79.75310599973672,2.0530824627342212e-07,1.4153276778129574e-06,6.557992268189061e-05,0.00019814753612915756,0.0003938591138973023,0.04
1.7428573667334065e-25,8.768427999015516e-24,6.275791685711453e-08,9.079691300125501e-11,1.0949169517545004e-13,1.1319579190575913e-16,1.0242793802328292e-19,1.24997e-07,3.960514272757503,0.0,0.015293013563081836,26.725097359572263,2.6404277214138593e-06,1.6892560136368994e-21,9.902542654580169e-24,5.166636697585469e-13,5.463403063386206e-15,4.823729731572596e-17,3.6552299267847913e-19,2.4260471011373204e-21,79.75288452737992,4.0081482323754623e-07,2.752758938910067e-06,0.00010180663403557744,0.00030815428644141593,0.0006151970599288124,0.05
9.223837432429329e-25,3.8575686196565757e-23,1.3005105448181144e-07,2.2575621627643385e-10,3.2665671656310144e-13,4.0522020732953985e-16,4.399688362615679e-19,1.24997e-07,3.957380581933615,0.0,0.018247361901715633,26.725096198890206,3.801109781586627e-06,8.69276276358227e-21,5.0807112867313905e-23,1.0687123380108195e-12,1.354278447543532e-14,1.4334700577685811e-16,1.3025207561058572e-18,1.0367865690298506e-20,79.75261393230035,6.92303607585354e-07,4.736907685876681e-06,0.00014565507071649382,0.0004416641862675856,0.0008855917409594929,0.06
3.756679658881286e-24,1.345093626004333e-22,2.407812229464543e-07,4.875693510351486e-10,8.229646501697551e-13,1.190797698694966e-15,1.5077602253909133e-18,1.24997e-07,3.9542493725101857,0.0,0.021167821581046537,26.72509482777233,5.1722276587080725e-06,3.464708313460711e-20,2.0207724802428083e-22,1.975050897981191e-12,2.9159658535045765e-14,3.5972978403546896e-16,3.810189894142407e-18,3.535067063785599e-20,79.75229424146949,1.0988746148907286e-06,7.4906610183976785e-06,0.00019697363841513619,0.0005983416093355783,0.0012050030542724015,0.07
1.266880632160543e-23,3.9628003051104427e-22,4.1050022136742885e-07,9.498595253068113e-10,1.8321231906156367e-12,3.0295395727543007e-15,4.3837893686682604e-18,1.24997e-07,3.9511206432107233,0.0,0.024054754334877845,26.725093246402576,6.75359741092775e-06,1.1479732247873605e-19,6.684836192910243e-22,3.3610811551312295e-12,5.66349343219392e-14,7.977153764922793e-16,9.64932371353966e-18,1.0225948141038885e-19,79.75192547710085,1.6395988665922826e-06,1.1134806773986839e-05,0.0002556129189242532,0.0007778547287019783,0.0015733956749771365,0.08
3.6968730087098244e-23,1.0264883869036352e-21,6.571251502813427e-07,1.7103560218851766e-09,3.711062157276086e-12,6.903373542709229e-15,1.1238262960599757e-17,1.24997e-07,3.9479943928643375,0.0,0.02690851795960459,26.725091454964797,8.545035188722284e-06,3.3004206427202927e-19,1.9195055470930046e-21,5.370624756992698e-12,1.0166975879673065e-13,1.6094978175311989e-15,2.1887357731647166e-17,2.6082011261153974e-19,79.75150765587742,2.3335204287640684e-06,1.5788060889789245e-05,0.00032142564174574494,0.0009798754734242866,0.0019907398273225838,0.09
9.622765075145522e-23,2.4022849918992775e-21,1.0009317732841332e-06,2.894267716597016e-09,6.977007776468982e-12,1.442007287174895e-14,2.6082167004782898e-17,1.24997e-07,3.944870620405362,0.0,0.02972946635828652,26.72508945364276,1.0546357227834157e-05,8.48092489889415e-19,4.9275643065649506e-21,8.165701961139523e-12,1.715243096429443e-13,3.0141292738355577e-15,4.551069302363218e-17,6.022505320534833e-19,79.75104078819055,3.1996587465036624e-06,2.1567094322935556e-05,0.000394266656149882,0.0012040794858802022,0.002457012044102904,0.1
2.2843809857013473e-22,5.179798003143404e-21,1.4645481383120967e-06,4.6576701523005276e-09,1.2349424387568632e-11,2.8073928674252643e-14,5.585316913348874e-17,1.24997e-07,3.941749324872986,0.0,0.0325179495845756,26.72508724262014,1.2757379842185534e-05,1.9904479841801066e-18,1.155545105456241e-20,1.1926313360074455e-11,2.7519403952380806e-13,5.314246688604575e-15,8.819921064145536e-17,1.2831376569622885e-18,79.75052487738147,4.257011274146963e-06,2.8586559851165888e-05,0.00047399290335449967,0.0014501460792348667,0.0029721959232951295,0.11
5.026344784075877e-22,1.0439380126107904e-20,2.0729486415323448e-06,7.190842344377291e-09,2.0796942898755634e-11,5.157109055447961e-14,1.119208286968547e-16,1.24997e-07,3.938630505410879,0.0,0.0352743138856559,26.725084822080564,1.5177919416877415e-05,4.334651765483583e-18,2.5147565368206192e-20,1.6850229477563623e-11,4.235794303131366e-13,8.914528751631392e-15,1.6128159951204083e-16,2.5581699542274422e-18,79.74995991900094,5.524556408929233e-06,3.6959118221818284e-05,0.0005604633893724198,0.0017177581958736003,0.003536282866528156,0.12
1.0377169561627857e-21,1.9881705941691664e-20,2.85344844414972e-06,1.0721608223239552e-08,3.358891432659427e-11,9.02253924594421e-14,2.1211273249732067e-16,1.24997e-07,3.9355141612668225,0.0,0.03799890174492234,26.72508219220758,1.780779240118633e-05,8.864920997451027e-18,5.1400514136561874e-20,2.3152784460336477e-11,6.296529297825559e-13,1.4341681153661022e-14,2.8088307676021204e-16,4.823693184848145e-18,79.74934590007335,7.021256700614962e-06,4.679546411304008e-05,0.0006535391580499855,0.002006602366094666,0.004149272812680523,0.13
2.0294802859214067e-21,3.608461628432866e-20,3.835698292868236e-06,1.5518673597093168e-08,5.235160927289539e-11,1.5143044431177529e-13,3.83361809574344e-16,1.24997e-07,3.9324002917923404,0.0,0.040692051924272,26.725079353184682,2.0646815301575294e-05,1.7185833738604103e-17,9.959775741509583e-20,3.1066674763949894e-11,9.086225344096268e-13,2.2265920008174866e-14,4.69277194537075e-16,8.673958096872958e-18,79.74868279836777,8.766062336763615e-06,5.8204351828787845e-05,0.0007530832643777471,0.002316368667183526,0.004811174964382609,0.14
3.788309731939899e-21,6.283294330606597e-20,5.0516798291284354e-06,2.189494217846494e-08,7.912928263286149e-11,2.452171529673198e-13,6.650990400190961e-16,1.24997e-07,3.9292888964423267,0.0,0.043354099505787856,26.72507630519531,2.369480467474269e-05,3.181694046840938e-17,1.8431136454316728e-19,4.084176446440992e-11,1.2780909030683305e-12,3.352398591832432e-14,7.564628206850925e-16,1.497238513591376e-17,79.7479705816804,1.0777914916088978e-05,7.129262058404411e-05,0.0008589607482203514,0.0026467506830834754,0.0055220085030856765,0.15
6.789930431174856e-21,1.0553024219948373e-19,6.535701410809394e-06,3.02108045222442e-08,1.1644962739771942e-10,3.8489824754877693e-13,1.1134814615572945e-15,1.24997e-07,3.92617997477468,0.0,0.045985375932746514,26.72507304842286,2.6951577120728465e-05,5.658505869381508e-17,3.2766749794877302e-19,5.274489755522273e-11,1.758210001865251e-12,4.914347000793677e-14,1.1819651308513076e-15,2.4939373412240227e-17,79.74720920712917,1.3075751478021523e-05,8.616521934424035e-05,0.0009710386085041893,0.0029974454647282976,0.0062818032916700595,0.16
1.1743752190010553e-20,1.7171470016986469e-19,8.324394419924086e-06,4.087745468996605e-08,1.6739464089631765e-10,5.878186247355915e-13,1.806681895879649e-15,1.24997e-07,3.923073526449929,0.0,0.048586209050622824,26.725069583050708,3.0416949275967753e-05,9.714680752135929e-17,5.623634164041093e-19,6.705971442231506e-11,2.3718339606027824e-12,7.036877320782676e-14,1.7969060440493143e-15,4.026088671412715e-17,79.74639862044893,1.567850884816857e-05,0.00010292523162977566,0.0010891857774364502,0.0033681534903850386,0.007090600576211013,0.17
