Time,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo,ActD,CISEqc,CISEqcOE,CISInh,CISRNADelay,CISRNAEqc,CISRNATurn,CISTurn,CISoe,EpoRActJAK2,EpoRCISInh,EpoRCISRemove,JAK2ActEpo,JAK2EpoRDeaSHP1,SHP1ActEpoR,SHP1Dea,SOCS3Eqc,SOCS3EqcOE,SOCS3Inh,SOCS3RNADelay,SOCS3RNAEqc,SOCS3RNATurn,SOCS3Turn,SOCS3oe,STAT5ActEpoR,STAT5ActJAK2,STAT5Exp,STAT5Imp,epo_level,init_EpoRJAK2,init_SHP1,init_STAT5,cyt,nuc,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36
0.45,3.8370989279319634,0.11027510168689514,0.006385330609253487,0.02075769796138956,0.00170294181050278,0.0,26.7248886058203,0.00021139417968791402,79.70301218957596,0.05028817406345251,0.0002903801607800753,0.0004039389377834315,5.2186159168137115e-06,5.634259453725718e-08,5.222511961411389e-10,4.240078570897643e-12,4.1467633826943573e-16,7.54960397173397e-17,3.098450087220968e-09,2.7871889594563374e-10,2.1270717971139438e-11,1.407210647047486e-12,8.207872762444944e-14,3.0847308546081667e-15,5.346317420343646e-13,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1214898045451922,4.979687253498579e-05,0.01179096675268785,0.035372900258063555,0.0020482199453979322,0.0022194794906651772,2.8834205507744803e-06,9.373543290288249e-06,7.689965819562917e-07,0.0,0.0003740230826001271,6.903212229983832e-07,0.08711417082395266,0.005141612935518545,0.0005408774734299073,5.950401289417118e-06,0.0010012669564911972,1.608207142233898e-05,2.077694078230939e-07,2.243174759136137e-09,2.079245215336668e-11,1.688107781529692e-13,1.658705353077743e-13,6.030111288490843e-16,2.5361897995316003e-19,0.0,8.318966431989724e-09,9.071603434739461e-10,8.160296995634273e-11,6.227614219192741e-12,4.120013742292542e-13,2.403090727547678e-14,1.0251720488664271e-17,2.1426910683810878e-09,2.1385269681374585e-09,0.0
0.46,3.834064507060139,0.11212087805337406,0.006630315755311509,0.02159259172476797,0.001811707406412097,0.0,26.7248791708982,0.0002208291017904821,79.70067654430294,0.052610140348729566,0.00031027687023007513,0.0004409753810867825,5.8219481314992805e-06,6.424103572737415e-08,6.086174213305716e-10,5.050611091924928e-12,4.941340192386081e-16,9.197174948486271e-17,3.3767906868937886e-09,3.100406797043694e-10,2.416092370790294e-11,1.6326294117645344e-12,9.72825838000463e-14,3.739497580224334e-15,6.481410783944575e-13,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12139372904504145,5.2890097977546164e-05,0.011988323068276059,0.03596496920482819,0.002126803732704888,0.002308749003505621,3.1276784128782577e-06,1.0185741600850431e-05,8.546256852017071e-07,0.0,0.00038218090269626743,7.21131564959334e-07,0.08901164153944001,0.005601033766407383,0.0005658515211291818,6.3581199339980195e-06,0.0010698732884860307,1.7556607969130707e-05,2.3178994870289728e-07,2.5576363855434128e-09,2.4230961472611713e-11,2.0108061072919365e-13,1.9765360769544325e-13,7.18556342007157e-16,3.0896695212346427e-19,0.0,8.888978024988879e-09,9.886525563204048e-10,9.077332265299565e-11,7.073805042045189e-12,4.779991983896558e-13,2.848227328174781e-14,1.2427756510175626e-17,2.597499893194785e-09,2.5925643135778303e-09,0.0
0.47000000000000003,3.8310325952587507,0.1139445574967263,0.006878222574354776,0.022439929117654918,0.0019246955525171981,0.0,26.724869532893557,0.00023046710643233526,79.69828164247006,0.05499074139841973,0.000331078009414896,0.00048050765624924405,6.479780785812523e-06,7.30398992629413e-08,7.069275389630469e-10,5.993404394500994e-12,5.865875971211249e-16,1.1156572640825968e-16,3.6732689110953124e-09,3.440739475874276e-10,2.7366458564661932e-11,1.887918497266081e-12,1.1486839090490751e-13,4.514028701247288e-15,7.82417639993598e-13,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12129773298680294,5.6096286269218765e-05,0.012183316710133394,0.03654995013040019,0.002206324703886649,0.002399349029032728,3.386232313601234e-06,1.1047448998879248e-05,9.475509411513483e-07,0.0,0.0003903319685057068,7.526050859496025e-07,0.09090736227739908,0.006089973281089358,0.0005914562185551874,6.7843719379028126e-06,0.001141598206838526,1.9130511381708184e-05,2.579803223981522e-07,2.9079466393428898e-09,2.8144994474678153e-11,2.3861615833381735e-13,2.3463503884844996e-13,8.529998373793219e-16,3.7479033119266257e-19,0.0,9.484900205625485e-09,1.0754550802043468e-09,1.0073754028221258e-10,8.012317530488516e-12,5.527424177314417e-13,3.363102390365019e-14,1.5001814649036406e-17,3.1354985042307812e-09,3.1296705599743926e-09,0.0
0.48,3.828003195188968,0.11574637417960264,0.007128968850850192,0.023299499639547458,0.002041962141035744,0.0,26.7248596919919,0.00024030800809328727,79.6958267757728,0.05743067012738867,0.0003528059633201906,0.0005226468735750704,7.195725827849529e-06,8.281932245812419e-08,8.185242536611739e-10,7.086503546656152e-12,6.938142207287842e-16,1.3478185244684385e-16,3.988641483131028e-09,3.80986063335102e-10,3.0913580027631405e-11,2.1762388322746643e-12,1.3514379298205763e-13,5.426854718995829e-15,9.406754002026358e-13,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1212018164547343,5.941652035117578e-05,0.01237597271567979,0.03712791814703938,0.002286756486699547,0.00249125705985912,3.659540316590613e-06,1.196041953208194e-05,1.0482080840037357e-06,0.0,0.0003984762726982198,7.847411801411476e-07,0.09280132645403338,0.006609605448976053,0.0006176990183953366,7.229616008941057e-06,0.0012165188977668992,2.0808205308503476e-05,2.864843318499018e-07,3.2972960374406055e-09,3.258800842654402e-11,2.821358515159647e-13,2.7752568829151366e-13,1.0089258967589588e-15,4.52781842090649e-19,0.0,1.010737427096242e-08,1.1677894676292485e-09,1.11544623390672e-10,9.050839318514889e-12,6.371564850148359e-13,3.956723077954561e-14,1.8035478728597486e-17,3.7695584100711314e-09,3.762701600810544e-09,0.0
0.49,3.8249763096029383,0.117526559749976,0.007382473634591772,0.024171095173107282,0.0021635618393905107,0.0,26.724849648378907,0.00025035162108199026,79.69331120651484,0.05993064866351125,0.0003754833768943767,0.0005675068036780992,7.973552651118031e-06,9.366466628222847e-08,9.448680453147378e-10,8.349954994086481e-12,8.177885837029213e-16,1.621921353494072e-16,4.323680443762138e-09,4.209507131823695e-10,3.4830073472657265e-11,2.501004052168586e-12,1.58447989057288e-13,6.4988711858879e-15,1.1265386301698136e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12110597953597373,6.285184153567563e-05,0.012566315853457785,0.03769894756037336,0.002368073114778389,0.0025844508434130103,3.948061306395553e-06,1.2926421455675963e-05,1.1570477870814646e-06,0.0,0.00040661380769952825,8.175392411469884e-07,0.09469352733350327,0.007161121855036245,0.000644587687539315,7.694316182017554e-06,0.0012947134438733546,2.259421931318662e-05,3.1745204839304355e-07,3.729083066777647e-09,3.7618149596621316e-11,3.3243780192393934e-13,3.2711543348116856e-13,1.1892060662939918e-15,5.448630693444674e-19,0.0,1.0757048965615135e-08,1.265881755724124e-09,1.232454236171427e-10,1.0197505373732754e-11,7.322408401388535e-13,4.6390204176206465e-14,2.1598192526271386e-17,4.514193912171966e-09,4.506154520679254e-09,0.0
0.5,3.8219519413434284,0.11928534336896084,0.007638657223928728,0.025054509957445615,0.00228954810623981,0.0,26.72483940224046,0.0002605977595298709,79.69073416717535,0.06249142877279053,0.0003991331663095305,0.0006152039067170656,8.817191727090132e-06,1.056667371936785e-07,1.0875446742500497e-09,9.805978587310245e-12,9.60699941622464e-16,1.9444416479444338e-16,4.679173262849193e-09,4.641480016544859e-10,3.914530326829082e-11,2.8658941965809766e-12,1.8515413370404582e-13,7.753577156907457e-15,1.3440832761811218e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1210102223205285,6.640325034220924e-05,0.012754370626107044,0.03826311187832115,0.0024502490222565315,0.002678908379081733,4.25225474977214e-06,1.3947236516389538e-05,1.274535762528003e-06,0.0,0.00041474456569227843,8.509986620014033e-07,0.09658395802429827,0.007745731401168408,0.000672130311651475,8.178942049887902e-06,0.001376260862973047,2.449319003861487e-05,3.510399563796053e-07,4.206923016234072e-09,4.3298552059001507e-11,3.9040665124390615e-13,3.8427997664898565e-13,1.397023902305714e-15,6.532095049971797e-19,0.0,1.1434580804359783e-08,1.3699624989304082e-09,1.3589267173939832e-10,1.1460912959261103e-11,8.390729205072327e-13,5.420919582320341e-14,2.5768052237414478e-17,5.385727736113803e-09,5.3763331047244875e-09,0.0
0.51,3.8189300933434596,0.12102295173837234,0.007897441149177675,0.02594954056166565,0.0024199732073283005,0.0,26.724828953762604,0.00027104623738506917,79.68809485998356,0.06511379227671882,0.00042377853046768137,0.0006658573633502071,9.73073829400159e-06,1.1892201574417028e-07,1.2482730744080737e-09,1.1479152013837677e-11,1.1249703584179863e-15,2.322692545121969e-16,5.055922963901874e-09,5.107645477559284e-10,4.389026467885566e-11,3.2748699433108082e-12,2.1567188435399568e-13,9.217333540688001e-15,1.597881790746116e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12091454490126363,7.007170731904323e-05,0.012940161273311095,0.03882048381993329,0.002533259038445021,0.0027746079153828235,4.572580463669899e-06,1.5024659250020133e-05,1.4011528546288918e-06,0.0,0.0004228685386170206,8.851188351401361e-07,0.09847261147556792,0.008364660008497775,0.0007003352996597859,8.68396899894274e-06,0.0014612411477692186,2.6509862439232212e-05,3.8741110004137207e-07,4.734657078074619e-09,4.9697651945542935e-11,4.570209140209211e-13,4.499881433671946e-13,1.6359015047311875e-15,7.802779009921298e-19,0.0,1.2140634401771689e-08,1.480266805467486e-09,1.4954100583629603e-10,1.2850136829844513e-11,9.588123284151094e-13,6.314414471130742e-14,3.063266507311753e-17,6.402470485364374e-09,6.391527162984464e-09,0.0
0.52,3.8159107686259417,0.12273960912790993,0.008158748156278185,0.026855985858770595,0.002554888231102928,0.0,26.724818303131585,0.00028169686840642685,79.68539245650103,0.06779855146220101,0.0004494429625609207,0.000719589106665536,1.0718456062936215e-05,1.3353288805558452e-07,1.428913472920648e-09,1.339660422019357e-11,1.3132738444434009e-15,2.7649116728919035e-16,5.454748256407707e-09,5.609935811966938e-10,4.909763587389821e-11,3.7321870802228034e-12,2.5045004070043306e-13,1.0919637213975314e-14,1.8930507005274677e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1208189473738901,7.385813385035144e-05,0.013123711774703851,0.03937113532411155,0.002617078382589794,0.002871527947174174,4.909498389796309e-06,1.616049629238379e-05,1.537395126856234e-06,0.0,0.00043098571817318736,9.19899152380765e-07,0.10035948047341037,0.009019150320562561,0.0007292113881647908,9.209878446094778e-06,0.0015497353057138958,2.8649091052313316e-05,4.2673523104068737e-07,5.316361563767993e-09,5.688951071157387e-11,5.333606783940942e-13,5.253095377773604e-13,1.9097273471900945e-15,9.288355796739529e-19,0.0,1.287588280340556e-08,1.5970343760757283e-09,1.6424699946079154e-10,1.4374744459115078e-11,1.0927050681137823e-12,7.332644985372192e-14,3.629006024563243e-17,7.584911044473822e-09,7.572202802109871e-09,0.0
0.53,3.8128939703033113,0.12443553740206181,0.008422502190647456,0.027773646999848255,0.002694343104134516,0.0,26.724807450533834,0.00029254946615747413,79.6826260972124,0.0705465494825189,0.00047615026192321413,0.0007765238562522766,1.1784781000087235e-05,1.4960788570799517e-07,1.6314760016153053e-09,1.5588225181556038e-11,1.5285571148338898e-15,3.28035784365942e-16,5.876483683894442e-09,6.150350395215124e-10,5.480183091549119e-11,4.242411633299157e-12,2.899793713616197e-13,1.2893421870785705e-14,2.235302810925936e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12072342983695351,7.77634129492086e-05,0.013305045852746354,0.03991513755823907,0.002701682658692747,0.002969647212893777,5.2634683756031246e-06,1.735656570338372e-05,1.6837739427819857e-06,0.0,0.00043909609582007696,9.553390049030659e-07,0.10224455763712406,0.009710461407342412,0.000758767645752201,9.757158081643297e-06,0.0016418253998744118,3.091584135445392e-05,4.6918895905409805e-07,5.956357454678124e-09,6.495415798681035e-11,6.206159576814382e-13,6.11422845933556e-13,2.2227864632280636e-15,1.101992916853846e-18,0.0,1.3641007825332556e-08,1.7205095473660102e-09,1.8006919007730901e-10,1.6044811553148867e-11,1.2420879749827858e-12,8.489979787304082e-14,4.284968880324432e-17,8.955925552510202e-09,8.941211243703744e-09,0.0
0.54,3.8098797015771657,0.12611095604673322,0.008688628381211398,0.028702327388523928,0.002838386606369454,0.0,26.72479639615599,0.00030360384400045877,79.67979489112157,0.07335866075311785,0.0005039245458896024,0.0008367891528862315,1.2934325118980976e-05,1.6726192721604344e-07,1.8581294571641758e-09,1.8086882271948602e-11,1.7740610027927081e-15,3.879412391703478e-16,6.321979776858695e-09,6.730956653794881e-10,6.103905272845543e-11,4.810435123486319e-12,3.3479550263691656e-13,1.517537090666146e-14,2.6310015089491423e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12062799239182244,8.178839003669673e-05,0.01348418697557394,0.04045256092672183,0.0027870478503893886,0.0030689446918281374,5.634949961548871e-06,1.861469630397246e-05,1.840816041000067e-06,0.0,0.0004471996627778316,9.914377832295143e-07,0.10412783541541733,0.010439868470089455,0.0007890134772498043,1.0326302112290084e-05,0.0017375945898254076,3.331519114250364e-05,5.149559027526294e-07,6.659220015993239e-09,7.397794034425948e-11,7.200953047533736e-13,7.096244011170834e-13,2.5797915849398704e-15,1.3032373847492132e-18,0.0,1.4436700393889012e-08,1.8509413365939678e-09,1.9706810754022483e-10,1.7870937559021273e-11,1.4083931824104203e-12,9.802100876765814e-14,5.0433463462296936e-17,1.054099473621793e-08,1.052400603579657e-08,0.0
0.55,3.8068679657378985,0.12776608219543278,0.008957053024730283,0.0296418326558457,0.00298706638609624,0.0,26.724785140184903,0.00031485981509041646,79.67689791535821,0.0762357913367692,0.000532790261836064,0.0009005153951441409,1.417188033114034e-05,1.8661656626051567e-07,2.1112105161179273e-09,2.0928653706782778e-11,2.053343565836718e-15,4.573691433749641e-16,6.7921032201309824e-09,7.353891046023568e-10,6.78473466493531e-11,5.441490350709627e-12,3.8548198603879264e-13,1.7806259707952778e-14,3.087220153681207e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.1205326351426769,8.593387370724652e-05,0.01366115835979617,0.04098347507938852,0.002873150315920992,0.0031693996014269346,6.024402174584307e-06,1.9936727025897923e-05,2.0090636041051855e-06,0.0,0.00045529641002841785,1.0281948772059208e-06,0.106009306082585,0.011208662546926155,0.0008199586278701015,1.0917811507857437e-05,0.0018371271731637809,3.5852331991298075e-05,5.642268431087317e-07,7.429788679600693e-09,8.405388817951755e-11,8.332351061098561e-13,8.213374263346873e-13,2.9859167434474898e-15,1.5364712644412664e-18,0.0,1.5263660890600885e-08,1.988583490660924e-09,2.153063028090973e-10,1.986426134281429e-11,1.5931527430178263e-12,1.1286093401995517e-13,5.917689616317728e-17,1.2368441668260496e-08,1.2348880614724828e-08,0.0
0.56,3.803858766164334,0.12940113065551057,0.009227703570112197,0.03059197063512539,0.0031404289749212863,0.0,26.724773682807626,0.0003263171923691873,79.67393421478715,0.0791788793256873,0.000562772199503559,0.0009678358775644627,1.5502422370659015e-05,2.0780024695464487e-07,2.3932333066878498e-09,2.415307263934421e-11,2.37030424749989e-15,5.376163856974352e-16,7.287737030913247e-09,8.021360054084911e-10,7.526665501626676e-11,6.141167708607376e-12,4.4267349584661095e-13,2.0831314514485217e-14,3.6118043839476984e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12043735819649677,9.020063648073269e-05,0.013835982973302291,0.04150794891990688,0.002959966783102821,0.003270991394612931,6.432283327535236e-06,2.132450627370684e-05,2.1890743220362413e-06,0.0,0.00046338632831661737,1.065609675981893e-06,0.1078889617346461,0.01201815021914416,0.0008516131873201894,1.1532194253829548e-05,0.00194050862800352,3.853257077295865e-05,6.171998796458436e-07,8.273177207036145e-09,9.52820967933267e-11,9.61609300124291e-13,9.48121698999956e-13,3.4468324041966146e-15,1.8060512823876215e-18,0.0,1.6122599505249567e-08,2.133694538239492e-09,2.348483769934913e-10,2.2036477172343812e-11,1.7980034052664321e-12,1.2960539277210097e-13,6.923029070589183e-17,1.4469681037535606e-08,1.4447217535790793e-08,0.0
0.5700000000000001,3.800852106323366,0.13101631393337113,0.00950050860336146,0.03155255133776925,0.003298519802135708,0.0,26.724762024211437,0.000337975788559634,79.67090280163383,0.0821888952077892,0.000593895503085714,0.0010388868297183133,1.6931114697744982e-05,2.3094855886868753e-07,2.706899229486057e-09,2.780338756370079e-11,2.729209658581759e-15,6.301282844748682e-16,7.80978074505769e-09,8.735641175557436e-10,8.333887078919625e-11,6.915431497991189e-12,5.070591470536971e-13,2.4300603971585915e-14,4.213439051568972e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12034216166305048,9.458941554089755e-05,0.01400868353795709,0.042026050613871276,0.003047474344496045,0.003373699757197717,6.859050824695314e-06,2.2779891299503028e-05,2.3814214494903672e-06,0.0,0.00047146940815099295,1.1036815679919527e-06,0.10976679428545323,0.012869653318217463,0.0008839875937410893,1.2169965599050469e-05,0.0020478256546555495,4.136133121242892e-05,6.740805858506582e-07,9.194783842808914e-09,1.0777011738593206e-10,1.1069397444970648e-12,1.0916838634327038e-12,3.968742957351691e-15,2.116832794759769e-18,0.0,1.7014236582166355e-08,2.2865378443120596e-09,2.557610103828237e-10,2.4399850416072393e-11,2.024691389692488e-12,1.4845614325044764e-13,8.076004402467332e-17,1.687949112591124e-08,1.685375620627589e-08,0.0
0.58,3.7978479897695827,0.13261184226061976,0.009775397831989042,0.032523386928218594,0.0034613832095933307,0.0,26.724750164583835,0.00034983541615958704,79.66780265510296,0.08526684223920519,0.0006261856840884069,0.0011138074577886116,1.8463312577332598e-05,2.5620450701463e-07,3.0551073362262345e-09,3.1926833032558165e-11,3.1347203777935924e-15,7.365119804734338e-16,8.359150618903124e-09,9.499083941052727e-10,9.210789412641833e-11,7.770637343472182e-12,5.793859926835584e-13,2.8269441552112857e-14,4.901722991442461e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12024704565488288,9.910091346152567e-05,0.014179282532396533,0.04253784759718961,0.0031356504524070712,0.0034775046052022804,7.305160972698519e-06,2.4304747588943136e-05,2.586693858282604e-06,0.0,0.0004795456398048987,1.1424099409357657e-06,0.11164279546276035,0.013764508633383597,0.0009170926377143058,1.2831648319239664e-05,0.002159166219969179,4.434415554287021e-05,7.350821715554148e-07,1.020030206333684e-08,1.216333702655921e-10,1.2711069943793672e-12,1.2538881511174372e-12,4.5584256905715686e-15,2.4742147788190788e-18,0.0,1.7939302988640726e-08,2.4473816692641832e-09,2.7811299224064913e-10,2.6967234107465103e-11,2.2750774881251064e-12,1.696319067054014e-13,9.394998358769462e-17,1.9636293335396217e-08,1.9606891965769847e-08,0.0
0.59,3.794846420144911,0.13418792361843732,0.010052302070503462,0.03350429170059673,0.003629062465554454,0.0,26.724738104112557,0.00036189588743617743,79.66463272102158,0.08841375679285006,0.0006596686335423514,0.0011927399863988929,2.010456706136484e-05,2.8371877546690855e-07,3.440964833601825e-09,3.657491932975355e-11,3.591919635961311e-15,8.585516618313568e-16,8.936779836072516e-09,1.0314110922815074e-09,1.0161968642031676e-10,8.713549157255754e-12,6.604626182771622e-13,3.279882998841228e-14,5.687235841188219e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12015201028730418,0.00010373579891889138,0.014347802194634007,0.04304340658390203,0.003224472914233469,0.0035823860823600237,7.771068797687432e-06,2.5900948260111837e-05,2.8054960836962174e-06,0.0,0.00048761501331744,1.1817941817596334e-06,0.11351695680427056,0.01470406761989576,0.0009509394660109064,1.3517772967249397e-05,0.002274619599442615,4.7486706170997416e-05,8.00425641485001e-07,1.1295731072510963e-08,1.3699556304079365e-10,1.4561618351403944e-12,1.4367678543845245e-12,5.223272500802507e-15,2.8841909791030814e-18,0.0,1.8898540464793006e-08,2.6164992294305166e-09,3.019752503343144e-10,2.975208476553232e-11,2.551142030324893e-12,1.9336941980091472e-13,1.0900284441156966e-16,2.2782460895911033e-08,2.274894336475288e-08,0.0
0.6,3.791847401178243,0.1357447637630235,0.010331153225283307,0.034495082054335824,0.003801599779117606,0.0,26.724725842985574,0.00037415701441985975,79.66139191147425,0.09163070871411319,0.00069437063507531,0.0012758297032410884,2.186062917173322e-05,3.1365000785875443e-07,3.8677982208790764e-09,4.1803734599504426e-11,4.106343233801332e-15,9.982241752085763e-16,9.543618731398764e-09,1.11832187746954e-09,1.1192232768108928e-10,9.751357333727474e-12,7.511629391521404e-13,3.795591989464266e-14,6.581629857212794e-12,1.24997e-07,0.0,432.871,0.530261,784653000.0,0.144775,1.0,1000.0,0.00839842,0.0,0.267308,1000000.0,5.42932,633253.0,142.722,0.001,0.00816391,173.653,0.679157,10.408,1.06465,1.0,0.00830844,10000.0,0.0,38.9757,0.0780965,0.0745155,0.0268889,1.24997e-07,3.97622,26.7251,79.7535,0.4,0.275,0.12005705567837811,0.00010849470739250069,0.014514264524780787,0.04354279357434237,0.0033139198876115292,0.0036883245575107045,8.25722786744814e-06,2.7570373473108676e-05,3.038448366073264e-06,0.0,0.0004956775184944803,1.221833676636975e-06,0.11538926965364467,0.015689696107747297,0.0009855395854171673,1.422887814093742e-05,0.002394276422297582,5.0794767453850357e-05,8.703399617928611e-07,1.2487386969131572e-08,1.5398913404263628e-10,1.6643373110768945e-12,1.642537293520533e-12,5.971333399899585e-15,3.3534023510220848e-18,0.0,1.9892701998074127e-08,2.794168762655516e-09,3.274208813831851e-10,3.276847919555972e-11,2.8549902109720628e-12,2.1992454637128975e-13,1.2614179323577795e-16,2.6364637429857526e-08,2.632651942885118e-08,0.0
