B_1_task1,I_2_task1,S_3_task1,T_4_task1,_1_task1
0.000392,0.000284,0.000439,0.14,0.0
0.0014427545517827088,0.0037889147620616443,0.0014856697079098434,0.142071916242078,10.0
0.001474749957768826,0.005575952218370387,0.0015183144105471995,0.14451553787399274,20.0
0.0014696533481947385,0.006101597481673478,0.0015132377222707772,0.146894794220489,30.0
0.0014641066995498987,0.006190646733003902,0.0015076914470995419,0.14926820463315138,40.0
0.0014588646343612832,0.00614038965919124,0.0015024512230253286,0.15166324241462914,50.0
0.0014536994326359417,0.006047609476542531,0.001497288534503449,0.15408918259650048,60.0
0.0014485081980583551,0.0059429312099249475,0.001492099706835751,0.15654904085360252,70.0
0.0014432878336133378,0.005835873907907936,0.0014868818805351225,0.15904380427579523,80.0
0.0014380335653304426,0.0057293941222682325,0.0014816302012052984,0.161573868908165,90.0
0.0014327373625607357,0.005624332297083272,0.0014763365825977341,0.16413939021993182,100.0
0.0014274124893651912,0.005520973347557996,0.0014710144751125523,0.16674048594452942,110.0
0.0014220482909225115,0.005419356953925985,0.0014656530288738184,0.16937721843203443,120.0
0.0014166342603513214,0.005319474062023042,0.0014602418755338242,0.17204963063803128,130.0
0.0014111965649978022,0.005221334252291187,0.0014548065938860214,0.17475775482234213,140.0
0.0014057130557524318,0.005124914425382799,0.001449325732514597,0.1775016116486449,150.0
0.0014002178756560523,0.005030216645734709,0.0014438333938934155,0.1802812119716747,160.0
0.0013946768036103697,0.004937221411041116,0.0014382952839509476,0.1830965597850983,170.0
0.0013891077186034973,0.004845898306655721,0.0014327286988936102,0.18594762614463162,180.0
0.0013835040181489297,0.004756225981073676,0.0014271278927693277,0.18883437097788192,190.0
0.0013778702295042986,0.004668188294969714,0.001421496443101681,0.19175674321361919,200.0
0.0013722183001329809,0.004581793920966173,0.0014158474910369908,0.19471469705524658,210.0
0.0013665418144737642,0.004497001282437181,0.001410173550377041,0.19770815196332003,220.0
0.0013608436638380815,0.004413812776180883,0.0014044782035534157,0.20073703860519837,230.0
0.0013551156271634582,0.004332173950724995,0.0013987528379619159,0.20380123453024734,240.0
0.0013493720757271766,0.00425209239542094,0.0013930123319448478,0.2069006361723687,250.0
0.0013436062131226428,0.004173528061051686,0.0013872489039692174,0.21003510835159345,260.0
0.0013378214198508786,0.00409648302232345,0.0013814671170355255,0.21320452097129,270.0
0.0013320171003605343,0.004020925333869807,0.0013756651331759257,0.2164087228185536,280.0
0.001326210219027215,0.0039468443217811015,0.0013698614163890036,0.21964754487030247,290.0
0.001320380239451456,0.003874198366648518,0.0013640338482141473,0.22292080663491443,300.0
0.001314535018602571,0.0038029831303824876,0.0013581913995088196,0.22622832073100752,310.0
0.0013086987630708867,0.0037331828833981795,0.0013523580288678548,0.2295698919397453,320.0
0.001302828813001853,0.0036647761916072546,0.001346490922555437,0.2329453326460365,330.0
0.0012969537955500599,0.003597695677859479,0.0013406182562421178,0.2363543495308923,340.0
0.0012910786525438707,0.00353195725707684,0.0013347461480411715,0.23979671670415056,350.0
0.0012851919295049441,0.003467547306403495,0.001328862049268845,0.24327220104384467,360.0
0.0012793058371251508,0.003404438122914877,0.0013229783794717486,0.24678053098837877,370.0
0.0012734183402512201,0.0033426198464126793,0.001317093617054826,0.2503214624287401,380.0
0.001267528844182379,0.003282039428725074,0.0013112071361157383,0.25389467182481157,390.0
0.0012616382373050767,0.003222699299963714,0.001305318930477752,0.25749988413534414,400.0
0.0012557474421522885,0.003164574586288054,0.0012994308025898384,0.26113679683228863,410.0
0.0012498557610894027,0.0031076274291172027,0.0012935417193495101,0.26480507406920917,420.0
0.0012439717082255814,0.0030518646323094553,0.0012876604001603874,0.2685044089692317,430.0
0.00123808018035126,0.002997232034312219,0.0012817713952831449,0.2722344399347574,440.0
