Time,G,I,B,si,Eg0,R0,sigma,alpha,k,d0,r1,r2,cell
1.89,249.86970244266038,2.8025330128580057,37.00279437730164,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.9,249.86964794097264,2.802534029664548,37.002811721491476,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.91,249.86959354235543,2.8025350475965856,37.00282907304406,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.92,249.8695392468088,2.80253606665412,37.002846431959384,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.93,249.86948505433276,2.8025370868371495,37.002863798237456,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.94,249.86943096492723,2.8025381081456753,37.002881171878286,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.95,249.86937697859227,2.8025391305796963,37.00289855288186,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.96,249.86932309532787,2.802540154139214,37.002915941248176,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.97,249.86926931513403,2.802541178824227,37.00293333697725,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.98,249.86922034333585,2.8025422312283617,37.00295074943907,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.99,249.86916535928427,2.8025432501953143,37.00296815708582,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.0,249.86911047436055,2.8025442702654795,37.00298557208746,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.01,249.86905568582588,2.8025452914233777,37.003002994438546,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.02,249.86900099094146,2.80254631365353,37.00302042413363,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.03,249.86894638696842,2.802547336940457,37.00303786116724,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.04,249.86889187116796,2.8025483612686792,37.003055305533934,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.05,249.8688374408013,2.802549386622717,37.003072757228246,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.06,249.86878309312954,2.8025504129870917,37.00309021624474,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.07,249.8687288254139,2.802551440346324,37.00310768257795,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.08,249.8686746349156,2.802552468684934,37.00312515622243,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.09,249.86862051889577,2.802553497987443,37.003142637172715,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.1,249.8685664746156,2.802554528238371,37.003160125423356,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.11,249.86851249933625,2.802555559422239,37.003177620968906,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.12,249.86845859031897,2.802556591523569,37.0031951238039,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.13,249.86840474482483,2.8025576245268793,37.00321263392289,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.14,249.86835096011507,2.802558658416692,37.00323015132042,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.15,249.86829723345087,2.802559693177528,37.00324767599104,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.16,249.86824356209343,2.802560728793907,37.00326520792929,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.17,249.86818994330386,2.802561765250351,37.00328274712973,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.18,249.86813637434344,2.8025628025313796,37.003300293586875,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.19,249.86808285247326,2.802563840621514,37.00331784729531,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.2,249.86802937495455,2.8025648795052747,37.00333540824955,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.21,249.8679761921607,2.8025659206796094,37.003352978032765,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.22,249.86792313878456,2.8025669631576404,37.00337055561916,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.23,249.86787013402173,2.802568006457422,37.003388140513344,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.24,249.86781717528498,2.8025690505643803,37.00340573271079,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.25,249.86776425998687,2.802570095463941,37.003423332207,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.26,249.86771138554016,2.80257114114153,37.00344093899747,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.27,249.86765854935746,2.8025721875825735,37.00345855307771,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.28,249.86760574885145,2.8025732347724968,37.00347617444319,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.29,249.86755298143476,2.802574282696726,37.003493803089434,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.3,249.86750024452013,2.8025753313406874,37.00351143901193,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.31,249.86744753552017,2.802576380689806,37.00352908220618,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.32,249.86739485184756,2.8025774307295084,37.00354673266766,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.33,249.86734219091497,2.80257848144522,37.00356439039189,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.34,249.86728955013507,2.8025795328223673,37.00358205537435,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.35,249.86723692692053,2.8025805848463756,37.00359972761055,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.36,249.86718431868397,2.8025816375026706,37.00361740709598,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.37,249.8671317228381,2.8025826907766787,37.00363509382614,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.38,249.8670791367956,2.802583744653826,37.003652787796526,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.39,249.86702655796913,2.802584799119538,37.00367048900263,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.4,249.86697398377132,2.8025858541592403,37.00368819743995,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.41,249.86692141161484,2.8025869097583587,37.00370591310399,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.42,249.86686883891238,2.80258796590232,37.00372363599025,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.43,249.8668162630766,2.8025890225765493,37.0037413660942,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.44,249.86676368152018,2.802590079766473,37.00375910341137,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.45,249.86671109165573,2.8025911374575156,37.00377684793724,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.46,249.86665849089601,2.8025921956351048,37.0037945996673,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.47,249.86660587665358,2.802593254284665,37.00381235859707,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.48,249.8665532463412,2.802594313391624,37.00383012472202,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.49,249.86650059737147,2.8025953729414055,37.00384789803767,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.5,249.86644792715708,2.8025964329194366,37.0038656785395,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.51,249.8663952331107,2.8025974933111426,37.003883466223016,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.52,249.866342512645,2.80259855410195,37.00390126108371,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.53,249.86628976317263,2.802599615277284,37.00391906311708,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.54,249.8662369821063,2.8026006768225713,37.003936872318626,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.55,249.8661841668586,2.8026017387232365,37.00395468868385,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.56,249.86613131484225,2.802602800964707,37.00397251220822,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.57,249.86607842346987,2.8026038635324078,37.00399034288728,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.58,249.86602549015421,2.8026049264117643,37.00400818071648,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.59,249.86597251230785,2.8026059895882036,37.004026025691346,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.6,249.8659194873435,2.8026070530471507,37.00404387780736,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.61,249.86586641267382,2.8026081167740315,37.004061737060034,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.62,249.86581328571148,2.8026091807542723,37.00407960344486,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.63,249.86576010386912,2.8026102449732995,37.00409747695732,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.64,249.86570686455943,2.8026113094165375,37.004115357592916,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.65,249.86565356519506,2.802612374069413,37.00413324534716,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.66,249.8656002031887,2.802613438917352,37.00415114021554,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.67,249.865546775953,2.80261450394578,37.00416904219355,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.68,249.8654932809006,2.802615569140123,37.004186951276694,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.69,249.86543971544424,2.8026166344858066,37.00420486746045,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.7,249.86538607699651,2.8026176999682577,37.004222790740336,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.71,249.86533236297015,2.8026187655729013,37.00424072111185,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.72,249.86527857077772,2.8026198312851633,37.004258658570464,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.73,249.86522469783202,2.8026208970904696,37.0042766031117,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.74,249.86517074154557,2.8026219629742464,37.00429455473104,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.75,249.86511669933114,2.8026230289219196,37.00431251342399,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.76,249.8650625686014,2.8026240949189143,37.004330479186045,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.77,249.86500834676895,2.802625160950657,37.00434845201269,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.78,249.86495403124647,2.8026262270025737,37.00436643189944,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.79,249.86489961944665,2.80262729306009,37.00438441884179,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.8,249.86484510878216,2.802628359108632,37.00440241283521,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.81,249.8647904966657,2.8026294251336252,37.00442041387524,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.82,249.86473578050985,2.802630491120496,37.00443842195734,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.83,249.8646809577273,2.80263155705467,37.00445643707702,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.84,249.86462602573076,2.8026326229215726,37.00447445922978,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.85,249.86457098193287,2.80263368870663,37.00449248841112,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.86,249.86451582374627,2.802634754395269,37.00451052461653,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.87,249.86446054858368,2.802635819972914,37.0045285678415,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.88,249.86440515385775,2.8026368854249917,37.004546618081534,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.89,249.8643496369811,2.802637950736928,37.004564675332134,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.9,249.86429399536644,2.8026390158941488,37.00458273958879,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.91,249.86423822642647,2.802640080882079,37.004600810847,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.92,249.86418232757376,2.802641145686146,37.00461888910227,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.93,249.86412629622103,2.8026422102917747,37.00463697435008,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.94,249.864070129781,2.8026432746843906,37.00465506658593,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.95,249.8640138256662,2.8026443388494213,37.004673165805336,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.96,249.86395738128942,2.8026454027722907,37.004691272003775,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.97,249.86390079406328,2.8026464664384254,37.004709385176746,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.98,249.86384406140044,2.802647529833252,37.00472750531976,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
2.99,249.8637871807136,2.8026485929421954,37.00474563242829,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.0,249.86373014941537,2.802649655750682,37.00476376649785,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.01,249.86367347393448,2.8026507211584306,37.00478190903292,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.02,249.86361963445634,2.802651803365604,37.004800067389176,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.03,249.86356576561585,2.8026528859672295,37.00481823307542,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.04,249.86351186640357,2.802653968957769,37.00483640609179,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.05,249.86345793581006,2.8026550523316818,37.00485458643849,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.06,249.86340397282592,2.802656136083428,37.00487277411569,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.07,249.86334997644173,2.8026572202074673,37.004890969123544,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.08,249.86329594564805,2.8026583046982596,37.00490917146225,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.09,249.8632418794355,2.8026593895502647,37.00492738113198,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.1,249.86318777679458,2.8026604747579436,37.004945598132885,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.11,249.86313363671593,2.8026615603157556,37.004963822465164,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.12,249.8630794581901,2.8026626462181605,37.00498205412899,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.13,249.8630252402077,2.8026637324596186,37.005000293124525,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.14,249.86297098175928,2.802664819034589,37.00501853945195,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.15,249.86291668183543,2.802665905937533,37.005036793111444,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.16,249.86286233942667,2.80266699316291,37.005055054103174,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.17,249.8628079535237,2.8026680807051796,37.00507332242732,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.18,249.86275352311702,2.8026691685588028,37.00509159808406,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.19,249.8626990471972,2.802670256718238,37.00510988107355,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.2,249.8626445247548,2.802671345177947,37.00512817139598,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.21,249.8625899547805,2.8026724339323876,37.005146469051525,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.22,249.86253533626478,2.8026735229760216,37.00516477404036,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.23,249.86248066819826,2.8026746123033086,37.00518308636264,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.24,249.8624259495715,2.802675701908708,37.00520140601857,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.25,249.86237117937512,2.80267679178668,37.00521973300832,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.26,249.86231635659962,2.8026778819316847,37.00523806733203,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.27,249.86226148023565,2.802678972338182,37.005256408989915,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.28,249.86220654927376,2.802680063000632,37.00527475798213,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.29,249.8621515627045,2.802681153913494,37.005293114308856,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.3,249.86209651951853,2.8026822450712294,37.00531147797025,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.31,249.86204141870633,2.802683336468297,37.00532984896652,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.32,249.86198625925854,2.8026844280991567,37.00534822729781,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.33,249.86193104016573,2.802685519958269,37.00536661296431,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.34,249.86187576041846,2.802686612040094,37.00538500596619,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.35,249.86182041900733,2.802687704339091,37.00540340630362,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.36,249.8617650149229,2.8026887968497207,37.00542181397679,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.37,249.86170954715573,2.8026898895664423,37.005440228985854,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.38,249.86165401469646,2.8026909824837163,37.005458651331004,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.39,249.8615984165356,2.8026920755960028,37.0054770810124,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.4,249.86154275166376,2.802693168897761,37.00549551803023,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.41,249.86148701907155,2.802694262383452,37.00551396238466,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.42,249.8614312177495,2.802695356047535,37.00553241407587,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.43,249.8613753466882,2.8026964498844698,37.00555087310402,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.44,249.8613194048782,2.802697543888717,37.00556933946931,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.45,249.86126339131016,2.802698638054736,37.0055878131719,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.46,249.86120730497458,2.802699732376987,37.00560629421196,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.47,249.86115114486205,2.80270082684993,37.00562478258967,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.48,249.86109490996319,2.8027019214680258,37.0056432783052,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.49,249.86103859926857,2.8027030162257325,37.00566178135873,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.5,249.86098221176871,2.8027041111175115,37.00568029175043,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.51,249.86092574645426,2.8027052061378224,37.005698809480485,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.52,249.86086920231577,2.802706301281125,37.00571733454906,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.53,249.86081257834377,2.8027073965418796,37.005735866956336,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.54,249.86075587352894,2.802708491914546,37.00575440670247,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.55,249.86069908686176,2.802709587393584,37.005772953787655,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.56,249.86064221733287,2.8027106829734536,37.00579150821207,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.57,249.8605852639328,2.802711778648615,37.00581006997587,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.58,249.86052822565216,2.8027128744135283,37.00582863907924,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.59,249.86047110148155,2.802713970262653,37.00584721552235,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.6,249.8604138904115,2.802715066190449,37.00586579930539,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.61,249.8603565914326,2.802716162191377,37.00588439042851,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.62,249.8602992035355,2.802717258259897,37.005902988891904,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.63,249.86024172571064,2.8027183543904677,37.005921594695735,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.64,249.86018415694872,2.80271945057755,37.00594020784019,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.65,249.86012649624027,2.8027205468156042,37.00595882832543,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.66,249.86006874257583,2.8027216430990896,37.00597745615164,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.67,249.86001089494607,2.8027227394224656,37.005996091318984,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.68,249.85995295234147,2.8027238357801942,37.00601473382765,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.69,249.8598949137527,2.802724932166733,37.006033383677796,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.7,249.85983677817026,2.802726028576544,37.00605204086961,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.71,249.85977854458477,2.8027271250040857,37.00607070540327,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.72,249.8597202119868,2.802728221443819,37.00608937727893,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.73,249.85966177936695,2.8027293178902037,37.006108056496785,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.74,249.8596032457157,2.802730414337699,37.006126743056996,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.75,249.8595446100238,2.8027315107807658,37.00614543695975,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.76,249.8594858712817,2.8027326072138634,37.00616413820521,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
3.77,249.85942702847998,2.8027337036314526,37.00618284679355,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
