B,G,I,Time
37.0,250.0,2.8,0.0
37.000000230863364,249.99586133933565,2.80297359532122,0.01
37.00000112703831,249.99071028044776,2.8029857268595877,0.02
37.00000269405399,249.98576646970326,2.8029593292091994,0.03
37.000004903035375,249.9810364810029,2.80293344840392,0.04
37.00000771559471,249.97650769897052,2.80290874243467,0.05
37.000011095999746,249.97216809472462,2.802885139306723,0.06
37.000015061457816,249.96802345656786,2.802862663289018,0.07
37.00001953262032,249.96404706314846,2.802841145481547,0.08
37.000024541444944,249.96024967649618,2.8028206539088214,0.09
37.00003005397799,249.956619862244,2.802801121647142,0.1
37.00003600655368,249.95313618007262,2.8027824232094116,0.11
37.000042444153735,249.9498137727403,2.8027646491115323,0.12
37.00004931420669,249.94663492610766,2.8027476991351423,0.13
37.00005661972544,249.94360066254131,2.8027315765827985,0.14
37.00006433656537,249.9407028500917,2.8027162341786203,0.15
37.00007244058187,249.93793335680934,2.8027016246467262,0.16
37.00008090763031,249.9352840507447,2.8026877007112345,0.17
37.00008971356612,249.93274679994832,2.8026744150962646,0.18
37.000098860591365,249.93032233469762,2.802661774758862,0.19
37.00010837763117,249.92802037406852,2.8026498416635595,0.2
37.000118200241495,249.92581923061982,2.8026384855808364,0.21
37.000128308970346,249.9237123508568,2.8026276688942597,0.22
37.000138684365744,249.92169318128472,2.8026173539873964,0.23
37.00014930697569,249.91975516840895,2.8026075032438134,0.24
37.00016015734821,249.91789175873478,2.802598079047078,0.25
37.000171247143115,249.91610686990606,2.802589104476688,0.26
37.00018262580229,249.91441713569475,2.8025806763211483,0.27
37.00019422253856,249.91279872497807,2.8025726568142946,0.28
37.000206023749776,249.91124705311213,2.8025650197521323,0.29
37.00021801583379,249.90975753545305,2.802557738930669,0.3
37.00023018518846,249.90832558735696,2.8025507881459104,0.31
37.00024251821162,249.90694662417994,2.802544141193863,0.32
37.00025502363143,249.9056235789558,2.8025378147978897,0.33
37.000267742254124,249.9043701840806,2.802531887347746,0.34
37.00028062064711,249.90316844566206,2.8025262560701036,0.35
37.000293649652846,249.90201527536368,2.8025209033051657,0.36
37.00030682011377,249.90090758484905,2.8025158113931368,0.37
37.0003201228723,249.89984228578177,2.8025109626742197,0.38
37.000333548770904,249.89881628982545,2.8025063394886196,0.39
37.0003471021337,249.89783105012253,2.8025019501033417,0.4
37.00036080999512,249.8968956700594,2.802497846459789,0.41
37.0003746371387,249.89599828302934,2.80249396078399,0.42
37.00038857725607,249.89513676048503,2.8024902808954786,0.43
37.00040262403886,249.89430897387913,2.802486794613788,0.44
37.000416771178735,249.89351279466428,2.802483489758453,0.45
37.000431012367315,249.89274609429313,2.802480354149006,0.46
37.000445349215205,249.8920094135963,2.802477390879818,0.47
37.00045979887945,249.89130853391802,2.8024746330327654,0.48
37.00047433841749,249.89063571953793,2.8024720363417597,0.49
37.00048896330405,249.8899894429603,2.8024695920657012,0.5
37.000503669013845,249.8893681766896,2.8024672914634885,0.51
37.00051845102159,249.88877039323003,2.80246512579402,0.52
37.00053330480201,249.88819456508602,2.8024630863161963,0.53
37.00054823077179,249.88764083145847,2.802461173825442,0.54
37.000563240608514,249.88711312930286,2.8024594108472276,0.55
37.00057831846837,249.8866061139257,2.8024577667991566,0.56
37.000593461016216,249.88611865920853,2.8024562352367353,0.57
37.00060866491691,249.88564963903295,2.8024548097154676,0.58
37.000623926835296,249.88519792728053,2.8024534837908583,0.59
37.000639243436225,249.88476239783276,2.802452251018412,0.6
37.00065461659396,249.88434368171897,2.8024511150091342,0.61
37.00067006024951,249.8839464801374,2.8024501026660857,0.62
37.00068555648972,249.8835647497487,2.8024491794053534,0.63
37.00070110271124,249.883197611276,2.8024483401950233,0.64
37.00071669631075,249.88284418544245,2.802447580003183,0.65
37.00073233468488,249.88250359297135,2.80244689379792,0.66
37.000748015230336,249.88217495458585,2.802446276547321,0.67
37.00076373534374,249.88185739100916,2.802445723219473,0.68
37.000779492421785,249.8815500229645,2.802445228782464,0.69
37.00079528386111,249.88125197117503,2.802444788204381,0.7
37.00081112402186,249.8809680795626,2.8024444291812767,0.71
37.00082700935533,249.8806971499058,2.802444144857362,0.72
37.00084293000187,249.88043585476282,2.802443916200954,0.73
37.000858884138744,249.88018357821292,2.8024437396861357,0.74
37.00087486994317,249.87993970433524,2.8024436117869884,0.75
37.00089088559241,249.87970361720906,2.8024435289775944,0.76
37.00090692926371,249.87947470091362,2.8024434877320354,0.77
