Time,G,M,C_T,T_beta,I_gamma,r1,G_max,e1,alpha1,alpha2,k1,r2,m1,a1,k4,e2,alpha3,k2,a2,k5,mu1,alpha4,k3,s1,b1,mu2,b2,mu3,M_max,compartment,The_rate_of_change_of_glioma_whose_growth_follows_the_logistic_fashion_without_any_immune_intervention,Elimination_of_glioma_due_to_interaction_with_CTL_and_macrophage,Logistic_growth_term_for_macrophage,The_proliferative_enhancement_effect_of_macrophagesby_IFN_gama_and_negative_effect_of_TGF_beta,The_limited_interaction_between_glioma_and_macrophage,The_rate_of_change_of_CTL_whose_stimulation_is_followed_by_glioma_cell,The_natural_death_of_CTL,Clearance_of_CTL_due_to_their_interaction_with_glioma_cells,Natural_production_of_bioactive_TGF__beta_in_the_central_nervous_system,Glioma_secrete_the_cytokine_TGF_beta_to_suppress_the_immune_activity,The_degradation_of_TGF_beta,Linear_production_of_interferon_gamma_by_CTL,Decay_term_of_IFN_gamma
8.76,108034.56737365735,1.0175573964019915,0.6615249604008439,9135.010160598104,3682.9155406360483,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,948.1135574094529,6.713649328675441e-05,-0.00590817328923398,1.5782553140455535e-06,0.01579350146842649,0.0,0.004630674722805907,0.027360513899408016,63305.0,0.6211987623985298,63305.62041294485,6.747554596088608e-05,375.6573851448769
8.82,108091.46707263439,1.0162692074898108,0.6596079453889216,9135.010207757843,3660.444931768402,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,948.5432295671709,6.70531420414876e-05,-0.005467758944933409,1.571115071305168e-06,0.015775167891792403,0.0,0.004617255617722452,0.027292085580732782,63305.0,0.6215259356676477,63305.62073976185,6.728001042967e-05,373.36538304037697
8.879999999999999,108148.3925555849,1.015008218139475,0.6576958359291337,9135.010254938961,3638.1114230609023,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,948.9730230196581,6.697149985034818e-05,-0.00503770679322089,1.563995903829791e-06,0.015757251713078964,0.0,0.004603870851503936,0.02722379931797742,63305.0,0.6218532571946132,63305.621066727,6.708497526477163e-05,371.087365152212
8.94,108205.34382978512,1.013773790463635,0.6557886214464769,9135.010302141465,3615.91417802287,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,949.4029377220621,6.689152719919533e-05,-0.00461773201866964,1.5568978511789323e-06,0.015739743164266764,0.0,0.004590520350125338,0.027155654895745236,63305.0,0.6221807270212645,63305.62139384035,6.689043938754064e-05,368.8232461583327
9.0,108262.32090250863,1.0125653039580709,0.6538862913833056,9135.010349365362,3593.852365267318,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,949.8329736294282,6.681318564736558e-05,-0.004207559204712903,1.5498209518893025e-06,0.015722632742985427,0.0,0.004577204039683139,0.027087652098770783,63305.0,0.6225083451894246,63305.62172110196,6.669640172109717e-05,366.5729412572664
9.06,108319.32378102624,1.0113821549333013,0.6519888351993169,9135.010396610656,3571.925158479808,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,950.2631306966977,6.673643779259624e-05,-0.0038069219626638614,1.5427652434783467e-06,0.015705911203832836,0.0,0.004563921846395219,0.027019790711920247,63305.0,0.6228361117409008,63305.62204851185,6.650286119033033e-05,364.3363661649404
9.12,108376.35247260612,1.010223755968445,0.6500962423715356,9135.010443877354,3550.1317363875046,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,950.6934088787087,6.666124723732183e-05,-0.003415562577808813,1.5357307624478616e-06,0.015689569550034237,0.0,0.004550673696600749,0.026952070520191846,63305.0,0.6231640267174852,63305.62237607006,6.630981672189663e-05,362.11343711152546
9.18,108433.4069845137,1.0090895353863165,0.648208502394298,9135.01049116546,3528.471282728411,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,951.123808130197,6.658757855628138e-05,-0.003033231671680252,1.5287175442876833e-06,0.015673599025425665,0.0,0.004537459516760086,0.026884491308716136,63305.0,0.6234920901609537,63305.62270377664,6.611726724421839e-05,359.9040708382979
9.24,108490.48732401169,1.0079789367487948,0.6463256047792376,9135.01053847498,3506.942986220801,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,951.5543284057936,6.651539726537627e-05,-0.0026596878796702065,1.5217256234794533e-06,0.015657991106746972,0.0,0.0045242792334546636,0.026817052862756485,63305.0,0.6238203021130672,63305.623031631614,6.592521168748223e-05,357.70818459452164
9.299999999999999,108547.59349836009,1.0068914183715465,0.6444475390552699,9135.010585805923,3485.5460405328286,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,951.9849696600272,6.644466979172324e-05,-0.0022946975431901045,1.5147550335004609e-06,0.01564273749623051,0.0,0.004511132773386889,0.026749754967709382,63305.0,0.6241486626155706,63305.62335963504,6.573364898363753e-05,355.5256961343485
9.36,108604.72551481616,1.0058264528572813,0.6425742947685762,9135.010633158294,3464.27964425233,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,952.4157318473225,6.637536344485051e-05,-0.0019380344156463478,1.5078058068275576e-06,0.015627830114472788,0.0,0.004498020063380033,0.026682597409104846,63305.0,0.6244771717101929,63305.623687786974,6.554257806639478e-05,353.35652371373766
9.42,108661.88338063445,1.0047835266465512,0.6407058614825896,9135.010680532097,3443.1430008568054,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,952.8466149220008,6.630744638897693e-05,-0.0015894793814723472,1.500877974941144e-06,0.015613261093574147,0.0,0.004484941030378127,0.026615579972606784,63305.0,0.624805829438648,63305.62401608743,6.535199787122413e-05,351.20058608739413
9.48,108719.06710306671,1.0037621395855083,0.6388422287779787,9135.010727927338,3422.1353186835877,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,953.2776188382791,6.624088761633753e-05,-0.0012488201876196595,1.493971568329229e-06,0.015599022770537357,0.0,0.004471895601445851,0.02654870244401336,63305.0,0.6251346358426336,63305.62434453645,6.516190733535383e-05,349.05780250572593
9.54,108776.27668936201,1.0027618045098585,0.6369833862526328,9135.010775344026,3401.2558109001893,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,953.708743550272,6.617565692150867e-05,-0.0009158511868748417,1.4870866164915555e-06,0.015585107680913654,0.0,0.00445888370376843,0.02648196460925739,63305.0,0.6254635909638315,63305.6246731341,6.497230539776854e-05,346.92809271181926
9.6,108833.51214676663,1.001782046844224,0.6351293235216465,9135.010822782164,3380.5036954748307,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,954.1399890119885,6.611172487668415e-05,-0.0005903730923837,1.4802231479438014e-06,0.015571508552684065,0.0,0.0044459052646515255,0.02641536625440669,63305.0,0.6257926948439081,63305.62500188039,6.478319099920795e-05,344.8113769384327
9.66,108890.77348252409,1.0008224042162337,0.6332800302173042,9135.01087024176,3359.878195147153,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,954.5713551773354,6.604906280786007e-05,-0.0002721927428218799,1.473381190221842e-06,0.015558218300365684,0.0,0.004432960211521129,0.026348907165664456,63305.0,0.6261219475245136,63305.625330775394,6.459456308216503e-05,342.70757590500955
9.719999999999999,108948.06070387515,0.9998824260847395,0.6314354959890649,9135.01091772282,3339.3785373991045,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,955.0028420001148,6.598764277189154e-05,3.8877122303665e-05,1.4665607698860839e-06,0.015545230019333642,0.0,0.0044200484719234545,0.02628258712936964,63305.0,0.6264513490472821,63305.62565981915,6.440642059088462e-05,340.6166108147086
9.78,109005.3738180578,0.9989616733815802,0.6295957105035468,9135.01096522535,3319.0039544260053,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,955.4344494340248,6.592743753438529e-05,0.0003430180777109762,1.4597619125258585e-06,0.01553253698035002,0.0,0.0044071699735248274,0.026216405931997287,63305.0,0.6267808994538323,63305.62598901168,6.421876247136178e-05,338.53840335145253
9.84,109062.71283230721,0.9980597181662997,0.627760663444512,9135.011012749355,3298.753683107791,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,955.8661774326591,6.586842054839189e-05,0.0006404062182330978,1.4529846427638862e-06,0.015520132624290594,0.0,0.004394324644111584,0.026150363360158958,63305.0,0.6271105987857665,63305.62631835303,6.403158767134022e-05,336.47287567699465
9.9,109120.07775385583,0.997176143293264,0.625930344512851,9135.011060294843,3278.62696498043,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,956.298025949508,6.581056593386284e-05,0.0009312123559898519,1.4462289842607971e-06,0.015508010557060928,0.0,0.004381512411589957,0.02608445920060303,63305.0,0.6274404470846711,63305.62664784326,6.38448951403108e-05,334.4199504280038
9.959999999999999,109177.46858993328,0.9963105420906475,0.6241047434265674,9135.011107861816,3258.6230462075155,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,956.7299949379566,6.575384845784052e-05,0.001215602209263691,1.4394949597197215e-06,0.015496164544693733,0.0,0.004368733203985972,0.026018693240215125,63305.0,0.6277704443921164,63305.62697748238,6.365868382950987e-05,332.37955071316657
10.02,109234.8853477664,0.995462518050802,0.622283849920762,9135.011155450284,3238.7411775520304,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,957.162084351287,6.569824351535002e-05,0.0014937365834751053,1.4327825908909305e-06,0.015484588508620074,0.0,0.004355986949445334,0.0259530652660184,63305.0,0.6281005907496567,63305.627307270464,6.347295269191772e-05,330.35160011030706
10.08,109292.32803457919,0.9946316845315392,0.6204676537476183,9135.011203060252,3218.980614348287,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,957.5942941426755,6.564372711096498e-05,0.0017657715446325786,1.4260918985765461e-06,0.01547327652110722,0.0,0.0043432735762333275,0.02588757506517399,63305.0,0.6284308861988304,63305.627637207544,6.328770068225707e-05,328.3360226635252
10.139999999999999,109349.79665759287,0.993817664467874,0.6186561446763861,9135.011250691725,3199.3406164740336,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,958.0266242651951,6.559027584101851e-05,0.002031858585614734,1.4194229026353041e-06,0.015462222800856252,0.0,0.004330593012734703,0.02582222242498131,63305.0,0.628761330781159,63305.62796729365,6.310292675699137e-05,326.3327428803514
10.2,109407.29122402584,0.9930200900937964,0.6168493124933664,9135.011298344709,3179.8204483227332,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,958.4590746718135,6.553786687643319e-05,0.002292144785623332,1.412775621987372e-06,0.015451421708752865,0.0,0.004317945187453565,0.025757007132878436,63305.0,0.6290919245381487,63305.62829752883,6.291862987432338e-05,324.3416857289188
10.26,109464.81174109367,0.9922386026736632,0.6150471470018962,9135.01134601921,3160.4193787760146,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,958.891645315394,6.548647794614459e-05,0.002546772963126777,1.4061500746192304e-06,0.015440867743765001,0.0,0.004305330029013274,0.025691928976442475,63305.0,0.6294226675112886,63305.62862791312,6.273480899419341e-05,322.36277663515347
10.32,109522.35821600909,0.9914728522428197,0.6132496380223326,9135.011393715236,3141.136681176287,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,959.3243361486956,6.543608732109442e-05,0.0027958818225973054,1.3995462775886008e-06,0.015430555538981497,0.0,0.004292747466156328,0.0256269877433899,63305.0,0.6297535597420523,63305.628958446585,6.255146307827792e-05,320.3959414799812
10.379999999999999,109579.93065598201,0.9907224973570824,0.6114567753920372,9135.01144143279,3121.9716332995226,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,959.7571471243718,6.538667379877041e-05,0.003039606095328665,1.3929642470294332e-06,0.015420479857786024,0.0,0.0042801974277442605,0.025562183221576936,63305.0,0.6300846012718966,63305.62928912924,6.23685910899878e-05,318.44110659655126
10.44,109637.52906821949,0.9899872048507247,0.609668548965361,9135.011489171882,3102.9235173282073,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,960.1900781949726,6.533821668827078e-05,0.0032780766746072156,1.3864039981569417e-06,0.01541063559016086,0.0,0.004267679842757528,0.02549751519899987,63305.0,0.6304157921422621,63305.62961996114,6.218619199446682e-05,316.4981987674771
10.5,109695.15345992574,0.9892666496026281,0.6078849486136286,9135.011536932514,3083.991619824455,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,960.6231293129417,6.529069579587271e-05,0.0035114207454949448,1.3798655452726938e-06,0.0154010177491154,0.0,0.0042551946402954,0.025432983463795467,63305.0,0.630747132394573,63305.62995094232,6.200426475859012e-05,314.5671452220944
10.559999999999999,109752.80383830213,0.9885605143102756,0.6061059642251225,9135.011584714694,3065.175231703286,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,961.0563004306186,6.52440914110847e-05,0.003739761909469887,1.3733489017697478e-06,0.015391621467234376,0.0,0.0042427417495758575,0.02536858780424127,63305.0,0.6310786220702372,63305.63028207282,6.18228083509625e-05,312.6478736337352
10.62,109810.48021054715,0.9878684892712785,0.6043315857050678,9135.011632518426,3046.4736482060675,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,961.4895915002376,6.519838429316372e-05,0.003963220304156262,1.3668540801378411e-06,0.015382441993341147,0.0,0.004230321099935475,0.02530432800875599,63305.0,0.6314102612106461,63305.63061335269,6.164182174191692e-05,310.74031211701885
10.68,109868.18258385641,0.9871902721721421,0.6025618029756165,9135.01168034372,3027.886168874119,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,961.923002473928,6.515355565807891e-05,0.004181912718365851,1.3603810919686242e-06,0.0153734746892715,0.0,0.004217932620829316,0.025240203865899823,63305.0,0.6317420498571744,63305.63094478197,6.146130390351288e-05,308.8443892251601
10.74,109925.91096542269,0.9865255678839894,0.6007966059758317,9135.011728190577,3009.4120975224764,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,962.3565333037137,6.510958716590482e-05,0.004395952702659957,1.353929947960943e-06,0.015364715026753724,0.0,0.004205576241830822,0.025176215164374852,63305.0,0.6320739880511805,63305.6312763607,6.128125380953483e-05,306.9600339472926
10.799999999999999,109983.66536243584,0.9858740882649728,0.5990359846616725,9135.011776059006,2991.0507422138166,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,962.7901839415139,6.506646090862725e-05,0.004605450675631745,1.3475006579261646e-06,0.01535615858439081,0.0,0.0041932518926317075,0.025112361693025335,63305.0,0.6324060758340061,63305.63160808891,6.11016704354906e-05,305.0871757058093
10.86,110041.44578208287,0.9852355519691173,0.5972799290059777,9135.011823949011,2972.80141523254,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,963.2239543391419,6.502415939834589e-05,0.004810514026098268,1.3410932307935485e-06,0.015347801044740853,0.0,0.004180959503041844,0.025048643240838112,63305.0,0.6327383132469765,63305.631939966646,6.092255275860973e-05,303.22574435371905
10.92,110099.25223154786,0.9846096842613491,0.5955284289984506,9135.0118718606,2954.6634330590146,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,963.6578444483059,6.498266555585851e-05,0.005011247211382209,1.3347076746156604e-06,0.015339638191491886,0.0,0.004168699002989155,0.024985059596942888,63305.0,0.6330707003314002,63305.63227199396,6.074389975784196e-05,301.37567017201945
10.98,110157.08471801199,0.9839962168384755,0.5937814746456431,9135.011919793778,2936.6361163439738,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,964.0918542206085,6.494196269961257e-05,0.0052077518518545566,1.3283439965738282e-06,0.015331665906727628,0.0,0.004156470322519502,0.024921610550612643,63305.0,0.6334032371285689,63305.63260417088,6.05657104138556e-05,299.5368838670853
11.04,110214.94324865357,0.9833948876558901,0.5920390559709404,9135.011967748553,2918.7187898830725,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,964.5259836075471,6.490203453500994e-05,0.005400126821900998,1.3220022029836381e-06,0.015323880168280625,0.0,0.004144273391796583,0.02485829589126395,63305.0,0.633735923679758,63305.632936497466,6.0387983709035924e-05,297.7093165680734
11.1,110272.82783064796,0.9828054407597893,0.5903011630145447,9135.012015724928,2900.9107825915967,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,964.9602325605133,6.486286514405163e-05,0.005588468337466977,1.3156822993004712e-06,0.015316277047169542,0.0,0.004132108141101813,0.024795115408457306,63305.0,0.6340687600262258,63305.63326897375,6.021071862748356e-05,295.89289982434286
11.16,110330.73847116763,0.9822276261246933,0.58856778583346,9135.01206372291,2883.211427479329,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,965.3946010307928,6.482443897530993e-05,0.0057728700403287024,1.3093842901250766e-06,0.01530885270511748,0.0,0.004119974500834221,0.02473206889189749,63305.0,0.6344017462092139,63305.633601599766,6.0033914155012924e-05,294.0875656028915
11.219999999999999,110388.67517738209,0.9816611994960759,0.5868389145014763,9135.012111742504,2865.6200616255674,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,965.8290889695658,6.478674083421571e-05,0.005953423079230458,1.3031081792091875e-06,0.01530160339214826,0.0,0.004107872401510334,0.024669156131433913,63305.0,0.634734882269947,63305.63393437555,5.985756927915058e-05,292.29324628580787
11.28,110446.63795645794,0.9811059222379134,0.5851145391091536,9135.012159783717,2848.1360261542936,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,966.2636963279069,6.474975587364904e-05,0.006130216188021584,1.296853969461163e-06,0.015294525444257854,0.0,0.004095801773764075,0.024606376917060944,63305.0,0.6350681682496332,63305.63426730115,5.968168298913366e-05,290.5098746677379
11.34,110504.62681555886,0.9805615611849726,0.5833946497638063,9135.012207846557,2830.7586662094977,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,966.6984230567848,6.471346958482255e-05,0.006303335760920422,1.290621662951677e-06,0.015287615281158157,0.0,0.0040837625483466445,0.024543731038918246,63305.0,0.6354016041894635,63305.63460037664,5.950625427590824e-05,288.73738395336875
11.4,110562.64176184556,0.9800278884996645,0.5816792365894877,9135.012255931028,2813.4873309306504,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,967.1332691070616,6.46778677884462e-05,0.006472865925026501,1.2844112609194336e-06,0.015280869404090465,0.0,0.004071754656126414,0.024481218287291148,63305.0,0.635735190130612,63305.63493360202,5.9331282132127744e-05,286.9757077549263
11.459999999999999,110620.6828024758,0.9795046815332987,0.5799682897269739,9135.012304037135,2796.321373428324,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,967.5682344294942,6.464293662616353e-05,0.006638888610195778,1.278222763776916e-06,0.015274284393706155,0.0,0.004059778028088818,0.02441883845261094,63305.0,0.6360689261142358,63305.63526697734,5.9156765552151336e-05,285.22478008968903
11.52,110678.7499446044,0.9789917226915787,0.5782617993337478,9135.012352164884,2779.260150759964,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,968.0033189747329,6.46086625522499e-05,0.0068014836163897965,1.2720561711161701e-06,0.015267856908012134,0.0,0.004047832595336235,0.02435659132545523,63305.0,0.6364028121814753,63305.63560050264,5.8982703532042274e-05,283.4845353775163
11.58,110736.84319538319,0.9784887993041869,0.576559755583984,9135.012400314283,2762.3030239058085,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,968.4385226933223,6.457503232556255e-05,0.00696072867860271,1.2659114817146178e-06,0.015261583680378688,0.0,0.004035918289087888,0.024294476696548283,63305.0,0.6367368483734533,63305.635934177975,5.880909506956637e-05,281.7549084383924
