Time,G3P,Gly,DHAP,compartment,Gpd_p,Gpp_p
0.0,0.0,15.1,0.59,1.0,3.6136407093378256,0.0
0.01,0.03456688519053651,15.1,0.59,1.0,3.5645561325513753,0.25916116098616077
0.02,0.06621321883969118,15.1,0.59,1.0,3.5207731782834033,0.49202058081729394
0.03,0.09523378542938085,15.1,0.59,1.0,3.481557554222216,0.70195582943911
0.04,0.12188553272377076,15.1,0.59,1.0,3.44630442295813,0.8917914682827895
0.05,0.1463946392514853,15.1,0.59,1.0,3.4145095449461693,1.0639160935582983
0.06,0.1689602165826832,15.1,0.59,1.0,3.385750127424077,1.2203582146255745
0.07,0.18975855581771078,15.1,0.59,1.0,3.3596686085217238,1.3628538705440894
0.08,0.20894650334424475,15.1,0.59,1.0,3.3359602768787875,1.4928989495075937
0.09,0.22666438082984633,15.1,0.59,1.0,3.314363449259404,1.6117915320975023
0.1,0.2430379376662728,15.1,0.59,1.0,3.2946522992717475,1.7206625888947806
0.11,0.2581801740779065,15.1,0.59,1.0,3.276630915059885,1.8205020238933047
0.12,0.27219300357688087,15.1,0.59,1.0,3.2601283771462226,1.9121806832120465
0.13,0.2851685287243432,15.1,0.59,1.0,3.24499492932834,1.9964675162672083
0.14,0.297190202851876,15.1,0.59,1.0,3.2310987679278154,2.0740442155517513
0.15,0.3083338963206645,15.1,0.59,1.0,3.2183233231790442,2.1455178235268946
0.16,0.3186685722748965,15.1,0.59,1.0,3.2065652864242082,2.211429718357041
0.17,0.3282570270712453,15.1,0.59,1.0,3.1957327913957165,2.2722641546466136
0.18,0.33715656281097156,15.1,0.59,1.0,3.185743859594898,2.3284556593504027
0.19,0.3454196630678843,15.1,0.59,1.0,3.176524993304348,2.3803958665973415
0.2,0.3530944427253485,15.1,0.59,1.0,3.1680101427870953,2.428438459349933
0.21,0.36022505006816175,15.1,0.59,1.0,3.1601398207859033,2.47290344552262
0.22,0.3668519978599814,15.1,0.59,1.0,3.1528603721138313,2.514080691133171
0.23,0.3730124887429902,15.1,0.59,1.0,3.146123311878566,2.5522331726065315
0.24,0.3787407168723122,15.1,0.59,1.0,3.139884741715922,2.5875998757683076
0.25,0.38406819781440094,15.1,0.59,1.0,3.134104778628752,2.6203986963485257
0.26,0.3890239599391667,15.1,0.59,1.0,3.1287471702799494,2.6508283426850316
0.27,0.39363479374441546,15.1,0.59,1.0,3.1237788761663317,2.6790704795904743
0.28,0.3979255914739593,15.1,0.59,1.0,3.119169577015611,2.705292321927682
0.29,0.40191907264863214,15.1,0.59,1.0,3.1148918638710197,2.729645394198021
0.3,0.40563669010964326,15.1,0.59,1.0,3.110920176668298,2.752271432498187
0.31,0.4090977776975776,15.1,0.59,1.0,3.1072316409425262,2.7732975037966714
0.32,0.412320702536868,15.1,0.59,1.0,3.1038047720256077,2.792843288675677
0.33,0.4153220689103034,15.1,0.59,1.0,3.1006202692366314,2.8110164712927936
0.34,0.4181175185795099,15.1,0.59,1.0,3.0976601173392098,2.8279177921069714
0.35000000000000003,0.42072139596444463,15.1,0.59,1.0,3.0949079026672015,2.8436391844963653
0.36,0.4231470714343774,15.1,0.59,1.0,3.0923484363519953,2.858265874012001
0.37,0.4254069278335924,15.1,0.59,1.0,3.0899677397734506,2.871876418125102
0.38,0.4275124714129383,15.1,0.59,1.0,3.087752902599409,2.8845434801043885
0.39,0.4294744167544356,15.1,0.59,1.0,3.0856919721723766,2.8963344297308806
0.4,0.43130266028087605,15.1,0.59,1.0,3.0837739629708794,2.907311261714615
0.41000000000000003,0.4330064887804898,15.1,0.59,1.0,3.0819886219552917,2.9175319149399472
0.42,0.43459442159961653,15.1,0.59,1.0,3.0803265805347317,2.9270493825657593
0.43,0.436074482992745,15.1,0.59,1.0,3.0787790575210057,2.935913395246856
0.44,0.4374540376972238,15.1,0.59,1.0,3.077338021240887,2.9441694780407377
0.45,0.43874000519240125,15.1,0.59,1.0,3.0759959568036943,2.9518602706122747
0.46,0.4399387652299002,15.1,0.59,1.0,3.0747459573821407,2.9590249933521684
0.47000000000000003,0.4410562960479912,15.1,0.59,1.0,3.073581573514588,2.965700301462894
0.48,0.44209813290511885,15.1,0.59,1.0,3.072496850838549,2.971920060587601
0.49,0.44306944424146444,15.1,0.59,1.0,3.071486245925724,2.9777158222628035
0.5,0.4439750399436827,15.1,0.59,1.0,3.0705446135701004,2.9831168907893475
0.51,0.44481938786052677,15.1,0.59,1.0,3.0696671860067006,2.9881504371476506
0.52,0.44560666924806935,15.1,0.59,1.0,3.0688495121831267,2.992841842829774
0.53,0.4463407487902029,15.1,0.59,1.0,3.0680874862244267,2.997214532618958
0.54,0.4470252553598132,15.1,0.59,1.0,3.0673772612365227,3.0012904657624606
0.55,0.44766353947910464,15.1,0.59,1.0,3.06671529145985,3.0050898911617
0.56,0.44825874747939365,15.1,0.59,1.0,3.066098253579207,3.0086317964311506
