data_generator_T,data_generator_V,data_generator__ECL,data_generator__EK,data_generator__ENA,data_generator__GL_C,data_generator__VL_E,data_generator__VL_G,data_generator__VL_I
14.0,-69.544815,-69.743912,-90.594032,64.881882,0.0,2493.187,7558.1323,7448.6807
14.4,-69.478157,-69.69622,-90.549751,65.002655,0.0,2492.5144,7560.1255,7447.3604
14.8,-69.411674,-69.648193,-90.505447,65.122658,0.0,2491.8252,7562.1284,7446.0464
15.2,-69.345444,-69.599831,-90.461105,65.24189,0.0,2491.1204,7564.1406,7444.7388
15.6,-69.279381,-69.55114,-90.416733,65.360367,0.0,2490.3999,7566.1621,7443.438
16.0,-69.213554,-69.502144,-90.372337,65.478104,0.0,2489.6643,7568.1924,7442.1431
16.4,-69.147903,-69.452827,-90.327911,65.595116,0.0,2488.9143,7570.231,7440.8545
16.799999,-69.082474,-69.403221,-90.283455,65.711411,0.0,2488.1501,7572.2778,7439.5723
17.200001,-69.017212,-69.353317,-90.238968,65.826996,0.0,2487.3721,7574.332,7438.2954
17.6,-68.952171,-69.303131,-90.19445,65.941902,0.0,2486.5808,7576.3945,7437.0249
18.0,-68.887291,-69.252663,-90.149902,66.056122,0.0,2485.7764,7578.4639,7435.7598
18.4,-68.822624,-69.20192,-90.105324,66.169678,0.0,2484.9592,7580.5405,7434.5005
18.799999,-68.75811,-69.150917,-90.060715,66.282585,0.0,2484.1299,7582.6235,7433.2461
19.200001,-68.693794,-69.099655,-90.016068,66.394844,0.0,2483.2888,7584.7134,7431.9976
19.6,-68.629631,-69.048141,-89.97139,66.50647,0.0,2482.436,7586.8096,7430.7544
20.0,-68.565651,-68.996384,-89.926682,66.617477,0.0,2481.5723,7588.9111,7429.5166
20.4,-68.501823,-68.944382,-89.881935,66.727875,0.0,2480.6975,7591.019,7428.2832
20.799999,-68.438164,-68.892151,-89.837158,66.837677,0.0,2479.8123,7593.1323,7427.0557
21.200001,-68.374649,-68.839691,-89.792336,66.946884,0.0,2478.917,7595.2505,7425.8325
21.6,-68.311302,-68.787018,-89.747482,67.055519,0.0,2478.0117,7597.374,7424.6143
22.0,-68.248093,-68.734123,-89.702591,67.163589,0.0,2477.0967,7599.5024,7423.4009
22.4,-68.185036,-68.681015,-89.657654,67.271103,0.0,2476.1726,7601.6353,7422.1924
22.799999,-68.122101,-68.627708,-89.612686,67.378059,0.0,2475.2395,7603.7725,7420.9883
23.200001,-68.059319,-68.574203,-89.567665,67.484489,0.0,2474.2979,7605.9136,7419.7886
23.6,-67.996658,-68.5205,-89.522606,67.590385,0.0,2473.3477,7608.0586,7418.5938
24.0,-67.934135,-68.466614,-89.477501,67.695763,0.0,2472.3894,7610.208,7417.4028
24.4,-67.871712,-68.412537,-89.432358,67.800629,0.0,2471.4233,7612.3604,7416.2163
24.799999,-67.809433,-68.358284,-89.387161,67.904991,0.0,2470.4495,7614.5161,7415.0342
25.200001,-67.747246,-68.303856,-89.341919,68.008865,0.0,2469.4685,7616.6753,7413.8564
25.6,-67.685188,-68.249252,-89.296623,68.112251,0.0,2468.4802,7618.8374,7412.6821
26.0,-67.623215,-68.194489,-89.251282,68.215164,0.0,2467.4851,7621.0024,7411.5127
26.4,-67.561371,-68.139557,-89.205887,68.317604,0.0,2466.4834,7623.1699,7410.3467
26.799999,-67.499596,-68.084473,-89.160446,68.419586,0.0,2465.4753,7625.3398,7409.1846
27.200001,-67.437943,-68.029236,-89.114944,68.521111,0.0,2464.4612,7627.5122,7408.0269
27.6,-67.376343,-67.973846,-89.069389,68.622185,0.0,2463.4409,7629.6865,7406.8726
28.0,-67.314873,-67.918312,-89.023773,68.722824,0.0,2462.4148,7631.8633,7405.7222
28.4,-67.253426,-67.862633,-88.978111,68.823029,0.0,2461.3831,7634.0415,7404.5752
28.799999,-67.192139,-67.806816,-88.932373,68.922806,0.0,2460.3462,7636.2217,7403.4321
29.200001,-67.130798,-67.750862,-88.886597,69.022171,0.0,2459.304,7638.4033,7402.293
29.6,-67.069695,-67.694771,-88.840736,69.121117,0.0,2458.2568,7640.5864,7401.1567
30.0,-67.008408,-67.638557,-88.794846,69.219658,0.0,2457.2046,7642.771,7400.0244
30.4,-66.947121,-67.582214,-88.748833,69.31778,0.0,2456.1479,7644.9565,7398.8955
30.799999,-66.886131,-67.525749,-88.702736,69.415504,0.0,2455.0867,7647.1431,7397.7705
31.200001,-66.825432,-67.469154,-88.656586,69.51284,0.0,2454.021,7649.3306,7396.6484
31.6,-66.764282,-67.412453,-88.610451,69.609802,0.0,2452.9514,7651.519,7395.5298
32.0,-66.703445,-67.355629,-88.564163,69.70636,0.0,2451.8774,7653.708,7394.4146
32.400002,-66.642838,-67.298698,-88.517815,69.802551,0.0,2450.7998,7655.8979,7393.3022
32.799999,-66.582008,-67.241653,-88.471443,69.898376,0.0,2449.7183,7658.0879,7392.1938
33.200001,-66.521416,-67.184502,-88.424973,69.993835,0.0,2448.6333,7660.2788,7391.0879
33.599998,-66.460747,-67.127243,-88.378456,70.088928,0.0,2447.5449,7662.4692,7389.9858
34.0,-66.399979,-67.069885,-88.331856,70.18367,0.0,2446.4531,7664.6602,7388.8867
34.400002,-66.339409,-67.012428,-88.285156,70.278046,0.0,2445.3582,7666.8516,7387.7905
34.799999,-66.278557,-66.954872,-88.238403,70.372078,0.0,2444.2603,7669.0425,7386.6973
35.200001,-66.218071,-66.897209,-88.191483,70.465744,0.0,2443.1592,7671.2334,7385.6074
35.599998,-66.157532,-66.839455,-88.144539,70.559074,0.0,2442.0552,7673.4238,7384.521
36.0,-66.096802,-66.781609,-88.097527,70.652061,0.0,2440.9485,7675.6143,7383.437
36.400002,-66.036049,-66.723671,-88.050377,70.744698,0.0,2439.8391,7677.8047,7382.3564
36.799999,-65.975685,-66.665642,-88.003136,70.836998,0.0,2438.7271,7679.9941,7381.2788
37.200001,-65.915138,-66.607521,-87.955856,70.92897,0.0,2437.6125,7682.1836,7380.2041
37.599998,-65.854454,-66.549316,-87.908485,71.020607,0.0,2436.4958,7684.3721,7379.1318
38.0,-65.793938,-66.491028,-87.861008,71.111916,0.0,2435.3765,7686.5601,7378.063
38.400002,-65.733101,-66.432648,-87.813469,71.202896,0.0,2434.2551,7688.7476,7376.9971
38.799999,-65.672638,-66.374184,-87.765755,71.293533,0.0,2433.1318,7690.9341,7375.9341
39.200001,-65.611969,-66.315643,-87.717995,71.383858,0.0,2432.0061,7693.1196,7374.874
39.599998,-65.551308,-66.257019,-87.670128,71.473854,0.0,2430.8784,7695.3047,7373.8169
40.0,-65.490562,-66.198311,-87.622169,71.56353,0.0,2429.749,7697.4883,7372.7627
40.400002,-65.429878,-66.139526,-87.574104,71.652878,0.0,2428.6177,7699.6714,7371.7109
40.799999,-65.369003,-66.080658,-87.525948,71.741913,0.0,2427.4844,7701.853,7370.6626
41.200001,-65.308044,-66.021713,-87.477669,71.83062,0.0,2426.3494,7704.0337,7369.6167
41.599998,-65.2472,-65.962692,-87.429253,71.918999,0.0,2425.2129,7706.2134,7368.5737
42.0,-65.186432,-65.903587,-87.380753,72.007057,0.0,2424.0745,7708.3916,7367.5337
42.400002,-65.125496,-65.844414,-87.332176,72.094803,0.0,2422.9346,7710.5688,7366.4966
42.799999,-65.064476,-65.785164,-87.283478,72.182236,0.0,2421.793,7712.7446,7365.4619
43.200001,-65.003487,-65.725838,-87.234657,72.269341,0.0,2420.6499,7714.9194,7364.4307
43.599998,-64.942444,-65.666435,-87.185753,72.356133,0.0,2419.5056,7717.0928,7363.4019
44.0,-64.881096,-65.606956,-87.136734,72.442604,0.0,2418.3599,7719.2642,7362.376
44.400002,-64.819962,-65.547409,-87.087547,72.528748,0.0,2417.2126,7721.4346,7361.3525
44.799999,-64.758659,-65.487785,-87.038269,72.614578,0.0,2416.064,7723.6035,7360.3325
45.200001,-64.697235,-65.428085,-86.988876,72.700081,0.0,2414.9141,7725.771,7359.3149
45.599998,-64.635788,-65.368309,-86.939346,72.785263,0.0,2413.7629,7727.9365,7358.3003
46.0,-64.574173,-65.308464,-86.889709,72.870117,0.0,2412.6104,7730.1011,7357.2886
46.400002,-64.512589,-65.248543,-86.839928,72.954643,0.0,2411.4565,7732.2637,7356.2798
46.799999,-64.450699,-65.188545,-86.790047,73.038849,0.0,2410.3018,7734.4248,7355.2734
47.200001,-64.388954,-65.128471,-86.73999,73.122719,0.0,2409.1455,7736.5845,7354.2705
47.599998,-64.327026,-65.068329,-86.689827,73.206261,0.0,2407.988,7738.7422,7353.27
48.0,-64.264954,-65.00811,-86.639534,73.289467,0.0,2406.8293,7740.8984,7352.2725
48.400002,-64.20282,-64.947807,-86.589104,73.37233,0.0,2405.6694,7743.0527,7351.2778
48.799999,-64.140495,-64.887436,-86.538544,73.454865,0.0,2404.5083,7745.2056,7350.2861
49.200001,-64.078148,-64.826988,-86.487831,73.537056,0.0,2403.3462,7747.3564,7349.2974
49.599998,-64.015503,-64.766457,-86.436996,73.618904,0.0,2402.1826,7749.5059,7348.3115
50.0,-63.952919,-64.705849,-86.385986,73.700401,0.0,2401.0181,7751.6533,7347.3286
50.400002,-63.890152,-64.645164,-86.334846,73.781555,0.0,2399.8521,7753.7993,7346.3486
50.799999,-63.827175,-64.584396,-86.283569,73.86235,0.0,2398.6851,7755.9434,7345.3716
51.200001,-63.764141,-64.523552,-86.232132,73.942795,0.0,2397.5168,7758.0854,7344.3975
51.599998,-63.700802,-64.462624,-86.18055,74.022873,0.0,2396.3474,7760.2261,7343.4268
52.0,-63.637436,-64.401611,-86.128799,74.102585,0.0,2395.1765,7762.3647,7342.459
52.400002,-63.573944,-64.340515,-86.076897,74.181938,0.0,2394.0044,7764.5015,7341.4937
52.799999,-63.510056,-64.279335,-86.024857,74.260918,0.0,2392.8311,7766.6367,7340.5322
53.200001,-63.446217,-64.218071,-85.972618,74.339516,0.0,2391.6565,7768.77,7339.5732
53.599998,-63.382191,-64.156715,-85.920235,74.417732,0.0,2390.4805,7770.9019,7338.6177
54.0,-63.317753,-64.095268,-85.867699,74.495567,0.0,2389.3032,7773.0317,7337.665
54.400002,-63.25333,-64.033737,-85.814957,74.572998,0.0,2388.1243,7775.1597,7336.7158
54.799999,-63.188622,-63.972107,-85.762062,74.65004,0.0,2386.9441,7777.2861,7335.77
55.200001,-63.12373,-63.910381,-85.708984,74.726677,0.0,2385.7622,7779.4106,7334.8271
55.599998,-63.058636,-63.84856,-85.655739,74.80291,0.0,2384.5791,7781.5332,7333.8877
56.0,-62.993198,-63.786644,-85.60231,74.878731,0.0,2383.3943,7783.6543,7332.9517
56.400002,-62.927555,-63.724625,-85.548691,74.954124,0.0,2382.2078,7785.7734,7332.0186
56.799999,-62.861771,-63.662506,-85.494881,75.029091,0.0,2381.0198,7787.8911,7331.0894
57.200001,-62.795631,-63.600281,-85.440887,75.10363,0.0,2379.8298,7790.0068,7330.1631
57.599998,-62.729267,-63.537945,-85.386696,75.177719,0.0,2378.6382,7792.1211,7329.2407
58.0,-62.662544,-63.475502,-85.332306,75.251366,0.0,2377.4448,7794.2339,7328.3213
58.400002,-62.595585,-63.412949,-85.277718,75.324554,0.0,2376.2495,7796.3447,7327.4058
58.799999,-62.528286,-63.350273,-85.222908,75.39727,0.0,2375.052,7798.4541,7326.4941
59.200001,-62.460732,-63.287483,-85.1679,75.469521,0.0,2373.8525,7800.5615,7325.5859
59.599998,-62.392872,-63.224575,-85.112671,75.541283,0.0,2372.6509,7802.668,7324.6812
60.0,-62.324524,-63.161537,-85.057236,75.612564,0.0,2371.447,7804.7725,7323.7803
60.400002,-62.255962,-63.098373,-85.001556,75.683334,0.0,2370.241,7806.8755,7322.8833
60.799999,-62.186989,-63.035076,-84.945656,75.753593,0.0,2369.0325,7808.9771,7321.9902
61.200001,-62.117603,-62.971642,-84.889526,75.823334,0.0,2367.8213,7811.0776,7321.1011
61.599998,-62.04784,-62.90807,-84.833145,75.89254,0.0,2366.6074,7813.1763,7320.2163
62.0,-61.977615,-62.844353,-84.776527,75.961205,0.0,2365.3911,7815.2739,7319.335
62.400002,-61.907005,-62.780487,-84.719658,76.029305,0.0,2364.1716,7817.3701,7318.458
62.799999,-61.835838,-62.716465,-84.662529,76.09684,0.0,2362.9495,7819.4648,7317.5854
63.200001,-61.764229,-62.652287,-84.605125,76.163795,0.0,2361.7241,7821.5591,7316.7173
63.599998,-61.692181,-62.587944,-84.547462,76.230148,0.0,2360.4954,7823.6514,7315.853
64.0,-61.619556,-62.523434,-84.48951,76.295898,0.0,2359.2632,7825.7432,7314.9937
64.400002,-61.54636,-62.458744,-84.431274,76.361015,0.0,2358.0276,7827.834,7314.1387
64.800003,-61.472591,-62.393875,-84.372742,76.425491,0.0,2356.7881,7829.9233,7313.2886
65.199997,-61.398182,-62.328815,-84.313904,76.489304,0.0,2355.5447,7832.0122,7312.4429
65.599998,-61.323151,-62.263565,-84.254745,76.552437,0.0,2354.2971,7834.1006,7311.6025
66.0,-61.247387,-62.198105,-84.195267,76.614876,0.0,2353.0454,7836.188,7310.7666
66.400002,-61.170967,-62.132439,-84.135445,76.676598,0.0,2351.7888,7838.2749,7309.9365
66.800003,-61.093662,-62.066547,-84.075279,76.737579,0.0,2350.5278,7840.3608,7309.1113
67.199997,-61.015598,-62.000431,-84.014748,76.797798,0.0,2349.2615,7842.4473,7308.2915
67.599998,-60.936729,-61.934074,-83.953835,76.857224,0.0,2347.99,7844.5327,7307.4771
68.0,-60.856911,-61.86747,-83.892525,76.91584,0.0,2346.7129,7846.6187,7306.6685
68.400002,-60.776073,-61.800602,-83.830803,76.973618,0.0,2345.4297,7848.7041,7305.8662
68.800003,-60.694229,-61.733459,-83.768646,77.030518,0.0,2344.1404,7850.79,7305.0693
69.199997,-60.611183,-61.666035,-83.706039,77.08651,0.0,2342.8445,7852.8765,7304.2793
69.599998,-60.527039,-61.598305,-83.64296,77.141563,0.0,2341.5415,7854.9629,7303.4956
70.0,-60.44141,-61.530262,-83.579376,77.195641,0.0,2340.231,7857.0503,7302.7183
70.400002,-60.354492,-61.461884,-83.515251,77.248695,0.0,2338.9126,7859.1392,7301.9482
70.800003,-60.266132,-61.393154,-83.450562,77.300682,0.0,2337.5857,7861.2285,7301.1855
71.199997,-60.175819,-61.324051,-83.385277,77.351547,0.0,2336.2498,7863.3198,7300.4302
71.599998,-60.083817,-61.254551,-83.319328,77.401237,0.0,2334.9043,7865.4126,7299.6831
72.0,-59.989815,-61.184635,-83.252693,77.449692,0.0,2333.5483,7867.5078,7298.9438
72.400002,-59.893524,-61.114265,-83.185287,77.496841,0.0,2332.1812,7869.6055,7298.2134
72.800003,-59.794739,-61.043415,-83.117058,77.542595,0.0,2330.8018,7871.7061,7297.4922
73.199997,-59.693226,-60.97205,-83.047913,77.586876,0.0,2329.4094,7873.8101,7296.7808
73.599998,-59.588142,-60.900124,-82.97776,77.629562,0.0,2328.0027,7875.918,7296.0791
74.0,-59.479515,-60.827595,-82.906464,77.670547,0.0,2326.5803,7878.0308,7295.3892
74.400002,-59.36647,-60.754398,-82.833878,77.709671,0.0,2325.1406,7880.1489,7294.7104
74.800003,-59.248234,-60.68047,-82.759796,77.746758,0.0,2323.6816,7882.2734,7294.0444
75.199997,-59.12365,-60.605728,-82.68396,77.781586,0.0,2322.2012,7884.4058,7293.3931
75.599998,-58.991001,-60.530064,-82.606003,77.813873,0.0,2320.6963,7886.5474,7292.7563
76.0,-58.847904,-60.453346,-82.525391,77.843239,0.0,2319.1628,7888.6992,7292.1377
76.400002,-58.689964,-60.375385,-82.441322,77.869141,0.0,2317.5962,7890.8647,7291.5391
76.800003,-58.510147,-60.295898,-82.352379,77.890747,0.0,2315.9883,7893.0474,7290.9644
77.199997,-58.287376,-60.214424,-82.255753,77.906563,0.0,2314.3271,7895.252,7290.4209
77.599998,-57.946262,-60.129829,-82.142532,77.912682,0.0,2312.5857,7897.4897,7289.9243
78.0,-57.809765,-60.048061,-80.483665,77.465988,-6.259492100000001e-17,2310.2065,7900.4692,7289.3242
78.400002,-58.335732,-59.956345,-79.925781,77.171028,-9.5221194e-18,2306.0281,7905.2432,7288.7285
78.800003,-58.841656,-59.872501,-80.883743,77.352135,-1.0661576e-19,2302.8828,7909.0176,7288.0996
79.199997,-58.813564,-59.798649,-81.433571,77.491112,-3.7809885000000005e-21,2300.7324,7911.8687,7287.3989
79.599998,-58.662609,-59.728317,-81.70787,77.596016,-4.1512728000000003e-22,2299.1128,7914.1943,7286.6929
80.0,-58.424393,-59.658154,-81.810432,77.675446,-4.5561800999999997e-23,2297.7434,7916.2456,7286.0107
80.400002,-58.022835,-59.585346,-81.799446,77.731773,-5.0031842e-24,2296.4402,7918.1782,7285.3818
80.800003,-57.698669,-59.514069,-80.206673,77.332016,-7.968338e-17,2294.5273,7920.8022,7284.6704
81.199997,-58.625507,-59.439415,-78.126808,76.631676,-8.9773719e-16,2290.5994,7925.5747,7283.8262
81.599998,-59.06926,-59.357082,-79.690559,76.929695,-9.137169399999999e-19,2286.7305,7930.1494,7283.1196
82.0,-59.107792,-59.292309,-80.665176,77.165451,-3.2430201e-20,2284.4631,7933.2593,7282.2778
82.400002,-58.941273,-59.234062,-81.198303,77.345482,-3.5627057e-21,2283.0874,7935.4946,7281.418
82.800003,-58.668701,-59.17704,-81.445816,77.484299,-3.819116e-22,2282.1558,7937.2593,7280.585
83.199997,-58.25293,-59.117603,-81.511833,77.590088,-1.3556284e-23,2281.3848,7938.8037,7279.8115
83.599998,-58.735271,-59.059814,-79.732666,77.202316,-2.5868714e-15,2280.3938,7940.6157,7278.9902
84.0,-58.469097,-58.995602,-77.626434,76.533264,2.5347985999999998e-18,2277.1111,7944.8384,7278.0503
84.400002,-58.972313,-58.917313,-77.964294,76.450706,1.8204502e-19,2272.6067,7950.1611,7277.2319
84.800003,-59.348045,-58.854645,-79.509659,76.797569,2.0348976e-21,2269.7061,7953.9795,7276.3145
85.199997,-59.230827,-58.804905,-80.441292,77.067886,2.2366072e-22,2268.2366,7956.4336,7275.3301
85.599998,-58.952248,-58.759254,-80.934517,77.277267,2.4422536e-23,2267.5403,7958.0986,7274.3608
86.0,-58.547508,-58.712517,-81.143036,77.440247,2.6833035e-24,2267.1904,7959.3604,7273.4492
86.400002,-57.60014,-58.659245,-81.149879,77.558113,2.8673842e-25,2266.8799,7960.4668,7272.6533
86.800003,-16.181276,-58.605103,-76.907806,76.412132,2.1391175,2264.8479,7963.458,7271.6938
87.199997,-58.761925,-58.550659,-75.762276,75.907349,-8.5534181e-17,2260.4961,7968.9893,7270.5146
87.599998,-59.449493,-58.479378,-77.912498,76.363297,-8.4564051e-20,2256.4419,7973.9092,7269.6489
88.0,-59.513702,-58.433479,-79.366791,76.738907,-2.9584121000000003e-21,2254.4919,7976.9282,7268.5801
88.400002,-59.274036,-58.3969,-80.221664,77.033028,-1.0488568000000001e-22,2253.7783,7978.7305,7267.4912
88.800003,-58.884354,-58.361912,-80.656097,77.263588,-1.1522830999999999e-23,2253.7012,7979.8506,7266.4482
89.199997,-58.255325,-58.322868,-80.809616,77.441963,-1.2639049e-24,2253.853,7980.647,7265.5
89.599998,-65.302437,-58.285526,-77.579552,76.681091,1.4743136e-08,2253.3611,7982.1826,7264.4561
90.0,-65.99015,-58.23695,-74.66021,75.727745,0.0005739539,2249.9668,7986.7339,7263.2993
90.400002,-59.223774,-58.172108,-74.341621,75.405624,-6.6881812e-16,2244.8191,7992.9302,7262.251
90.800003,-59.929371,-58.113358,-76.85125,75.971771,-4.5077246e-20,2240.7808,7998.0034,7261.2158
91.199997,-59.980984,-58.080502,-78.600815,76.43631,-1.6007634000000001e-21,2239.0388,8000.9668,7259.9946
91.599998,-59.712818,-58.058624,-79.671471,76.804741,-1.7596153000000002e-22,2238.7292,8002.519,7258.752
92.0,-59.299915,-58.039158,-80.245163,77.097633,-1.9288127e-23,2239.1897,8003.2515,7257.5591
92.400002,-58.74268,-58.01635,-80.486923,77.331696,-2.1201576e-24,2239.9646,8003.5767,7256.459
92.800003,-54.727875,-57.981606,-80.461044,77.499725,-3.0823386e-29,2240.679,8003.771,7255.5503
93.199997,-72.591003,-57.953499,-74.908333,75.98439,1.4622959,2239.1016,8006.6157,7254.2827
93.599998,-58.152809,-57.908604,-73.136459,75.252701,-1.1185626e-17,2234.5649,8012.4277,7253.0068
94.0,-59.494724,-57.84346,-73.407234,75.072716,-1.7427147e-18,2228.9287,8019.0952,7251.9761
94.400002,-60.323761,-57.799782,-76.061882,75.71376,-1.9615290999999998e-20,2225.3879,8023.8164,7250.7954
94.800003,-60.318478,-57.780727,-77.950462,76.242317,-2.1555355e-21,2224.1199,8026.4258,7249.4546
95.199997,-60.001522,-57.772682,-79.135574,76.66687,-2.3509325e-22,2224.3201,8027.5791,7248.1011
95.599998,-59.541252,-57.766815,-79.788017,77.008232,-7.514035e-24,2225.3259,8027.8667,7246.8076
96.0,-58.933804,-57.757008,-80.0765,77.284302,-2.5255901000000002e-26,2226.6641,8027.7178,7245.6182
96.400002,-57.193363,-57.735374,-80.089172,77.49395,-8.7323204e-28,2227.9587,8027.4238,7244.6172
96.800003,-66.77063,-57.721283,-74.506226,76.007034,0.082528166,2227.1279,8029.6138,7243.2583
97.199997,-59.932407,-57.682346,-71.430618,74.874771,-2.748815e-17,2222.9116,8035.1108,7241.9771
97.599998,-59.783699,-57.622658,-70.68396,74.35965,-2.4659768e-15,2217.1379,8041.9409,7240.9209
98.0,-60.407009,-57.572758,-73.789627,75.124634,-1.7358716999999999e-19,2212.6143,8047.5664,7239.8193
98.400002,-60.64529,-57.554707,-76.210777,75.77597,-1.7707928e-21,2210.6494,8050.896,7238.4546
98.800003,-60.441601,-57.554047,-77.881516,76.310677,-5.9223003e-24,2210.5647,8052.4175,7237.0176
99.199997,-60.016808,-57.559994,-78.902748,76.744385,-6.5098138e-25,2211.6533,8052.7349,7235.6123
99.599998,-59.451427,-57.564789,-79.442368,77.097313,-7.1372794e-26,2213.3396,8052.3638,7234.2969
100.0,-58.649067,-57.562092,-79.645935,77.382736,-7.8455915e-27,2215.2012,8051.6763,7233.1226
100.4,-60.893894,-57.557606,-76.456345,76.721558,4.7975891e-15,2216.4504,8051.6426,7231.9072
100.8,-58.141846,-57.536766,-72.411209,75.464592,-8.3097188e-17,2214.1973,8055.2192,7230.5835
101.2,-61.981232,-57.493717,-68.900177,74.081322,-2.7107546e-12,2209.2009,8061.3945,7229.4043
101.6,-59.622124,-57.431355,-70.973145,74.506866,-2.4573253e-18,2203.7095,8067.7788,7228.5117
102.0,-60.506348,-57.40094,-73.852859,75.268845,-8.1089541e-21,2200.5549,8072.1416,7227.3037
102.4,-60.567848,-57.396168,-76.056419,75.915016,-2.7725208e-23,2199.6035,8074.4863,7225.9097
102.8,-60.272881,-57.404793,-77.559998,76.448715,-9.790745e-25,2200.241,8075.2769,7224.4824
103.2,-59.762535,-57.41703,-78.469048,76.8853,-1.0744573e-25,2201.8423,8075.0469,7223.1108
103.6,-59.038818,-57.425045,-78.930916,77.240677,-1.1810504e-26,2203.8911,8074.2495,7221.8594
104.0,-60.069798,-57.427094,-77.330215,77.056862,-1.0283405e-14,2205.9265,8073.3735,7220.7002
104.4,-59.063606,-57.423214,-72.648056,75.733978,9.8075626e-16,2205.1885,8075.478,7219.3335
104.8,-58.441303,-57.39175,-68.889595,74.327652,-1.7777316e-15,2201.1462,8080.7236,7218.1304
105.2,-54.372555,-57.339001,-68.597115,73.969452,-1.3850273e-22,2195.7949,8086.9941,7217.2109
105.6,-60.327049,-57.303059,-70.701248,74.461502,-8.757150199999999e-18,2191.4197,8092.4717,7216.1084
106.0,-60.712025,-57.290184,-73.487045,75.248306,-3.110956e-19,2189.231,8095.959,7214.8101
106.4,-60.654686,-57.298054,-75.613716,75.915192,-3.416645e-20,2188.9998,8097.6177,7213.3828
106.8,-60.292618,-57.316738,-77.071938,76.469879,-3.6066876000000005e-21,2190.1919,8097.8628,7211.9453
107.2,-59.714638,-57.337154,-77.959305,76.927185,-3.9344002e-23,2192.2434,8097.1763,7210.5806
107.6,-58.827835,-57.351044,-78.405045,77.299683,-4.410712599999999e-25,2194.6667,8095.9741,7209.3594
