Time,x_Malignant_Cells,y_Lymphocytes,alpha,k,sigma,compartment,Malignant_Cells_Growth,Malignant_Cells_Death_Lymphocytes,Lymphocytes_Production,Lymphocyte_Death,Lymphocyte_Elimination_Malignant_Cells
4.86,5.835749669765101e-07,1.6712813638005377,2.0,0.2,0.25,1.0,1.1671499339530203e-06,9.753179666883557e-07,0.25,0.8356406819002689,1.1671499339530203e-07
5.04,6.248748824848595e-07,1.5704707124883077,2.0,0.2,0.25,1.0,1.249749764969719e-06,9.81347701912045e-07,0.25,0.7852353562441539,1.2497497649697192e-07
5.22,6.808100912872732e-07,1.4783367155158909,2.0,0.2,0.25,1.0,1.3616201825745464e-06,1.0064665542437014e-06,0.25,0.7391683577579454,1.3616201825745464e-07
5.4,7.536100011845607e-07,1.3941325862271186,2.0,0.2,0.25,1.0,1.5072200023691214e-06,1.0506322599580535e-06,0.25,0.6970662931135593,1.5072200023691214e-07
5.58,8.463738920793147e-07,1.3171758130236357,2.0,0.2,0.25,1.0,1.6927477841586294e-06,1.1148232194215502e-06,0.25,0.6585879065118179,1.6927477841586295e-07
5.76,9.632322558503122e-07,1.2468426274047981,2.0,0.2,0.25,1.0,1.9264645117006244e-06,1.200999036685454e-06,0.25,0.6234213137023991,1.9264645117006244e-07
5.94,1.109577822236429e-06,1.1825629481488042,2.0,0.2,0.25,1.0,2.219155644472858e-06,1.3121456206644414e-06,0.25,0.5912814740744021,2.2191556444728583e-07
6.12,1.2923792108742484e-06,1.1238157606486774,2.0,0.2,0.25,1.0,2.584758421748497e-06,1.4523961259151809e-06,0.25,0.5619078803243387,2.584758421748497e-07
6.3,1.5205965658584457e-06,1.0701248939584995,2.0,0.2,0.25,1.0,3.0411931317168914e-06,1.6272282387929277e-06,0.25,0.5350624469792498,3.041193131716892e-07
6.48,1.8057262561116536e-06,1.0210551613579566,2.0,0.2,0.25,1.0,3.6114525122233073e-06,1.8437461138023834e-06,0.25,0.5105275806789783,3.6114525122233075e-07
6.66,2.1625105050581026e-06,0.9762088330584964,2.0,0.2,0.25,1.0,4.325021010116205e-06,2.11106185661951e-06,0.25,0.4881044165292482,4.3250210101162054e-07
6.84,2.609859750842864e-06,0.9352224125309578,2.0,0.2,0.25,1.0,5.219719501685728e-06,2.440799332550708e-06,0.25,0.4676112062654789,5.219719501685728e-07
7.02,3.1720512901922835e-06,0.8977636905897771,2.0,0.2,0.25,1.0,6.344102580384567e-06,2.8477524730230884e-06,0.25,0.44888184529488856,6.344102580384567e-07
7.2,3.880284738886302e-06,0.8635290527666631,2.0,0.2,0.25,1.0,7.760569477772603e-06,3.350738605035427e-06,0.25,0.43176452638333157,7.760569477772604e-07
7.38,4.774702292144226e-06,0.8322410187986387,2.0,0.2,0.25,1.0,9.549404584288451e-06,3.9737031000743055e-06,0.25,0.4161205093993193,9.549404584288451e-07
7.56,5.907014494997325e-06,0.8036459939327394,2.0,0.2,0.25,1.0,1.181402898999465e-05,4.747148535007224e-06,0.25,0.4018229969663697,1.1814028989994652e-06
7.74,7.343912497991494e-06,0.7775122139295519,2.0,0.2,0.25,1.0,1.4687824995982987e-05,5.709981665218272e-06,0.25,0.38875610696477597,1.4687824995982987e-06
7.92,9.171506405920718e-06,0.7536278672019524,2.0,0.2,0.25,1.0,1.8343012811841435e-05,6.911902811723075e-06,0.25,0.3768139336009762,1.8343012811841435e-06
8.1,1.1501100597152218e-05,0.7317993788638627,2.0,0.2,0.25,1.0,2.3002201194304436e-05,8.416498273246794e-06,0.25,0.36589968943193135,2.3002201194304438e-06
8.28,1.4476709331216513e-05,0.7118498428042433,2.0,0.2,0.25,1.0,2.8953418662433025e-05,1.0305243261749197e-05,0.25,0.3559249214021217,2.8953418662433027e-06
8.46,1.82848668374403e-05,0.6936175894492751,2.0,0.2,0.25,1.0,3.65697336748806e-05,1.2682705259186332e-05,0.25,0.34680879472463755,3.6569733674880603e-06
8.64,2.3167368469934245e-05,0.6769548769264984,2.0,0.2,0.25,1.0,4.633473693986849e-05,1.5683263071275175e-05,0.25,0.3384774384632492,4.633473693986849e-06
8.82,2.9437931707541156e-05,0.6617266962503068,2.0,0.2,0.25,1.0,5.887586341508231e-05,1.947986529327336e-05,0.25,0.3308633481251534,5.887586341508231e-06
9.0,3.7503887543792905e-05,0.6478096800422627,2.0,0.2,0.25,1.0,7.500777508758581e-05,2.429538139008548e-05,0.25,0.32390484002113135,7.500777508758581e-06
9.18,4.789450308498335e-05,0.6350911067365291,2.0,0.2,0.25,1.0,9.57890061699667e-05,3.0417372970838188e-05,0.25,0.31754555336826457,9.578900616996672e-06
9.36,6.129793554583563e-05,0.6234679922118084,2.0,0.2,0.25,1.0,0.00012259587109167126,3.821730080149098e-05,0.25,0.3117339961059042,1.2259587109167127e-05
9.54,7.860947569885449e-05,0.6128462619653039,2.0,0.2,0.25,1.0,0.00015721895139770897,4.8175523337095365e-05,0.25,0.30642313098265195,1.5721895139770898e-05
9.72,0.00010099455911852314,0.6031399975552332,2.0,0.2,0.25,1.0,0.0002019891182370463,6.09138581398379e-05,0.25,0.3015699987776166,2.019891182370463e-05
9.9,0.00012997104635746913,0.5942707518317979,2.0,0.2,0.25,1.0,0.00025994209271493825,7.723799143521864e-05,0.25,0.29713537591589895,2.5994209271493826e-05
10.08,0.0001675167445459045,0.5861669282388583,2.0,0.2,0.25,1.0,0.000335033489091809,9.819277557904635e-05,0.25,0.29308346411942915,3.35033489091809e-05
10.26,0.00021620989392821637,0.5787632202027436,2.0,0.2,0.25,1.0,0.00043241978785643273,0.00012513433444958814,0.25,0.2893816101013718,4.3241978785643276e-05
10.44,0.0002794127804638845,0.57200010746303,2.0,0.2,0.25,1.0,0.000558825560927769,0.00015982414045188591,0.25,0.286000053731515,5.58825560927769e-05
10.62,0.00036151174047062044,0.5658234070828193,2.0,0.2,0.25,1.0,0.0007230234809412409,0.00020455180469352639,0.25,0.28291170354140965,7.23023480941241e-05
10.8,0.00046823092205284335,0.5601838778812984,2.0,0.2,0.25,1.0,0.0009364618441056867,0.0002622954136594978,0.25,0.2800919389406492,9.364618441056867e-05
10.98,0.0006070425152352393,0.555036878202237,2.0,0.2,0.25,1.0,0.0012140850304704785,0.0003369309825922011,0.25,0.2775184391011185,0.00012140850304704785
11.16,0.0007877031112258704,0.5503420783249331,2.0,0.2,0.25,1.0,0.0015754062224517407,0.00043350616733506145,0.25,0.27517103916246655,0.00015754062224517407
11.34,0.00102295502248734,0.5460632305501124,2.0,0.2,0.25,1.0,0.00204591004497468,0.0005585981242868998,0.25,0.2730316152750562,0.000204591004497468
11.52,0.0013294432758234305,0.542168002130694,2.0,0.2,0.25,1.0,0.002658886551646861,0.0007207816047992746,0.25,0.271084001065347,0.0002658886551646861
11.7,0.0017289145643802027,0.5386278789483989,2.0,0.2,0.25,1.0,0.0034578291287604055,0.0009312415846951037,0.25,0.26931393947419946,0.0003457829128760406
11.88,0.00224978458023229,0.5354181513252702,2.0,0.2,0.25,1.0,0.00449956916046458,0.0012045755008280718,0.25,0.2677090756626351,0.00044995691604645803
12.06,0.0029291865495929214,0.5325179979347462,2.0,0.2,0.25,1.0,0.005858373099185843,0.0015598445569666097,0.25,0.2662589989673731,0.0005858373099185843
12.24,0.0038156479383678627,0.5299106897676827,2.0,0.2,0.25,1.0,0.007631295876735725,0.0020219526309311507,0.25,0.26495534488384137,0.0007631295876735725
12.42,0.004972586541413939,0.5275839440648727,2.0,0.2,0.25,1.0,0.009945173082827878,0.002623456819723071,0.25,0.2637919720324364,0.0009945173082827879
12.6,0.006482874044354088,0.5255304687463104,2.0,0.2,0.25,1.0,0.012965748088708175,0.0034069478353526924,0.25,0.2627652343731552,0.0012965748088708175
12.78,0.00845478822320203,0.5237487522401041,2.0,0.2,0.25,1.0,0.01690957644640406,0.00442818478235639,0.25,0.26187437612005204,0.001690957644640406
12.96,0.011029768368657664,0.5222441733283795,2.0,0.2,0.25,1.0,0.022059536737315328,0.00576023226369313,0.25,0.26112208666418973,0.002205953673731533
13.14,0.014392505830173489,0.5210305328184177,2.0,0.2,0.25,1.0,0.028785011660346978,0.007498934981287476,0.25,0.26051526640920886,0.002878501166034698
13.32,0.018784047888226914,0.5201321471179511,2.0,0.2,0.25,1.0,0.03756809577645383,0.00977018715966988,0.25,0.26006607355897554,0.0037568095776453828
13.5,0.024518770597646237,0.5195866981078722,2.0,0.2,0.25,1.0,0.049037541195292474,0.012739627056495388,0.25,0.2597933490539361,0.004903754119529247
13.68,0.03200628830792607,0.5194491133254359,2.0,0.2,0.25,1.0,0.06401257661585213,0.01662563808239046,0.25,0.25972455666271793,0.006401257661585214
13.86,0.04177960297799692,0.519796867666829,2.0,0.2,0.25,1.0,0.08355920595599384,0.021716906760326518,0.25,0.2598984338334145,0.008355920595599383
14.04,0.05453103838081688,0.5207372760475901,2.0,0.2,0.25,1.0,0.10906207676163376,0.028396344386473173,0.25,0.26036863802379506,0.010906207676163376
14.22,0.07115770004642825,0.5224176196401173,2.0,0.2,0.25,1.0,0.1423154000928565,0.037174036277320514,0.25,0.2612088098200587,0.014231540009285651
14.4,0.09281825577372173,0.5250393838720756,2.0,0.2,0.25,1.0,0.18563651154744346,0.04873323982351558,0.25,0.2625196919360378,0.018563651154744346
14.58,0.12100252783253727,0.5288785896352376,2.0,0.2,0.25,1.0,0.24200505566507455,0.06399564626237089,0.25,0.2644392948176188,0.024200505566507456
14.76,0.15761436188590802,0.5343153436355317,2.0,0.2,0.25,1.0,0.31522872377181604,0.08421577193296399,0.25,0.26715767181776584,0.031522872377181606
14.94,0.20506570239032898,0.5418776900385381,2.0,0.2,0.25,1.0,0.41013140478065796,0.11112052911740179,0.25,0.27093884501926907,0.0410131404780658
15.12,0.26637448207205733,0.5523081679691467,2.0,0.2,0.25,1.0,0.5327489641441147,0.1471208021869483,0.25,0.27615408398457336,0.053274896414411466
15.3,0.3452481797736207,0.5666673142668348,2.0,0.2,0.25,1.0,0.6904963595472414,0.195640858787831,0.25,0.2833336571334174,0.06904963595472415
15.48,0.4461139837000267,0.5864985991712646,2.0,0.2,0.25,1.0,0.8922279674000534,0.261645226510778,0.25,0.2932492995856323,0.08922279674000534
15.66,0.5740170688298368,0.614097542993854,2.0,0.2,0.25,1.0,1.1480341376596737,0.35250247160493675,0.25,0.307048771496927,0.11480341376596737
15.84,0.7342327753759941,0.6529609044310785,2.0,0.2,0.25,1.0,1.4684655507519881,0.47942529707244996,0.25,0.32648045221553923,0.1468465550751988
16.02,0.9313120236405332,0.7085437179980111,2.0,0.2,0.25,1.0,1.8626240472810665,0.659875283846515,0.25,0.35427185899900554,0.18626240472810665
16.2,1.1670490861924023,0.7895363300118668,2.0,0.2,0.25,1.0,2.3340981723848047,0.9214276524560522,0.25,0.3947681650059334,0.23340981723848048
16.38,1.4365664187313731,0.9099397802406254,2.0,0.2,0.25,1.0,2.8731328374627463,1.307188931361488,0.25,0.4549698901203127,0.28731328374627463
16.56,1.7215415308285613,1.0920607925934165,2.0,0.2,0.25,1.0,3.4430830616571226,1.8800280086391221,0.25,0.5460303962967082,0.3443083061657123
16.74,1.9806567757819502,1.3693161848011692,2.0,0.2,0.25,1.0,3.9613135515639004,2.712145379614325,0.25,0.6846580924005846,0.3961313551563901
16.92,2.142639937423831,1.783427270597599,2.0,0.2,0.25,1.0,4.285279874847662,3.8212424954731934,0.25,0.8917136352987995,0.4285279874847662
17.1,2.1199125379349724,2.36238457317037,2.0,0.2,0.25,1.0,4.239825075869945,5.008048676088025,0.25,1.181192286585185,0.4239825075869945
17.28,1.8657483299530926,3.069395701084446,2.0,0.2,0.25,1.0,3.731496659906185,5.726719903263507,0.25,1.534697850542223,0.37314966599061855
17.46,1.4431858068819021,3.767311135017363,2.0,0.2,0.25,1.0,2.8863716137638042,5.436929960165207,0.25,1.8836555675086815,0.28863716137638046
17.64,0.9983387457030656,4.2870844675970465,2.0,0.2,0.25,1.0,1.9966774914061312,4.27996253010393,0.25,2.1435422337985233,0.19966774914061314
17.82,0.6434890253067518,4.550159712728888,2.0,0.2,0.25,1.0,1.2869780506135036,2.927977838533962,0.25,2.275079856364444,0.12869780506135037
18.0,0.4040674489333086,4.588723192204027,2.0,0.2,0.25,1.0,0.8081348978666172,1.8541536741349893,0.25,2.2943615961020134,0.08081348978666172
18.18,0.2556693437988282,4.478147971471365,2.0,0.2,0.25,1.0,0.5113386875976564,1.1449251533001374,0.25,2.2390739857356823,0.051133868759765645
18.36,0.16639575013895155,4.28481036121615,2.0,0.2,0.25,1.0,0.3327915002779031,0.7129742342577132,0.25,2.142405180608075,0.03327915002779031
18.54,0.1125776691809695,4.052737788869914,2.0,0.2,0.25,1.0,0.225155338361939,0.45624777407261097,0.25,2.026368894434957,0.0225155338361939
18.72,0.07953028498188248,3.8077315199690274,2.0,0.2,0.25,1.0,0.15906056996376497,0.3028299729176333,0.25,1.9038657599845137,0.015906056996376497
18.9,0.058719416749374455,3.5640040051719932,2.0,0.2,0.25,1.0,0.11743883349874891,0.20927623647613397,0.25,1.7820020025859966,0.011743883349874891
19.08,0.04526629042834684,3.329045783117357,2.0,0.2,0.25,1.0,0.09053258085669368,0.1506935532678536,0.25,1.6645228915586785,0.009053258085669367
19.26,0.036363299232169584,3.1065752105311786,2.0,0.2,0.25,1.0,0.07272659846433917,0.11296532396778547,0.25,1.5532876052655893,0.007272659846433917
19.44,0.030366714037726946,2.8982124856110656,2.0,0.2,0.25,1.0,0.06073342807545389,0.08800918977112104,0.25,1.4491062428055328,0.00607334280754539
19.62,0.026293696826348436,2.704413074958507,2.0,0.2,0.25,1.0,0.05258739365269687,0.07110901748617171,0.25,1.3522065374792536,0.005258739365269688
19.8,0.023544574179127104,2.5249891735517958,2.0,0.2,0.25,1.0,0.04708914835825421,0.0594497948981831,0.25,1.2624945867758979,0.004708914835825421
19.98,0.02174758435588546,2.3594049963173913,2.0,0.2,0.25,1.0,0.04349516871177092,0.05131135918711009,0.25,1.1797024981586957,0.004349516871177093
20.16,0.020670794600006294,2.2069461265126575,2.0,0.2,0.25,1.0,0.04134158920001259,0.04561933007442265,0.25,1.1034730632563288,0.004134158920001259
20.34,0.020171317014453405,2.066817849734173,2.0,0.2,0.25,1.0,0.04034263402890681,0.04169043805811893,0.25,1.0334089248670866,0.0040342634028906815
20.52,0.020165562370030993,1.9382029482545091,2.0,0.2,0.25,1.0,0.04033112474006199,0.039084952438804256,0.25,0.9691014741272546,0.004033112474006199
20.7,0.020611849530755726,1.8202955846274025,2.0,0.2,0.25,1.0,0.04122369906151145,0.03751965869183904,0.25,0.9101477923137012,0.004122369906151145
20.88,0.021500452778108383,1.7123210646487825,2.0,0.2,0.25,1.0,0.043000905556216766,0.03681567819144142,0.25,0.8561605323243913,0.004300090555621677
21.06,0.022848341138854405,1.6135471426149557,2.0,0.2,0.25,1.0,0.04569668227770881,0.03686687555809027,0.25,0.8067735713074778,0.004569668227770881
21.24,0.024697103196666435,1.5232902042252925,2.0,0.2,0.25,1.0,0.04939420639333287,0.037620855372223136,0.25,0.7616451021126462,0.004939420639333288
21.42,0.027113206555110802,1.4409184396989458,2.0,0.2,0.25,1.0,0.054226413110221604,0.03906791928462549,0.25,0.7204592198494729,0.005422641311022161
21.6,0.03019018823759888,1.365853279167347,2.0,0.2,0.25,1.0,0.06038037647519776,0.0412353676030039,0.25,0.6829266395836735,0.006038037647519777
21.78,0.03405261833216898,1.2975699757613237,2.0,0.2,0.25,1.0,0.06810523666433796,0.04418565514388211,0.25,0.6487849878806619,0.006810523666433796
21.96,0.03886185616475156,1.2355979260208894,2.0,0.2,0.25,1.0,0.07772371232950312,0.04801762887848914,0.25,0.6177989630104447,0.007772371232950312
22.14,0.044823746606708445,1.1795211921492552,2.0,0.2,0.25,1.0,0.08964749321341689,0.052870559034140875,0.25,0.5897605960746276,0.008964749321341689
22.32,0.0521984905709622,1.1289796173664013,2.0,0.2,0.25,1.0,0.1043969811419244,0.05893103191190861,0.25,0.5644898086832006,0.010439698114192441
22.5,0.06131297738285595,1.083670926201907,2.0,0.2,0.25,1.0,0.1226259547657119,0.0664430909886761,0.25,0.5418354631009535,0.012262595476571192
22.68,0.07257587768598772,1.043354249652844,2.0,0.2,0.25,1.0,0.14515175537197544,0.07572235040596031,0.25,0.521677124826422,0.014515175537197545
22.86,0.08649572293022735,1.0078556326898496,2.0,0.2,0.25,1.0,0.1729914458604547,0.08717520155881021,0.25,0.5039278163449248,0.01729914458604547
23.04,0.10370200514956315,0.977076259117438,2.0,0.2,0.25,1.0,0.2074040102991263,0.10132476725451246,0.25,0.488538129558719,0.020740401029912633
23.22,0.12496891708840577,0.9510044183570114,2.0,0.2,0.25,1.0,0.24993783417681154,0.11884599230836491,0.25,0.4755022091785057,0.024993783417681156
23.4,0.15124057098654786,0.9297326754848106,2.0,0.2,0.25,1.0,0.3024811419730957,0.14061330070517358,0.25,0.4648663377424053,0.030248114197309574
23.58,0.18365514315808423,0.9134823498768484,2.0,0.2,0.25,1.0,0.36731028631616847,0.1677657317390158,0.25,0.4567411749384242,0.03673102863161685
23.76,0.22356303260421023,0.9026383714015732,2.0,0.2,0.25,1.0,0.44712606520842046,0.20179657165546114,0.25,0.4513191857007866,0.04471260652084205
23.94,0.2725301663941786,0.8977990050720592,2.0,0.2,0.25,1.0,0.5450603327883572,0.2446773122408163,0.25,0.4488995025360296,0.05450603327883572
24.12,0.3323115121004459,0.8998468766249019,2.0,0.2,0.25,1.0,0.6646230242008918,0.2990294762300845,0.25,0.44992343831245096,0.06646230242008919
24.3,0.40476871535041464,0.910050858646879,2.0,0.2,0.25,1.0,0.8095374307008293,0.368360116958039,0.25,0.4550254293234395,0.08095374307008293
24.48,0.4916947368711335,0.9302104925850057,2.0,0.2,0.25,1.0,0.983389473742267,0.45737960338635186,0.25,0.4651052462925028,0.09833894737422672
24.66,0.5944831153502145,0.9628593874877394,2.0,0.2,0.25,1.0,1.188966230700429,0.5724036483179106,0.25,0.4814296937438697,0.1188966230700429
24.84,0.7135619546532092,1.0115397035624933,2.0,0.2,0.25,1.0,1.4271239093064183,0.7217962480833805,0.25,0.5057698517812467,0.14271239093064184
25.02,0.8474960450848916,1.081146668107895,2.0,0.2,0.25,1.0,1.6949920901697832,0.9162675253781489,0.25,0.5405733340539475,0.16949920901697835
25.2,0.991689267493406,1.1782844658206937,2.0,0.2,0.25,1.0,1.983378534986812,1.168492058808583,0.25,0.5891422329103468,0.19833785349868122
25.38,1.1367727337245925,1.3114337329988763,2.0,0.2,0.25,1.0,2.273545467449185,1.4908021097597801,0.25,0.6557168664994382,0.2273545467449185
25.56,1.2671729851240414,1.4904334711473057,2.0,0.2,0.25,1.0,2.534345970248083,1.8886370307625182,0.25,0.7452167355736529,0.2534345970248083
25.74,1.361155674605977,1.7243279037185366,2.0,0.2,0.25,1.0,2.722311349211954,2.347078711027915,0.25,0.8621639518592683,0.2722311349211954
25.92,1.3944635502731455,2.0164599409799844,2.0,0.2,0.25,1.0,2.788927100546291,2.8118798882825264,0.25,1.0082299704899922,0.2788927100546291
26.1,1.3491348812264516,2.3569686853150342,2.0,0.2,0.25,1.0,2.6982697624529033,3.1798686673169647,0.25,1.1784843426575171,0.26982697624529034
26.28,1.2248285128138987,2.7168622032484606,2.0,0.2,0.25,1.0,2.4496570256277974,3.327690291925104,0.25,1.3584311016242303,0.24496570256277975
26.46,1.043842398163064,3.051495238535831,2.0,0.2,0.25,1.0,2.087684796326128,3.1852801077764132,0.25,1.5257476192679156,0.2087684796326128
26.64,0.8423924169319478,3.316355483607597,2.0,0.2,0.25,1.0,1.6847848338638955,2.793672711241722,0.25,1.6581777418037984,0.16847848338638957
26.82,0.653671988682265,3.4849389510826065,2.0,0.2,0.25,1.0,1.30734397736453,2.2780069745904536,0.25,1.7424694755413033,0.13073439773645298
27.0,0.49651646047133874,3.554960320170844,2.0,0.2,0.25,1.0,0.9930329209426775,1.7650963152872845,0.25,1.777480160085422,0.09930329209426775
27.18,0.37534222465713146,3.541543453369518,2.0,0.2,0.25,1.0,0.7506844493142629,1.3292907985076148,0.25,1.770771726684759,0.0750684449314263
27.36,0.2861054074849004,3.466422676178896,2.0,0.2,0.25,1.0,0.5722108149698008,0.9917622722830619,0.25,1.733211338089448,0.057221081496980075
27.54,0.22193302685765187,3.3503229277565656,2.0,0.2,0.25,1.0,0.44386605371530374,0.7435473083076047,0.25,1.6751614638782828,0.04438660537153038
27.72,0.17621432532193212,3.2097845161675704,2.0,0.2,0.25,1.0,0.35242865064386425,0.5656100129452528,0.25,1.6048922580837852,0.035242865064386425
27.9,0.14368054435214478,3.0567897996329756,2.0,0.2,0.25,1.0,0.28736108870428956,0.4392012223813495,0.25,1.5283948998164878,0.028736108870428958
28.08,0.1204826959280852,2.8995283926895175,2.0,0.2,0.25,1.0,0.2409653918561704,0.34934299767126076,0.25,1.4497641963447587,0.024096539185617043
28.26,0.10392722289045672,2.743379823919428,2.0,0.2,0.25,1.0,0.20785444578091344,0.2851118464336563,0.25,1.371689911959714,0.020785444578091346
28.44,0.09216816775672369,2.591758171897691,2.0,0.2,0.25,1.0,0.18433633551344739,0.23887760197232594,0.25,1.2958790859488456,0.01843363355134474
28.62,0.08395318791504831,2.4467445474927523,2.0,0.2,0.25,1.0,0.16790637583009663,0.2054120047757789,0.25,1.2233722737463761,0.016790637583009662
28.8,0.07843864396556793,2.309531393130686,2.0,0.2,0.25,1.0,0.15687728793113587,0.18115651067307997,0.25,1.154765696565343,0.015687728793113587
28.98,0.07506253664509613,2.1807254934765985,2.0,0.2,0.25,1.0,0.15012507329019226,0.16369078726698252,0.25,1.0903627467382992,0.015012507329019226
29.16,0.0734596216462637,2.060552220689482,2.0,0.2,0.25,1.0,0.1469192432925274,0.15136738651421783,0.25,1.030276110344741,0.01469192432925274
29.34,0.07340592214714586,1.9489929893329678,2.0,0.2,0.25,1.0,0.14681184429429173,0.14306762764030892,0.25,0.9744964946664839,0.014681184429429173
29.52,0.07478301831919491,1.845877998154247,2.0,0.2,0.25,1.0,0.14956603663838983,0.1380403281509679,0.25,0.9229389990771235,0.014956603663838983
29.7,0.07755573342806421,1.7509494141509734,2.0,0.2,0.25,1.0,0.15511146685612842,0.1357961660099181,0.25,0.8754747070754867,0.015511146685612843
29.88,0.08175898547777537,1.6639050087651788,2.0,0.2,0.25,1.0,0.16351797095555073,0.13603918544802995,0.25,0.8319525043825894,0.016351797095555076
30.06,0.0874910690923378,1.584428880548806,2.0,0.2,0.25,1.0,0.1749821381846756,0.13862337665999103,0.25,0.792214440274403,0.01749821381846756
30.24,0.09491155319267032,1.512213808079558,2.0,0.2,0.25,1.0,0.18982310638534064,0.14352656128423352,0.25,0.756106904039779,0.018982310638534065
30.42,0.1042425930528613,1.44697834452451,2.0,0.2,0.25,1.0,0.2084851861057226,0.1508367747245714,0.25,0.723489172262255,0.02084851861057226
30.6,0.11577271109904251,1.388480924524023,2.0,0.2,0.25,1.0,0.23154542219808502,0.16074820094145117,0.25,0.6942404622620115,0.023154542219808505
