data_generator_U,data_generator_V
0.1,0.050000001
0.12578841,0.050377
0.15315695,0.051704131
0.18182118,0.054294717
0.21140099,0.058533937
0.24147247,0.064847924
0.27162343,0.073641799
0.30149472,0.085218117
0.33080029,0.09970478
0.35932928,0.11702359
0.38693658,0.13691068
0.41352957,0.15897413
0.43905506,0.18276192
0.46348801,0.20781921
0.48682332,0.23372579
0.50906932,0.26011527
0.53024358,0.28668091
0.5503695,0.31317347
0.56947464,0.33939511
0.58758849,0.36519191
0.60474205,0.39044657
0.62096667,0.4150717
0.63629377,0.43900394
0.65075421,0.46219927
0.66437823,0.48462901
0.67719507,0.50627649
0.68923312,0.52713472
0.7005195,0.54720402
0.71108013,0.56649059
0.7209397,0.58500499
0.73012167,0.60276133
0.73864806,0.61977607
0.74653953,0.63606757
0.75381547,0.65165544
0.76049381,0.66656017
0.76659107,0.6808027
0.77212232,0.69440407
0.7771011,0.70738536
0.7815395,0.71976733
0.78544807,0.73157024
0.78883564,0.742814
0.79170942,0.75351757
0.79407483,0.76369923
0.79593557,0.77337646
0.79729325,0.78256571
0.79814756,0.79128218
0.79849589,0.79954016
0.79833341,0.80735242
0.79765284,0.81473053
0.79644436,0.8216843
0.7946952,0.8282218
0.79238981,0.83434927
0.78950977,0.84007055
0.78603333,0.84538692
0.78193587,0.85029674
0.77718967,0.85479474
0.77176458,0.85887152
0.76562822,0.86251289
0.75874734,0.86569864
0.7510888,0.86840194
0.74262166,0.87058783
0.73331988,0.87221193
0.72316504,0.87321955
0.71215057,0.87354445
0.70028526,0.87310851
0.68759704,0.8718223
0.67413586,0.86958706
0.65997505,0.86629903
0.64521062,0.86185539
0.62995821,0.85616291
0.61434835,0.84914726
0.59852022,0.84076267
0.58261508,0.83099937
0.56677026,0.81988764
0.55111474,0.80749786
0.53576601,0.79393625
0.52082813,0.77933741
0.50639218,0.76385593
0.49253631,0.74765688
0.47932726,0.73090839
0.46682203,0.71377486
0.45506927,0.69641268
0.44411111,0.6789673
0.4339844,0.66157186
0.42472216,0.64434701
0.41635457,0.62740135
0.40890971,0.61083239
0.40241444,0.59472823
0.39689457,0.57916892
0.39237514,0.56422806
0.38888016,0.54997474
0.38643223,0.53647465
0.38505152,0.52379191
0.38475484,0.51198989
0.38555366,0.50113225
0.38745239,0.49128336
0.39044598,0.48250818
0.39451772,0.4748714
0.39963701,0.46843582
0.40575784,0.46325988
0.41281804,0.45939431
0.42073962,0.45687845
0.4294304,0.45573616
0.43878669,0.45597222
0.44869694,0.45756987
0.4590458,0.46048957
0.46971798,0.46466953
0.48060191,0.47002792
0.4915925,0.47646639
0.50259304,0.48387438
0.51351649,0.49213386
0.52428573,0.50112361
0.53483361,0.51072323
0.54510236,0.52081633
0.55504262,0.53129268
0.56461298,0.54205
0.57377863,0.55299461
0.58251059,0.56404197
0.59078485,0.57511652
0.59858149,0.58615136
0.60588402,0.59708768
0.61267877,0.60787398
0.61895412,0.61846536
0.62470037,0.62882298
0.62990892,0.6389128
0.63457215,0.64870548
0.63868302,0.65817511
0.64223498,0.66729891
0.64522159,0.67605639
0.64763647,0.68442905
0.64947319,0.6923995
0.65072536,0.69995111
0.65138656,0.70706767
0.65145057,0.71373254
0.65091145,0.71992874
0.64976406,0.72563809
0.64800429,0.73084122
0.64562958,0.73551702
0.64263976,0.73964262
0.63903749,0.74319321
0.63482922,0.74614209
0.63002604,0.74846077
0.62464452,0.75011963
0.6187073,0.75108856
0.61224395,0.75133765
0.60529125,0.75083888
0.5978933,0.74956733
0.59010136,0.74750316
0.58197302,0.74463326
0.57357162,0.74095291
0.56496489,0.7364676
0.55622333,0.73119402
0.54741925,0.72516042
0.538625,0.71840698
0.52991164,0.71098512
0.52134818,0.7029562
0.51300025,0.69439018
0.50492996,0.68536371
0.49719509,0.67595828
0.48984912,0.66625851
0.48294109,0.65635014
0.47651571,0.64631891
0.47061336,0.63624918
0.46527028,0.62622321
0.46051869,0.61632043
0.45638674,0.60661691
0.45289871,0.59718537
0.45007473,0.58809495
0.44793069,0.57941109
0.44647795,0.5711956
0.44572303,0.56350666
0.44566724,0.55639857
0.44630626,0.54992145
0.44762966,0.54412121
0.44962072,0.5390386
0.45225617,0.53470904
0.45550612,0.53116149
0.45933419,0.528418
0.46369806,0.52649277
0.46854997,0.52539164
0.47383758,0.52511144
0.479505,0.52563995
0.48549393,0.52695584
0.49174467,0.52902901
0.49819744,0.53182143
0.50479323,0.5352881
0.51147473,0.53937805
0.51818722,0.54403573
0.52487886,0.54920238
0.53150123,0.55481726
0.53800952,0.56081891
0.54436266,0.5671463
0.55052316,0.57373941
0.5564571,0.58054036
0.56213397,0.58749372
0.5675264,0.59454679
0.5726099,0.60165012
0.57736266,0.60875744
0.58176535,0.61582547
0.58580077,0.62281424
0.58945376,0.62968659
0.59271085,0.63640809
0.59556031,0.64294678
0.597992,0.64927292
0.5999971,0.65535885
0.60156822,0.66117847
0.6026994,0.66670722
0.60338622,0.67192173
0.6036256,0.67679971
0.60341632,0.68131959
0.60275877,0.68546063
0.60165542,0.68920273
0.60011107,0.69252622
0.59813291,0.69541234
0.59573084,0.69784284
0.59291774,0.69980049
0.5897097,0.70126939
0.58612603,0.70223492
0.58218962,0.70268482
0.57792687,0.70260894
0.57336748,0.70200044
0.56854463,0.70085579
0.56349427,0.69917578
0.55825514,0.69696569
0.55286831,0.69423574
0.54737639,0.69100147
0.54182327,0.68728387
0.53625339,0.68310934
0.53071129,0.67850935
0.52524096,0.67352039
0.51988542,0.66818333
0.51468641,0.66254288
0.50968367,0.65664679
0.50491488,0.65054536
0.50041538,0.6442908
0.49621785,0.63793617
0.49235219,0.63153505
0.48884538,0.62514091
0.48572132,0.61880642
0.48300076,0.61258316
0.48070106,0.60652113
0.4788363,0.60066825
0.47741696,0.59507024
0.47644991,0.58977032
0.47593835,0.58480865
0.47588161,0.58022225
0.47627515,0.57604486
0.47711065,0.57230628
0.47837576,0.56903237
0.4800545,0.56624472
0.4821271,0.56396031
0.4845705,0.56219137
0.48735839,0.56094515
0.49046177,0.56022394
0.4938491,0.56002486
0.49748707,0.56033999
0.50134087,0.56115669
0.50537461,0.5624575
0.50955206,0.56422096
0.51383692,0.56642163
0.51819324,0.56903082
0.52258587,0.57201701
0.52698082,0.57534659
0.53134537,0.57898402
0.53564829,0.58289295
0.53986031,0.58703607
0.54395366,0.59137625
0.54790276,0.59587628
0.55168372,0.60049963
0.55527461,0.60521072
0.55865538,0.60997492
0.56180781,0.61475879
0.5647155,0.61953044
0.5673638,0.62425911
0.56973958,0.62891579
0.57183164,0.63347262
0.57363009,0.63790339
0.57512689,0.64218318
0.57631546,0.64628839
0.57719076,0.65019679
0.57774943,0.65388733
0.57798982,0.65734017
0.57791185,0.66053665
0.57751721,0.66345936
0.57680947,0.66609198
0.57579398,0.66841954
0.57447803,0.67042828
0.57287109,0.67210585
0.57098442,0.67344147
0.56883144,0.6744259
0.56642777,0.67505193
0.56379092,0.67531419
0.56094033,0.67520958
0.55789745,0.67473745
0.55468547,0.67389971
0.55132902,0.672701
0.54785419,0.67114896
0.5442881,0.66925395
0.54065889,0.66702968
0.53699517,0.66449267
0.53332579,0.6616624
0.52967972,0.65856105
0.5260855,0.65521371
0.52257133,0.65164751
0.51916432,0.64789188
0.51589066,0.64397788
0.5127753,0.63993812
0.5098415,0.63580626
0.50711101,0.63161665
0.50460356,0.62740391
0.50233716,0.6232028
0.50032735,0.61904764
0.49858773,0.61497217
0.49712938,0.61100906
0.49596113,0.60718983
0.49508923,0.60354435
0.49451745,0.60010082
0.49424705,0.59688532
0.49427667,0.59392178
0.49460247,0.59123176
0.49521816,0.58883405
0.49611491,0.58674479
0.49728173,0.58497715
0.4987053,0.58354133
0.50037038,0.58244437
0.50225973,0.58169025
0.50435472,0.58127987
0.50663507,0.58121091
0.5090794,0.58147812
0.51166552,0.58207327
0.51437044,0.58298558
0.51717085,0.58420163
0.52004319,0.58570564
0.52296406,0.58747989
0.52591026,0.58950484
0.52885902,0.59175944
0.53178829,0.59422135
0.53467673,0.5968675
0.53750402,0.59967381
0.54025066,0.60261613
0.54289842,0.6056698
0.54543,0.60881031
0.54782963,0.6120134
0.55008245,0.61525506
0.5521751,0.61851174
0.55409533,0.62176067
0.55583233,0.62497962
0.55737656,0.62814718
0.55871969,0.63124275
0.55985481,0.63424677
0.56077641,0.63714039
0.56148016,0.63990593
0.5619632,0.64252651
0.56222397,0.64498639
0.56226236,0.64727092
0.56207955,0.64936638
0.56167823,0.65126044
0.56106246,0.65294164
0.56023771,0.65440005
0.55921096,0.65562677
0.55799037,0.65661448
0.55658579,0.65735722
0.55500817,0.65785038
0.55326986,0.65809131
0.55138445,0.65807867
0.54936665,0.65781295
0.54723221,0.65729666
0.54499787,0.65653384
0.5426811,0.65553051
0.54030013,0.65429473
0.53787357,0.6528362
0.53542048,0.65116656
0.53296006,0.64929926
0.53051162,0.64724934
0.52809405,0.64503348
0.5257262,0.64266974
0.52342629,0.64017743
0.5212118,0.63757712
0.51909947,0.63489002
0.51710522,0.63213819
0.51524371,0.62934417
0.51352841,0.62653071
0.51197159,0.62372071
0.51058412,0.62093675
0.50937521,0.6182012
0.50835276,0.61553574
0.50752288,0.61296135
0.50689024,0.61049795
0.50645751,0.60816449
0.50622606,0.60597855
0.50619531,0.60395616
0.50636303,0.60211194
0.50672561,0.6004588
0.50727755,0.59900767
0.50801206,0.59776789
0.50892085,0.59674668
0.50999427,0.59594935
0.51122147,0.59537911
0.51259059,0.5950374
0.51408875,0.59492344
0.51570213,0.59503472
0.51741642,0.59536672
0.51921666,0.59591329
0.52108753,0.59666651
0.52301347,0.59761703
0.52497888,0.59875393
0.52696806,0.60006517
0.52896559,0.60153759
0.53095627,0.60315698
0.53292525,0.60490841
0.53485829,0.6067763
0.53674155,0.60874456
0.538562,0.61079675
0.54030722,0.61291629
0.54196548,0.61508644
0.54352611,0.61729056
0.54497904,0.61951208
0.54631537,0.62173486
0.54752684,0.62394297
0.54860634,0.62612087
0.54954773,0.62825358
0.55034578,0.63032675
0.5509963,0.63232654
0.55149615,0.63423979
0.55184323,0.63605422
0.5520364,0.63775814
0.55207562,0.63934076
0.55196196,0.64079213
0.55169737,0.64210331
0.55128491,0.6432662
0.55072874,0.6442737
0.55003393,0.64511985
0.54920644,0.64579958
0.5482533,0.64630914
0.54718244,0.64664584
0.54600257,0.64680821
0.54472321,0.64679587
0.54335457,0.64660984
0.54190767,0.64625233
0.54039395,0.64572686
0.53882533,0.64503807
0.53721428,0.64419198
0.53557336,0.64319575
0.5339154,0.64205766
0.53225344,0.64078724
0.53060025,0.639395
0.52896869,0.63789231
0.52737123,0.63629156
0.52582008,0.63460594
0.52432692,0.6328491
0.52290291,0.63103539
0.5215587,0.62917954
0.52030396,0.62729651
0.51914787,0.6254015
0.51809841,0.62350971
0.51716292,0.62163609
0.51634759,0.61979544
0.51565754,0.61800218
0.51509696,0.61627018
0.51466882,0.61461264
0.51437515,0.61304212
0.51421666,0.61157018
0.51419306,0.61020762
0.51430297,0.60896409
0.51454395,0.60784811
0.51491243,0.60686713
0.51540399,0.60602731
0.51601315,0.60533357
0.51673365,0.60478956
0.51755828,0.60439759
0.51847935,0.60415876
0.51948828,0.60407287
0.52057606,0.60413837
0.52173311,0.60435265
0.52294952,0.60471177
0.52421504,0.6052109
0.52551937,0.60584396
0.52685189,0.60660404
0.528202,0.60748339
0.52955925,0.6084733
0.53091329,0.6095646
0.53225392,0.6107474
0.53357124,0.61201131
0.53485572,0.61334556
0.53609824,0.61473906
0.5372901,0.61618054
0.53842312,0.61765856
0.53948969,0.61916161
0.54048276,0.62067831
0.54139596,0.62219733
0.54222357,0.62370747
0.54296041,0.62519789
0.54360211,0.62665802
0.54414511,0.62807757
0.54458636,0.6294468
0.54492378,0.63075644
0.54515588,0.63199759
0.54528201,0.63316208
0.54530221,0.63424236
