ES,X,Time
1.0,1.0,0.0
0.9058346455433915,1.0941653544566095,0.01
0.8142754101688677,1.1857245898311333,0.02
0.7252306203443345,1.2747693796556667,0.03
0.6386127913923626,1.3613872086076386,0.04
0.5543384247969729,1.4456615752030282,0.05
0.47232768483311754,1.5276723151668836,0.06
0.3925042342035781,1.607495765796423,0.07
0.3147950565584375,1.6852049434415637,0.08
0.23913024858693427,1.7608697514130671,0.09
0.16544288365683396,1.834557116343167,0.1
0.09366882950861774,1.9063311704913832,0.11
0.02374661147270795,1.976253388527293,0.12
-0.04438272338798234,2.0443827233879834,0.13
-0.1107757407610856,2.1107757407610865,0.14
-0.17548673626721892,2.17548673626722,0.15
-0.23856785171563546,2.2385678517156364,0.16
-0.3000691827499948,2.3000691827499957,0.17
-0.3600388747887811,2.360038874788782,0.18
-0.41852322238288375,2.418523222382885,0.19
-0.4755667520276402,2.4755667520276416,0.2
-0.5312123212508505,2.5312123212508517,0.21
-0.58550118199009,2.5855011819900913,0.22
-0.6384730385631477,2.6384730385631494,0.23
-0.6901661623759103,2.6901661623759123,0.24
-0.7406174386174064,2.740617438617408,0.25
-0.7898624164246525,2.789862416424654,0.26
-0.8379353786318804,2.8379353786318817,0.27
-0.8848694016504031,2.884869401650404,0.28
-0.9306963985007033,2.930696398500704,0.29
-0.9754471805161251,2.975447180516126,0.3
-1.0191514974751144,3.0191514974751152,0.31
-1.0618380722621485,3.06183807226215,0.32
-1.103534684292704,3.1035346842927054,0.33
-1.1442681429192174,3.144268142919219,0.34
-1.1840644117640702,3.1840644117640715,0.35000000000000003
-1.2229485623186127,3.2229485623186136,0.36
-1.260944855895211,3.2609448558952114,0.37
-1.2980767762303453,3.298076776230346,0.38
-1.3343670411328514,3.334367041132852,0.39
-1.3698376481706485,3.369837648170649,0.4
-1.4045098975322587,3.404509897532259,0.41000000000000003
-1.4384044158689813,3.4384044158689813,0.42
-1.4715411853779292,3.4715411853779297,0.43
-1.5039395707151348,3.5039395707151355,0.44
-1.5356183419409817,3.535618341940982,0.45
-1.5665956960163496,3.5665956960163503,0.46
-1.5968892769836507,3.596889276983651,0.47000000000000003
-1.6265161976439158,3.6265161976439164,0.48
-1.655493060827096,3.6554930608270966,0.49
-1.6838359771446223,3.683835977144623,0.5
-1.7115605817673476,3.711560581767348,0.51
-1.7386820512491659,3.7386820512491665,0.52
-1.7652151204036535,3.765215120403654,0.53
-1.7911740984101108,3.7911740984101114,0.54
-1.8165728838332111,3.8165728838332114,0.55
-1.8414249787658425,3.8414249787658425,0.56
-1.8657435024382572,3.865743502438257,0.5700000000000001
-1.889541204410149,3.8895412044101483,0.58
-1.912830477273537,3.9128304772735363,0.59
-1.9356233688132118,3.935623368813211,0.6
-1.957931593546751,3.9579315935467503,0.61
-1.9797665438236205,3.97976654382362,0.62
-2.0011393005346174,4.001139300534617,0.63
-2.022060643398158,4.0220606433981585,0.64
-2.0425410608105694,4.04254106081057,0.65
-2.0625907592944848,4.062590759294485,0.66
-2.082219672586316,4.082219672586316,0.67
-2.1014374703815544,4.101437470381555,0.68
-2.1202535667429867,4.120253566742988,0.6900000000000001
-2.138677128181565,4.138677128181565,0.7000000000000001
-2.156717081427718,4.156717081427718,0.71
-2.1743821209110017,4.174382120911003,0.72
-2.191680715961177,4.191680715961177,0.73
-2.2086211177410227,4.208621117741023,0.74
-2.225211365921745,4.225211365921746,0.75
-2.241459295112831,4.241459295112832,0.76
-2.2573725410576873,4.257372541057688,0.77
-2.2729585466051083,4.272958546605109,0.78
-2.2882245674657598,4.28822456746576,0.79
-2.3031776777624136,4.303177677762414,0.8
-2.3178247753836843,4.317824775383685,0.81
-2.332172587148525,4.332172587148526,0.8200000000000001
-2.3462276737894396,4.346227673789441,0.8300000000000001
-2.359996434762286,4.359996434762286,0.84
