Time,X,ES,k1,k2,k3,k4,A,B,V,value,default,Reaction1,Reaction2,Reaction6,Reaction7
1.57,4.88190016144374,-2.8819001614437427,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.274125882983281,0.052430429994503244,12.5,14.401605476259034
1.58,4.885070203565487,-2.8850702035654896,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2774608828237435,0.052565076262565846,12.5,14.410957100518187
1.59,4.88817933660282,-2.888179336602823,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.280734146822556,0.05269735388109896,12.5,14.42012904297832
1.6,4.8912287514941015,-2.8912287514941046,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2839467937538136,0.05282730109587036,12.5,14.429124816907601
1.61,4.89421961511224,-2.894219615112244,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2870999231004596,0.05295495567327235,12.5,14.437947864581108
1.62,4.897153070780326,-2.89715307078033,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.290194615344742,0.053080354900244694,12.5,14.446601558801962
1.6300000000000001,4.900030238775121,-2.900030238775125,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2932319322562535,0.05320353558454267,12.5,14.455089204386606
1.6400000000000001,4.9028522168187365,-2.9028522168187414,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2962129171774794,0.05332453405533171,12.5,14.463414039615273
1.6500000000000001,4.905620080558816,-2.9056200805588213,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.299138595306769,0.053443386164089085,12.5,14.471579237648509
1.6600000000000001,4.908334884037517,-2.9083348840375227,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3020099739786484,0.05356012728579518,12.5,14.479587907910675
1.67,4.910997660149602,-2.9109976601496075,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3048280429414314,0.053674792320397534,12.5,14.487443097441325
1.68,4.913609421089914,-2.9136094210899204,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.307593774632038,0.05378741569453074,12.5,14.495147792215247
1.69,4.916171158790529,-2.9161711587905352,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3103081244479937,0.05389803136347742,12.5,14.50270491843206
1.7,4.918683845347832,-2.9186838453478394,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3129720310165487,0.05400667281335493,12.5,14.510117343776106
1.71,4.921148433439811,-2.9211484334398183,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3155864164608753,0.05411337306351352,12.5,14.517387878647442
1.72,4.923565856733787,-2.9235658567337945,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3181521866633106,0.05421816466913299,12.5,14.524519277364673
1.73,4.9259370302848575,-2.925937030284865,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3206702315256096,0.05432107972400411,12.5,14.53151423934033
1.74,4.928262850925272,-2.92826285092528,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3231414252261775,0.05442214986348324,12.5,14.538375410229552
1.75,4.930544197644981,-2.9305441976449895,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3255666264742727,0.05452140626760794,12.5,14.545105383052693
1.76,4.932781931963581,-2.9327819319635897,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3279466787611334,0.054618879664362234,12.5,14.551706699292566
1.77,4.934976898293872,-2.934976898293881,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.33028241060804,0.05471460033308122,12.5,14.558181849966923
1.78,4.937129924297244,-2.9371299242972526,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3325746358112878,0.05480859810798462,12.5,14.56453327667687
1.79,4.939241821231094,-2.9392418212311027,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.334824153684059,0.05490090238182945,12.5,14.570763372631728
1.8,4.9413133842884776,-2.9413133842884864,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.337031749295196,0.054991542109672595,12.5,14.57687448365101
1.81,4.943345392930186,-2.9433453929301945,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3391981937048687,0.055080545812734714,12.5,14.58286890914405
1.82,4.9453386112094355,-2.9453386112094444,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3413242441971316,0.05516794158235649,12.5,14.588748903067836
1.83,4.947293788089362,-2.94729378808937,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3434106445093876,0.055253757084040046,12.5,14.594516674863618
1.84,4.949211657753482,-2.94921165775349,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3454581250587383,0.05533801956156685,12.5,14.600174390372773
1.85,4.951092939909315,-2.951092939909323,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3474674031652656,0.055420755841186144,12.5,14.60572417273248
1.86,4.9529383400853115,-2.952938340085319,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3494391832722075,0.05550199233586577,12.5,14.61116810325167
1.87,4.954748549921271,-2.954748549921278,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3513741571630797,0.055581755049599675,12.5,14.616508222267749
1.8800000000000001,4.956524247452392,-2.956524247452399,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.353273004175733,0.0556600695817655,12.5,14.621746529984557
1.8900000000000001,4.958266097387123,-2.95826609738713,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.355136391413369,0.05573696113152656,12.5,14.626884987292014
1.9000000000000001,4.959974751378953,-2.959974751378959,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3569649739525302,0.05581245450227232,12.5,14.631925516567911
1.9100000000000001,4.9616508482922885,-2.961650848292295,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3587593950480756,0.0558865741060923,12.5,14.636870002462253
1.92,4.963295014462576,-2.963295014462582,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.360520286335178,0.055959343968278424,12.5,14.6417202926646
1.93,4.964907863950775,-2.964907863950781,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.362248268028337,0.05603078773185051,12.5,14.646478198654787
1.94,4.966489998792353,-2.9664899987923596,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.363943949117454,0.056100928662101,12.5,14.651145496437442
1.95,4.9680420092409046,-2.9680420092409117,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3656079275609803,0.05616978965115442,12.5,14.65572392726067
1.96,4.969564474006536,-2.9695644740065434,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3672407904761594,0.05623739322253721,12.5,14.660215198319284
1.97,4.971057960489136,-2.971057960489143,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.368843114326393,0.05630376153575446,12.5,14.664620983442953
1.98,4.972523025006649,-2.9725230250066557,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.370415465105755,0.05636891639086962,12.5,14.668942923769615
1.99,4.9739602130184775,-2.973960213018485,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3719583985206807,0.05643287923308424,12.5,14.67318262840451
2.0,4.97537005934412,-2.975370059344127,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.373472460168855,0.0564956711573139,12.5,14.677341675065154
2.0100000000000002,4.97675308837715,-2.9767530883771567,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3749581857153217,0.05655731291275742,12.5,14.681421610712592
2.02,4.9781098142946645,-2.9781098142946716,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.376416101065863,0.05661782490745687,12.5,14.68542395216926
2.0300000000000002,4.979440741262285,-2.9794407412622914,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.377846722537649,0.056677227212845335,12.5,14.689350186723741
2.04,4.980746363634821,-2.9807463636348275,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3792505570272002,0.05673553956827959,12.5,14.693201772722722
2.05,4.982027166152706,-2.982027166152713,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.380628102175703,0.05679278138555605,12.5,14.696980140150485
2.06,4.98328362413429,-2.9832836241342973,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3819798465316833,0.05684897175340704,12.5,14.700686691196157
2.07,4.984516203664088,-2.984516203664095,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3833062697110923,0.05690412944197574,12.5,14.704322800809061
2.08,4.985725361777077,-2.985725361777084,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3846078425548107,0.05695827290726735,12.5,14.707889817242378
2.09,4.986911546639132,-2.9869115466391394,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3858850272836287,0.05701142029557513,12.5,14.711389062585441
2.1,4.988075197723692,-2.9880751977236986,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3871382776507066,0.057063589447879426,12.5,14.714821833284892
2.11,4.989216745984726,-2.989216745984733,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.388368039091563,0.05711479790421763,12.5,14.718189400654943
2.12,4.99033661402611,-2.9903366140261167,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3895747488716164,0.05716506290802433,12.5,14.721493011377026
2.13,4.9914352162674644,-2.9914352162674707,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3907588362313077,0.05721440141043963,12.5,14.724733887989021
2.14,4.992512959106556,-2.9925129591065627,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.391920722528841,0.057262830074584575,12.5,14.72791322936434
2.15,4.99357024107833,-2.9935702410783365,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.393060821380571,0.05731036527980274,12.5,14.731032211181073
2.16,4.994607453010646,-2.9946074530106532,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3941795387990616,0.05735702312586609,12.5,14.734091986381406
2.17,4.9956249781768,-2.9956249781768083,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3952772733288588,0.05740281943714518,12.5,14.737093685621561
2.18,4.996623192444895,-2.9966231924449036,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3963544161799986,0.057447769766741826,12.5,14.74003841771244
2.19,4.997602464424132,-2.9976024644241406,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3974113513592825,0.05749188940058379,12.5,14.74292727005119
2.2,4.998563155608095,-2.998563155608104,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3984484557993593,0.05753519336148072,12.5,14.745761309043882
2.21,4.999505620515092,-2.9995056205151,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.3994660994856285,0.057577696413140526,12.5,14.748541580519522
2.22,5.000430206825611,-3.000430206825618,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.400464645581009,0.05761941306414553,12.5,14.751269110135553
2.23,5.001337255516967,-3.0013372555169746,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4014444505486026,0.05766035757188795,12.5,14.753944903775054
2.24,5.002227100995196,-3.0022271009952033,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4024058642722723,0.05770054394646402,12.5,14.756569947935828
2.25,5.003100071224244,-3.0031000712242513,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4033492301751753,0.05773998595452641,12.5,14.759145210111521
2.2600000000000002,5.003956487852534,-3.003956487852541,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4042748853362723,0.057778697123094414,12.5,14.761671639164977
2.27,5.0047966663369445,-3.004796666336952,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.405183160604854,0.05781669074332177,12.5,14.764150165693987
2.2800000000000002,5.005620916064274,-3.0056209160642813,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.406074380713104,0.05785397987422159,12.5,14.766581702389608
2.29,5.00642954047023,-3.0064295404702377,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.406948864386728,0.05789057734634824,12.5,14.76896714438718
2.3000000000000003,5.007222837156012,-3.0072228371560183,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4078069244536824,0.057926495765435945,12.5,14.771307369610236
2.31,5.00800109800252,-3.0080010980025267,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.408648867951031,0.05796174751599382,12.5,14.773603239107436
2.32,5.008764609282269,-3.008764609282276,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.409474996229955,0.05799634476485776,12.5,14.775855597382696
2.33,5.0095136517690255,-3.0095136517690317,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.410285605058945,0.0580302994646981,12.5,14.778065272718626
2.34,5.010248500845236,-3.010248500845242,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.411080984725204,0.058063623357484,12.5,14.780233077493447
2.35,5.010969426607293,-3.0109694266072986,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4118614201342874,0.058096327977903886,12.5,14.782359808491515
2.36,5.011676693968674,-3.01167669396868,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4126271909080126,0.058128424656742186,12.5,14.78444624720759
2.37,5.012370562761014,-3.012370562761019,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4133785714806577,0.05815992452421247,12.5,14.78649316014499
2.38,5.013051287833134,-3.0130512878331404,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4141158311934774,0.05819083851324691,12.5,14.788501299107747
2.39,5.0137191191481,-3.013719119148107,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4148392343875726,0.0582211773627423,12.5,14.790471401486897
2.4,5.014374301878317,-3.014374301878324,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.415549040495121,0.058250951620762555,12.5,14.792404190541037
2.41,5.015017076498729,-3.015017076498737,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4162455041290163,0.058280171647698116,12.5,14.794300375671252
2.42,5.015647678878158,-3.0156476788781648,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4169288751709233,0.05830884761938232,12.5,14.796160652690565
2.43,5.016266340368801,-3.0162663403688073,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4175993988577837,0.05833698953016463,12.5,14.797985704087962
2.44,5.01687328789396,-3.016873287893966,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4182573158667986,0.058364607195941526,12.5,14.799776199287182
2.45,5.017468744034009,-3.017468744034015,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4189028623989044,0.05839171025714472,12.5,14.801532794900327
2.46,5.018052927110652,-3.018052927110659,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.419536270260776,0.0584183081816874,12.5,14.803256134976426
2.47,5.018626051269506,-3.018626051269513,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.420157766945374,0.05844441026786832,12.5,14.804946851245044
2.48,5.019188326561035,-3.019188326561042,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.420767575711063,0.05847002564723438,12.5,14.806605563355054
2.49,5.019739959019883,-3.01973995901989,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.421365915659326,0.05849516328740186,12.5,14.808232879108655
2.5,5.020281150742628,-3.0202811507426355,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4219530018110915,0.05851983199483652,12.5,14.809829394690754
2.5100000000000002,5.020812099963997,-3.0208120999640053,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4225290451817063,0.058544040417593035,12.5,14.811395694893793
2.52,5.021333001131569,-3.021333001131576,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.423094252854568,0.058567797048013986,12.5,14.812932353338129
2.5300000000000002,5.0218440449789945,-3.0218440449790016,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.423648828053439,0.05859111022538884,12.5,14.814439932688035
2.54,5.022345418597777,-3.022345418597785,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.424192970213477,0.05861398813857311,12.5,14.815918984863444
2.5500000000000003,5.022837305507631,-3.0228373055076383,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4247268750509834,0.05863643882856841,12.5,14.817370051247511
2.56,5.023319885725442,-3.02331988572545,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4252507346319074,0.058658470191063065,12.5,14.818793662890055
2.57,5.023793335832885,-3.0237933358328926,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4257647374391222,0.0586800899789346,12.5,14.820190340707011
2.58,5.0242578290426865,-3.024257829042695,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.426269068438485,0.05870130580471356,12.5,14.821560595675926
2.59,5.024713535263606,-3.0247135352636145,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.426763909143722,0.05872212514300988,12.5,14.822904929027638
2.6,5.025160621164116,-3.0251606211641247,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4272494376801292,0.058742555332901375,12.5,14.824223832434143
2.61,5.025599250234846,-3.025599250234854,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.427725828847144,0.05876260358028551,12.5,14.825517788192796
2.62,5.0260295828497865,-3.0260295828497945,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.428193254179769,0.05878227696019419,12.5,14.826787269406871
2.63,5.0264517763263035,-3.026451776326312,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.428651882008906,0.05880158241907257,12.5,14.828032740162596
2.64,5.026865984983966,-3.0268659849839747,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4291018775205826,0.05882052677702192,12.5,14.829254655702702
2.65,5.027272360202223,-3.0272723602022316,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4295434028141205,0.05883911673000673,12.5,14.830453462596557
2.66,5.027671050476949,-3.027671050476958,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.429976616959244,0.058857358852027336,12.5,14.831629598907
2.67,5.028062201475885,-3.028062201475895,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4304016760521567,0.05887525959725739,12.5,14.832783494353862
2.68,5.028445956092994,-3.028445956093004,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4308187332705984,0.058892825302147504,12.5,14.833915570474332
2.69,5.028822454501747,-3.028822454501757,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4312279389279077,0.0589100621874948,12.5,14.835026240780156
2.7,5.029191834207379,-3.0291918342073885,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.431629440526096,0.05892697636047925,12.5,14.836115910911769
2.71,5.029554230098112,-3.0295542300981215,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.432023382807964,0.058943573816667115,12.5,14.837184978789432
2.72,5.0299097744953905,-3.0299097744953993,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4324099078082653,0.05895986044198156,12.5,14.838233834761402
2.73,5.030258597203125,-3.0302585972031344,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.432789154903939,0.05897584201464149,12.5,14.83926286174922
2.74,5.030600825555987,-3.0306008255559957,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.433161260863431,0.05899152420706846,12.5,14.840272435390162
2.75,5.030936584466751,-3.0309365844667604,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.433526359895107,0.05900691258776226,12.5,14.841262924176917
2.7600000000000002,5.031265996472728,-3.031265996472737,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4338845836947978,0.05902201262314577,12.5,14.842234689594548
2.77,5.031589181781282,-3.031589181781291,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4342360614924576,0.059036829679379274,12.5,14.843188086254782
2.7800000000000002,5.031906258314471,-3.031906258314481,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4345809200979844,0.05905136902414467,12.5,14.844123462027692
2.79,5.032217341752819,-3.0322173417528284,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.434919283946199,0.05906563582840016,12.5,14.845041158170817
2.8000000000000003,5.032522545578229,-3.0325225455782374,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.435251275140994,0.05907963516810555,12.5,14.845941509455777
2.81,5.032821981116073,-3.0328219811160815,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.435577013498685,0.0590933720259188,12.5,14.846824844292417
2.82,5.0331157575764625,-3.0331157575764713,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.435896616590563,0.059106851292864214,12.5,14.847691484850564
2.83,5.033403982094716,-3.0334039820947245,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.436210199784667,0.059120077769972565,12.5,14.848541747179413
2.84,5.033686759771041,-3.0336867597710495,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.436517876286789,0.0591330561698935,12.5,14.849375941324572
2.85,5.033964193709452,-3.0339641937094606,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.436819757180728,0.059145791118480735,12.5,14.850194371442885
2.86,5.034236385055931,-3.03423638505594,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4371159514678093,0.05915828715635065,12.5,14.850997335914997
2.87,5.03450343303585,-3.0345034330358587,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.437406566105669,0.0591705487404142,12.5,14.851785127455758
2.88,5.034765434990669,-3.034765434990678,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.437691706046334,0.05918258024538279,12.5,14.852558033222476
2.89,5.035022486413927,-3.0350224864139355,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4379714742735943,0.05919438596524856,12.5,14.853316334921084
2.9,5.0352746809865305,-3.0352746809865385,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4382459718396974,0.05920597011473943,12.5,14.854060308910267
2.91,5.035522110611369,-3.0355221106113772,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.438515297901353,0.059217336830749014,12.5,14.85479022630354
2.92,5.035764865447256,-3.0357648654472653,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4387795497550924,0.05922849017374229,12.5,14.855506353069407
2.93,5.036003033942217,-3.0360030339422264,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.43903882287196,0.059239434129136986,12.5,14.856208950129542
2.94,5.036236702866132,-3.036236702866141,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4392932109315755,0.05925017260866102,12.5,14.85689827345509
2.95,5.036465957342752,-3.0364659573427613,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4395428058555635,0.0592607094516867,12.5,14.85757457416112
2.96,5.036690880881099,-3.0366908808811073,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4397876978403663,0.059271048426541836,12.5,14.858238098599243
2.97,5.036911555406253,-3.036911555406261,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4400279753894547,0.05928119323179808,12.5,14.858889088448448
2.98,5.0371280612895575,-3.037128061289565,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.440263725344937,0.059291147497536806,12.5,14.859527780804196
2.99,5.037340477378233,-3.037340477378241,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.440495032918592,0.05930091478659331,12.5,14.860154408265789
3.0,5.037548881024429,-3.0375488810244358,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4407219817223256,0.059310498595779006,12.5,14.860769199022066
3.0100000000000002,5.037753348113705,-3.037753348113712,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.440944653798057,0.059319902357082364,12.5,14.861372376935432
3.02,5.0379539530929796,-3.037953953092986,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.441163129647064,0.05932912943884902,12.5,14.861964161624291
3.0300000000000002,5.0381507689979275,-3.0381507689979337,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.441377488258778,0.05933818314694107,12.5,14.862544768543886
3.04,5.038343867479858,-3.038343867479864,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.441587807139044,0.059347066725876065,12.5,14.863114409065583
3.0500000000000003,5.038533318832076,-3.0385333188320818,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4417941623378674,0.05935578335994613,12.5,14.863673290554624
3.06,5.038719192015732,-3.0387191920157384,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.441996628476632,0.05936433617431724,12.5,14.86422161644641
3.0700000000000003,5.038901554685183,-3.0389015546851903,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.442195278774829,0.059372728236109125,12.5,14.864759586321291
3.08,5.039080473212862,-3.039080473212869,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4423901850762757,0.05938096255545646,12.5,14.865287395977944
3.09,5.039256012713667,-3.039256012713674,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.442581417874862,0.05938904208655078,12.5,14.86580523750532
3.1,5.039428237068891,-3.039428237068897,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4427690463398055,0.059396969728664394,12.5,14.866313299353228
3.11,5.039597208949682,-3.0395972089496888,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.442953138340449,0.05940474832715597,12.5,14.866811766401563
3.12,5.039762989840067,-3.0397629898400744,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4431337604705954,0.05941238067445843,12.5,14.8673008200282
3.13,5.039925640059521,-3.0399256400595283,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.443310978072382,0.05941986951104913,12.5,14.867780638175589
3.14,5.04008521878511,-3.040085218785118,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4434848552597255,0.05942721752640292,12.5,14.868251395416076
