Vthresh,a,b,c,d,i,u,v,Time
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.0
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.01
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.02
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.03
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.04
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.05
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.06
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.07
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.08
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.09
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.1
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.11
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.12
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.13
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.14
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.15
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.16
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.17
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.18
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.19
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.2
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.21
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.22
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.23
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.24
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-60.0,0.25
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.26
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.27
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.28
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.29
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.3
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.31
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.32
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.33
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.34
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.35000000000000003
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.36
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.37
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.38
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.39
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.4
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.41000000000000003
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.42
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.43
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.44
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.45
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.46
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.47000000000000003
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.48
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.49
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.5
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.51
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.52
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.53
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.54
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.55
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.56
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.5700000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.58
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.59
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.6
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.61
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.62
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.63
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.64
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.65
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.66
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.67
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.99999999999999,0.68
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.6900000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.7000000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.71
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.72
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.73
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.74
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.75
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.76
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.77
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.78
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.79
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.8
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.81
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.8200000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.8300000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.84
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.85
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.86
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.87
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.88
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.89
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.9
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.91
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.92
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.93
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.9400000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.9500000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.96
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.97
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.98
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,0.99
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.0
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.01
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.02
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.03
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.04
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.05
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.06
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.07
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.08
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.09
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.1
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.11
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.12
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.1300000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.1400000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.1500000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.16
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.17
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.18
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.19
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.2
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.21
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.22
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.23
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.24
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.25
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.26
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.27
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.28
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.29
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.3
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.31
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.32
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.33
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.34
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.35
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.36
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.37
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.3800000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.3900000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.4000000000000001
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.41
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.42
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.43
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.44
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.45
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.46
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.47
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.48
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.49
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.5
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.51
30.0,0.02,-0.1,-55.0,6.0,0.0,6.0,-59.999999999999986,1.52
