Time,a,b,c,d,Vthresh,i,v,u,cell
0.0,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.01,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.02,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.03,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.04,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.05,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.06,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.07,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.08,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.09,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.1,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.11,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.12,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.13,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.14,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.15,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.16,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.17,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.18,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.19,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.2,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.21,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.22,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.23,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.24,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.25,0.02,-0.1,-55.0,6.0,30.0,0.0,-60.0,6.0,1.0
0.26,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.27,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.28,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.29,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.3,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.31,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.32,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.33,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.34,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.35000000000000003,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.36,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.37,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.38,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.39,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.4,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.41000000000000003,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.42,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.43,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.44,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.45,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.46,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.47000000000000003,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.48,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.49,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.5,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.51,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
0.52,0.02,-0.1,-55.0,6.0,30.0,0.0,-59.99999999999999,6.0,1.0
