Time,Glu,Fru,Formic_acid,Triose,Acetic_acid,Cn,Amadori,AMP,C5,lys_R,Melanoidin,compartment,_J1,_J2,_J3,_J4,_J5,_J6,_J7,_J8,_J9,_J10,_J11
0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.6,0.0,0.0752,0.0,0.0,0.0,0.43200000000000005,0.0,0.0,0.0,0.0
0.01,159.9789304163711,0.0159977018342885,0.0007520384761590234,1.1390742420963565e-06,2.4025821972154663e-06,1.6668910443368482e-11,0.004313592782637199,3.2770573844405507e-06,0.0007520384761590234,14.995683128792543,1.367437481393492e-09,1.0,1.599789304163711,8.142830233652846e-05,0.07519009729569441,1.759747201771735e-05,0.00011390363706013411,5.000535922803005e-09,0.43181880260526945,0.0004802754204188257,0.0006193887876588753,3.598447012438403e-05,4.1009096108889053e-07
0.02,159.95786566348607,0.03199080827395611,0.001504153886072631,4.555794014163238e-06,9.600894518857149e-06,1.333402578953156e-10,0.008614394389584721,1.3090311186195954e-05,0.001504153886072631,14.991372504370943,1.0928283176192914e-08,1.0,1.5995786566348609,0.0001628332141144366,0.07518019686183845,3.5189889101351724e-05,0.00022777455491056748,1.9999935722176614e-08,0.43163783084978036,0.0009591266713363628,0.0012369408904004701,7.193791853261821e-05,1.6381215418405618e-06
0.03,159.93680573835175,0.04797932072341342,0.0022563462018966676,1.024940505998576e-05,2.158081463359433e-05,4.4998612169957636e-10,0.012902439638598964,2.941294702201883e-05,0.0022563462018966676,14.98706811056923,3.684514716293025e-08,1.0,1.5993680573835176,0.0002442147424821743,0.07517029869702532,5.277725279575476e-05,0.0003416127635507035,4.499488821333748e-08,0.43145708417776035,0.0014365576293616086,0.001852661307706425,0.00010786040213709638,3.6807361903354364e-06
0.04,159.915750637981,0.06396324058601738,0.003008615395788361,1.8219153356114482e-05,3.832825888856426e-05,1.0665455037202285e-09,0.017177763253250756,5.22182345038865e-05,0.003008615395788361,14.982769931265107,8.724713689793558e-08,1.0,1.59915750637981,0.00032557289458282843,0.07516040279985108,7.035956464461911e-05,0.0004554182729724437,7.998208323334257e-08,0.43127656203499753,0.001912572160616939,0.002466555025534276,0.00014375197766376853,6.534589865816356e-06
0.05,159.89470035939257,0.07994256926407288,0.003760961439906355,2.8464285112318033e-05,5.982918220984009e-05,2.0829242614552026e-09,0.02144039986316778,8.147952700474694e-05,0.003760961439906355,14.978477950379864,1.7022996148311318e-07,1.0,1.5989470035939257,0.00040690767755413094,0.07515050916891451,8.793682619048017e-05,0.0005691910931601989,1.2495821164307615e-07,0.43109626386883626,0.0023871741207651003,0.003078627016352261,0.0001796127016527946,1.0196348009374033e-05
0.06,159.87365489961113,0.09591730815883581,0.004513384306410716,4.0984046771071695e-05,8.606957799818715e-05,3.598995165549874e-09,0.025690384004288948,0.00011717026142039631,0.004513384306410716,14.974192151878254,2.9385603339185377e-07,1.0,1.5987365489961114,0.0004882190985284743,0.07514061780281722,0.0001055090389747194,0.000682931234090911,1.7991996532500473e-07,0.4309161891281729,0.0028603673550375314,0.00368888223917585,0.00021544263045919908,1.4662686514148394e-05
0.07,159.8526142556672,0.11188745867051653,0.0052658839674629395,5.5777685007106205e-05,0.00011703547800991887,5.714597947641209e-09,0.029927750119155137,0.00015926395789633428,0.0052658839674629395,14.96991251976836,4.661545857574323e-07,1.0,1.598526142556672,0.0005695071646329291,0.07513072870016357,0.00012307620453756818,0.0007966387057340776,2.4486403718119625e-07,0.4307363372634507,0.003332155698266733,0.004297325639609486,0.00025124182025352453,1.9930291691147274e-05
0.08,159.83157842459713,0.12785302219828112,0.006018460395225968,7.284444672750527e-05,0.00015271295228580888,8.529539279580234e-09,0.03415253255708239,0.00020773421966204574,0.006018460395225968,14.965639038101509,6.951217451989812e-07,1.0,1.5983157842459712,0.0006507718829892509,0.07512084185956065,0.00014063832441810924,0.0009103135180517616,3.197871211337481e-07,0.4305567077266561,0.0038025429749055533,0.00490396214987146,0.0002870103270224782,2.5995860248508405e-05
0.09,159.81054740344322,0.14381400014025478,0.006771113561864243,9.218357907204639e-05,0.00019308810898485739,1.2143592709751118e-08,0.03836476557456702,0.00026255473264265544,0.006771113561864243,14.961371690972088,9.887207029760038e-07,1.0,1.5981054740344323,0.0007320132607138968,0.0751109572796183,0.00015819540015428026,0.001023955680998614,4.046859121262836e-07,0.43037729997131313,0.004271532999072292,0.0055087966888520785,0.0003227482065695795,3.28560992429019e-05
0.1,159.7895211892536,0.1597703938935238,0.0075238434395436486,0.00011379432941188259,0.00023814709438332784,1.6656498840233718e-08,0.04256448333528862,0.0003236992654666464,0.0075238434395436486,14.957110462517539,1.3548817056586835e-06,1.0,1.597895211892536,0.0008132313049180361,0.07510107495894919,0.00017574743328287618,0.0011375652045218893,4.995571061181646e-07,0.4301981134524816,0.004739129574551035,0.006111834162114093,0.0003584555145158059,4.0507726080496126e-05
0.11,159.76849977908216,0.17572220485413842,0.008276650000431604,0.00013767594535060118,0.0002878760926631807,2.216796516172014e-08,0.04675171991062526,0.000391141668966928,0.008276650000431604,14.952855336918129,1.8015022778132837e-06,1.0,1.5976849977908216,0.0008944260227075646,0.07509119489616861,0.00019329442533955229,0.0012511420985614654,6.043974000891392e-07,0.4300191476267493,0.0052053364948490164,0.0067130794619666805,0.0003941323063002336,4.894746845452137e-05
0.12,159.7474831699886,0.19166943441711556,0.009029533216697033,0.00016382767472318774,0.0003422613258888393,2.8777666190381475e-08,0.05092650927971072,0.00046485587613479305,0.009029533216697033,14.948606298396914,2.3364472374007964e-06,1.0,1.5974748316998861,0.0009755974211831183,0.07508131708989464,0.00021083637785882713,0.0013646863730498626,7.192034920347941e-07,0.42984040195223044,0.005670157543202992,0.007312537467473662,0.0004297786371806802,5.8172064339508e-05
0.13,159.7264713590385,0.20761208397644101,0.009782493060510418,0.0001922487655969338,0.00040128905380912934,3.658524332455499e-08,0.05508888532991675,0.0005448159016535024,0.009782493060510418,14.944363331219524,2.967548903559659e-06,1.0,1.597264713590385,0.0010567455074400847,0.07507144153874809,0.00022837329237408512,0.00147819803791226,8.439720809705394e-07,0.42966187588855814,0.006133596492632931,0.007910213044522746,0.00046539456223433894,6.81782619329193e-05
0.14,159.7054643433031,0.22355015492507196,0.010535529504043736,0.00022293846626934456,0.000464945573928253,4.5690305133774265e-08,0.059238881856681205,0.000630995842078866,0.010535529504043736,14.940126419694232,3.7026070082411024e-06,1.0,1.597054643433031,0.0011378702885686163,0.07506156824135246,0.0002459051704175792,0.0015916771030665122,9.786998669224225e-07,0.42948356889688527,0.0065956571059228855,0.008506111045800855,0.0005009801363584209,7.89628196777493e-05
0.15,159.6844621198595,0.2394836486549397,0.011288642519470605,0.00025589602527070635,0.0005332172211589589,5.619242697635117e-08,0.0633765325643521,0.0007233698750151009,0.011288642519470605,14.935895548171565,4.5493890677115994e-06,1.0,1.596844621198595,0.001218971771653643,0.07505169719633396,0.0002634320135204337,0.0017051235784231707,1.1233835509384009e-06,0.4293054804398725,0.007056343135714963,0.009100236310915319,0.0005365354142707796,9.052250615938974e-05
0.16,159.66346468579044,0.2554125665569519,0.012041832078966109,0.0002911206913600937,0.0006060903680679885,6.819115156275933e-08,0.06750187106559158,0.0008219122597146849,0.012041832078966109,14.931670701044593,5.515630102457039e-06,1.0,1.5966346468579045,0.0013000499637748852,0.0750418284023215,0.0002809538232126471,0.0018185374738854973,1.2780198350708113e-06,0.4291276099816954,0.007515658324442966,0.009692593666308294,0.000572060450510556,0.00010285410018069568
0.17,159.64247203818442,0.2713369100209955,0.012795098154707071,0.000328611713530485,0.0006835514242966907,8.178598820554703e-08,0.0716149308827852,0.0009265973356953144,0.012795098154707071,14.927451862748258,6.609033264309389e-06,1.0,1.5964247203818442,0.0013811048720068673,0.07503196185794668,0.00029847060102309507,0.001931918799349488,1.442605422398829e-06,0.4289499569880239,0.007973606404489304,0.010283187925459127,0.0006075552994387899,0.00011595439058891165
0.18,159.62148417413567,0.28725668043593894,0.01354844071887189,0.00036836834100478994,0.0007655868368061052,9.707641338000106e-08,0.07571574544744687,0.0010373995233388664,0.01354844071887189,14.923239017759661,7.837269556759942e-06,1.0,1.5962148417413569,0.001462136503418929,0.07502209756184376,0.00031598234847953285,0.002045267564703885,1.6171370170110278e-06,0.42877252092603024,0.008430191098118734,0.010872023888798895,0.0006430200152390583,0.00012982017635062575
0.19,159.60050109074416,0.30317187918963434,0.01430185974364052,0.0004103898232352915,0.0008521830898120681,1.141618707923412e-07,0.07980434810037736,0.0011542933237451284,0.01430185974364052,14.919032150597985,9.207977896285332e-06,1.0,1.5960050109074417,0.0015431448650752389,0.07501223551264975,0.0003334890671085978,0.0021585837798301965,1.8016113240029297e-06,0.428595301264385,0.008885416117496015,0.011459106343733184,0.0006784546519181043,0.00014444826653346537
0.2,159.57952278511542,0.31908250766892016,0.015055355201194557,0.00045467540990466943,0.0009433267045833043,1.331417712204171e-07,0.08388077209215576,0.0012772533182556728,0.015055355201194557,14.914831245824269,1.0728765324857932e-05,1.0,1.5957952278511542,0.0016241299640348036,0.07500237570900424,0.00035099075843581217,0.0022718674546027113,1.9960250494814986e-06,0.4284182974732498,0.009339285164740621,0.012044440064712645,0.0007138592633064558,0.00015983548024651488
0.21,159.5585492543608,0.33498856725962406,0.015808927063717344,0.0005012243509277465,0.0010390042391576503,1.5411549224868311e-07,0.08794505058383034,0.0014062541677824475,0.015808927063717344,14.910636288041081,1.2407207310905388e-05,1.0,1.595585492543608,0.0017050918073514864,0.07499251814954958,0.00036848742398558646,0.0023851185988885233,2.200374900572807e-06,0.4282415090242672,0.00979180193200367,0.0126280298133322,0.000749233903059036,0.00017597864655629548
