AMP,Acetic_acid,Amadori,C5,Cn,Formic_acid,Fru,Glu,Melanoidin,Triose,lys_R,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,15.0,0.0
3.2770573844405507e-06,2.4025821972154663e-06,0.004313592782637199,0.0007520384761590234,1.6668910443368482e-11,0.0007520384761590234,0.0159977018342885,159.9789304163711,1.367437481393492e-09,1.1390742420963565e-06,14.995683128792543,0.01
1.3090311186195954e-05,9.600894518857149e-06,0.008614394389584721,0.001504153886072631,1.333402578953156e-10,0.001504153886072631,0.03199080827395611,159.95786566348607,1.0928283176192914e-08,4.555794014163238e-06,14.991372504370943,0.02
2.941294702201883e-05,2.158081463359433e-05,0.012902439638598964,0.0022563462018966676,4.4998612169957636e-10,0.0022563462018966676,0.04797932072341342,159.93680573835175,3.684514716293025e-08,1.024940505998576e-05,14.98706811056923,0.03
5.22182345038865e-05,3.832825888856426e-05,0.017177763253250756,0.003008615395788361,1.0665455037202285e-09,0.003008615395788361,0.06396324058601738,159.915750637981,8.724713689793558e-08,1.8219153356114482e-05,14.982769931265107,0.04
8.147952700474694e-05,5.982918220984009e-05,0.02144039986316778,0.003760961439906355,2.0829242614552026e-09,0.003760961439906355,0.07994256926407288,159.89470035939257,1.7022996148311318e-07,2.8464285112318033e-05,14.978477950379864,0.05
0.00011717026142039631,8.606957799818715e-05,0.025690384004288948,0.004513384306410716,3.598995165549874e-09,0.004513384306410716,0.09591730815883581,159.87365489961113,2.9385603339185377e-07,4.0984046771071695e-05,14.974192151878254,0.06
0.00015926395789633428,0.00011703547800991887,0.029927750119155137,0.0052658839674629395,5.714597947641209e-09,0.0052658839674629395,0.11188745867051653,159.8526142556672,4.661545857574323e-07,5.5777685007106205e-05,14.96991251976836,0.07
0.00020773421966204574,0.00015271295228580888,0.03415253255708239,0.006018460395225968,8.529539279580234e-09,0.006018460395225968,0.12785302219828112,159.83157842459713,6.951217451989812e-07,7.284444672750527e-05,14.965639038101509,0.08
0.00026255473264265544,0.00019308810898485739,0.03836476557456702,0.006771113561864243,1.2143592709751118e-08,0.006771113561864243,0.14381400014025478,159.81054740344322,9.887207029760038e-07,9.218357907204639e-05,14.961371690972088,0.09
