AICAR,ATP,CH2FH4,CH3FH4,CHOFH4,DHFRf,DHFRtot,EMTX,FFH2,FGAR,FH2b,FH2f,FH4,GAR,HCHO,MTX1,MTX1b,MTX2,MTX2b,MTX3,MTX3b,MTX4,MTX4b,MTX5,MTX5b,NADP,NADPH,dUMP,formate,glutamine,glycine,homocysteine,serine,Time
3.695,2980.0,0.26,1.63,1.0,0.64,0.6424,0.0,0.000332,16.49,0.0024,0.0012,0.46,689.6,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.0
3.6971723859812946,2980.0,0.2619450727971282,1.6299845614879227,0.9991451774640961,0.6399992752874165,0.6424159299074612,0.0,0.00032867502882259547,16.485803227731243,0.002416654620044742,0.0012083286782895556,0.45892090936501234,689.6,0.007397962031809087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.01
3.697087184947319,2980.0,0.261946395712962,1.6299706740232651,0.999156878128391,0.6399985506180393,0.6424151831403132,0.0,0.0003283622347768119,16.482710424328,0.002416632522273816,0.0012083189975677796,0.45892282071980844,689.6,0.007396232175568044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.02
3.6965513637888825,2980.0,0.2619382075997123,1.6299566854048508,0.9991968012425614,0.639997826182395,0.642414386043235,0.0,0.0003283579881314305,16.48064777894746,0.002416559860840029,0.0012082840344654928,0.4589058385297267,689.6,0.0073946801910037795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.03
3.696050934756557,2980.0,0.2619305284495148,1.6299424684248633,0.9992351757438476,0.6399971019855052,0.6424135965520102,0.0,0.0003283861562700576,16.47936139913225,0.0024164945665050876,0.001208252754399412,0.45889008822816924,689.6,0.007393289148130631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.04
3.695683210365054,2980.0,0.2619254069555369,1.6299280948002255,0.9992658467431117,0.6399963780221992,0.6424128292493826,0.0,0.00032841157974134783,16.47860186872418,0.0024164512271833854,0.0012082324513903132,0.4588796321683298,689.6,0.007392041688730986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.05
3.695436329600382,2980.0,0.26192264616722327,1.6299136612094651,0.9992893660601746,0.6399956542859284,0.6424120821536442,0.0,0.00032843041858269726,16.478182880934664,0.0024164278677157704,0.0012082221379015512,0.4588740236364205,689.6,0.007390922023750178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.06
3.6952774960003283,2980.0,0.26192160725738395,1.6298992451769294,0.9993076177420863,0.6399949307714337,0.6424113498210696,0.0,0.00032844377507717734,16.47797845170201,0.0024164190496359875,0.0012082190947222897,0.45887194151029886,689.6,0.007389916245748177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.07
3.695177719956291,2980.0,0.2619217183796733,1.6298849002155182,0.9993222951404396,0.6399942074750454,0.642410627411858,0.0,0.0003284532622334374,16.477907045332714,0.0024164199368125593,0.001208220903796492,0.4588722115804907,689.6,0.007389012166831201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.08
3.6951158874565504,2980.0,0.2619225611996648,1.6298706608296205,0.9993346393960888,0.6399934843943522,0.642409911393404,0.0,0.00032846019925316587,16.477917282795207,0.00241642699905179,0.0012082258000303426,0.45887397698442745,689.6,0.007388199074238834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,294.0,20.76,500.0,7170.0,1600.0,10.0,123.3,0.09
