Time,FH2f,FH2b,DHFRf,DHFRtot,FH4,CH2FH4,CH3FH4,CHOFH4,FFH2,HCHO,FGAR,AICAR,MTX1,MTX2,MTX3,MTX4,MTX5,MTX1b,MTX2b,MTX3b,MTX4b,MTX5b,EMTX,dUMP,GAR,serine,formate,ATP,glutamine,glycine,NADP,NADPH,homocysteine,Keq,ext,cell,SHMT,SHMTr,HCHOtoCH2FH4,CH2FH4toHCHO,MTHFR,MTR,HCOOHtoCHOFH4,GARFT,ATIC7,MTHFD,TYMS,DHFReductase,FFH2syn,ATIC12,AICARsyn,FPGS12,FPGS23,FPGS34,FPGS45,GGH21,GGH32,GGH43,GGH54,RFC,MTX1export,MTX2export,MTX3export,MTX4export,MTX5export,MTX1on,MTX2on,MTX3on,MTX4on,MTX5on,MTX1off,MTX2off,MTX3off,MTX4off,MTX5off,DHFRfsyn,DHFRdeg,FH2bdeg,MTX1deg,MTX2deg,MTX3deg,MTX4deg,MTX5deg
0.11,0.0012082405323118842,0.0024164510053908297,0.6399920388744764,0.6424084898798672,0.4588799010256173,0.2619254185486699,1.6298425752631347,0.9993553690897623,0.000328469812526857,0.007386809060324314,16.47806718615377,3.6950545138893562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3212204858633,137.7253694579626,0.07864007048352471,0.07857762556460098,0.9982071639455636,0.9995972245111077,1.6752255821875905,649.6306996676577,649.5439237563694,1297.5003498710512,5.097190482978044,5.097261750771416,0.07853563460027248,0.07853524276321514,649.6206628406915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272254696396016,7.249353016172489e-05,0.0,0.0,0.0,0.0,0.0
0.12,0.0012082491501668037,0.0024164655131099816,0.639991316433735,0.642407781946845,0.4588834685848468,0.2619271440366404,1.6298287487832328,0.9993646151987656,0.00032847345582287025,0.007386216261545044,16.478174919384813,3.6950404109501607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3300442249442,137.72627667811517,0.07863437087732167,0.07857814321099212,0.9982136843461842,0.9995888537489297,1.6752385802864307,649.6356895063789,649.5468593080819,1297.508211069702,5.097221085202179,5.097292353354195,0.07853619476084224,0.0785358537572164,649.6243091935146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272233458405348,7.249396539329944e-05,0.0,0.0,0.0,0.0,0.0
0.13,0.0012082581481130709,0.0024164807817630583,0.6399905942052164,0.6424070749869795,0.45888721959706497,0.26192895963552104,1.6298150726278096,0.9993734374516481,0.00032847669124696127,0.007385682423026707,16.478292973606997,3.695031932263561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3393216717288,137.72723127642,0.07862933030876763,0.0785786878906563,0.99822054543691,0.9995805739936895,1.67525224678021,649.6404506347499,649.550418413741,1297.5164827981753,5.097253287258847,5.097324561050995,0.0785367796273496,0.07853647081983618,649.6283048641887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272212249609382,7.249442345289174e-05,0.0,0.0,0.0,0.0,0.0
0.14,0.0012082673424022139,0.002416496443855486,0.6399898721886855,0.642406368632541,0.45889106529419027,0.26193082186828004,1.6298015484427852,0.999381966482307,0.00032847966801557283,0.007385201544883429,16.47841673294812,3.6950268827613795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.348833270948,137.72821039369745,0.07862486970077748,0.07857924656048401,0.9982275828408166,0.9995723862419118,1.6752662582499278,649.6450535336113,649.5543385812604,1297.524966977436,5.097286317360853,5.097357598668762,0.0785373772561439,0.07853708920112502,649.6324936219833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272191058976228,7.249489331566458e-05,0.0,0.0,0.0,0.0,0.0
0.15,0.0012082766238120837,0.00241651228094482,0.6399891503839992,0.642405662664944,0.45889495310490247,0.26193270495165905,1.6297881764960442,0.9993902803975702,0.0003284824752978155,0.007384768281803567,16.47854347602532,3.695023957332119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3584489956565,137.72920047372915,0.0786209231493566,0.07857981148549771,0.9982346990778216,0.9995642906558371,1.6752804231564344,649.6495403438839,649.5584639797794,1297.5335461405555,5.097319717813479,5.097391005425004,0.07853798054778544,0.07853770618404593,649.6367833580625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.01927216987994832,7.24953684283446e-05,0.0,0.0,0.0,0.0,0.0
0.16,0.0012082859261310613,0.002416528160609284,0.6399884287910619,0.6424049569516712,0.4588988495139252,0.2619345926629062,1.6297749563421324,0.9993984293900986,0.00032848517015811134,0.007384377810965191,16.47867146808179,3.6950223210111406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3680859518238,137.7301929869816,0.07861743357841154,0.07858037779887185,0.9982418328075428,0.9995562869658385,1.675294619389673,649.653938145701,649.5626950343681,1297.542146377896,5.097353200630615,5.097424501989224,0.07853858519851899,0.07853832003402643,649.6411153575209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272148708550135,7.249584481827851e-05,0.0,0.0,0.0,0.0,0.0
0.17,0.0012082952055123878,0.002416543995156691,0.6399877074098125,0.6424042514049692,0.45890273491082234,0.26193647518627067,1.629761887027379,0.9994064438494707,0.000328487786720229,0.007384025824582545,16.478799687368564,3.695021478016439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.3776956371544,137.73118277256881,0.07861435177683122,0.0785809425558812,0.9982489469247028,0.9995483745946069,1.6753087755006948,649.6582633356973,649.5669729426871,1297.5507229698107,5.097386591571435,5.097457903383525,0.0785391883583052,0.07853892977857276,649.6454550382354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272127542149072,7.249631985470073e-05,0.0,0.0,0.0,0.0,0.0
0.18,0.0012083044379533141,0.0024165597365825315,0.6399869862402081,0.6424035459767906,0.4589065970481353,0.2619383465975505,1.629748967331369,0.9994143431701875,0.0003284903465430525,0.007383708431263266,16.478927495812925,3.6950211157378137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.387247760676,137.73216671568753,0.0786116342270503,0.07858150397926515,0.9982560190286919,0.9995405528033391,1.6753228468669392,649.6625263779171,649.5712607544373,1297.5592489263452,5.097419785468477,5.097491108347192,0.07853978846696542,0.07853953481447341,649.6497808041628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272106379303718,7.249679209747594e-05,0.0,0.0,0.0,0.0,0.0
0.19,0.0012083136085233829,0.00241657535502675,0.6399862652822181,0.6424028406372448,0.4589104287933138,0.26194020338891827,1.6297361958588192,0.9994221393897569,0.00032849286267359006,0.007383422147550971,16.479054517187528,3.6950210467645697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.39672468235,137.7331429720064,0.07860924262971625,0.07858206101667548,0.9982630358574927,0.9995328207473638,1.675336807501581,649.6667337673363,649.5755365435733,1297.5677082664015,5.097452720051269,5.0975240538934266,0.07854038455401989,0.07854013480934342,649.65407992176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272085219117344,7.24972606508025e-05,0.0,0.0,0.0,0.0,0.0
0.2,0.0012083227085610253,0.0024165908331669483,0.6399855445358189,0.6424021353689858,0.4589142259089445,0.2619420434838592,1.629723571121764,0.9994298403105255,0.0003284953432809066,0.007383163834409658,16.47918052463017,3.695021155140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4061159227854,137.73411044974372,0.07860714284718691,0.07858261304515775,0.9982699895600139,0.9995251775258963,1.6753506419659803,649.6708897139528,649.5797869386571,1297.5760915298472,5.097485358456889,5.097556703482361,0.07854097605646665,0.07854072958056718,649.6583447129334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272064061069575,7.249772499500845e-05,0.0,0.0,0.0,0.0,0.0
0.21,0.0012083317330908898,0.002416606161053079,0.6399848240009908,0.6424014301620439,0.45891798606444617,0.26194386572760525,1.629711091579021,0.9994374509589871,0.00032849779333695133,0.007382930686597724,16.479305389181803,3.6950213718089326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4154157187932,137.73506854175037,0.07860530462116637,0.07858315971828157,0.9982768757705993,0.9995176222059327,1.6753643417688768,649.6749969301708,649.5840041852916,1297.5843934559568,5.097517680185255,5.097589036125365,0.07854156265090784,0.07854131904492535,649.6625708132301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272042904861314,7.249818483159236e-05,0.0,0.0,0.0,0.0,0.0
0.22,0.0012083406794291662,0.0024166213333181178,0.6399841036777163,0.6424007250110344,0.4589217079057663,0.2619456694574952,1.6296987556685303,0.9994449749132425,0.00032850021615136847,0.00738272015787554,16.479429032480322,3.6950216519823122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4246207224369,137.7360168996149,0.07860370061714765,0.07858370083724855,0.9982836919836134,0.9995101538418284,1.6753779019769115,649.6790573469275,649.5881834293127,1297.592611026002,5.097549673471476,5.097621040501238,0.0785421441628958,0.07854190316876512,649.6667555707045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.01927202175033103,7.249863999954352e-05,0.0,0.0,0.0,0.0,0.0
0.23,0.001208349546254194,0.002416636347319296,0.6399833835659791,0.6424000199132983,0.45892539087765044,0.2619474543873979,1.629686561818403,0.9994524145858703,0.00032850261369476937,0.007382529993292346,16.479551417082966,3.695021970532874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4337295614282,137.73695537289657,0.07860230673783389,0.07858423631621937,0.9982904371175624,0.9995027714819859,1.6753913205670752,649.6830722663692,649.5923221701303,1297.6007429366869,5.09758133323511,5.097652711035323,0.07854272050652261,0.07854248196038276,649.6708977183588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019272000597398947,7.249909041957887e-05,0.0,0.0,0.0,0.0,0.0
0.24,0.0012083583335402383,0.002416651203005639,0.6399826636657632,0.6423993148687688,0.4589290347210771,0.2619492204224684,1.629674508459614,0.9994597718983107,0.0003285049873994918,0.007382358124191665,16.479672521469226,3.695022310010334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4427415961343,137.73788391172812,0.07860110091929351,0.07858476612674051,0.9982971108129534,0.999495474176541,1.6754045965956588,649.6870427255799,649.5964188063799,1297.6087887561914,5.097612657790149,5.097684047620095,0.07854329168011549,0.07854305544077055,649.6749965280948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019271979446063063,7.249953609016916e-05,0.0,0.0,0.0,0.0,0.0
0.25,0.0012083670401501607,0.002416665898103429,0.6399819439770529,0.6423986098751563,0.45893263953995467,0.2619509675086522,1.6296625940320035,0.9994670483610625,0.00032850733815783975,0.007382202737065219,16.479792341426126,3.6950226613434802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4516570845226,137.73880248768913,0.07860006387557772,0.07858529025259565,0.9983037128676931,0.999488260980995,1.675417730441258,649.6909695401464,649.6004727873906,1297.616748238531,5.097643646177916,5.097715045459373,0.07854385760976045,0.0785436236561867,649.679051857594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.01927195829625469,7.249997694310287e-05,0.0,0.0,0.0,0.0,0.0
0.26,0.0012083756670798712,0.0024166804346049315,0.6399812244998326,0.6423979049344376,0.45893620549742187,0.26195269576819197,1.6296508169844113,0.9994742452381655,0.00032850966666408905,0.007382062149200108,16.479910877504732,3.6950230177871926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,689.6,123.3,500.0,2980.0,7170.0,1600.0,6.73,294.0,10.0,0.32,1.0,1.0,1441.4604764310347,137.73971116505174,0.07859917772280094,0.07858580873045759,0.9983102437427894,0.9994811309562965,1.6754307226982676,649.6948533924434,649.6044837808779,1297.6246219409022,5.097674300565764,5.097745708755642,0.07854441836019163,0.07854418664833354,649.6830637257756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.019271937148033127,7.250041303814794e-05,0.0,0.0,0.0,0.0,0.0
