data_generator_NK,data_generator_V
0.061875999,-50.396141
0.061603568,-51.228954
0.060778975,-51.954586
0.059557576,-52.571072
0.05807801,-53.081608
0.056458227,-53.492775
0.05479404,-53.813194
0.05315971,-54.052536
0.051609863,-54.220806
0.050182153,-54.327888
0.048900187,-54.383217
0.047776382,-54.395588
0.046814557,-54.373066
0.046012152,-54.322918
0.045362074,-54.251595
0.044854142,-54.164768
0.044476237,-54.067345
0.044215169,-53.963516
0.044057321,-53.8568
0.043989133,-53.750103
0.043997429,-53.645782
0.044069689,-53.545681
0.044194177,-53.451202
0.04436009,-53.363354
0.044557597,-53.282799
0.044777881,-53.209919
0.045013152,-53.14484
0.045256615,-53.087494
0.045502454,-53.03764
0.045745786,-52.994926
0.045982596,-52.958893
0.046209674,-52.92902
0.046424564,-52.904751
0.046625458,-52.885498
0.046811152,-52.870686
0.046980951,-52.859737
0.047134604,-52.852104
0.047272228,-52.847275
0.047394242,-52.844769
0.047501307,-52.844147
0.047594268,-52.845016
0.047674097,-52.847031
0.047741856,-52.849884
0.047798656,-52.853317
0.047845621,-52.857101
0.047883864,-52.861061
0.047914464,-52.86504
0.047938447,-52.868919
0.047956772,-52.872608
0.047970336,-52.876038
0.047979943,-52.879158
0.047986332,-52.881947
0.047990154,-52.884384
0.047991972,-52.886463
0.047992293,-52.888199
0.047991529,-52.889599
0.047990046,-52.890682
0.047988135,-52.891476
0.047986038,-52.892002
0.047983952,-52.892292
0.047982018,-52.892368
0.04798035,-52.892262
0.047979027,-52.891994
0.047978103,-52.891594
0.0479776,-52.891087
0.047977537,-52.890488
0.047977906,-52.889816
0.047978688,-52.889091
0.047979865,-52.888329
0.047981407,-52.887535
0.047983278,-52.88673
0.047985446,-52.885914
0.047987867,-52.885098
0.047990516,-52.884289
0.047993351,-52.883492
0.047996342,-52.882706
0.047999457,-52.881935
0.048002671,-52.881184
0.048005957,-52.880447
0.048009299,-52.87973
0.048012674,-52.879032
0.048016064,-52.878349
0.048019458,-52.877682
0.048022848,-52.877033
0.048026219,-52.876396
0.048029572,-52.875771
0.048032895,-52.875156
0.048036192,-52.87455
0.048039455,-52.873955
0.048042681,-52.873367
0.048045881,-52.872784
0.048049044,-52.872204
0.048052177,-52.871632
0.048055284,-52.871059
0.048058361,-52.870491
0.048061412,-52.869926
0.04806444,-52.869358
0.048067447,-52.868793
0.048070438,-52.868233
0.048073411,-52.867668
0.048076373,-52.867104
0.048079319,-52.866539
0.048082255,-52.865978
0.048085183,-52.865414
0.048088107,-52.864849
0.04809102,-52.864285
0.04809393,-52.863716
0.048096836,-52.863152
0.048099738,-52.862587
0.048102636,-52.862019
0.04810553,-52.861454
0.048108425,-52.860889
0.048111316,-52.860321
0.04811421,-52.859756
0.048117097,-52.859192
0.048119988,-52.858624
0.048122875,-52.858059
0.048125759,-52.857494
0.048128646,-52.85693
0.048131529,-52.856365
0.048134409,-52.855801
0.048137289,-52.855236
0.048140168,-52.854675
0.048143044,-52.854111
0.04814592,-52.85355
0.048148792,-52.852989
0.048151664,-52.852428
0.048154533,-52.851868
0.048157398,-52.851311
0.048160262,-52.85075
0.048163123,-52.850193
0.048165984,-52.849636
0.048168842,-52.849075
0.048171695,-52.848522
0.048174545,-52.847965
0.048177395,-52.847408
0.048180241,-52.846855
0.048183084,-52.846302
0.048185926,-52.845745
0.048188765,-52.845192
0.0481916,-52.844643
0.048194434,-52.84409
0.048197262,-52.843536
0.048200089,-52.842987
0.048202917,-52.842438
0.048205737,-52.841885
0.048208557,-52.841335
0.048211377,-52.84079
0.04821419,-52.84024
0.048217002,-52.839691
0.048219811,-52.839146
0.048222616,-52.8386
0.048225421,-52.838055
0.048228223,-52.837509
0.048231021,-52.836964
0.048233818,-52.836418
0.048236612,-52.835873
0.048239402,-52.835331
0.048242189,-52.834789
0.048244976,-52.834244
0.048247758,-52.833702
0.048250541,-52.833164
0.048253316,-52.832623
0.048256092,-52.832081
0.048258867,-52.831543
0.048261635,-52.831001
0.048264403,-52.830463
0.048267171,-52.829926
0.048269931,-52.829388
0.048272692,-52.82885
0.048275448,-52.828316
0.048278205,-52.827778
0.048280958,-52.827244
0.048283707,-52.82671
0.048286453,-52.826176
0.048289198,-52.825642
0.04829194,-52.825108
0.048294682,-52.824574
0.048297416,-52.824043
0.048300151,-52.823509
0.048302885,-52.822979
0.048305612,-52.822449
0.048308339,-52.821918
0.048311066,-52.821388
0.048313785,-52.820858
0.048316505,-52.820332
0.048319221,-52.819801
0.048321936,-52.819275
0.048324648,-52.818748
0.048327357,-52.818222
0.048330065,-52.817696
0.048332766,-52.817169
0.04833547,-52.816647
0.048338167,-52.81612
0.048340864,-52.815598
0.048343558,-52.815075
0.048346248,-52.814552
0.048348937,-52.81403
0.048351623,-52.813507
0.048354309,-52.812984
0.048356988,-52.812466
0.048359666,-52.811947
0.048362345,-52.811424
0.048365016,-52.810905
0.048367687,-52.810387
0.048370358,-52.809868
0.048373021,-52.809353
0.048375685,-52.808834
0.048378348,-52.808319
0.048381004,-52.8078
0.048383661,-52.807285
0.048386317,-52.80677
0.048388965,-52.806255
0.048391614,-52.805744
0.048394259,-52.805229
0.048396904,-52.804718
0.048399545,-52.804203
0.048402183,-52.803692
0.04840482,-52.803181
0.04840745,-52.80267
0.048410084,-52.802158
0.04841271,-52.801651
0.048415337,-52.80114
0.048417959,-52.800632
0.048420582,-52.800121
0.048423201,-52.799614
0.048425816,-52.799107
0.048428427,-52.798599
0.048431039,-52.798096
0.048433647,-52.797588
0.048436254,-52.797085
0.048438858,-52.796577
0.048441458,-52.796074
0.048444059,-52.79557
0.048446652,-52.795067
0.048449248,-52.794563
0.048451837,-52.794064
0.048454426,-52.79356
0.048457012,-52.79306
0.048459597,-52.792557
0.048462179,-52.792057
0.048464756,-52.791557
0.048467331,-52.791058
0.048469905,-52.790562
0.048472475,-52.790062
0.048475046,-52.789566
0.048477612,-52.789066
0.048480175,-52.78857
0.048482738,-52.788074
0.048485298,-52.787579
0.048487853,-52.787083
0.048490405,-52.786591
0.048492957,-52.786095
0.048495509,-52.785603
0.048498053,-52.785107
0.048500597,-52.784615
0.048503138,-52.784122
0.048505679,-52.78363
0.048508216,-52.783138
0.048510749,-52.78265
0.048513282,-52.782158
0.048515812,-52.78167
0.048518337,-52.781181
0.048520863,-52.780693
0.048523385,-52.780205
0.048525903,-52.779716
0.048528422,-52.779228
0.048530936,-52.778744
0.048533451,-52.778255
0.048535958,-52.777771
0.048538465,-52.777287
0.048540972,-52.776802
0.048543476,-52.776318
0.048545975,-52.775833
0.048548471,-52.775349
0.048550967,-52.774868
0.048553459,-52.774384
0.048555952,-52.773903
0.04855844,-52.773422
0.048560925,-52.772942
0.04856341,-52.772461
0.048565891,-52.77198
0.048568368,-52.7715
0.048570845,-52.771023
0.048573319,-52.770546
0.048575789,-52.770065
0.048578259,-52.769588
0.048580725,-52.769112
0.048583187,-52.768635
0.04858565,-52.768162
0.048588108,-52.767685
0.048590563,-52.767208
0.048593018,-52.766735
0.048595469,-52.766262
0.048597921,-52.765789
0.048600368,-52.765316
0.048602812,-52.764843
0.048605256,-52.76437
0.048607696,-52.763901
0.048610132,-52.763428
0.048612569,-52.762959
0.048615001,-52.762489
0.04861743,-52.76202
0.048619859,-52.761551
0.048622284,-52.761082
0.048624709,-52.760612
0.048627127,-52.760147
0.048629548,-52.759678
0.048631962,-52.759212
0.048634376,-52.758747
0.048636787,-52.758282
0.048639197,-52.757816
0.048641603,-52.757351
0.048644006,-52.756886
0.048646409,-52.756424
0.048648808,-52.755959
0.048651207,-52.755497
0.048653599,-52.755035
0.048655994,-52.754574
0.048658382,-52.754112
0.04866077,-52.753651
0.048663154,-52.753189
0.048665538,-52.752731
0.048667919,-52.75227
0.048670299,-52.751812
0.048672672,-52.751354
0.048675045,-52.750896
0.048677418,-52.750439
0.048679788,-52.749981
0.048682153,-52.749523
0.048684519,-52.749069
0.048686881,-52.748611
0.048689239,-52.748158
0.048691597,-52.747704
0.048693951,-52.74725
0.048696302,-52.746796
0.048698653,-52.746342
0.048700999,-52.745888
0.048703346,-52.745438
0.04870569,-52.744984
0.048708029,-52.744534
0.048710369,-52.744083
0.048712704,-52.743633
0.048715036,-52.743183
0.048717368,-52.742733
0.048719697,-52.742283
0.048722025,-52.741837
0.04872435,-52.741386
0.04872667,-52.74094
0.048728991,-52.740494
0.048731308,-52.740047
0.048733622,-52.739601
0.048735935,-52.739155
