C_1_task1,I_2_task1,U_3_task1,V_4_task1,_1_task1
30.0,10.0,100.0,10.0,0.0
32.03606108547678,9.345873993909208,99.39195000360975,10.131943715741693,0.1
33.37787140445656,8.726607195847288,98.70629291342996,10.246572012721186,0.2
34.26215225014594,8.143783251497496,97.97235159667684,10.344965016691472,0.3
34.84491057082908,7.59734427369656,97.20935406997853,10.428208477181794,0.4
35.22895963190946,7.086288396483994,96.4298784878484,10.497362207985022,0.5
35.48205629528586,6.609097871777835,95.64213517878025,10.553442624389639,0.6
35.64885337859575,6.163999507200636,94.85147079221714,10.597413861896223,0.7
35.75877235907642,5.749120921264421,94.06135627095374,10.630184082247068,0.8
35.831211779532474,5.362583249861127,93.2740373334768,10.65260482260131,0.9
35.87895246054939,5.002553982377138,92.49095729404546,10.665472164013588,1.0
35.91041333491631,4.667276013125246,91.71303502222864,10.669528868318674,1.1
35.93114765043616,4.355082511688016,90.94084801465262,10.66546701633401,1.2
35.94481353083867,4.06440279975424,90.17475025127835,10.653930884364021,1.3
35.953818843829595,3.793763160295458,89.41494976725816,10.635519861491641,1.4
35.959753988651286,3.5417848133016574,88.66156027489076,10.61079131679378,1.5
35.96366440519429,3.3071801141863317,87.91463346398663,10.580263369023568,1.6
35.966242583165844,3.08874797330214,87.17418147403713,10.544417541452042,1.7
35.96794346340072,2.8853689889502614,86.44019036076661,10.50370120952339,1.8
35.96906116947598,2.6960004814907768,85.71262887390088,10.458529897321004,1.9
35.96979650805197,2.5196714691553237,84.99145613353257,10.409289560898367,2.0
35.97028258470206,2.355477966691761,84.27662454567461,10.356338599262124,2.1
35.970602970843885,2.2025784808785005,83.56808186364476,10.30000975958813,2.2
35.970813783480004,2.0601898044208347,82.86577358191055,10.240611914366069,2.3
35.9709531151958,1.9275830139177732,82.16964395714434,10.178431726164796,2.4
35.97104508145353,1.804079733618509,81.47963645333746,10.113735192010648,2.5
35.97110561262815,1.6890486581696393,80.79569434529029,10.046769081203351,2.6
35.97114554317251,1.5819022052203437,80.11776103220053,9.977762314425384,2.7
35.97117169462688,1.4820935060877491,79.44578014395327,9.906927200883713,2.8
