P,Q,R,Time
0.43,0.8,0.55,0.0
0.43011811775750936,0.8013689030635658,0.5506883338091075,0.01
0.4302375357655422,0.8027242822516563,0.5513822378997312,0.02
0.43035824260950295,0.8040660364102189,0.5520817775566148,0.03
0.4304802241365086,0.8053940756063336,0.5527870139726144,0.04
0.43060346545427813,0.8067083051681482,0.5534980106940205,0.05
0.43072795115991297,0.8080086273001972,0.5542148322984582,0.06
0.43085366663465335,0.8092949499632646,0.5549375379777083,0.07
0.43098059765044533,0.8105671842507491,0.5556661835293659,0.08
0.43110872978822545,0.811825240471566,0.5564008242667642,0.09
0.4312380483041823,0.8130690272776395,0.557141515671361,0.1
0.4313685382616947,0.8142984526017824,0.5578883127128522,0.11
0.43150018465253936,0.8155134245267673,0.5586412692316699,0.12
0.4316329724226957,0.8167138515050916,0.5594004378079314,0.13
0.43176688645363137,0.8178996422793559,0.5601658698550523,0.14
0.4319019115421721,0.8190707057930452,0.5609376157193062,0.15
0.43203803239170446,0.8202269511716344,0.5617157247197523,0.16
0.4321752336183549,0.8213682878054901,0.5625002451122059,0.17
0.43231349975839334,0.8224946254430248,0.5632912240480824,0.18
0.43245281527021645,0.8236058742486163,0.5640887075619793,0.19
0.43259316453207886,0.8247019448308662,0.5648927405810688,0.2
0.432734531840081,0.8257827482751426,0.5657033669326388,0.21
0.4328769014092305,0.8268481961831468,0.566520629336504,0.22
0.4330202573749771,0.8278982007266331,0.5673445693948285,0.23
0.433164583794155,0.8289326746973805,0.5681752275853523,0.24
0.43330986464551213,0.8299515315511362,0.5690126432571365,0.25
0.43345608383021816,0.8309546854474958,0.5698568546267223,0.26
0.4336032251725774,0.8319420512939918,0.5707078987732631,0.27
0.4337512724208946,0.8329135447918767,0.5715658116330592,0.28
0.4339002092483375,0.8338690824766478,0.5724306279944869,0.29
0.4340500192538018,0.8348085817575108,0.5733023814931327,0.3
0.43420068596280625,0.8357319609572263,0.5741811046069301,0.31
0.4343521928284461,0.8366391393524794,0.5750668286511542,0.32
0.4345045232323996,0.8375300372132621,0.5759595837733673,0.33
0.43465766048597043,0.8384045758405597,0.5768593989484114,0.34
0.43481158783115903,0.839262677602474,0.5777663019734752,0.35000000000000003
0.4349662884417632,0.8401042659692264,0.5786803194631938,0.36
0.43512174542451443,0.8409292655471458,0.5796014768447488,0.37
0.43527794182024926,0.8417376021114258,0.580529798352969,0.38
0.4354348606051135,0.8425292026374019,0.5814653070254479,0.39
0.4355924846917948,0.8433039953302425,0.5824080246976928,0.4
0.43575079693078245,0.844061909653052,0.5833579719983024,0.41000000000000003
0.4359097801116534,0.8448028763533745,0.5843151683441669,0.42
0.4360694169643831,0.8455268274880301,0.5852796319356895,0.43
0.4362296901606794,0.8462336964462678,0.5862513797520307,0.44
0.43639058231534006,0.8469234179708616,0.5872304275463814,0.45
0.43655207598762785,0.8475959281774349,0.5882167898412636,0.46
0.43671415368266203,0.8482511645719444,0.5892104799238554,0.47000000000000003
0.4368767978528255,0.8488890660661389,0.5902115098413456,0.48
0.4370399908991871,0.8495095729909138,0.5912198903963138,0.49
0.43720371517293505,0.8501126271075725,0.5922356311421405,0.5
0.43736795297681924,0.8506981716170005,0.5932587403784438,0.51
0.43753268656660055,0.8512661511667041,0.5942892251465444,0.52
0.4376978981525054,0.8518165118556641,0.5953270912249565,0.53
0.4378635699006834,0.8523492012369727,0.5963723431249084,0.54
0.43802968393466546,0.8528641683182521,0.597424984085887,0.55
0.43819622233682026,0.8533613635598478,0.5984850160712109,0.56
0.4383631671498073,0.8538407388707926,0.5995524397636275,0.5700000000000001
0.4385305003781428,0.854302247602104,0.6006272545605764,0.58
0.438698203989353,0.8547458445391785,0.6017094585706981,0.59
0.43886625991552664,0.8551714858908207,0.6027990486091231,0.6
0.43903465005483816,0.855579129276035,0.6038960201928355,0.61
0.43920335627292967,0.8559687337089829,0.6050003675364415,0.62
0.43937236040424243,0.8563402595819447,0.6061120835480621,0.63
0.4395416442534301,0.8566936686452085,0.6072311598249284,0.64
0.4397111895965835,0.8570289239875689,0.6083575866495136,0.65
0.4398809781825978,0.8573459900126268,0.609491352985168,0.66
0.44005099173451634,0.857644832412997,0.6106324464717632,0.67
0.4402212119508043,0.8579254181431627,0.6117808534214789,0.68
0.44039162050657493,0.8581877153908327,0.6129365588146595,0.6900000000000001
0.4405621990547891,0.8584316935465852,0.6140995462956629,0.7000000000000001
