M_3hanthrn_c,M_5hoxindact_c,M_5hoxnfkyn_c,M_5htrp_c,M_5hxkyn_c,M_Cinnavalininate_c,M_Lfmkynr_c,M_Lkynr_c,M_Lkynr_ex,M_Nacsertn_c,M_Nactrypta_c,M_Xanthurenate,M_accoa_c,M_ahcys_c,M_akg_c,M_ala_DASH_L_c,M_am6sa_c,M_amet_c,M_amp_c,M_anth_c,M_atp_c,M_cmusa_c,M_co2_c,M_coa_c,M_dhbpt_c,M_dnad_c,M_f5hoxkyn_c,M_for_c,M_glu_DASH_L_c,M_h2o2_c,M_h2o_c,M_hLkynr_c,M_h_c,M_id3acald_c,M_indpyr_c,M_kynate_c,M_nadp_c,M_nadph_c,M_nformanth_c,M_nh4_c,M_nicrnt_c,M_nmsrtn_c,M_nmtrpta_c,M_nndmtrpta_c,M_o2_c,M_o2s_c,M_ppi_c,M_prpp_c,M_quln_c,M_srtn_c,M_thbpt,M_trna_trp_c,M_trp_DASH_L_c,M_trp_L_trna_c,M_trypta_c,TRP_ex,Time
3.29767682642125e-06,1.0,2.3285262897484e-10,9.86485434437397e-07,0.0,1.0,2.18400152663056e-05,0.00263243682881056,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.12181722190904e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.14152660211118e-09,0.0,9.50021481464022e-16,0.0,2.5994745417821e-09,0.0,1.0,0.0,0.0,1.0,1.78449610733141e-15,7.76306594979262e-08,1.0,1e-05,0.000120064386474403,0.0,3.59090204143853e-09,0.005,0.0
3.297676826421247e-06,1.0,2.328526289748399e-10,9.864854344373971e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810556,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090412e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640224e-16,0.0,2.5994745417820976e-09,0.0,1.0,0.0,0.0,1.0,1.7844961073314106e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.5909020414385255e-09,0.005,0.01
3.297676826421247e-06,1.0,2.328526289748399e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.0026324368288105564,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090412e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640224e-16,0.0,2.5994745417820976e-09,0.0,1.0,0.0,0.0,1.0,1.7844961073314106e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438526e-09,0.005,0.02
3.2976768264212475e-06,1.0,2.328526289748399e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.0026324368288105564,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090414e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640226e-16,0.0,2.599474541782098e-09,0.0,1.0,0.0,0.0,1.0,1.784496107331411e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.5909020414385263e-09,0.005,0.03
3.2976768264212475e-06,1.0,2.328526289748399e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810557,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090414e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640228e-16,0.0,2.599474541782098e-09,0.0,1.0,0.0,0.0,1.0,1.784496107331411e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.5909020414385267e-09,0.005,0.04
3.2976768264212475e-06,1.0,2.328526289748399e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810557,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090414e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640228e-16,0.0,2.599474541782098e-09,0.0,1.0,0.0,0.0,1.0,1.784496107331411e-15,7.763065949792624e-08,1.0,1e-05,0.0001200643864744028,0.0,3.5909020414385267e-09,0.005,0.05
3.2976768264212475e-06,1.0,2.328526289748399e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810557,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090414e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640226e-16,0.0,2.5994745417820985e-09,0.0,1.0,0.0,0.0,1.0,1.784496107331411e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.5909020414385267e-09,0.005,0.06
3.2976768264212475e-06,1.0,2.3285262897483987e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810557,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090412e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640224e-16,0.0,2.5994745417820985e-09,0.0,1.0,0.0,0.0,1.0,1.7844961073314106e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.005,0.07
3.2976768264212475e-06,1.0,2.3285262897483987e-10,9.86485434437397e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810557,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090412e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640222e-16,0.0,2.5994745417820985e-09,0.0,1.0,0.0,0.0,1.0,1.7844961073314106e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.005,0.08
3.2976768264212475e-06,1.0,2.328526289748399e-10,9.864854344373971e-07,0.0,1.0,2.1840015266305595e-05,0.002632436828810557,0.0,0.0,0.0,0.0,0.999999951844375,1.0,0.9999999518,1.0,1.0,0.9999999518,0.999999951844375,0.0,0.999999951844375,1.1218172219090412e-05,0.999999951844375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1966020248522033e-05,1.0,0.0,0.0,1.0,0.0,0.03,7.141526602111184e-09,0.0,9.500214814640222e-16,0.0,2.5994745417820985e-09,0.0,1.0,0.0,0.0,1.0,1.784496107331411e-15,7.763065949792625e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.005,0.09
