data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_C,data_set_value_component_fast_sodium_current_variable_i_Na,data_set_value_component_fast_sodium_current_variable_E_Na,data_set_value_component_fast_sodium_current_variable_g_Na,data_set_value_component_fast_sodium_current_m_gate_variable_m,data_set_value_component_fast_sodium_current_m_gate_variable_alpha_m,data_set_value_component_fast_sodium_current_m_gate_variable_beta_m,data_set_value_component_fast_sodium_current_h_gate_variable_h,data_set_value_component_fast_sodium_current_h_gate_variable_alpha_h,data_set_value_component_fast_sodium_current_h_gate_variable_beta_h,data_set_value_component_secondary_inward_current_variable_i_si,data_set_value_component_secondary_inward_current_variable_g_si,data_set_value_component_secondary_inward_current_variable_g_si_,data_set_value_component_secondary_inward_current_variable_E_si,data_set_value_component_secondary_inward_current_d_gate_variable_d,data_set_value_component_secondary_inward_current_d_gate_variable_alpha_d,data_set_value_component_secondary_inward_current_d_gate_variable_beta_d,data_set_value_component_secondary_inward_current_f_gate_variable_f,data_set_value_component_secondary_inward_current_f_gate_variable_alpha_f,data_set_value_component_secondary_inward_current_f_gate_variable_beta_f,data_set_value_component_secondary_inward_current_d1_gate_variable_d1,data_set_value_component_pacemaker_potassium_current_variable_i_K2,data_set_value_component_pacemaker_potassium_current_variable_I_K2,data_set_value_component_pacemaker_potassium_current_variable_E_K,data_set_value_component_pacemaker_potassium_current_s_gate_variable_s,data_set_value_component_pacemaker_potassium_current_s_gate_variable_alpha_s,data_set_value_component_pacemaker_potassium_current_s_gate_variable_beta_s,data_set_value_component_pacemaker_potassium_current_s_gate_variable_E_s,data_set_value_component_plateau_potassium_current1_variable_i_x1,data_set_value_component_plateau_potassium_current1_variable_I_x1,data_set_value_component_plateau_potassium_current1_x1_gate_variable_x1,data_set_value_component_plateau_potassium_current1_x1_gate_variable_alpha_x1,data_set_value_component_plateau_potassium_current1_x1_gate_variable_beta_x1,data_set_value_component_plateau_potassium_current2_variable_i_x2,data_set_value_component_plateau_potassium_current2_variable_I_x2,data_set_value_component_plateau_potassium_current2_x2_gate_variable_x2,data_set_value_component_plateau_potassium_current2_x2_gate_variable_alpha_x2,data_set_value_component_plateau_potassium_current2_x2_gate_variable_beta_x2,data_set_value_component_transient_chloride_current_variable_i_qr,data_set_value_component_transient_chloride_current_variable_E_Cl,data_set_value_component_transient_chloride_current_variable_g_qr,data_set_value_component_transient_chloride_current_q_gate_variable_q,data_set_value_component_transient_chloride_current_q_gate_variable_alpha_q,data_set_value_component_transient_chloride_current_q_gate_variable_beta_q,data_set_value_component_transient_chloride_current_r_gate_variable_r,data_set_value_component_transient_chloride_current_r_gate_variable_alpha_r,data_set_value_component_transient_chloride_current_r_gate_variable_beta_r,data_set_value_component_time_independent_outward_current_variable_i_K1,data_set_value_component_time_independent_outward_current_variable_E_K1,data_set_value_component_sodium_background_current_variable_i_Na_b,data_set_value_component_sodium_background_current_variable_g_Nab,data_set_value_component_chloride_background_current_variable_i_Cl_b,data_set_value_component_chloride_background_current_variable_g_Clb
0.0,-78.041367,10.0,-0.23553872632770087,40.0,150.0,0.02566853,1.458027902282104,56.10337696176919,0.78656359,0.031052449417383637,0.00940165901046243,-0.30039487355807387,0.8,0.04,70.0,0.00293135,0.0017336256862168547,0.5862847910967408,0.80873917,0.0020310835933198884,0.00021382116864374832,0.0033142470964098235,7.581908780741738,10.045723538549899,-110.0,0.75473994,0.00014325902056686035,0.0002862296882946354,-52.0,0.08866926862901357,4.367322515612978,0.02030289,4.100260904375992e-05,0.0037769005669363613,-0.08923922489759295,-5.0459262949999975,0.0176854,9.45219146554515e-10,0.0008715924385237757,-8.44824876784737,-70.0,2.5,3.11285794,0.00025485819175919083,81.805521824037,0.13500116,0.00016643611313469476,0.00021382116864374832,5.235195723273693,-30.0,-12.394343534999999,0.105,-0.08041366999999994,0.01
0.1,-78.02919041646129,10.0,-0.22732537490559357,40.0,150.0,0.025368350243008188,1.4593152415641002,56.065133744502305,0.7864851982055341,0.03098295455280486,0.009411015710139643,-0.30053233050741024,0.8,0.04,70.0,0.002932591821382056,0.0017352305213377238,0.585651195324507,0.8087606912905092,0.0020300945678365435,0.00021404537735129136,0.003320285941542434,7.581944348374225,10.046011169503414,-110.0,0.7547218712428536,0.00014354310296351238,0.000285996268442547,-52.0,0.08869782271226109,4.369513545311784,0.020299244250524946,4.103910294731869e-05,0.0037758170840075317,-0.08914854785396628,-5.041238310337597,0.017683859077075897,9.475238425537657e-10,0.0008713424040017381,-0.002388964862391776,-70.0,2.5,0.0008815023954462834,0.00025512902458779154,81.7171149037822,0.1350126616357776,0.00016635506794395,0.00021404537735129136,5.235820944826777,-30.0,-12.393064993728435,0.105,-0.0802919041646129,0.01
0.2,-78.02734812939401,10.0,-0.2274361457094437,40.0,150.0,0.025373447786392257,1.4595101014993408,56.059349910894845,0.7864065584897184,0.03097245370534629,0.009412432163456575,-0.3006617516300786,0.8,0.04,70.0,0.002933847615400294,0.0017354734480234215,0.5855553935001447,0.8087821983104764,0.002029944972669849,0.00021407931982432574,0.003321200558560469,7.581795625572792,10.04605453141086,-110.0,0.754703809527103,0.00014358613064040652,0.0002859609691769581,-52.0,0.0886886311226919,4.369844949768539,0.020295601363931583,4.10446269715545e-05,0.003775653176435641,-0.08912823921544079,-5.040529029816696,0.017682318401146483,9.478730264580314e-10,0.0008713045791774556,-9.46311880969428e-06,-70.0,2.5,3.4922932226882534e-06,0.0002551700254582751,81.7037474783387,0.1350241602760324,0.00016634280944401907,0.00021407931982432574,5.2359154956606755,-30.0,-12.392871553586371,0.105,-0.08027348129394014,0.01
0.30000000000000004,-78.02550787948962,10.0,-0.22756703282941096,40.0,150.0,0.025379292320380196,1.4597047692370104,56.0535730686177,0.7863279011305474,0.030961968022589485,0.009413847262521395,-0.30078917332967503,0.8,0.04,70.0,0.0029350825434626576,0.0017357161373439858,0.5854597132568998,0.8088036949060187,0.0020297955539275983,0.00021411323007986552,0.0033221144149012502,7.581646879260204,10.046097804458675,-110.0,0.7546857523022825,0.0001436291230041048,0.00028592571329417603,-52.0,0.08867943907657684,4.370175963384815,0.020291960740155712,4.1050145566348406e-05,0.003775489455546607,-0.08910794764298584,-5.039820533603507,0.017680777926287194,9.48221952709772e-10,0.0008712667974338323,-9.2904988965142e-06,-70.0,2.5,3.429083339966664e-06,0.0002552109874305227,81.69039701735835,0.13503565696201222,0.00016633056540109963,0.00021411323007986552,5.236009930493171,-30.0,-12.39267832734641,0.105,-0.08025507879489624,0.01
0.4,-78.02366674024601,10.0,-0.22769812067429804,40.0,150.0,0.02538514320229593,1.4598995543326976,56.04779403028846,0.7862492260179733,0.030951480824894767,0.009415263257562909,-0.3009147156577233,0.8,0.04,70.0,0.0029362978321324663,0.0017359589752162488,0.5853640024197442,0.8088251810781177,0.0020296460739818996,0.00021414716204036074,0.0033230289636808205,7.581498161415173,10.04614105750411,-110.0,0.7546676995692851,0.00014367214841603005,0.0002858904447230708,-52.0,0.0886702572578324,4.370507112587658,0.02028832237852901,4.105566750721451e-05,0.0037753256609740285,-0.08908765321323414,-5.039111694994716,0.0176792376524862,9.48571176124566e-10,0.0008712289986863142,-9.441123140011912e-06,-70.0,2.5,3.4851810382056123e-06,0.00025525197564026455,81.67704228754678,0.13504715169330478,0.00016631831634289466,0.00021414716204036074,5.236104399513402,-30.0,-12.392485007725831,0.105,-0.08023666740246015,0.01
0.5,-78.02182472841787,10.0,-0.22782934145913852,40.0,150.0,0.02539099790882034,1.4600944550495196,56.04201284929115,0.7861705329801463,0.030940992211593812,0.00941668013603143,-0.30103849013032963,0.8,0.04,70.0,0.0029374946467236374,0.0017362019594787314,0.5852682618795679,0.8088466568267109,0.0020294965342080385,0.00021418111540547424,0.0033239441970051367,7.581349471716152,10.046184290097774,-110.0,0.7546496513296957,0.00014371520650551442,0.0002858551637903009,-52.0,0.08866108560321519,4.3708383943303435,0.0202846862785461,4.106119274494717e-05,0.0037751617942160818,-0.08906735604137432,-5.038402520440879,0.017677697579744103,9.489206937563558e-10,0.0008711911832806342,-8.519026949843313e-06,-70.0,2.5,3.1452446203030384e-06,0.0002552929897247349,81.6636834132117,0.13505864446921514,0.00016630606238210137,0.00021418111540547424,5.2361989018463895,-30.0,-12.392291596483876,0.105,-0.08021824728417869,0.01
0.6000000000000001,-78.01998186383692,10.0,-0.22796070409003838,40.0,150.0,0.025396856767879204,1.4602894693241317,56.03622958864433,0.7860918218490882,0.030930502299400253,0.009418097883002373,-0.3011606018084329,0.8,0.04,70.0,0.002938674085117314,0.0017364450875628687,0.5851724926865872,0.8088681221517879,0.002029346936230681,0.0002142150898179507,0.003324860105441901,7.581200809787968,10.046227501719635,-110.0,0.7546316075850639,0.00014375829682950283,0.00028581987088129317,-52.0,0.08865192403828767,4.371169805013679,0.020281052439693602,4.106672122108515e-05,0.003774997857044467,-0.08904705626349176,-5.037693017577215,0.017676157708060837,9.492705020704578e-10,0.0008711533516256462,-8.409097263570016e-06,-70.0,2.5,3.1051075416964553e-06,0.0002553340292524115,81.65032054089191,0.13507013528906295,0.0001662938036518521,0.0002142150898179507,5.236293436459729,-30.0,-12.392098095702876,0.105,-0.08019981863836918,0.01
0.7000000000000001,-78.01813816213556,10.0,-0.22809220411775805,40.0,150.0,0.025402719611407394,1.4604845955366652,56.030444298164774,0.7860130924606474,0.030920011180982972,0.009419516486773593,-0.30128114967796393,0.8,0.04,70.0,0.0029398371816667422,0.0017366883574528973,0.5850766956721712,0.8088895770533915,0.00202919728133317,0.00021424908499774567,0.0033257766816363033,7.58105217533064,10.046270691949722,-110.0,0.7546135683369043,0.00014380141904266048,0.0002857845663008812,-52.0,0.08864277250396403,4.371501341794623,0.020277420861450245,4.1072252889738646e-05,0.003774833850857112,-0.08902675398704588,-5.036983192422191,0.01767461803743573,9.49620598324418e-10,0.0008711155040439489,-8.452843887372026e-06,-70.0,2.5,3.121713413041832e-06,0.0002553750938850394,81.63695378659011,0.1350816241521819,0.00016628154025730978,0.00021424908499774567,5.236388002536881,-30.0,-12.391904507024233,0.105,-0.08018138162135557,0.01
0.8,-78.01629363857928,10.0,-0.2282238394313214,40.0,150.0,0.025408586358334328,1.4606798321053167,56.02465702649808,0.785934344654217,0.030909518946802654,0.009420935935918286,-0.3014002269990385,0.8,0.04,70.0,0.0029409849108839193,0.0017369317671804435,0.5849808716481022,0.8089110215316118,0.0020290475707687005,0.0002142831006714075,0.0033266939184078215,7.580903568051412,10.046313860378023,-110.0,0.7545955335866998,0.00014384457280783685,0.00028574925034672774,-52.0,0.08863363094252302,4.371833001896916,0.02027379154328753,4.1077787706096314e-05,0.0037746697770191244,-0.08900644931695935,-5.036273050853026,0.017673078567867512,9.499709798413472e-10,0.0008710776408505671,-8.47154154437022e-06,-70.0,2.5,3.12907242959521e-06,0.00025541618329232615,81.62358326357588,0.13509311105791896,0.00016626927230116683,0.0002142831006714075,5.236482599280504,-30.0,-12.391710832050824,0.105,-0.08016293638579285,0.01
0.9,-78.01444830772544,10.0,-0.2283556091605933,40.0,150.0,0.025414456973748903,1.4608751775224986,56.01886782004882,0.7858555782724983,0.030899025683175284,0.009422356219547921,-0.30151792174180503,0.8,0.04,70.0,0.002942118191990953,0.001737175314869589,0.5848850213888657,0.808932455586583,0.00202889780573264,0.00021431713657837443,0.0033276118089202457,7.580754987670773,10.04635700661243,-110.0,0.754577503335904,0.0001438877578040652,0.00028571392330279614,-52.0,0.08862449929885262,4.372164782672414,0.020270164484670304,4.1083325627450235e-05,0.0037745056368324445,-0.08898614235329753,-5.035562598474296,0.017671539299354368,9.503216440748877e-10,0.0008710397623459486,-8.449397785959159e-06,-70.0,2.5,3.121346574524905e-06,0.00025545729715954963,81.61020907991482,0.13510459600563315,0.00016625699988137704,0.00021431713657837443,5.236577225929954,-30.0,-12.39151707231117,0.105,-0.08014448307725446,0.01
