Time,AUR1,IPTG,LACI,LAMDAR,SLS1,SLS4,TETR,as1,ia1_ActiveTF,ia1_InactiveTF,ope1,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,rs1,rs2,rs3,rs4,rs5,rs6,ter1,ter2,ter3,ter4,ter5,ter6,tr3_Kd,tr3_h,tr4_Kd,tr4_h,pSLS4_strength,tr5_Kd,tr5_h,tr6_Kd,tr6_h,p1_strength,p2_strength,proLACI_degradation_rate,p3_strength,proSLS1_degradation_rate,proSLS4_degradation_rate,proLAMDAR_degradation_rate,proAUR1_degradation_rate,ia1_Kd,ia1_repression_Kd,ia1_repression_h,pAUR1_strength,proTETR_degradation_rate,ta1_Kd,ta1_h,pp2_translation_rate,pp3_translation_rate,pp4_translation_rate,pp5_translation_rate,pp6_translation_rate,tr1_Kd,tr1_h,pSLS1_strength,tr2_Kd,tr2_h,DefaultCompartment,pp1_v1,pp1_v2,pp5_v1,pp5_v2,ia1_bind_forward,ia1_bind_reverse,pp2_v1,pp2_v2,pp6_v1,pp6_v2,pp3_v1,pp3_v2,pp4_v1,pp4_v2
0.1,1.9941970549423402,9900.000020202004,1.8221932381953279,1.886020343619845,0.55521147633805,2.212052749470791,1.969664371297086,0.2818812609170666,2.0202018120186254e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.4022645632336092,0.5188947632159145,0.5631111082703641,0.09965081523949808,0.626520048583542,0.5705632617574833,0.990167355979315,0.8607209141909693,0.7878657485188344,0.7592471825813867,0.7878657485188344,0.754408137447938,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.0069755570667648665,4.7150508590496125,0.023369110993220112,0.19999997979796516,0.19999997979798173,4.0163128686538725,0.04022645632336092,4.924160928242715,0.04564506094059866,5.684975566139933,0.025060801943341683,4.373263771668786,0.03632263342511402
0.11,1.9901043255855748,9900.000020202004,1.750635902700099,1.808319524027866,0.6038547800644226,2.1500284202523217,1.9009206871633921,0.3176643741049281,2.0202018121755575e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.44196497195386897,0.5613841710512252,0.6090405670978977,0.10957758489410824,0.682315492319418,0.6184650650538613,0.9881352162788357,0.8365869339503198,0.7603682748653569,0.7294316261250413,0.7603682748653569,0.7233278096111464,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.007670430942587577,4.520798810069665,0.025275183534562755,0.19999997981350143,0.19999997979798173,4.008070111729348,0.0441964971953869,4.75230171790848,0.049477205204308906,5.525573040048466,0.027292619692776722,4.201526166480238,0.03929689197358577
0.12,1.9856457127660403,9900.000020202004,1.6824695927857658,1.7340058423455895,0.6451891833407605,2.0862414777694047,1.8347209206437267,0.35165521706576836,2.0202018120544315e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.4815396210570432,0.6021669656034012,0.6530501643493833,0.11949740824145134,0.7364707826975941,0.6646414929806294,0.9859214065372595,0.8117671119725312,0.7338883682574907,0.7010289969940691,0.7338883682574907,0.6936023369382358,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.008364818576901595,4.335014605863973,0.02710158182049941,0.19999997980150996,0.19999997979798173,3.999090465510805,0.04815396210570432,4.586802301609317,0.05317131943845035,5.361640597867369,0.029458831307903766,4.037927022685838,0.04215168759223809
0.13,1.9808270435568656,9900.000020202004,1.617964526118151,1.6634383464277327,0.6795937285953716,2.0213594850617707,1.7714121535776934,0.38364517681566296,2.020201812066192e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.5209813290786199,0.6413294026788864,0.6952303599585334,0.12941029014224106,0.788949984357339,0.7091622713069665,0.9835288200381658,0.7865212004131403,0.7085648614310773,0.6741518858825629,0.7085648614310773,0.6653753385710931,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.009058720309956875,4.158595866069332,0.028852059938279138,0.19999997980267425,0.19999997979798173,3.989385665723527,0.052098132907862,4.428530383944233,0.056732981704557324,5.1948938766087505,0.03155799937429356,3.8831148626835623,0.04489305818752205
0.14,1.9756544953062838,9900.000020202004,1.5572060589534973,1.5967711105702658,0.7076407191582631,1.955983390265984,1.7111695401195801,0.4135421434614919,2.020201812006288e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.5602830426125128,0.6789617610024088,0.7356778153961664,0.13931623545378968,0.8397335072572115,0.7521034427258259,0.9809605239852452,0.7610830312319005,0.684467816047832,0.6488358578972906,0.684467816047832,0.6387084442281064,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.009752136481765279,3.9919277764256647,0.030530629338940907,0.19999997979674378,0.19999997979798173,3.9789681535468553,0.056028304261251285,4.277923850298951,0.06016827541806607,5.026877312983578,0.03358934029028846,3.737294541488393,0.04752732327016862
0.15,1.9701345782203958,9900.000020202004,1.500153302223521,1.534013635130572,0.7299945696087903,1.8906432415613659,1.6540448783186963,0.4413390346752512,2.0202018120198522e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.5994378429972775,0.7151547336952345,0.7744911195996798,0.14921524903001063,0.8888162920539235,0.7935437732869505,0.9782197508542185,0.7356588488565626,0.6616179513274785,0.6250638759264671,0.6616179513274785,0.6136054540522288,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.010445067432100745,3.83503408782643,0.032141381463386715,0.19999997979808662,0.19999997979798173,3.967851040535877,0.059943784299727756,4.135112195796741,0.06348350186295604,4.85895313081271,0.03555265168215694,3.60036792533645,0.05006083135866642
0.16,1.9642741173140015,9900.000020202004,1.4466835083583602,1.4750778606446566,0.7473426837290275,1.8257972120556336,1.6000047793419083,0.4670877822886383,2.0202018120180063e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.6384389527398402,0.7499968884521184,0.8117677388782966,0.15910733572142072,0.9362059893585027,0.833562109068994,0.975309889430984,0.710426930760947,0.6400019117367634,0.6027847951493168,0.6400019117367634,0.5900311442578626,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.01113751350049945,3.6876946516116416,0.03368836116344931,0.19999997979790388,0.19999997979798173,3.9560480722703986,0.06384389527398403,4.0000119483547705,0.06668496872551952,4.692298834982978,0.03744823957434011,3.4720404200600643,0.052499782191648296
0.17,1.958080233816935,9900.000020202004,1.3966242870575956,1.4198132044281788,0.7603513797642679,1.7618332574238782,1.5489593307459706,0.49087885329332853,2.0202018119796334e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.6772797415395695,0.7835731336669687,0.84760204771067,0.1689925003751427,0.9819211026568655,0.8722356368171531,0.9722344755794117,0.685538232460653,0.6195837322983883,0.5819267862739982,0.6195837322983883,0.5679252817712716,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.011829475026259991,3.549533011070447,0.03517548497999281,0.19999997979410494,0.19999997979798173,3.9435735909073064,0.06772797415395695,3.8723983268649267,0.06977885094537226,4.527911471579366,0.03927684410627462,3.351898288938229,0.054850119356687814
0.18,1.9515603261239476,9900.000020202004,1.3497763209404277,1.3680319739204347,0.7696403315338214,1.6990727369528216,1.5007831419745974,0.5128258109531425,2.0202018120183204e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.7159537319002461,0.8159638245564279,0.8820841135496744,0.1788707478349074,1.0259892308368843,0.909638756737221,0.9689971827824965,0.6611177964796972,0.6003132567898389,0.5624068003918449,0.6003132567898389,0.5472127895681739,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.012520952348443519,3.4200799348010866,0.03660649071231149,0.19999997979793496,0.19999997979798173,3.93044249681363,0.07159537319002461,3.7519578549364936,0.07277110053897769,4.366616933968751,0.041039569233475376,3.2394631702570265,0.05711746771894996
0.19,1.9447220503761133,9900.000020202004,1.3059289489101362,1.31952732448493,0.7757698241339593,1.6377753848148418,1.45533044073932,0.5330540767473194,2.0202018120192786e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.7544546043503324,0.8472443146715319,0.9152990020681762,0.1887420829410563,1.0684454169894784,0.9458423932792777,0.9656018125005529,0.637266686698382,0.582132176295728,0.5441370620458901,0.582132176295728,0.5278109297939719,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.013211945805873941,3.298818311212325,0.03798490858582931,0.19999997979802983,0.19999997979798173,3.9166702094574917,0.07544546043503325,3.6383261018482997,0.07566739146234222,4.209082738974143,0.042737816679579134,3.1342294773843267,0.059307102027007244
0.2,1.9375733007610876,9900.000020202004,1.2648705016363806,1.2740855976137053,0.7792364172258699,1.578145102932121,1.412445642150131,0.551693031073168,2.0202018118771505e-05,199.99997979798172,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.7927762022958181,0.8774848256909166,0.9473264704940135,0.19860651053054387,1.1093306285674813,0.9809136327995327,0.9620522843898152,0.6140642423860393,0.5649782568600524,0.5270293756818253,0.5649782568600524,0.5096342390454821,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.013902455737138072,3.1852139940342634,0.03931404852550156,0.19999997978395914,0.19999997979798173,3.90227262773283,0.07927762022958182,3.5311141053753277,0.07847309062396261,4.055832914535551,0.04437322514269925,3.0356892039273133,0.061423937798364164
0.21,1.9301221896183487,9900.000020202004,1.2263949149314053,1.2314945596179336,0.7804738389806188,1.5203361435348919,1.3719705944921878,0.5688706758237967,2.0202018124422807e-05,199.9999797979817,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.8309125364503933,0.9067505107718707,0.9782409092979694,0.2084640354369398,1.1486904012178623,1.0149155773387926,0.958352626424205,0.5915704838657168,0.5487882377968751,0.5109978812214189,0.5487882377968751,0.4925978238471735,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.014592482480585789,3.078736399044834,0.04059699773586573,0.19999997983990703,0.1999999797979817,3.887266089891354,0.08309125364503933,3.4299264862304697,0.08119324618710341,3.907263888884672,0.045947616048714494,2.9433477958353724,0.06347253575403096
0.22,1.9223770274337666,9900.000020202004,1.190305739449943,1.1915486921988787,0.779856893927097,1.46445934634981,1.3337494097326794,0.5847102075956521,2.020201811974709e-05,199.9999797979817,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.8688577887393073,0.9351016389107156,1.0081114471724753,0.21831466249043135,1.1865736765749428,1.047907347925489,0.9545069649621484,0.5698285394357238,0.5334997638930717,0.4959607247708096,0.5334997638930717,0.4766194768795515,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.015282026374330196,2.978871730497197,0.04183662505765773,0.19999997979361744,0.1999999797979817,3.8716673332516054,0.08688577887393073,3.3343735243316983,0.08383258783403912,3.763660520119011,0.04746294706299772,2.856733774679863,0.0654571147237501
0.23,1.9143463028055903,9900.000020202004,1.156418359024736,1.1540524117121345,0.7777068190419539,1.4105881837308603,1.2976315493930994,0.5993279214913396,2.0202018120911893e-05,199.9999797979817,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.9066063160975459,0.9625938619626434,1.0370021625327441,0.22815839651782605,1.22303170651104,1.0799441788586708,0.9505195147992008,0.548866997560646,0.5190526197572398,0.48184098292697336,0.5190526197572398,0.4616209646848538,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.015971087756247823,2.8851310292803363,0.04303558974510888,0.199999979805149,0.1999999797979817,3.855493453850458,0.0906606316097546,3.2440788734827484,0.08639553430869366,3.6252116321883108,0.0489212682604416,2.7754040616593665,0.06738157033738504
0.24,1.9060386624612233,9900.000020202004,1.1245609999758903,1.118821829636099,0.7742972661627916,1.3587644457973926,1.2634736950919387,0.6128321226525069,2.0202018119411147e-05,199.9999797979817,0.9999999995918785,10.0,10.0,10.0,10.0,10.0,10.0,0.944152653550297,0.9892785157002484,1.0649723622845142,0.23799524234255373,1.2581172066542519,1.1110775874237504,0.9463945692458905,0.5287021189873123,0.5053894780367755,0.4685670833232876,0.5053894780367755,0.44752873185443964,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2.0,2.57,1.0,2.0,1.0,2.0,2.5,2.4,0.07,2.5,0.07,0.04,0.0415,0.1,0.001,1.0,2.0,2.014,0.08,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,1.0,0.01665966696397876,2.7970545740902475,0.04419635303480734,0.1999999797902916,0.1999999797979817,3.8387618661969034,0.0944152653550297,3.158684237729847,0.08888620699390003,3.492024625699299,0.05032468826617008,2.6989463999421366,0.0692494960990174
