Time,A_dopa,A_B,A_M,C_dopa,C_OMD,C1_M,C2_M,C1_B,C2_B,F_c,F_H,F_G,CL_H,Q,f_H,CL_dopa,f_rest,f_AADC,f_COMT,CL_AADC,CL_rest,CL_COMT,CL_AADC0,ki,CL_dopa0,ka_c,ka_M,ka_B,F_B,CL_OMD,CL_B,fm,CL_M,CL_dB,CL_dM,L_Dopa_per_kg_rat,Benserazide_per_kg_rat,rat_body_mass,A_bens_tot,B_M_frac,gut,Vdopa,V_3_OMD,V1_B,V2_B,V1_M,V2_M,l_dopa_absorption,l_dopa_blood_hepa_clearance,ro_04_5127_absorption,benserazide_absorption,benserazide_gut_clearance,AADC_clearance,COMT_clearance,rest_clearance,_3_OMD_clearance,bens_clearance,bens_metabolism,ro_clearance,bens_distribution,ro_distribution
0.1,88.77637052010424,16.507977893236315,1.0662570466705372,23.024861663074162,0.760974170679062,0.5166028029246071,0.016208123345365998,0.1107973744873406,0.003660702342690424,0.9595208084268761,0.9595208084268761,1.0,0.03351677062254658,0.828,0.13,0.2578213124811275,0.21000000000000008,0.69,0.1,0.0026913124811274625,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,109.88577950574407,4.635738465190403,2.6336549052762273,0.341384982832127,15.17611423681001,0.061967097570064716,1.8949461148710036,3.979386841229108,0.006810718827577606,0.1850316153938588,0.03265263801068097,2.2162260245465646,0.007713840394414813,0.5304183603539956
0.11,87.63851031793163,16.353529943653,1.040243092509409,25.10095022856876,0.9151269521871724,0.5050375043804523,0.017843766621528735,0.11618379538739672,0.0042819418911168436,0.9595111790080152,0.9595111790080152,1.0,0.03352474378136343,0.828,0.13,0.25788264447202636,0.21000000000000008,0.69,0.1,0.0027526444720263094,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,108.47626816654746,4.577410143584363,2.5694004384982407,0.338190999234744,15.034127147799076,0.06909399188927733,2.065808203811209,4.33819722800354,0.008190386222075192,0.1940269382969525,0.03424004793475633,2.1666108937921402,0.00805693345173215,0.5164253620244589
0.12,86.51523424245242,16.20052700261353,1.0148638125071707,27.13807942144013,1.0823904005518272,0.49364250154758343,0.019436019315130407,0.1209060616446688,0.004928208769207287,0.959501252279189,0.959501252279189,1.0,0.0335329631128315,0.828,0.13,0.25794587009870384,0.21000000000000008,0.69,0.1,0.002815870098703808,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,107.08480351995001,4.519848652813612,2.506713616892712,0.33502689841404776,14.89346848404267,0.0764173063790824,2.2334639363845223,4.690274266407498,0.009687394084938853,0.20191312294659688,0.03563172757881122,2.117726331639133,0.008350405407033228,0.5026588711664003
0.13,85.40635536672438,16.048955550679302,0.990103722238557,29.136805791288815,1.2625067355489918,0.4824584833430347,0.020985665178081096,0.12502935106774032,0.005595794405930916,0.9594910556938399,0.9594910556938399,1.0,0.03354140588550062,0.828,0.13,0.25801081450385094,0.21000000000000008,0.69,0.1,0.0028808145038509087,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,105.7111579551783,4.46304046789616,2.445556193929236,0.33189240078804794,14.754125816850495,0.08393773271943197,2.3979591166230696,5.035714144908447,0.011299435283163477,0.20879901628312633,0.03684688522643406,2.069746893541619,0.008599216079650277,0.48916118725485086
0.14,84.31168915967899,15.898802194899128,0.9659477150596635,31.097678430590836,1.455221910357108,0.4715024380493045,0.022493575065834864,0.12861256516016617,0.006281361608242007,0.9594806003527736,0.9594806003527736,1.0,0.033550062907903494,0.828,0.13,0.25807740698387305,0.21000000000000008,0.69,0.1,0.0029474069838730118,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,104.35510486987395,4.406974146111948,2.385890856197369,0.32878722939051397,14.616086833814666,0.09165751458856056,2.559338934837626,5.374611763159016,0.013024236097696117,0.21478298381747746,0.03790287949720192,2.0227454592315164,0.00880784665573854,0.4759493947624778
0.15,83.23105345538607,15.750053667624773,0.9423810528827391,33.02123902229081,1.6602855610952219,0.4607802180467615,0.02396065251432188,0.13170893299223355,0.006981908680658066,0.9594698893142724,0.9594698893142724,1.0,0.03355893164778251,0.828,0.13,0.25814562805986546,0.21000000000000008,0.69,0.1,0.003015628059865442,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,103.01641964379094,4.351639313657101,2.3276812006203658,0.3257111098464803,14.479339337720806,0.09957977496714385,2.717647971534533,5.707060740222522,0.014859555771802235,0.21995391809703005,0.0388153973112406,1.9767471354206065,0.008980345750433433,0.463028739464386
0.16,82.16426842866392,15.602696825655144,0.9193893580820762,34.90802189065491,1.8774509660485155,0.45029247842386644,0.02538780781548809,0.13436654479556515,0.007694737718021436,0.9594589217079939,0.9594589217079939,1.0,0.03356801282578112,0.828,0.13,0.25821548327523935,0.21000000000000008,0.69,0.1,0.0030854832752393395,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,101.69488010244473,4.297026170531716,2.2708917144627283,0.32266377035454835,14.343871245761287,0.10770811771530446,2.872930201600899,6.033153423361889,0.016803186146134214,0.22439212980859377,0.03959861114269303,1.931754732438387,0.009120370109583147,0.4503989508448811
0.17,81.11115656877747,15.456718649273794,0.8969586052203309,36.758554071542214,2.1064750018058054,0.44003743146285346,0.026775945855143635,0.1366288425666854,0.008417425455328403,0.9594476947237911,0.9594476947237911,1.0,0.03357730876870095,0.828,0.13,0.2582869905284688,0.21000000000000008,0.69,0.1,0.0031569905284687984,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,100.39026672031932,4.243125253403639,2.2154877548942173,0.31964494166698204,14.209670588650383,0.11604640704406695,3.0252290000879243,6.352980900184642,0.018852951266161957,0.22817016708636462,0.04026532360347611,1.8877605809756413,0.009231222032017703,0.43805717474417244
0.18,80.07154260493579,15.312106238689188,0.8750751057498142,38.5733555412305,2.347118024553672,0.43001215216063465,0.028125960596292337,0.13853514542339979,0.009147792086872712,0.9594362046021144,0.9594362046021144,1.0,0.03358682258944929,0.828,0.13,0.25836017376499454,0.21000000000000008,0.69,0.1,0.003230173764994519,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,99.10236264423577,4.189927316131404,2.161435511202041,0.31665435701609235,14.076725507351743,0.12459864109708871,3.17458716104327,6.666633038190868,0.021006706319755365,0.23135369285707763,0.04082712226889606,1.8447521327691225,0.009315889440229949,0.42599936305820285
0.19,79.04525351196067,15.168846814752978,0.8537255049685893,40.3529391965492,2.5991438759547667,0.42021310113186056,0.029438732428505317,0.14012098140593213,0.00988388153330309,0.959424447012161,0.959424447012161,1.0,0.03359655787393068,0.828,0.13,0.2584350605686975,0.21000000000000008,0.69,0.1,0.003305060568697492,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,97.83095374514714,4.137423285282127,2.1087019972724157,0.31369175212909156,13.945024253738707,0.13336890816956223,3.321046895875999,6.9741984813396,0.02326233768979516,0.23400203894790664,0.04129447746139529,1.8027142038556818,0.00937707119082929,0.4142208308255566
0.2,78.03211849414892,15.02692771849684,0.8328967758755143,42.0978109041958,2.862319855227955,0.41063647276463144,0.030715126475177455,0.1414184238227319,0.010623941454526385,0.9594124173457033,0.9594124173457033,1.0,0.03360651843775769,0.828,0.13,0.2585116802904438,0.21000000000000008,0.69,0.1,0.0033816802904437795,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,96.57582863125033,4.085604226201779,2.05725503641252,0.3107568652185146,13.814555190168512,0.14236133740554818,3.4646498374153145,7.275764658572163,0.025617762704290194,0.23616876778396226,0.0416768413736404,1.7616304681602688,0.009417202730510795,0.40271662706682126
0.21,77.03196897315297,14.886336410910511,0.8125762134696473,43.808469539679095,3.136416697235493,0.40127827319128384,0.03195599207993124,0.14245640062166803,0.011366404862920867,0.9594001107497169,0.9594001107497169,1.0,0.033616708299234396,0.828,0.13,0.25859006384026456,0.21000000000000008,0.69,0.1,0.0034600638402645205,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,95.33677863770411,4.034461337663221,2.007063247270029,0.30784943697762934,13.685306789278249,0.15158010135157332,3.6054370431155895,7.57141779054274,0.02807092944025766,0.2379021890381856,0.04198273924203276,1.7214837919906076,0.009438479694629794,0.3914816179780338
0.22,76.04463854488009,14.747060471037118,0.7927514246286469,45.48540712259578,3.421208502617948,0.39213447108674787,0.03316216222342922,0.1432610387214241,0.012109869681106389,0.9593875222797,0.9593875222797,1.0,0.03362713155240834,0.828,0.13,0.2586702427108334,0.21000000000000008,0.69,0.1,0.0035402427108333486,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,94.11359778953396,3.9839859333613465,1.958096018832758,0.3049692105410476,13.557267632233843,0.16102938101505698,3.743449006189633,7.861242912998231,0.030619816098430636,0.23924593466477823,0.042219870823196164,1.6822568809621483,0.009442884170902874,0.3805106473951178
0.23,75.06996288029868,14.609087591017841,0.7734103100681686,47.1291091298158,3.716472581094554,0.38320105286831646,0.03433445384235709,0.14385604067779403,0.0128530764188507,0.9593746469625306,0.9593746469625306,1.0,0.03363779231502464,0.828,0.13,0.2587522485771126,0.21000000000000008,0.69,0.1,0.0036222485771125823,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,92.90608268515209,3.9341694304331942,1.9103234658683768,0.30211593138224896,13.430426404174522,0.1707133484860589,3.87872568138384,8.145323930906066,0.033262429600796256,0.240239587931916,0.04239522139974989,1.6439325168050776,0.00943221342664392,0.369798594967517
0.24,74.10777978177917,14.472405579494813,0.7545410694802198,48.74005432006454,4.021989536114507,0.3744739161177266,0.03547366777424294,0.14426276759376655,0.013594903199120106,0.959361479629175,0.959361479629175,1.0,0.03364869486704317,0.828,0.13,0.25883611436187054,0.21000000000000008,0.69,0.1,0.0037061143618705075,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,91.71403254989013,3.885003368605,1.8637164416161431,0.2992893473839527,13.30477189734117,0.18063621531393986,4.011306470541311,8.423743588136755,0.03599680634822484,0.24091882188159017,0.042515086214398264,1.6064931001450473,0.009408086236414544,0.35934026324409274
0.25,73.1579291284869,14.337002359087052,0.736132189899932,50.31871490767907,4.33754317705048,0.36594885862150195,0.03658058907098775,0.14450053137877844,0.01433434841972144,0.9593480148546845,0.9593480148546845,1.0,0.03365984370032122,0.828,0.13,0.25892187461785554,0.21000000000000008,0.69,0.1,0.0037918746178555304,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,90.53724916357875,3.8364794121693526,1.8182465090528321,0.2964892087859202,13.180293008755907,0.19080225786153696,4.141230236901988,8.696583497494176,0.038821011434601795,0.24131588740255996,0.04258515660045177,1.5699206034862434,0.009371965173052103,0.34913036572354506
0.26,72.2202528491395,14.202865965297839,0.718172438559806,51.86555664749311,4.662920474139447,0.3576217168070662,0.037655986539428435,0.14458678969466707,0.015070519180292574,0.9593342471394584,0.9593342471394584,1.0,0.0336712433685285,0.828,0.13,0.25900956437329614,0.21000000000000008,0.69,0.1,0.003879564373296128,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,89.37553684487322,3.788589330516726,1.7738859232427209,0.29371526816235927,13.056978739217609,0.20121576577078643,4.268535312088683,8.963924155386236,0.04173313824354805,0.24145993879009398,0.042610577433546,1.534197165102314,0.009325171477034964,0.3391636740836961
0.27,71.29459491567519,14.069984546264637,0.7006508611405241,53.38103885476567,4.997911548002267,0.34948835949593304,0.0387006127660146,0.14453721256580576,0.015802627326217095,0.9593201708922695,0.9593201708922695,1.0,0.033682898501200854,0.828,0.13,0.25909921924000656,0.21000000000000008,0.69,0.1,0.003969219240006551,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,88.22870244187884,3.741324999342154,1.7306076270170947,0.2909672804167526,12.934818193072005,0.21188104647387315,4.393259497747215,9.225844945269152,0.04473130835462029,0.24137714498489563,0.04259596676204041,1.4993050622375528,0.009268890137250383,0.3294350115337136
0.28,70.38080128191291,13.938346360286767,0.6835567659403685,54.865614584258566,5.342309568316958,0.3415455006989378,0.039715200996564705,0.14436607646360872,0.01652996605746857,0.9593057819271995,0.9593057819271995,1.0,0.03369481256427884,0.828,0.13,0.259190865879068,0.21000000000000008,0.69,0.1,0.004060865879067942,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,87.09655539226672,3.694678261400935,1.6883852118727103,0.28824500273073034,12.81380057593883,0.22280190219930807,4.51544008028448,9.48242416859741,0.047813670636436774,0.24109134769422655,0.04254553194603999,1.4652301979984432,0.009204199949242091,0.31994011768451547
0.29,69.4787198800636,13.807939775676138,0.6668797231833186,56.31973068965652,5.695910747654759,0.33378828969056995,0.04070047560594877,0.14408622377972619,0.017251912339871122,0.9592910731292369,0.9592910731292369,1.0,0.03370699144899182,0.828,0.13,0.25928454960762937,0.21000000000000008,0.69,0.1,0.004154549607629357,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,85.97890732187548,3.648641323406549,1.647192916262797,0.2855481945609825,12.693915194574586,0.23398311503850353,4.635113835758731,9.733739055093338,0.05097840119151009,0.24062399371214271,0.04246305771390754,1.431951762772545,0.009132070423669564,0.3106730829296985
0.3,68.58820059225945,13.678753269605233,0.6506095577444065,57.743827859714756,6.0585142948580035,0.3262130394501326,0.04165714052477449,0.14370925976200025,0.017967915214630016,0.9592760392911915,0.9592760392911915,1.0,0.033719439466893375,0.828,0.13,0.2593803035914875,0.21000000000000008,0.69,0.1,0.004250303591487465,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,84.8755724540656,3.6032063099490905,1.6070056076286843,0.28287661761543614,12.575151455813481,0.24542879893837957,4.752317032854524,9.979865768994504,0.05422370293897913,0.23999446380254041,0.04235196420044831,1.3994539392410688,0.009053376807410656,0.3016292528608796
0.31,67.70909522515137,13.550775427071104,0.6347363428601677,59.138340728226794,6.429922372797444,0.3188157741926636,0.042585885714032906,0.1432456594579339,0.018677489455837977,0.9592606745170353,0.9592606745170353,1.0,0.033732161499894775,0.828,0.13,0.25947816538380597,0.21000000000000008,0.69,0.1,0.0043481653838059586,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,83.78636734003578,3.5583655004094923,1.5677987668646143,0.28023003583183037,12.457498865615005,0.2571432860101978,4.867085441933065,10.220879428059439,0.057547805236537124,0.2392202512947496,0.04221533846377935,1.367719671286527,0.008968908240150907,0.29280368178734856
0.32,66.84125748481233,13.423994939869369,0.6192503939550826,60.50369794695999,6.809940056950023,0.31159260403404104,0.04348738577579488,0.14270488099649892,0.01938020885105002,0.9592449728950784,0.9592449728950784,1.0,0.03374516244287507,0.828,0.13,0.25957817263750055,0.21000000000000008,0.69,0.1,0.004448172637500497,0.17283000000000004,0.0823,0.5678699999999999,0.00246,0.823,1.29,2.47,0.94,0.022,0.00895,1.67,0.15,4.29,0.072,1.06,404.0,78.0,0.25,19.5,0.07,1.0,0.496,0.128,0.202,0.127,0.0691,3.2,82.71111088933637,3.514111266071538,1.5295484730690543,0.2776082153564985,12.340947028120706,0.26913089367526244,4.979454341034807,10.456854116173098,0.0609489635097027,0.2383171512641532,0.042055967870144685,1.3367322713060361,0.00887937639447232,0.284191531353741
