T,H17,H17INF,H18,H18INF,HKA,HKAINF,M17,M17INF,M18,M18INF,N,NKA,NKAINF,NKINF,S17,S17INF,V
25.9,0.41886944,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0624929e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.0,0.41886944,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0628743e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.1,0.41886944,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0632484e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.200001,0.41886944,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0636153e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.299999,0.41886944,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0639751e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.4,0.41886944,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0643278e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.5,0.41886947,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.064674e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.6,0.41886947,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0650133e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.700001,0.41886947,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0653459e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.799999,0.41886947,0.4188697,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0656724e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
26.9,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0659925e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.0,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176897,3.0663062e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.1,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0666141e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.200001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0669159e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.299999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.067212e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.4,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0675022e-07,3.0822486e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.5,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.067787e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.6,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0680664e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.700001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0683401e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.799999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0686087e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
27.9,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0688722e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.0,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0691302e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.1,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0693838e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.200001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0696322e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.299999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0698757e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.4,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0701145e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.5,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0703487e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.6,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.0705786e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.700001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910073,0.0047685383,0.0047685383,0.056176893,3.070804e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.799999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910073,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0710248e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
28.9,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0712417e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.0,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.071454e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.1,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0716626e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.200001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.071867e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.299999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0720673e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.4,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.072264e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.5,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0724567e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.6,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0726457e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.700001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0728313e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.799999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0730129e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
29.9,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0731914e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.0,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0733662e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.1,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0735376e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.200001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0737058e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.299999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0738707e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.4,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0740327e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.5,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0741913e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.6,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0743468e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.700001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0744994e-07,3.0822483e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.799999,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0746489e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
30.9,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0747958e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.0,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0749396e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.1,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0750806e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.200001,0.41886947,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.075219e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.299999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0753549e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.4,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0754879e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.5,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0756183e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.6,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0757465e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.700001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0758719e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.799999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0759952e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
31.9,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0761157e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.0,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0762342e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.099998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0763505e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.200001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0764642e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.299999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0765759e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.400002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0766853e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.5,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0767927e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.599998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0768982e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.700001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0770013e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.799999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0771028e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
32.900002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.077202e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.0,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0772995e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.099998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.077395e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.200001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0774888e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.299999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685383,0.056176893,3.0775806e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.400002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685383,0.0047685378,0.056176893,3.0776707e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.5,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0777591e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.599998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0778457e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.700001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0779307e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.799999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0780143e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
33.900002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0780959e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.0,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.078176e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.099998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0782547e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.200001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0783318e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.299999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0784074e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.400002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0784815e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.5,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0785543e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.599998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0786256e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.700001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0786956e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.799999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0787641e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
34.900002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0788314e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.0,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0788974e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.099998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0789622e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.200001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0790255e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.299999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0790878e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.400002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0791489e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.5,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0792086e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.599998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0792674e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.700001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0793248e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.799999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0793814e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
35.900002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0794368e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.0,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0794911e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.099998,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0795442e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.200001,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0795962e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.299999,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0796477e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.400002,0.4188695,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0796977e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.5,0.41886953,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0797472e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.599998,0.41886953,0.41886973,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0797952e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.700001,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0798427e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.799999,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.079889e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
36.900002,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0799347e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.0,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0799794e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.099998,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0800231e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.200001,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0800661e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.299999,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0801081e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.400002,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0801496e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.5,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.08019e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.599998,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0802298e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.700001,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0802687e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
37.799999,0.41886953,0.41886976,0.99981022,0.99981022,0.97350389,0.97350383,0.0028910071,0.0028910071,0.0047685378,0.0047685378,0.056176893,3.0803071e-07,3.082248e-07,0.056176893,0.91058499,0.91058546,-66.477943
