Time,f,k1,k2,a,compartment_,R1,R2,R3,R4
5.26,1.4680464625870376e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9666684436047248e-09,4.095849630617835e-11,2.887160651715471e-14
5.2700000000000005,1.4708383902088413e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9704086494432744e-09,4.103639108682667e-11,2.8981526860007226e-14
5.28,1.4736303214918989e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9741488601866224e-09,4.1114285969623976e-11,2.9091656195096785e-14
5.29,1.4764222564362105e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9778890758347694e-09,4.119218095457027e-11,2.920199452324501e-14
5.3,1.4792141950417763e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9816292963877156e-09,4.1270076041665555e-11,2.931254184527356e-14
5.3100000000000005,1.4820061373085964e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.985369521845461e-09,4.1347971230909836e-11,2.942329816200407e-14
5.32,1.4847980832366703e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9891097522080055e-09,4.1425866522303104e-11,2.953426347425815e-14
5.33,1.4875900328259983e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9928499874753484e-09,4.150376191584535e-11,2.964543778285744e-14
5.34,1.4903819860765804e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.996590227647491e-09,4.158165741153659e-11,2.9756821088623596e-14
5.3500000000000005,1.493173942988417e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0003304727244328e-09,4.165955300937684e-11,2.986841339237826e-14
5.36,1.4959659035615072e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.004070722706173e-09,4.173744870936605e-11,2.998021469494303e-14
5.37,1.4987578677958517e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0078109775927127e-09,4.181534451150426e-11,3.009222499713959e-14
5.38,1.5015498356914503e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0115512373840515e-09,4.1893240415791466e-11,3.020444429978956e-14
5.39,1.504341807248303e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.015291502080189e-09,4.1971136422227656e-11,3.031687260371459e-14
5.4,1.5071337824664098e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.019031771681126e-09,4.2049032530812833e-11,3.042950990973632e-14
5.41,1.5099257613457709e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.022772046186862e-09,4.212692874154701e-11,3.05423562186764e-14
5.42,1.5127177438863857e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0265123255973966e-09,4.220482505443016e-11,3.0655411531356465e-14
5.43,1.5155097300882547e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0302526099127303e-09,4.2282721469462307e-11,3.0768675848598164e-14
5.44,1.5183017199513783e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0339928991328637e-09,4.2360617986643454e-11,3.088214917122317e-14
5.45,1.5210937134757555e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.037733193257796e-09,4.2438514605973575e-11,3.09958315000531e-14
5.46,1.5238857106613868e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0414734922875266e-09,4.2516411327452695e-11,3.110972283590961e-14
5.47,1.5266777115082722e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0452137962220566e-09,4.2594308151080794e-11,3.1223823179614356e-14
5.48,1.529469716016412e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0489541050613863e-09,4.26722050768579e-11,3.1338132531989005e-14
5.49,1.532261724185806e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.052694418805515e-09,4.2750102104783985e-11,3.145265089385519e-14
5.5,1.5350537360164534e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.056434737454442e-09,4.282799923485905e-11,3.156737826603456e-14
5.51,1.5378457515083555e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0601750610081683e-09,4.290589646708312e-11,3.168231464934879e-14
5.5200000000000005,1.5406377706615118e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0639153894666943e-09,4.2983793801456176e-11,3.1797460044619535e-14
5.53,1.543429793475922e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.067655722830019e-09,4.306169123797822e-11,3.191281445266844e-14
5.54,1.5462218199515858e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0713960610981417e-09,4.313958877664924e-11,3.202837787431715e-14
5.55,1.5490138500885042e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.075136404271065e-09,4.321748641746927e-11,3.214415031038737e-14
5.5600000000000005,1.551805883886677e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.0788767523487868e-09,4.3295384160438284e-11,3.2260131761700735e-14
5.57,1.5545979213461033e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.082617105331307e-09,4.3373282005556284e-11,3.2376322229078886e-14
5.58,1.557389962466784e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.086357463218627e-09,4.345117995282327e-11,3.249272171334352e-14
5.59,1.5601820072487187e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.090097826010746e-09,4.352907800223925e-11,3.260933021531629e-14
5.6000000000000005,1.5629740556919077e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.093838193707664e-09,4.360697615380422e-11,3.272614773581886e-14
5.61,1.5657661077963505e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.097578566309381e-09,4.368487440751818e-11,3.284317427567288e-14
5.62,1.5685581635620475e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.101318943815897e-09,4.3762772763381125e-11,3.2960409835700047e-14
5.63,1.5713502229889987e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.105059326227212e-09,4.384067122139306e-11,3.307785441672201e-14
5.64,1.5741422860772037e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.108799713543326e-09,4.391856978155398e-11,3.319550801956043e-14
5.65,1.5769343528266632e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1125401057642394e-09,4.39964684438639e-11,3.3313370645037014e-14
5.66,1.579726423237377e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1162805028899517e-09,4.407436720832282e-11,3.3431442293973404e-14
5.67,1.5825184973093444e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.120020904920463e-09,4.4152266074930705e-11,3.3549722967191274e-14
5.68,1.5853105750425658e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.123761311855773e-09,4.4230165043687586e-11,3.3668212665512295e-14
5.69,1.588102656437042e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1275017236958833e-09,4.430806411459347e-11,3.3786911389758176e-14
5.7,1.5908947414927717e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1312421404407915e-09,4.4385963287648327e-11,3.3905819140750544e-14
5.71,1.5936868302097556e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.134982562090499e-09,4.446386256285218e-11,3.40249359193111e-14
5.72,1.5964789225879936e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1387229886450055e-09,4.4541761940205025e-11,3.414426172626152e-14
5.73,1.599271018627486e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.142463420104311e-09,4.4619661419706856e-11,3.426379656242349e-14
5.74,1.6020631183282323e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.146203856468416e-09,4.469756100135768e-11,3.438354042861869e-14
5.75,1.6048552216902325e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.14994429773732e-09,4.4775460685157484e-11,3.450349332566878e-14
5.76,1.607647328713487e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.153684743911023e-09,4.485336047110629e-11,3.462365525439546e-14
5.7700000000000005,1.6104394393979955e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1574251949895244e-09,4.4931260359204077e-11,3.474402621562041e-14
5.78,1.6132315537437583e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1611656509728258e-09,4.500916034945086e-11,3.4864606210165325e-14
5.79,1.616023671750775e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1649061118609256e-09,4.508706044184662e-11,3.4985395238851867e-14
5.8,1.6188157934190457e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1686465776538246e-09,4.5164960636391375e-11,3.510639330250174e-14
5.8100000000000005,1.621607918748571e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.172387048351523e-09,4.524286093308513e-11,3.522760040193664e-14
5.82,1.62440004773935e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1761275239540202e-09,4.532076133192787e-11,3.5349016537978243e-14
5.83,1.627192180391383e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1798680044613164e-09,4.539866183291959e-11,3.547064171144822e-14
5.84,1.6299843167046702e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1836084898734113e-09,4.54765624360603e-11,3.559247592316829e-14
5.8500000000000005,1.6327764566792118e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.187348980190306e-09,4.555446314135001e-11,3.5714519173960156e-14
5.86,1.6355686003150073e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1910894754119996e-09,4.56323639487887e-11,3.583677146464548e-14
5.87,1.638360747612057e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.194829975538492e-09,4.571026485837639e-11,3.595923279604597e-14
5.88,1.6411528985703605e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.1985704805697834e-09,4.5788165870113055e-11,3.60819031689833e-14
5.89,1.643945053189918e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.202310990505874e-09,4.586606698399872e-11,3.6204782584279204e-14
5.9,1.6467372114707303e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.206051505346764e-09,4.594396820003337e-11,3.632787104275537e-14
5.91,1.6495293734127964e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2097920250924526e-09,4.602186951821702e-11,3.645116854523348e-14
5.92,1.6523215390161162e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.21353254974294e-09,4.609977093854964e-11,3.657467509253522e-14
5.93,1.6551137082806906e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2172730792982272e-09,4.617767246103127e-11,3.6698390685482347e-14
5.94,1.657905881206519e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2210136137583134e-09,4.625557408566188e-11,3.6822315324896524e-14
5.95,1.6606980577936012e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2247541531231977e-09,4.6333475812441475e-11,3.694644901159942e-14
5.96,1.6634902380419377e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2284946973928817e-09,4.641137764137006e-11,3.707079174641281e-14
5.97,1.6662824219515285e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.232235246567365e-09,4.6489279572447645e-11,3.7195343530158365e-14
5.98,1.6690746095223734e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2359758006466475e-09,4.6567181605674215e-11,3.7320104363657796e-14
5.99,1.671866800754472e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2397163596307285e-09,4.664508374104977e-11,3.7445074247732785e-14
6.0,1.674658995647825e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2434569235196088e-09,4.6722985978574316e-11,3.757025318320507e-14
6.01,1.6774511942024318e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2471974923132876e-09,4.6800888318247845e-11,3.769564117089634e-14
6.0200000000000005,1.680243396418293e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.250938066011766e-09,4.6878790760070373e-11,3.7821238211628335e-14
6.03,1.6830356022954085e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2546786446150438e-09,4.6956693304041895e-11,3.7947044306222753e-14
6.04,1.6858278118337774e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.25841922812312e-09,4.703459595016239e-11,3.807305945550128e-14
6.05,1.688620025033401e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2621598165359955e-09,4.711249869843188e-11,3.819928366028566e-14
6.0600000000000005,1.691412241894279e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2659004098536707e-09,4.719040154885038e-11,3.832571692139762e-14
6.07,1.6942044624164103e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.269641008076144e-09,4.726830450141785e-11,3.845235923965883e-14
6.08,1.696996686599796e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2733816112034165e-09,4.7346207556134307e-11,3.857921061589103e-14
6.09,1.6997889144444358e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2771222192354883e-09,4.742411071299976e-11,3.870627105091595e-14
6.1000000000000005,1.7025811459503298e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.280862832172359e-09,4.75020139720142e-11,3.88335405455553e-14
6.11,1.705373381117478e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2846034500140294e-09,4.757991733317763e-11,3.89610191006308e-14
6.12,1.70816561994588e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.288344072760498e-09,4.765782079649005e-11,3.9088706716964154e-14
6.13,1.710957862435536e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.292084700411766e-09,4.773572436195146e-11,3.921660339537711e-14
6.140000000000001,1.7137501085864468e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.2958253329678335e-09,4.7813628029561866e-11,3.93447091366914e-14
6.15,1.716542358398611e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.299565970428699e-09,4.789153179932125e-11,3.9473023941728694e-14
6.16,1.7193346118720296e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3033066127943646e-09,4.796943567122963e-11,3.960154781131078e-14
6.17,1.7221268690067022e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3070472600648286e-09,4.804733964528699e-11,3.973028074625934e-14
6.18,1.724919129802629e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3107879122400916e-09,4.812524372149335e-11,3.9859222747396124e-14
6.19,1.7277113942598098e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3145285693201542e-09,4.8203147899848694e-11,3.998837381554286e-14
6.2,1.7305036623782448e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3182692313050157e-09,4.828105218035303e-11,4.011773395152128e-14
6.21,1.7332959342296517e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3220098982907528e-09,4.835895656500728e-11,4.0247303159483686e-14
6.22,1.736088210162453e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.32575057074413e-09,4.8436861063532434e-11,4.03770814564748e-14
6.23,1.738880489758278e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.329491248104677e-09,4.851476566425595e-11,4.0507068823918824e-14
6.24,1.741672773017127e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.333231930372394e-09,4.859267036717784e-11,4.063726526263792e-14
6.25,1.7444650599389996e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3369726175472806e-09,4.867057517229809e-11,4.0767670773454176e-14
6.26,1.7472573505238957e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3407133096293366e-09,4.874848007961669e-11,4.089828535718974e-14
6.2700000000000005,1.750049644771816e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.344454006618563e-09,4.882638508913366e-11,4.1029109014666766e-14
6.28,1.7528419426827595e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3481947085149585e-09,4.8904290200848987e-11,4.1160141746707364e-14
6.29,1.7556342442567273e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3519354153185245e-09,4.898219541476269e-11,4.12913835541337e-14
6.3,1.7584265494937185e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.35567612702926e-09,4.906010073087475e-11,4.142283443776788e-14
6.3100000000000005,1.761218858393734e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3594168436471656e-09,4.9138006149185174e-11,4.155449439843208e-14
6.32,1.7640111709567724e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.36315756517224e-09,4.921591166969395e-11,4.168636343694838e-14
6.33,1.7668034871828353e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3668982916044853e-09,4.929381729240111e-11,4.1818441554139e-14
6.34,1.7695958070719218e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3706390229439e-09,4.9371723017306615e-11,4.195072875082603e-14
6.3500000000000005,1.772388130624032e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3743797591904842e-09,4.9449628844410494e-11,4.2083225027831614e-14
6.36,1.7751804578391663e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3781205003442393e-09,4.952753477371274e-11,4.221593038597794e-14
6.37,1.7779727887173238e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3818612464051627e-09,4.9605440805213334e-11,4.234884482608708e-14
6.38,1.7807651232585054e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.385601997373257e-09,4.96833469389123e-11,4.2481968348981246e-14
6.390000000000001,1.7835574614627108e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3893427532485206e-09,4.9761253174809634e-11,4.261530095548256e-14
6.4,1.78634980332994e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.393083514030954e-09,4.9839159512905325e-11,4.274884264641316e-14
6.41,1.789142148860193e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.3968242797205573e-09,4.991706595319938e-11,4.288259342259522e-14
6.42,1.7919344980534694e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4005650503173303e-09,4.9994972495691796e-11,4.301655328485087e-14
6.43,1.7947268509097697e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4043058258212727e-09,5.0072879140382575e-11,4.315072223400226e-14
6.44,1.797519207429094e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4080466062323856e-09,5.0150785887271727e-11,4.3285100270871576e-14
6.45,1.800311567611442e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.411787391550668e-09,5.022869273635923e-11,4.3419687396280936e-14
6.46,1.803103931456814e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4155281817761205e-09,5.0306599687645105e-11,4.3554483611052524e-14
6.47,1.8058962989652086e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4192689769087417e-09,5.038450674112932e-11,4.368948891600844e-14
6.48,1.8086886701366285e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.423009776948534e-09,5.0462413896811936e-11,4.382470331197093e-14
6.49,1.8114810449710716e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4267505818954958e-09,5.054032115469289e-11,4.3960126799762085e-14
6.5,1.814273423468538e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.430491391749627e-09,5.061822851477221e-11,4.4095759380204075e-14
6.51,1.8170658056290283e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4342322065109277e-09,5.069613597704989e-11,4.423160105411906e-14
6.5200000000000005,1.8198581914525434e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4379730261793996e-09,5.077404354152596e-11,4.436765182232927e-14
6.53,1.822650580939081e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4417138507550395e-09,5.085195120820036e-11,4.4503911685656734e-14
6.54,1.825442974088643e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4454546802378502e-09,5.092985897707314e-11,4.4640380644923723e-14
6.55,1.8282353709012287e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.449195514627831e-09,5.100776684814428e-11,4.4777058700952384e-14
6.5600000000000005,1.8310277713768383e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.452936353924981e-09,5.1085674821413786e-11,4.4913945854564856e-14
6.57,1.833820175515471e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4566771981293006e-09,5.1163582896881643e-11,4.5051042106583296e-14
6.58,1.8366125833171282e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.460418047240791e-09,5.124149107454788e-11,4.518834745782993e-14
6.59,1.839404994781809e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4641589012594503e-09,5.1319399354412467e-11,4.532586190912687e-14
6.6000000000000005,1.8421974099095133e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4678997601852792e-09,5.139730773647542e-11,4.5463585461296304e-14
6.61,1.844989828700242e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.471640624018279e-09,5.147521622073675e-11,4.5601518115160434e-14
6.62,1.8477822511539936e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4753814927584476e-09,5.155312480719642e-11,4.5739659871541373e-14
6.63,1.8505746772707694e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.479122366405786e-09,5.163103349585447e-11,4.587801073126134e-14
6.640000000000001,1.853367107050569e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4828632449602946e-09,5.1708942286710873e-11,4.6016570695142496e-14
6.65,1.8561595404933924e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.486604128421973e-09,5.178685117976565e-11,4.6155339764007024e-14
6.66,1.8589519775992393e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.490345016790821e-09,5.1864760175018774e-11,4.6294317938677074e-14
6.67,1.8617444183681103e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.494085910066839e-09,5.1942669272470276e-11,4.643350521997486e-14
6.68,1.8645368628000048e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.4978268082500265e-09,5.2020578472120136e-11,4.6572901608722535e-14
6.69,1.8673293108949234e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.501567711340384e-09,5.209848777396836e-11,4.67125071057423e-14
6.7,1.8701217626528654e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.505308619337911e-09,5.2176397178014944e-11,4.685232171185631e-14
6.71,1.872914218073831e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5090495322426077e-09,5.2254306684259886e-11,4.699234542788675e-14
6.72,1.875706677157821e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.512790450054475e-09,5.2332216292703206e-11,4.713257825465584e-14
6.73,1.8784991399048347e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5165313727735117e-09,5.241012600334489e-11,4.727302019298575e-14
6.74,1.881291606314872e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.520272300399718e-09,5.248803581618493e-11,4.741367124369863e-14
6.75,1.8840840763879327e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.524013232933094e-09,5.256594573122332e-11,4.755453140761668e-14
6.76,1.8868765501240175e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.52775417037364e-09,5.264385574846009e-11,4.769560068556212e-14
6.7700000000000005,1.889669027523126e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5314951127213557e-09,5.272176586789522e-11,4.783687907835711e-14
6.78,1.8924615085852586e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5352360599762416e-09,5.279967608952871e-11,4.797836658682385e-14
6.79,1.8952539933104145e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5389770121382966e-09,5.287758641336056e-11,4.812006321178451e-14
6.8,1.8980464816985945e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.542717969207522e-09,5.295549683939078e-11,4.826196895406132e-14
6.8100000000000005,1.9008389737497983e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.546458931183917e-09,5.3033407367619374e-11,4.8404083814476453e-14
6.82,1.9036314694640256e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5501998980674816e-09,5.311131799804631e-11,4.854640779385208e-14
6.83,1.9064239688412766e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.553940869858216e-09,5.3189228730671615e-11,4.868894089301043e-14
6.84,1.9092164718815515e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5576818465561203e-09,5.326713956549529e-11,4.883168311277368e-14
6.8500000000000005,1.91200897858485e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5614228281611945e-09,5.334505050251732e-11,4.8974634453964034e-14
6.86,1.914801488951173e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5651638146734386e-09,5.3422961541737726e-11,4.911779491740371e-14
6.87,1.917594002980519e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.568904806092852e-09,5.3500872683156476e-11,4.9261164503914856e-14
6.88,1.920386520672889e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5726458024194356e-09,5.35787839267736e-11,4.9404743214319726e-14
6.890000000000001,1.9231790420282827e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.576386803653189e-09,5.365669527258909e-11,4.954853104944049e-14
6.9,1.9259715670467004e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.580127809794112e-09,5.373460672060294e-11,4.969252801009937e-14
6.91,1.9287640957281418e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.583868820842205e-09,5.381251827081516e-11,4.983673409711855e-14
6.92,1.9315566280726067e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5876098367974673e-09,5.3890429923225726e-11,4.998114931132024e-14
6.93,1.9343491640800954e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5913508576598997e-09,5.396834167783466e-11,5.0125773653526655e-14
6.94,1.9371417037506086e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5950918834295025e-09,5.404625353464198e-11,5.027060712456002e-14
6.95,1.939934247084145e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.5988329141062744e-09,5.412416549364764e-11,5.0415649725242494e-14
6.96,1.942726794080705e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6025739496902164e-09,5.420207755485167e-11,5.056090145639632e-14
6.97,1.9455193447402885e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6063149901813275e-09,5.427998971825405e-11,5.070636231884367e-14
6.98,1.9483118990628965e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.610056035579609e-09,5.435790198385481e-11,5.0852032313406826e-14
6.99,1.951104457048528e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6137970858850605e-09,5.4435814351653926e-11,5.0997911440907955e-14
7.0,1.9538970186971832e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6175381410976815e-09,5.451372682165141e-11,5.1143999702169266e-14
