f,Time
0.0,0.0
2.79000188757621e-08,0.01
5.580007628811674e-08,0.02
8.370016984659665e-08,0.03
1.1160029955120185e-07,0.04
1.3950046540193232e-07,0.05
1.6740066739878808e-07,0.06
1.953009055417691e-07,0.07
2.2320118232161908e-07,0.08
2.5110149571730026e-07,0.09
2.7900184556071127e-07,0.1
3.069022318518521e-07,0.11
3.348026545907226e-07,0.12
3.6270311377732304e-07,0.13
3.9060360941165333e-07,0.14
4.185041414937133e-07,0.15
4.464047100235032e-07,0.16
4.7430531500102297e-07,0.17
5.022059564262724e-07,0.18
5.301066342992518e-07,0.19
5.580073486199611e-07,0.2
5.859080993884e-07,0.21
6.138088866045688e-07,0.22
6.417097102684675e-07,0.23
6.696105706889337e-07,0.24
6.975114691414887e-07,0.25
7.254124041431176e-07,0.26
7.533133756938206e-07,0.27
7.812143837935975e-07,0.28
8.091154284424482e-07,0.29
8.370165096403733e-07,0.3
8.649176273873722e-07,0.31
8.92818781683445e-07,0.32
9.20719972528592e-07,0.33
9.486211999228129e-07,0.34
9.765224638661079e-07,0.35000000000000003
1.004423764358477e-06,0.36
1.0323251013999196e-06,0.37
1.0602264749904366e-06,0.38
1.0881278851300277e-06,0.39
1.1160293318186927e-06,0.4
1.1439308150564317e-06,0.41000000000000003
1.1718323348432445e-06,0.42
1.1997338911791315e-06,0.43
1.2276354840640925e-06,0.44
1.2555371134981275e-06,0.45
1.2834387794812365e-06,0.46
1.3113404820134197e-06,0.47000000000000003
1.3392422210946764e-06,0.48
1.3671439967250074e-06,0.49
1.3950458089044126e-06,0.5
1.4229476576328915e-06,0.51
1.4508495429104445e-06,0.52
1.4787514647370716e-06,0.53
1.5066534231127727e-06,0.54
1.5345554180375476e-06,0.55
1.5624574495113968e-06,0.56
1.5903595175343199e-06,0.5700000000000001
1.6182616221063166e-06,0.58
1.6461637632273876e-06,0.59
1.6740659410886583e-06,0.6
1.7019681566603461e-06,0.61
1.7298704088165889e-06,0.62
1.757772697557386e-06,0.63
1.7856750228827374e-06,0.64
1.8135773847926428e-06,0.65
1.8414797832871032e-06,0.66
1.869382218366118e-06,0.67
1.897284690029687e-06,0.68
1.925187198277811e-06,0.6900000000000001
1.9530897431104884e-06,0.7000000000000001
1.9809923245277204e-06,0.71
2.008894942529507e-06,0.72
2.036797597115848e-06,0.73
2.0647002882867436e-06,0.74
2.0926030160421933e-06,0.75
2.120505780382198e-06,0.76
2.1484085813067565e-06,0.77
2.1763114188158697e-06,0.78
2.204214292909537e-06,0.79
2.232117203587759e-06,0.8
2.2600201508505354e-06,0.81
2.2879231346978662e-06,0.8200000000000001
2.315826155129751e-06,0.8300000000000001
2.3437292121461905e-06,0.84
2.3716323057471848e-06,0.85
2.3995354359327327e-06,0.86
2.4274386027028356e-06,0.87
2.4553418060574926e-06,0.88
2.4832450459967045e-06,0.89
2.5111483225204705e-06,0.9
2.5390516356287906e-06,0.91
2.5669549853216657e-06,0.92
2.5948583715990948e-06,0.93
2.622761794461078e-06,0.9400000000000001
2.650665253907616e-06,0.9500000000000001
2.6785687499387083e-06,0.96
2.706472282554355e-06,0.97
2.7343758517545566e-06,0.98
2.762279457539312e-06,0.99
2.790183099908622e-06,1.0
2.8180867788624865e-06,1.01
2.845990494400905e-06,1.02
2.8738942465238782e-06,1.03
2.901798035231406e-06,1.04
2.929701860523488e-06,1.05
2.9576057224001245e-06,1.06
2.9855096208613154e-06,1.07
3.0134135559070604e-06,1.08
3.0413175275373604e-06,1.09
3.0692215357522145e-06,1.1
3.097125580551623e-06,1.11
3.1250296619355856e-06,1.12
3.1529337799041032e-06,1.1300000000000001
3.180837934457175e-06,1.1400000000000001
3.208742125594801e-06,1.1500000000000001
3.236646353316981e-06,1.16
3.264550617623716e-06,1.17
3.2924549185150053e-06,1.18
3.3203592559908487e-06,1.19
3.348263630051247e-06,1.2
3.3761680406961997e-06,1.21
3.4040724879257066e-06,1.22
3.431976971739768e-06,1.23
3.459881492138384e-06,1.24
3.487786049121554e-06,1.25
3.5156906426892784e-06,1.26
3.5435952728415574e-06,1.27
3.571499939578391e-06,1.28
3.5994046428997784e-06,1.29
3.627309382805721e-06,1.3
3.6552141592962176e-06,1.31
3.6831189723712682e-06,1.32
3.711023822030874e-06,1.33
3.7389287082750336e-06,1.34
3.766833631340298e-06,1.35
3.794738591989227e-06,1.36
3.8226435892381205e-06,1.37
3.850548623086975e-06,1.3800000000000001
3.878453693535793e-06,1.3900000000000001
3.906358800584573e-06,1.4000000000000001
3.934263944233316e-06,1.41
3.962169124482022e-06,1.42
3.990074341330692e-06,1.43
4.017979594779324e-06,1.44
4.045884884827919e-06,1.45
4.073790211476476e-06,1.46
4.101695574724996e-06,1.47
4.12960097457348e-06,1.48
4.1575064110219255e-06,1.49
4.1854118840703335e-06,1.5
4.213317393718706e-06,1.51
4.241222939967039e-06,1.52
4.269128522815337e-06,1.53
4.297034142263597e-06,1.54
4.3249397983118195e-06,1.55
4.352845490960005e-06,1.56
4.380751220208153e-06,1.57
4.408656986056264e-06,1.58
4.436562788504338e-06,1.59
4.464468627552374e-06,1.6
4.492374503200374e-06,1.61
4.520280415448337e-06,1.62
4.548186364296262e-06,1.6300000000000001
4.576092349744149e-06,1.6400000000000001
4.603998371792e-06,1.6500000000000001
4.631904430439812e-06,1.6600000000000001
4.659810525687588e-06,1.67
4.687716657535327e-06,1.68
4.7156228259830295e-06,1.69
4.7435290310306935e-06,1.7
4.7714352726783216e-06,1.71
4.799341550925911e-06,1.72
4.827247865773465e-06,1.73
4.855154217220981e-06,1.74
4.883060605268459e-06,1.75
4.9109670299159e-06,1.76
4.938873491163304e-06,1.77
4.966779989010671e-06,1.78
4.994686523458001e-06,1.79
5.022593094505294e-06,1.8
5.050499702152549e-06,1.81
5.078406346399767e-06,1.82
5.106313027246949e-06,1.83
5.134219744694092e-06,1.84
5.162126498741198e-06,1.85
5.1900332893882674e-06,1.86
5.217940116635299e-06,1.87
5.245846980482295e-06,1.8800000000000001
5.2737538809292525e-06,1.8900000000000001
5.3016608179761725e-06,1.9000000000000001
5.329567791623057e-06,1.9100000000000001
5.357474801869902e-06,1.92
5.3853818487167105e-06,1.93
5.413288932163482e-06,1.94
5.441196052210217e-06,1.95
5.469103208856913e-06,1.96
5.497010402103574e-06,1.97
5.524917631950196e-06,1.98
5.552824898396782e-06,1.99
5.580732201443332e-06,2.0
5.608639541089843e-06,2.0100000000000002
5.636546917336316e-06,2.02
5.664454330182754e-06,2.0300000000000002
5.692361779629153e-06,2.04
5.720269265675515e-06,2.05
5.748176788321841e-06,2.06
5.7760843475681284e-06,2.07
5.8039919434143795e-06,2.08
5.831899575860593e-06,2.09
5.85980724490677e-06,2.1
5.887714950552908e-06,2.11
5.915622692799011e-06,2.12
5.943530471645075e-06,2.13
5.971438287091103e-06,2.14
5.999346139137092e-06,2.15
6.0272540277830465e-06,2.16
6.055161953028962e-06,2.17
6.083069914874841e-06,2.18
6.110977913320682e-06,2.19
6.1388859483664875e-06,2.2
6.166794020012254e-06,2.21
6.1947021282579845e-06,2.22
6.222610273103677e-06,2.23
6.250518454549333e-06,2.24
6.278426672594951e-06,2.25
6.306334927240532e-06,2.2600000000000002
6.334243218486076e-06,2.27
6.362151546331583e-06,2.2800000000000002
6.390059910777052e-06,2.29
6.417968311822485e-06,2.3000000000000003
6.44587674946788e-06,2.31
6.4737852237132365e-06,2.32
6.501693734558558e-06,2.33
6.529602282003841e-06,2.34
6.557510866049088e-06,2.35
6.585419486694296e-06,2.36
6.61332814393947e-06,2.37
6.641236837784603e-06,2.38
6.669145568229701e-06,2.39
6.697054335274761e-06,2.4
6.7249631389197845e-06,2.41
6.752871979164769e-06,2.42
6.780780856009719e-06,2.43
6.80868976945463e-06,2.44
6.836598719499505e-06,2.45
6.864507706144341e-06,2.46
6.892416729389142e-06,2.47
6.920325789233904e-06,2.48
6.94823488567863e-06,2.49
6.976144018723317e-06,2.5
7.004053188367969e-06,2.5100000000000002
7.031962394612582e-06,2.52
7.059871637457159e-06,2.5300000000000002
7.087780916901699e-06,2.54
7.1156902329462015e-06,2.5500000000000003
7.143599585590666e-06,2.56
7.171508974835093e-06,2.57
7.199418400679485e-06,2.58
7.227327863123837e-06,2.59
7.255237362168153e-06,2.6
7.2831468978124325e-06,2.61
7.311056470056674e-06,2.62
7.338966078900878e-06,2.63
7.366875724345047e-06,2.64
7.394785406389176e-06,2.65
7.42269512503327e-06,2.66
7.450604880277325e-06,2.67
7.478514672121344e-06,2.68
7.506424500565325e-06,2.69
7.534334365609269e-06,2.7
7.5622442672531756e-06,2.71
7.590154205497046e-06,2.72
7.618064180340878e-06,2.73
7.645974191784675e-06,2.74
7.673884239828432e-06,2.75
7.701794324472154e-06,2.7600000000000002
7.729704445715836e-06,2.77
7.757614603559483e-06,2.7800000000000002
7.785524798003091e-06,2.79
7.813435029046665e-06,2.8000000000000003
7.841345296690199e-06,2.81
7.869255600933697e-06,2.82
7.897165941777157e-06,2.83
7.92507631922058e-06,2.84
7.952986733263968e-06,2.85
7.980897183907314e-06,2.86
8.008807671150628e-06,2.87
8.036718194993901e-06,2.88
8.06462875543714e-06,2.89
8.09253935248034e-06,2.9
8.120449986123503e-06,2.91
8.148360656366627e-06,2.92
8.176271363209716e-06,2.93
8.20418210704492e-06,2.94
8.23209288915344e-06,2.95
8.260003707874498e-06,2.96
8.287914563208098e-06,2.97
8.315825455154241e-06,2.98
8.343736383712923e-06,2.99
8.371647348884146e-06,3.0
8.399558350667912e-06,3.0100000000000002
8.427469389064217e-06,3.02
8.455380464073064e-06,3.0300000000000002
8.483291575694453e-06,3.04
8.511202723928382e-06,3.0500000000000003
8.53911390877485e-06,3.06
8.567025130233861e-06,3.0700000000000003
8.594936388305414e-06,3.08
8.622847682989506e-06,3.09
8.65075901428614e-06,3.1
8.678670382195315e-06,3.11
8.706581786717032e-06,3.12
8.734493227851289e-06,3.13
8.762404705598086e-06,3.14
8.790316219957426e-06,3.15
8.818227770929306e-06,3.16
8.846139358513727e-06,3.17
8.87405098271069e-06,3.18
8.901962643520191e-06,3.19
8.929874340942236e-06,3.2
8.95778607497682e-06,3.21
8.985697845623948e-06,3.22
9.013609652883615e-06,3.23
9.041521496755823e-06,3.24
9.069433377240572e-06,3.25
9.097345294337864e-06,3.2600000000000002
9.125257248047693e-06,3.27
9.153169238370066e-06,3.2800000000000002
9.18108126530498e-06,3.29
9.208993328852436e-06,3.3000000000000003
9.23690542901243e-06,3.31
9.264817565784966e-06,3.3200000000000003
9.292729739170043e-06,3.33
9.32064194916766e-06,3.34
9.348554195777822e-06,3.35
9.376466479000521e-06,3.36
9.404378798835762e-06,3.37
9.432291155283545e-06,3.38
9.460203548343868e-06,3.39
9.488115978016732e-06,3.4
9.516028444302139e-06,3.41
9.543940947200085e-06,3.42
9.571853486710573e-06,3.43
9.599766062833601e-06,3.44
9.627678675569173e-06,3.45
