f,Time
9.655591324917281e-06,3.46
9.683504010877933e-06,3.47
9.711416733451125e-06,3.48
9.739329492636862e-06,3.49
9.767242288435134e-06,3.5
9.795155120845951e-06,3.5100000000000002
9.823067989869306e-06,3.52
9.850980895505204e-06,3.5300000000000002
9.878893837753644e-06,3.54
9.906806816614623e-06,3.5500000000000003
9.934719832088144e-06,3.56
9.962632884174206e-06,3.5700000000000003
9.990545972872809e-06,3.58
1.0018459098183953e-05,3.59
1.0046372260107637e-05,3.6
1.0074285458643863e-05,3.61
1.010219869379263e-05,3.62
1.0130111965553937e-05,3.63
1.0158025273927787e-05,3.64
1.0185938618914177e-05,3.65
1.0213852000513108e-05,3.66
1.024176541872458e-05,3.67
1.0269678873548593e-05,3.68
1.0297592364985148e-05,3.69
1.0325505893034241e-05,3.7
1.0353419457695878e-05,3.71
1.0381333058970055e-05,3.72
1.0409246696856773e-05,3.73
1.0437160371356032e-05,3.74
1.0465074082467834e-05,3.75
1.0492987830192174e-05,3.7600000000000002
1.0520901614529055e-05,3.77
1.054881543547848e-05,3.7800000000000002
1.0576729293040443e-05,3.79
1.060464318721495e-05,3.8000000000000003
1.0632557118001996e-05,3.81
1.0660471085401583e-05,3.8200000000000003
1.068838508941371e-05,3.83
1.071629913003838e-05,3.84
1.074421320727559e-05,3.85
1.077212732112534e-05,3.86
1.0800041471587633e-05,3.87
1.0827955658662468e-05,3.88
1.0855869882349841e-05,3.89
1.0883784142649756e-05,3.9
1.0911698439562212e-05,3.91
1.093961277308721e-05,3.92
1.096752714322475e-05,3.93
1.0995441549974829e-05,3.94
1.1023355993337449e-05,3.95
1.105127047331261e-05,3.96
1.1079184989900314e-05,3.97
1.1107099543100556e-05,3.98
1.1135014132913341e-05,3.99
1.1162928759338667e-05,4.0
1.1190843422376532e-05,4.01
1.1218758122026943e-05,4.0200000000000005
1.1246672858289892e-05,4.03
1.1274587631165379e-05,4.04
1.1302502440653408e-05,4.05
1.1330417286753984e-05,4.0600000000000005
1.1358332169467095e-05,4.07
1.1386247088792748e-05,4.08
1.1414162044730942e-05,4.09
1.1442077037281678e-05,4.1
1.1469992066444956e-05,4.11
1.1497907132220774e-05,4.12
1.1525822234609132e-05,4.13
1.1553737373610031e-05,4.14
1.1581652549223475e-05,4.15
1.1609567761449456e-05,4.16
1.1637483010287978e-05,4.17
1.1665398295739041e-05,4.18
1.1693313617802648e-05,4.19
1.1721228976478794e-05,4.2
1.174914437176748e-05,4.21
1.1777059803668707e-05,4.22
1.1804975272182479e-05,4.23
1.1832890777308789e-05,4.24
1.1860806319047638e-05,4.25
1.1888721897399028e-05,4.26
1.1916637512362964e-05,4.2700000000000005
1.1944553163939438e-05,4.28
1.1972468852128454e-05,4.29
1.2000384576930008e-05,4.3
1.2028300338344107e-05,4.3100000000000005
1.2056216136370745e-05,4.32
1.2084131971009922e-05,4.33
1.2112047842261643e-05,4.34
1.2139963750125904e-05,4.3500000000000005
1.2167879694602707e-05,4.36
1.2195795675692049e-05,4.37
1.2223711693393933e-05,4.38
1.2251627747708358e-05,4.39
1.2279543838635326e-05,4.4
1.2307459966174833e-05,4.41
1.2335376130326881e-05,4.42
1.236329233109147e-05,4.43
1.2391208568468601e-05,4.44
1.2419124842458271e-05,4.45
1.2447041153060483e-05,4.46
1.2474957500275237e-05,4.47
1.2502873884102534e-05,4.48
1.253079030454237e-05,4.49
1.2558706761594745e-05,4.5
1.2586623255259662e-05,4.51
1.2614539785537123e-05,4.5200000000000005
1.2642456352427122e-05,4.53
1.2670372955929661e-05,4.54
1.2698289596044742e-05,4.55
1.2726206272772368e-05,4.5600000000000005
1.2754122986112529e-05,4.57
1.2782039736065233e-05,4.58
1.280995652263048e-05,4.59
1.2837873345808267e-05,4.6000000000000005
1.2865790205598594e-05,4.61
1.2893707102001462e-05,4.62
1.2921624035016871e-05,4.63
1.2949541004644821e-05,4.64
1.2977458010885316e-05,4.65
1.3005375053738348e-05,4.66
1.3033292133203921e-05,4.67
1.3061209249282034e-05,4.68
1.3089126401972693e-05,4.69
1.311704359127589e-05,4.7
1.3144960817191625e-05,4.71
1.3172878079719905e-05,4.72
1.3200795378860726e-05,4.73
1.3228712714614086e-05,4.74
1.3256630086979987e-05,4.75
1.3284547495958431e-05,4.76
1.3312464941549417e-05,4.7700000000000005
1.334038242375294e-05,4.78
1.3368299942569007e-05,4.79
1.3396217497997614e-05,4.8
1.3424135090038764e-05,4.8100000000000005
1.3452052718692451e-05,4.82
1.347997038395868e-05,4.83
1.350788808583745e-05,4.84
1.3535805824328765e-05,4.8500000000000005
1.3563723599432618e-05,4.86
1.3591641411149011e-05,4.87
1.3619559259477946e-05,4.88
1.364747714441942e-05,4.89
1.367539506597344e-05,4.9
1.3703313024139999e-05,4.91
1.3731231018919097e-05,4.92
1.3759149050310736e-05,4.93
1.378706711831492e-05,4.94
1.3814985222931641e-05,4.95
1.3842903364160905e-05,4.96
1.3870821542002709e-05,4.97
1.3898739756457054e-05,4.98
1.3926658007523941e-05,4.99
1.3954576295203367e-05,5.0
1.3982494619495336e-05,5.01
1.4010412980399847e-05,5.0200000000000005
1.4038331377916898e-05,5.03
1.4066249812046487e-05,5.04
1.409416828278862e-05,5.05
1.4122086790143294e-05,5.0600000000000005
1.4150005334110508e-05,5.07
1.4177923914690264e-05,5.08
1.4205842531882559e-05,5.09
1.4233761185687399e-05,5.1000000000000005
1.4261679876104777e-05,5.11
1.4289598603134697e-05,5.12
1.4317517366777156e-05,5.13
1.4345436167032158e-05,5.14
1.4373355003899701e-05,5.15
1.4401273877379785e-05,5.16
1.4429192787472408e-05,5.17
1.4457111734177575e-05,5.18
1.4485030717495284e-05,5.19
1.451294973742553e-05,5.2
1.4540868793968318e-05,5.21
1.4568787887123646e-05,5.22
1.459670701689152e-05,5.23
1.4624626183271931e-05,5.24
1.4652545386264883e-05,5.25
1.4680464625870376e-05,5.26
1.4708383902088413e-05,5.2700000000000005
1.4736303214918989e-05,5.28
1.4764222564362105e-05,5.29
1.4792141950417763e-05,5.3
1.4820061373085964e-05,5.3100000000000005
1.4847980832366703e-05,5.32
1.4875900328259983e-05,5.33
1.4903819860765804e-05,5.34
1.493173942988417e-05,5.3500000000000005
1.4959659035615072e-05,5.36
1.4987578677958517e-05,5.37
1.5015498356914503e-05,5.38
1.504341807248303e-05,5.39
1.5071337824664098e-05,5.4
1.5099257613457709e-05,5.41
1.5127177438863857e-05,5.42
1.5155097300882547e-05,5.43
1.5183017199513783e-05,5.44
1.5210937134757555e-05,5.45
1.5238857106613868e-05,5.46
1.5266777115082722e-05,5.47
1.529469716016412e-05,5.48
1.532261724185806e-05,5.49
1.5350537360164534e-05,5.5
1.5378457515083555e-05,5.51
1.5406377706615118e-05,5.5200000000000005
1.543429793475922e-05,5.53
1.5462218199515858e-05,5.54
1.5490138500885042e-05,5.55
1.551805883886677e-05,5.5600000000000005
1.5545979213461033e-05,5.57
1.557389962466784e-05,5.58
1.5601820072487187e-05,5.59
1.5629740556919077e-05,5.6000000000000005
1.5657661077963505e-05,5.61
1.5685581635620475e-05,5.62
1.5713502229889987e-05,5.63
1.5741422860772037e-05,5.64
1.5769343528266632e-05,5.65
1.579726423237377e-05,5.66
1.5825184973093444e-05,5.67
1.5853105750425658e-05,5.68
1.588102656437042e-05,5.69
1.5908947414927717e-05,5.7
1.5936868302097556e-05,5.71
1.5964789225879936e-05,5.72
1.599271018627486e-05,5.73
1.6020631183282323e-05,5.74
1.6048552216902325e-05,5.75
1.607647328713487e-05,5.76
1.6104394393979955e-05,5.7700000000000005
1.6132315537437583e-05,5.78
1.616023671750775e-05,5.79
1.6188157934190457e-05,5.8
1.621607918748571e-05,5.8100000000000005
1.62440004773935e-05,5.82
1.627192180391383e-05,5.83
1.6299843167046702e-05,5.84
1.6327764566792118e-05,5.8500000000000005
1.6355686003150073e-05,5.86
1.638360747612057e-05,5.87
1.6411528985703605e-05,5.88
1.643945053189918e-05,5.89
1.6467372114707303e-05,5.9
1.6495293734127964e-05,5.91
1.6523215390161162e-05,5.92
1.6551137082806906e-05,5.93
1.657905881206519e-05,5.94
1.6606980577936012e-05,5.95
1.6634902380419377e-05,5.96
1.6662824219515285e-05,5.97
1.6690746095223734e-05,5.98
1.671866800754472e-05,5.99
1.674658995647825e-05,6.0
1.6774511942024318e-05,6.01
1.680243396418293e-05,6.0200000000000005
1.6830356022954085e-05,6.03
1.6858278118337774e-05,6.04
1.688620025033401e-05,6.05
1.691412241894279e-05,6.0600000000000005
1.6942044624164103e-05,6.07
1.696996686599796e-05,6.08
1.6997889144444358e-05,6.09
1.7025811459503298e-05,6.1000000000000005
1.705373381117478e-05,6.11
1.70816561994588e-05,6.12
1.710957862435536e-05,6.13
1.7137501085864468e-05,6.140000000000001
1.716542358398611e-05,6.15
1.7193346118720296e-05,6.16
1.7221268690067022e-05,6.17
1.724919129802629e-05,6.18
1.7277113942598098e-05,6.19
1.7305036623782448e-05,6.2
1.7332959342296517e-05,6.21
1.736088210162453e-05,6.22
1.738880489758278e-05,6.23
1.741672773017127e-05,6.24
1.7444650599389996e-05,6.25
1.7472573505238957e-05,6.26
1.750049644771816e-05,6.2700000000000005
1.7528419426827595e-05,6.28
1.7556342442567273e-05,6.29
1.7584265494937185e-05,6.3
1.761218858393734e-05,6.3100000000000005
1.7640111709567724e-05,6.32
1.7668034871828353e-05,6.33
1.7695958070719218e-05,6.34
1.772388130624032e-05,6.3500000000000005
1.7751804578391663e-05,6.36
1.7779727887173238e-05,6.37
1.7807651232585054e-05,6.38
1.7835574614627108e-05,6.390000000000001
1.78634980332994e-05,6.4
1.789142148860193e-05,6.41
1.7919344980534694e-05,6.42
1.7947268509097697e-05,6.43
1.797519207429094e-05,6.44
1.800311567611442e-05,6.45
1.803103931456814e-05,6.46
1.8058962989652086e-05,6.47
1.8086886701366285e-05,6.48
1.8114810449710716e-05,6.49
1.814273423468538e-05,6.5
1.8170658056290283e-05,6.51
1.8198581914525434e-05,6.5200000000000005
1.822650580939081e-05,6.53
1.825442974088643e-05,6.54
1.8282353709012287e-05,6.55
1.8310277713768383e-05,6.5600000000000005
1.833820175515471e-05,6.57
1.8366125833171282e-05,6.58
1.839404994781809e-05,6.59
1.8421974099095133e-05,6.6000000000000005
1.844989828700242e-05,6.61
1.8477822511539936e-05,6.62
1.8505746772707694e-05,6.63
1.853367107050569e-05,6.640000000000001
1.8561595404933924e-05,6.65
1.8589519775992393e-05,6.66
1.8617444183681103e-05,6.67
1.8645368628000048e-05,6.68
1.8673293108949234e-05,6.69
1.8701217626528654e-05,6.7
1.872914218073831e-05,6.71
1.875706677157821e-05,6.72
1.8784991399048347e-05,6.73
1.881291606314872e-05,6.74
1.8840840763879327e-05,6.75
1.8868765501240175e-05,6.76
1.889669027523126e-05,6.7700000000000005
1.8924615085852586e-05,6.78
1.8952539933104145e-05,6.79
1.8980464816985945e-05,6.8
1.9008389737497983e-05,6.8100000000000005
1.9036314694640256e-05,6.82
1.9064239688412766e-05,6.83
1.9092164718815515e-05,6.84
1.91200897858485e-05,6.8500000000000005
1.914801488951173e-05,6.86
1.917594002980519e-05,6.87
1.920386520672889e-05,6.88
1.9231790420282827e-05,6.890000000000001
1.9259715670467004e-05,6.9
1.9287640957281418e-05,6.91
1.9315566280726067e-05,6.92
1.9343491640800954e-05,6.93
1.9371417037506086e-05,6.94
1.939934247084145e-05,6.95
1.942726794080705e-05,6.96
1.9455193447402885e-05,6.97
1.9483118990628965e-05,6.98
1.951104457048528e-05,6.99
1.9538970186971832e-05,7.0
1.9566895840088622e-05,7.01
1.959482152983565e-05,7.0200000000000005
1.9622747256212914e-05,7.03
1.965067301922042e-05,7.04
1.9678598818858158e-05,7.05
1.9706524655126138e-05,7.0600000000000005
1.9734450528024356e-05,7.07
1.9762376437552806e-05,7.08
1.97903023837115e-05,7.09
1.981822836650043e-05,7.1000000000000005
1.9846154385919596e-05,7.11
1.9874080441969e-05,7.12
1.9902006534648643e-05,7.13
1.9929932663958527e-05,7.140000000000001
1.9957858829898642e-05,7.15
1.9985785032468995e-05,7.16
2.001371127166959e-05,7.17
2.004163754750042e-05,7.18
2.006956385996149e-05,7.19
2.0097490209052795e-05,7.2
2.0125416594774338e-05,7.21
2.015334301712612e-05,7.22
2.018126947610814e-05,7.23
2.0209195971720398e-05,7.24
2.0237122503962892e-05,7.25
2.0265049072835625e-05,7.26
2.0292975678338596e-05,7.2700000000000005
2.0320902320471805e-05,7.28
2.0348828999235248e-05,7.29
2.0376755714628933e-05,7.3
2.0404682466652855e-05,7.3100000000000005
2.0432609255307012e-05,7.32
2.0460536080591407e-05,7.33
2.048846294250604e-05,7.34
2.0516389841050915e-05,7.3500000000000005
2.0544316776226024e-05,7.36
2.057224374803137e-05,7.37
2.0600170756466956e-05,7.38
2.062809780153278e-05,7.390000000000001
2.065602488322884e-05,7.4
2.0683952001555135e-05,7.41
2.0711879156511668e-05,7.42
2.0739806348098443e-05,7.43
2.0767733576315455e-05,7.44
2.0795660841162703e-05,7.45
2.0823588142640188e-05,7.46
2.085151548074791e-05,7.47
2.0879442855485876e-05,7.48
2.090737026685407e-05,7.49
2.093529771485251e-05,7.5
2.0963225199481183e-05,7.51
2.09911527207401e-05,7.5200000000000005
2.1019080278629247e-05,7.53
2.1047007873148636e-05,7.54
2.1074935504298263e-05,7.55
2.1102863172078128e-05,7.5600000000000005
2.1130790876488227e-05,7.57
2.1158718617528564e-05,7.58
2.1186646395199143e-05,7.59
2.1214574209499956e-05,7.6000000000000005
2.1242502060431007e-05,7.61
2.1270429947992297e-05,7.62
2.1298357872183824e-05,7.63
2.132628583300559e-05,7.640000000000001
2.1354213830457592e-05,7.65
2.138214186453983e-05,7.66
2.141006993525231e-05,7.67
2.1437998042595022e-05,7.68
2.1465926186567977e-05,7.69
2.1493854367171166e-05,7.7
2.1521782584404594e-05,7.71
2.154971083826826e-05,7.72
2.1577639128762166e-05,7.73
2.160556745588631e-05,7.74
2.1633495819640686e-05,7.75
2.1661424220025303e-05,7.76
2.168935265704016e-05,7.7700000000000005
2.1717281130685252e-05,7.78
2.174520964096058e-05,7.79
2.177313818786615e-05,7.8
2.1801066771401955e-05,7.8100000000000005
2.1828995391568e-05,7.82
2.185692404836428e-05,7.83
2.1884852741790797e-05,7.84
2.1912781471847556e-05,7.8500000000000005
2.1940710238534546e-05,7.86
2.196863904185178e-05,7.87
2.1996567881799247e-05,7.88
2.2024496758376958e-05,7.890000000000001
2.20524256715849e-05,7.9
2.2080354621423083e-05,7.91
2.2108283607891504e-05,7.92
2.213621263099016e-05,7.930000000000001
2.2164141690719057e-05,7.94
2.219207078707819e-05,7.95
2.221999992006756e-05,7.96
2.224792908968717e-05,7.97
2.2275858295937015e-05,7.98
2.2303787538817098e-05,7.99
2.233171681832742e-05,8.0
2.235964613446798e-05,8.01
2.2387575487238776e-05,8.02
2.2415504876639808e-05,8.03
2.2443434302671085e-05,8.040000000000001
2.2471363765332596e-05,8.05
2.2499293264624345e-05,8.06
2.2527222800546326e-05,8.07
2.255515237309855e-05,8.08
2.258308198228101e-05,8.09
2.261101162809371e-05,8.1
2.2638941310536644e-05,8.11
2.2666871029609824e-05,8.120000000000001
2.2694800785313233e-05,8.13
2.2722730577646882e-05,8.14
2.275066040661077e-05,8.15
2.277859027220489e-05,8.16
2.2806520174429255e-05,8.17
2.2834450113283856e-05,8.18
2.2862380088768692e-05,8.19
2.2890310100883766e-05,8.2
2.2918240149629085e-05,8.21
2.2946170235004634e-05,8.22
2.2974100357010422e-05,8.23
2.3002030515646448e-05,8.24
2.302996071091271e-05,8.25
2.3057890942809213e-05,8.26
2.308582121133595e-05,8.27
2.3113751516492927e-05,8.28
2.3141681858280146e-05,8.290000000000001
2.31696122366976e-05,8.3
2.3197542651745287e-05,8.31
2.3225473103423217e-05,8.32
2.325340359173138e-05,8.33
2.328133411666978e-05,8.34
2.3309264678238423e-05,8.35
2.33371952764373e-05,8.36
2.3365125911266423e-05,8.370000000000001
2.3393056582725773e-05,8.38
2.3420987290815365e-05,8.39
2.3448918035535195e-05,8.4
2.347684881688526e-05,8.41
2.3504779634865565e-05,8.42
2.3532710489476108e-05,8.43
2.3560641380716886e-05,8.44
2.3588572308587902e-05,8.45
2.3616503273089163e-05,8.46
2.3644434274220655e-05,8.47
2.3672365311982385e-05,8.48
2.3700296386374353e-05,8.49
2.372822749739656e-05,8.5
2.3756158645049003e-05,8.51
2.3784089829331685e-05,8.52
2.38120210502446e-05,8.53
2.3839952307787762e-05,8.540000000000001
2.3867883601961158e-05,8.55
2.389581493276479e-05,8.56
2.392374630019866e-05,8.57
2.3951677704262766e-05,8.58
2.397960914495711e-05,8.59
2.4007540622281692e-05,8.6
2.4035472136236516e-05,8.61
2.4063403686821577e-05,8.620000000000001
2.4091335274036873e-05,8.63
2.4119266897882407e-05,8.64
