data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_Cm,data_set_value_component_K_current_variable_i_K,data_set_value_component_K_current_variable_V_K,data_set_value_component_K_current_variable_g_K,data_set_value_component_K_channel_n_gate_variable_n,data_set_value_component_K_channel_n_gate_variable_n_infinity,data_set_value_component_K_channel_n_gate_variable_tau_n,data_set_value_component_K_channel_n_gate_variable_Vn,data_set_value_component_K_channel_n_gate_variable_Sn,data_set_value_component_K_channel_n_gate_variable_lambda_n,data_set_value_component_K_ATP_current_variable_i_K_ATP,data_set_value_component_K_ATP_current_variable_g_K_ATP,data_set_value_component_fast_Ca_current_variable_i_Ca_f,data_set_value_component_fast_Ca_current_variable_V_Ca,data_set_value_component_fast_Ca_current_variable_g_Ca_f,data_set_value_component_fast_Ca_channel_m_gate_variable_m_f_infinity,data_set_value_component_fast_Ca_channel_m_gate_variable_Vm_f,data_set_value_component_fast_Ca_channel_m_gate_variable_Sm_f,data_set_value_component_slow_Ca_current_variable_i_Ca_s,data_set_value_component_slow_Ca_current_variable_g_Ca_s,data_set_value_component_slow_Ca_channel_m_gate_variable_m_s_infinity,data_set_value_component_slow_Ca_channel_m_gate_variable_Vm_s,data_set_value_component_slow_Ca_channel_m_gate_variable_Sm_s,data_set_value_component_slow_Ca_channel_j_gate_variable_jm,data_set_value_component_slow_Ca_channel_j_gate_variable_jm_infinity,data_set_value_component_slow_Ca_channel_j_gate_variable_Vj,data_set_value_component_slow_Ca_channel_j_gate_variable_tau_j,data_set_value_component_slow_Ca_channel_j_gate_variable_Sj,data_set_value_component_Ca_current_total_variable_i_Ca,data_set_value_component_K_Ca_current_variable_i_K_Ca,data_set_value_component_K_Ca_current_variable_g_K_Ca,data_set_value_component_K_Ca_current_variable_kdkca,data_set_value_component_CRAC_current_variable_i_CRAC,data_set_value_component_CRAC_current_variable_g_CRAC,data_set_value_component_CRAC_current_variable_V_CRAC,data_set_value_component_CRAC_r_gate_variable_r_infinity,data_set_value_component_CRAC_r_gate_variable_Ca_er_bar,data_set_value_component_CRAC_r_gate_variable_sloper,data_set_value_component_leak_current_variable_i_leak,data_set_value_component_leak_current_variable_g_leak,data_set_value_component_ER_parameters_variable_J_er_p,data_set_value_component_ER_parameters_variable_IP3,data_set_value_component_ER_parameters_variable_kerp,data_set_value_component_ER_parameters_variable_verp,data_set_value_component_ER_parameters_variable_dact,data_set_value_component_ER_parameters_variable_dinh,data_set_value_component_ER_parameters_variable_dip3,data_set_value_component_ER_parameters_variable_a_infinity,data_set_value_component_ER_parameters_variable_b_infinity,data_set_value_component_ER_parameters_variable_h_infinity,data_set_value_component_ER_parameters_variable_O,data_set_value_component_Ca_equations_variable_Ca_er,data_set_value_component_Ca_equations_variable_Ca_i,data_set_value_component_Ca_equations_variable_J_er_tot,data_set_value_component_Ca_equations_variable_J_er_IP3,data_set_value_component_Ca_equations_variable_J_er_leak,data_set_value_component_Ca_equations_variable_perl,data_set_value_component_Ca_equations_variable_lambda_er,data_set_value_component_Ca_equations_variable_sigma_er,data_set_value_component_Ca_membrane_flux_variable_kmp,data_set_value_component_Ca_membrane_flux_variable_vmp,data_set_value_component_Ca_membrane_flux_variable_gamma,data_set_value_component_Ca_membrane_flux_variable_J_mem_tot,data_set_value_component_Ca_membrane_flux_variable_Jmp,data_set_value_component_Ca_membrane_flux_variable_f
0.0,-61.0,6158.0,17.55,-70.0,3900.0,0.0005,0.00046795672563293525,9.085746273363997,-15.0,6.0,1.85,1350.0,150.0,-548.7020358915785,100.0,810.0,0.00420751503635901,-20.0,7.5,-793.8813162702453,510.0,0.01098694263059318,-16.0,10.0,0.12,0.01798620996209155,-53.0,8145.055720851992,2.0,-1342.5833521618238,3.454894433781189,1200.0,0.55,-5.814899403597213,75.0,0.0,0.001271016263081358,40.0,3.0,-0.0,0.0,0.14376237623762375,0.0,0.09,0.24,0.35,0.4,0.2,0.2391304347826087,0.0,0.7843137254901962,0.0,60.0,0.11,0.035907623762376245,0.0,0.17967,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3489808977864777e-05,0.0071916790490341755,0.01
0.1,-61.000366612104244,6158.0,17.526915692916592,-70.0,3900.0,0.0004993626688111649,0.0004679281467855933,9.085746533145718,-15.0,6.0,1.85,1349.9450081843634,150.0,-548.6765773346028,100.0,810.0,0.004207310236557066,-20.0,7.5,-793.8554695677636,510.0,0.010986544268600613,-16.0,10.0,0.11999874739537919,0.017982972567198163,-53.0,8144.468613976153,2.0,-1342.5320469023663,3.456638830073174,1200.0,0.55,-5.8149621439529255,75.0,0.0,0.0012710223379322158,40.0,3.0,-0.0,0.0,0.1437749589511272,0.0,0.09,0.24,0.35,0.4,0.2,0.2391502926331858,0.0,0.7842952625608451,0.0,59.99998564321895,0.11001200580242985,0.03589496196112235,0.0,0.17966992091224956,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3505947346848513e-05,0.007193107827861687,0.01
0.2,-61.000732818420815,6158.0,17.504265578332777,-70.0,3900.0,0.000498737634371017,0.0004678996013126297,9.08574679262407,-15.0,6.0,1.85,1349.8900772368777,150.0,-548.6511481275804,100.0,810.0,0.004207105673349486,-20.0,7.5,-793.829653652756,510.0,0.010986146361797922,-16.0,10.0,0.11999749467399484,0.017979739326733246,-53.0,8143.88220479489,2.0,-1342.4808017803364,3.4583829817249994,1200.0,0.55,-5.815024836100933,75.0,0.0,0.0012710284106280834,40.0,3.0,-0.0,0.0,0.1437875326155889,0.0,0.09,0.24,0.35,0.4,0.2,0.23917013819011254,0.0,0.7842768109671776,0.0,59.99997129159931,0.11002400479840303,0.03588230924481381,0.0,0.17966984186040272,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3522076444135116e-05,0.007194535896435185,0.01
0.30000000000000004,-61.00109875954851,6158.0,17.481899797845475,-70.0,3900.0,0.0004981206360565718,0.00046787107824959687,9.08574705189871,-15.0,6.0,1.85,1349.8351860677233,150.0,-548.625738504122,100.0,810.0,0.004206901268169942,-20.0,7.5,-793.803858140865,510.0,0.010985748757375756,-16.0,10.0,0.1199962418763036,0.01797650899768255,-53.0,8143.296268031904,2.0,-1342.429596644987,3.4601272045043387,1200.0,0.55,-5.81508749690535,75.0,0.0,0.0012710344819256475,40.0,3.0,-0.0,0.0,0.14380009970518762,0.0,0.09,0.24,0.35,0.4,0.2,0.23918997535544076,0.0,0.7842583670813708,0.0,59.99995694335274,0.11003599934624353,0.035869663126831874,0.0,0.1796697628320195,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3538199801783588e-05,0.007195963535276827,0.01
0.4,-61.001464404726484,6158.0,17.459850106213857,-70.0,3900.0,0.000497512578043301,0.00046784257999002687,9.08574731094789,-15.0,6.0,1.85,1349.7803392910275,150.0,-548.6003505974091,100.0,810.0,0.004206697038177429,-20.0,7.5,-793.7780853027532,510.0,0.010985351488723335,-16.0,10.0,0.11999498899197832,0.017973281850178213,-53.0,8142.710852828134,2.0,-1342.3784359001625,3.461871414660557,1200.0,0.55,-5.8151501225457665,75.0,0.0,0.0012710405516309104,40.0,3.0,-0.0,0.0,0.14381265958878828,0.0,0.09,0.24,0.35,0.4,0.2,0.23920980313030865,0.0,0.7842399318322565,0.0,59.99994259893767,0.11004798884119721,0.03585702424150117,0.0,0.17966968383028945,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.35543165398108e-05,0.007197390672272966,0.01
0.5,-61.001829632559684,6158.0,17.438241918574047,-70.0,3900.0,0.0004969170285845125,0.00046781411599022675,9.08574756968565,-15.0,6.0,1.85,1349.7255551160474,150.0,-548.5749928328191,100.0,810.0,0.004206493051147411,-20.0,7.5,-793.7523441044904,510.0,0.010984954687692729,-16.0,10.0,0.11999373598026371,0.017970058953880597,-53.0,8142.126153400485,2.0,-1342.3273369373096,3.4636152829182647,1200.0,0.55,-5.815212697946866,75.0,0.0,0.0012710466189783485,40.0,3.0,-0.0,0.0,0.14382520976943808,0.0,0.09,0.24,0.35,0.4,0.2,0.2392296175695236,0.0,0.7842215088881137,0.0,59.99992826016317,0.11005997089665229,0.03584439509836149,0.0,0.17966960486779956,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.357042318836311e-05,0.007198817023169187,0.01
0.6000000000000001,-61.00219452025687,6158.0,17.41699539072255,-70.0,3900.0,0.0004963317182268,0.0004677856802274472,9.085747828166731,-15.0,6.0,1.85,1349.6708219614693,150.0,-548.5496598460754,100.0,810.0,0.004206289263926146,-20.0,7.5,-793.7266288394078,510.0,0.010984558270356016,-16.0,10.0,0.11999248286708064,0.01796683962561163,-53.0,8141.542045993372,2.0,-1342.2762886854832,3.4653590174497437,1200.0,0.55,-5.8152752326954555,75.0,0.0,0.0012710526844547949,40.0,3.0,-0.0,0.0,0.14383775184042855,0.0,0.09,0.24,0.35,0.4,0.2,0.23924942118503212,0.0,0.784203095913572,0.0,59.99991392587866,0.1100719470305235,0.03583177409611585,0.0,0.1796695259365444,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3586521951891655e-05,0.007200242768477703,0.01
0.7000000000000001,-61.00255906781805,6158.0,17.396110476617448,-70.0,3900.0,0.0004957566469701636,0.00046775727269675175,9.085748086391186,-15.0,6.0,1.85,1349.6161398272927,150.0,-548.5243516338761,100.0,810.0,0.0042060856764856635,-20.0,7.5,-793.7009395050854,510.0,0.010984162236673175,-16.0,10.0,0.1199912296524291,0.01796362386369177,-53.0,8140.958530471248,2.0,-1342.2252911389614,3.4671026175336785,1200.0,0.55,-5.8153377267908235,75.0,0.0,0.001271058748060229,40.0,3.0,-0.0,0.0,0.14385028580480008,0.0,0.09,0.24,0.35,0.4,0.2,0.23926921397844406,0.0,0.7841846929072877,0.0,59.99989959608411,0.11008391724281086,0.03581916123172382,0.0,0.1796694470365239,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3602612828980574e-05,0.007201667908036291,0.01
0.8,-61.002923257874954,6158.0,17.375594840173797,-70.0,3900.0,0.0004951920335846091,0.0004677288947465156,9.085748344346754,-15.0,6.0,1.85,1349.5615113187569,150.0,-548.4990693986084,100.0,810.0,0.004205882298496915,-20.0,7.5,-793.6752773958812,510.0,0.01098376660547151,-16.0,10.0,0.11998997631517135,0.017960411819613054,-53.0,8140.375634495944,2.0,-1342.1743467944896,3.468845890559944,1200.0,0.55,-5.8154001767290655,75.0,0.0,0.001271064809390829,40.0,3.0,-0.0,0.0,0.143862810345542,0.0,0.09,0.24,0.35,0.4,0.2,0.2392889938665232,0.0,0.7841663018063871,0.0,59.999885271733795,0.11009588027255107,0.035806557828841734,0.0,0.17966936817438373,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3618694226527322e-05,0.007203092291540456,0.01
0.9,-61.00328709734577,6158.0,17.3554453635846,-70.0,3900.0,0.0004946377909289558,0.0004677005458325462,9.08574860203838,-15.0,6.0,1.85,1349.5069353981346,150.0,-548.4738126565819,100.0,810.0,0.0042056791260674875,-20.0,7.5,-793.6496419927347,510.0,0.010983371369194025,-16.0,10.0,0.11998872286372701,0.01795720343061946,-53.0,8139.793346854052,2.0,-1342.1234546493165,3.470588912047039,1200.0,0.55,-5.815462583904753,75.0,0.0,0.0012710708686074026,40.0,3.0,-0.0,0.0,0.1438753259920183,0.0,0.09,0.24,0.35,0.4,0.2,0.23930876168160167,0.0,0.7841479218371546,0.0,59.99987095244761,0.11010783662201513,0.03579396335545848,0.0,0.17966928934747678,0.003,250.0,1.0,0.35,0.08,3.607e-06,-2.3634766776861797e-05,0.0072045159786062645,0.01
