E,Ep,R,S,Time
0.9999999999999991,8.881784197001252e-16,0.0,0.0,0.0
0.9997980009802654,0.0002019990197346111,0.009998992239318865,0.0,0.01
0.9995877181814201,0.0004122818185798849,0.019995921378494114,0.0,0.02
0.99936863323323,0.0006313667667700029,0.02999070755363735,0.0,0.03
0.9991401838944791,0.0008598161055208831,0.039983258341394275,0.0,0.04
0.9989017591822923,0.0010982408177077074,0.04997347411594753,0.0,0.05
0.9986526939807726,0.00134730601922739,0.05996124780362696,0.0,0.06
0.9983922628350522,0.0016077371649477756,0.06994646774531288,0.0,0.07
0.9981196737944361,0.001880326205563887,0.0799289875391805,0.0,0.08
0.9978340582752925,0.0021659417247075208,0.08990870605525718,0.0,0.09
0.9975344630059049,0.00246553699409513,0.09988552054306879,0.0,0.1
0.9972198413980167,0.002780158601983329,0.10985926637369559,0.0,0.11
0.9968890392165257,0.0031109607834742814,0.11982979455098344,0.0,0.12
0.9965407812927711,0.0034592187072288727,0.12979694615335613,0.0,0.13
0.9961736563012281,0.0038263436987718835,0.13976052495822178,0.0,0.14
0.9957860964599256,0.0042139035400744485,0.14972033842551263,0.0,0.15
0.9953763565340583,0.004623643465941685,0.15967616706821092,0.0,0.16
0.9949424873022646,0.005057512697735356,0.16962778022553482,0.0,0.17
0.9944823061624605,0.005517693837539528,0.17957490890386327,0.0,0.18
0.9939933593845806,0.006006640615419445,0.1895172805129196,0.0,0.19
0.9934728792823604,0.006527120717639612,0.1994546076579282,0.0,0.2
0.9929177342313781,0.00708226576862192,0.20938655579368232,0.0,0.21
0.9923243692686938,0.007675630731306171,0.2193127042153813,0.0,0.22
0.9916887214586371,0.008311278541362932,0.22923270678919405,0.0,0.23
0.9910061352578582,0.00899386474214181,0.2391461598271658,0.0,0.24
0.9902712621089013,0.009728737891098738,0.24905245095295372,0.0,0.25
0.9894779021911689,0.010522097808831066,0.2589510537548731,0.0,0.26
0.9886188369597357,0.011381163040264264,0.26884142994400945,0.0,0.27
0.987685620682594,0.012314379317405977,0.27872293196817377,0.0,0.28
0.9866683237699815,0.013331676230018519,0.28859466011984763,0.0,0.29
0.985555152086721,0.014444847913279046,0.2984558047146175,0.0,0.3
0.9843320411765272,0.015667958823472827,0.30830523853869557,0.0,0.31
0.9829820374382573,0.017017962561742705,0.3181418361532244,0.0,0.32
0.9814845637021689,0.018515436297831145,0.3279641831809562,0.0,0.33
0.979814383826169,0.020185616173830967,0.33777065791377425,0.0,0.34
0.9779402026042916,0.022059797395708403,0.34755945605932453,0.0,0.35000000000000003
0.9758228380639918,0.024177161936008162,0.35732814471508945,0.0,0.36
0.97341238975589,0.02658761024411005,0.36707437653334357,0.0,0.37
0.9706446570741902,0.02935534292580977,0.37679476441913484,0.0,0.38
0.9674354563479738,0.03256454365202621,0.3864854138594562,0.0,0.39
0.9636724871084036,0.036327512891596414,0.3961413002087616,0.0,0.4
0.9592027547209122,0.04079724527908779,0.4057559575743459,0.0,0.41000000000000003
0.9538124566388665,0.04618754336113351,0.41532145669029497,0.0,0.42
0.9471947869071239,0.05280521309287611,0.4248270247210649,0.0,0.43
0.938894172311124,0.06110582768887596,0.4342587473808037,0.0,0.44
0.9282095488833451,0.07179045111665494,0.443596284647642,0.0,0.45
0.9140126460610373,0.08598735393896273,0.45281028194344947,0.0,0.46
0.8943933190975616,0.10560668090243841,0.46185671697845226,0.0,0.47000000000000003
0.8659334807854856,0.1340665192145144,0.4706671303915893,0.0,0.48
0.8222649313016407,0.1777350686983593,0.4791235872862286,0.0,0.49
0.7518831820772077,0.24811681792279228,0.4870212610294102,0.0,0.5
0.6413174739304255,0.3586825260695745,0.49402317915531213,0.0,0.51
0.5061149540253491,0.4938850459746509,0.49976022022025635,0.0,0.52
0.39684100971633884,0.6031589902836612,0.504239527300722,0.0,0.53
0.32563689279213565,0.6743631072078644,0.5078241002811041,0.0,0.54
0.27906739362599836,0.7209326063740016,0.5108311204086406,0.0,0.55
0.24671180218902392,0.7532881978109761,0.5134504396724391,0.0,0.56
0.2229138509829508,0.7770861490170492,0.5157926675188631,0.0,0.5700000000000001
0.20460035256459638,0.7953996474354036,0.517926361898217,0.0,0.58
0.19000459663325,0.80999540336675,0.5198966393827265,0.0,0.59
0.17804636140935612,0.8219536385906439,0.5217350733128413,0.0,0.6
0.16803239997536565,0.8319676000246343,0.523464283039535,0.0,0.61
0.15949718485636355,0.8405028151436365,0.5251010523392297,0.0,0.62
0.15211566091578363,0.8478843390842163,0.5266582851978013,0.0,0.63
0.1456525016802588,0.8543474983197412,0.5281464121847677,0.0,0.64
0.13993391287666432,0.8600660871233357,0.5295737910225183,0.0,0.65
