Time,GlcX,Glc,ATP,G6P,ADP,F6P,FBP,GAP,DHAP,NAD,BPG,NADH,PEP,Pyr,ACA,EtOH,EtOHX,Glyc,GlycX,ACAX,CNX,AMP,P,CNX0,GlcX0,extracellular,cytosol,vinGlc,vGlcTrans,vHK,vPGI,vPFK,vALD,vTIM,vGAPDH,vlpPEP,vPK,vPDC,vADH,vdifEtOH,voutEtOH,vlpGlyc,vdifGlyc,voutGlyc,vdifACA,voutACA,vlacto,vinCN,vstorage,vconsum,vAK
0.0,6.7,0.573074,2.1,4.2,1.5,0.49,4.64,0.115,2.95,0.65,0.00027,0.33,0.04,8.7,1.48153,19.2379,16.4514,4.196,1.68478,1.28836,5.20358,0.33,0.0,5.6,24.0,1.0,1.0,0.8304,1.9695319847391832,47.99372673525548,28.066501414522463,28.066524985487398,28.06649498364345,23.295108176655596,51.36170878219157,51.36165,51.36167664670659,51.36170666666666,46.59035012203961,0.7896657627118644,0.7896672,4.771300667689254,0.08086979661016948,0.08086944,0.08086947457627122,0.06184128,0.01902806846874646,0.01902816,19.927202400000002,6.7359599999999995,0.0004500000000007276
0.01,6.690759450604375,1.1240589171113,2.0967255275721586,4.203824693660997,1.5020716448761489,0.49019168285500786,4.640306908298224,0.11499786898714634,2.950057782746591,0.6499251577162647,0.00026940820486120277,0.3300748422837353,0.040010589202161724,8.700073848228914,1.4815236335973998,19.23790768493247,16.45139999124906,4.196002105865603,1.6847800037053644,1.2883599956202705,5.203580000915113,0.33120282755169184,0.0,5.6,24.0,1.0,1.0,0.83084354637099,1.5825513991933808,48.669429000343484,28.201673398985974,28.170505666971504,28.084600698317843,23.297423150016378,51.381548986351845,51.38164059514389,51.38022057993598,51.36172119900363,46.59274214251731,0.7896679430235023,0.7896671995799548,4.772061223328573,0.08086986430685515,0.0808694401778575,0.08086681115313718,0.06184127978977298,0.019028068407407606,0.01902815995607456,19.914248698667052,6.725456802240456,-0.20478594541850725
0.02,6.68441926689889,1.5007249246979883,2.0905796579098794,4.209547987492737,1.5057190289065292,0.4904869973119793,4.641982848905838,0.11501573965726393,2.950359575378402,0.6496681168338241,0.0002683038300056961,0.33033188316617584,0.04002495027642386,8.700395577372186,1.4814719459055976,19.237962743723486,16.45140006004914,4.196021406782127,1.6847800103245583,1.2883598852797882,5.203580001835882,0.3337013131835914,0.0,5.6,24.0,1.0,1.0,0.8311478751888534,1.3653559523684515,48.84238099792096,28.39921327176762,28.374449121061048,28.1177173993604,23.295063838283205,51.40957139680209,51.4096975748306,51.40824820791989,51.36178450818382,46.600646894464674,0.7896835266277134,0.7896672028823587,4.7748069309147185,0.08087048564863358,0.0808694404955788,0.08084521860097446,0.06184127449342983,0.019028066781132072,0.01902815991187764,19.88290931625768,6.705743310711729,-0.28754601258088996
0.03,6.679818072960931,1.7738021931504713,2.0829166689325587,4.214676115994107,1.5102126878291766,0.4906531180682184,4.645542855819911,0.11506312451265213,2.9510613897045244,0.649252298136668,0.0002669239697845096,0.33074770186333213,0.040039855556215774,8.701014227216461,1.4813412067518816,19.23810379526573,16.451400399189854,4.196077405900288,1.684780028548902,1.2883594026180134,5.203580002795893,0.33687064323826493,0.0,5.6,24.0,1.0,1.0,0.8313687324978754,1.2267513549701619,48.916376414256995,28.6270983072925,28.619539120744022,28.160739302417994,23.28667602718395,51.4411246195904,51.44127308148485,51.43972698365154,51.36190623207299,46.612932337590905,0.7897234030913327,0.789667219161113,4.779524605846459,0.08087228842318024,0.0808694413703473,0.08079068749333126,0.06184125132566465,0.01902805965610606,0.01902815986579712,19.83416165070011,6.681163507268074,-0.3437727579018883
0.04,6.676367954039797,1.9785496574418628,2.074145050804372,4.218517782330438,1.5153163207878777,0.4906277264655546,4.651211185647367,0.11514179096594837,2.9522843209429896,0.6487008670030127,0.00026535533989178854,0.33129913299698766,0.0400560756704839,8.701963216636242,1.4811150659950008,19.238353135311883,16.451401285730203,4.196188633666467,1.6847800731896048,1.288358180410541,5.203580003876398,0.340538628407751,0.0,5.6,24.0,1.0,1.0,0.8315343382060898,1.1317245435034273,48.95317481539445,28.875476347534885,28.88837948611988,28.211605579839556,23.274010658755962,51.47616901121111,51.47633342682724,51.474629075055546,51.362092920177446,46.62864428882724,0.789793812288232,0.7896672617150498,4.786158414055872,0.08087586889671251,0.08086944351310103,0.08069652667688397,0.061841192659705974,0.019028041609009724,0.01902815981393286,19.7686383065987,6.653027664960103,-0.3882950544293067
0.05,6.673725354968075,2.1354721168735513,2.06450699064796,4.220804302110706,1.520883513902524,0.490392881942093,4.6591057934420395,0.11525207661921075,2.9541124000312875,0.6480294220753595,0.00026365059962607355,0.3319705779246409,0.04007402014690941,8.703275830262228,1.480787409576935,19.23872270396114,16.451403043007904,4.196372862307234,1.6847801648827148,1.2883558083911122,5.203580005216538,0.3446094954495169,0.0,5.6,24.0,1.0,1.0,0.8316611829615325,1.0635628183109453,48.971631572726174,29.137444546174095,29.171499021153657,28.268447798650413,23.25872977504823,51.51457087623599,51.514746734094174,51.51286022231174,51.36235107668452,46.64717673443206,0.7898980462904766,0.7896673460643794,4.794674459341591,0.08088179873062011,0.08086944791437031,0.0805603482930479,0.06184107880277338,0.019028006581040435,0.01902815974960616,19.687443334182102,6.622112623202396,-0.42463642156661763
0.06,6.671671025143574,2.257625194217502,2.054197293296536,4.221438768477056,1.526795127537624,0.4899485343200766,4.669282197627452,0.11539379660329262,2.95659819282014,0.6472503481568581,0.0002618507730034069,0.33274965184314226,0.04009382034438454,8.704983283278297,1.480357946823996,19.239217946627875,16.451406017243443,4.196647158570268,1.6847803298577138,1.2883518659606465,5.2035800070170195,0.34900757916583997,0.0,5.6,24.0,1.0,1.0,0.8317597907931085,1.0131553963204527,48.97956360529508,29.40737551848241,29.462027829486725,28.329673863165453,23.24207449491282,51.55602063984114,51.55620415538429,51.5541308706326,51.3626867750705,46.66808595854644,0.7900375501577576,0.7896674888276852,4.805028246792416,0.08089062668735345,0.08086945583317026,0.0803822067343175,0.061840889566111036,0.01902794836101298,0.019028159663183046,19.592073153668576,6.589043237977969,-0.4538237454376599
0.07,6.6700565233353135,2.3538362283519723,2.043393514045053,4.220415959909092,1.5329433622797985,0.48930410074861774,4.681748555754676,0.11556637617169109,2.959769595287804,0.6463750454855941,0.00025999160529956595,0.3336249545144064,0.04011546739599753,8.707113265602135,1.479829982669446,19.239839807281314,16.45141056221115,4.197027721189832,1.6847805996827903,1.288345941384064,5.203580009540076,0.3536631236751489,0.0,5.6,24.0,1.0,1.0,0.8318372868799051,0.9750647979504574,48.98087367276314,29.680344647014294,29.75432371258955,28.39394308222461,23.224945019592518,51.60011579582646,51.600303575724766,51.59804892050483,51.36310536755059,46.69099668969114,0.790212491145307,0.7896677069861353,4.817153048369666,0.08090287340446403,0.08086946878477394,0.08016365796184635,0.061840605186435076,0.019027860868881457,0.019028159542076338,19.4843092538467,6.554389035650912,-0.4761508945320543
0.08,6.66877704140512,2.4303321870073145,2.0322646573625094,4.2177879301486385,1.5392273553018392,0.488474699223761,4.6964731716804025,0.11576886326501332,2.9636351192119887,0.6454148207934689,0.0002581055046062812,0.3345851792065316,0.040138875822347486,8.7096892175717,1.4792092277833095,19.24058583904809,16.451417028183876,4.197529665399932,1.6847810109465398,1.2883376440424796,5.203580013107165,0.3585079873356521,0.0,5.6,24.0,1.0,1.0,0.8318987020125542,0.9458249503934009,48.977783771287235,29.9519484039987,30.04353574099785,28.46010376575873,23.208007933695605,51.64640856680887,51.64659755939334,51.64417270663924,51.363611339317636,46.71556280875807,0.7904220765703334,0.7896680173528261,4.830958514351535,0.08091902446544821,0.08086948852543391,0.07990725624404235,0.06184020691403903,0.01902773833668614,0.019028159370856074,19.3661259047692,6.518692114955985,-0.4916945636229002
0.09,6.667756272295562,2.4916433502251447,2.0209730166041644,4.213645664695148,1.5455524232684852,0.4874790267382327,4.713389900543032,0.11599994256565212,2.9681876955543247,0.644381170158309,0.00025622206300807056,0.33561882984169145,0.04016391401605381,8.71273000383931,1.4785030903095735,19.24145091226682,16.451425753417723,4.1981668188473655,1.6847816048719357,1.2883266127864197,5.203580018095165,0.363474560127351,0.0,5.6,24.0,1.0,1.0,0.831947698929813,0.9231137770560487,48.97169340903611,30.218260858368353,30.325458506015703,28.52714789156613,23.19177086444507,51.69443353235498,51.694620828719835,51.69204068899874,51.36420824220743,46.74145282408877,0.7906647568806254,0.7896684361640507,4.846332891593701,0.08093952383988672,0.08086951703385292,0.07961625414952371,0.06183967741374815,0.019027575431910006,0.019028159131432063,19.239610417479714,6.482473048059517,-0.5005035821917545
