Time,As,Bs,Asyn,Bsyn,nA,k1,k2,qA,QBs,QBsyn,TAh1,TBh1,Vs,Vsyn,t1,t2,default_compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
5.88,0.005999649963856028,1.0583661307549362e-08,2.450090907935716e-07,2.16101842216953e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998949891568085e-09,1.2699652636260594e-19,5.775889523324144e-08,4.1668213352794845e-08,0.0,1.7998949891568085e-09,1.2699652636260594e-19,1.0188937493512811e-14,4.1668213352794845e-08,7.350272723807148e-14,1.0589383176078304e-28,2.3587133402099972e-12,0.0,7.350272723807148e-14,1.0589383176078304e-28,2.0804219812012656e-19
5.89,0.005999649368586043,1.0601660154573283e-08,2.454257485635869e-07,2.1683749239196063e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998948105758128e-09,1.2721248730469883e-19,5.775888950255099e-08,4.1668209218580866e-08,0.0,1.7998948105758128e-09,1.2721248730469883e-19,1.0206265063051645e-14,4.1668209218580866e-08,7.362772456907607e-14,1.0643500777389606e-28,2.36272452296756e-12,0.0,7.362772456907607e-14,1.0643500777389606e-28,2.0875041179330015e-19
5.9,0.005999648773316157,1.0619658999638122e-08,2.458424062508983e-07,2.1757439253306617e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998946319948472e-09,1.2742844818042952e-19,5.775888377186151e-08,4.166820508436758e-08,0.0,1.7998946319948472e-09,1.2742844818042952e-19,1.0223592630704463e-14,4.166820508436758e-08,7.375272187526948e-14,1.0697802439781293e-28,2.366735704928928e-12,0.0,7.375272187526948e-14,1.0697802439781293e-28,2.0945982881435784e-19
5.91,0.005999648178046373,1.0637657842743877e-08,2.4625906385550574e-07,2.1831254264000936e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998944534139117e-09,1.2764440898979803e-19,5.7758878041172996e-08,4.1668200950155e-08,0.0,1.7998944534139117e-09,1.2764440898979803e-19,1.0240920196471262e-14,4.1668200950155e-08,7.387771915665172e-14,1.0752288475688777e-28,2.3707468860941015e-12,0.0,7.387771915665172e-14,1.0752288475688777e-28,2.1017044918304906e-19
5.92,0.005999647582776688,1.065565668389055e-08,2.4667572137740927e-07,2.1905194271253007e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998942748330065e-09,1.2786036973280438e-19,5.775887231048545e-08,4.166819681594311e-08,0.0,1.7998942748330065e-09,1.2786036973280438e-19,1.0258247760352042e-14,4.166819681594311e-08,7.400271641322278e-14,1.0806959197547257e-28,2.3747580664630812e-12,0.0,7.400271641322278e-14,1.0806959197547257e-28,2.1088227289912344e-19
5.93,0.005999646987507105,1.0673655523078138e-08,2.470923788166089e-07,2.1979259275036818e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998940962521312e-09,1.2807633040944866e-19,5.7758866579798875e-08,4.1668192681731915e-08,0.0,1.7998940962521312e-09,1.2807633040944866e-19,1.0275575322346804e-14,4.1668192681731915e-08,7.412771364498267e-14,1.0861814917791725e-28,2.378769246035867e-12,0.0,7.412771364498267e-14,1.0861814917791725e-28,2.1159529996233051e-19
5.94,0.005999646392237622,1.0691654360306648e-08,2.475090361731047e-07,2.2053449275326363e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998939176712864e-09,1.2829229101973085e-19,5.775886084911326e-08,4.166818854752143e-08,0.0,1.7998939176712864e-09,1.2829229101973085e-19,1.0292902882455553e-14,4.166818854752143e-08,7.425271085193141e-14,1.0916855948856966e-28,2.382780424812459e-12,0.0,7.425271085193141e-14,1.0916855948856966e-28,2.1230953037241994e-19
5.95,0.005999645796968238,1.0709653195576073e-08,2.479256934468966e-07,2.212776427209561e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998937390904715e-09,1.285082515636509e-19,5.7758855118428624e-08,4.1668184413311625e-08,0.0,1.7998937390904715e-09,1.285082515636509e-19,1.0310230440678282e-14,4.1668184413311625e-08,7.437770803406897e-14,1.0972082603177535e-28,2.386791602792857e-12,0.0,7.437770803406897e-14,1.0972082603177535e-28,2.1302496412914114e-19
5.96,0.005999645201698956,1.0727652028886416e-08,2.483423506379847e-07,2.2202204265318556e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998935605096866e-09,1.287242120412089e-19,5.775884938774494e-08,4.166818027910253e-08,0.0,1.7998935605096866e-09,1.287242120412089e-19,1.0327557997014994e-14,4.166818027910253e-08,7.450270519139541e-14,1.10274951931878e-28,2.3908027799770616e-12,0.0,7.450270519139541e-14,1.10274951931878e-28,2.1374160123224374e-19
5.97,0.005999644606429774,1.074565086023768e-08,2.4875900774636897e-07,2.2276769254969184e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799893381928932e-09,1.289401724524049e-19,5.7758843657062225e-08,4.1668176144894134e-08,0.0,1.799893381928932e-09,1.289401724524049e-19,1.0344885551465692e-14,4.1668176144894134e-08,7.462770232391068e-14,1.1083094031321908e-28,2.3948139563650727e-12,0.0,7.462770232391068e-14,1.1083094031321908e-28,2.1445944168147725e-19
5.98,0.005999644011160692,1.0763649689629864e-08,2.491756647720494e-07,2.2351459241021484e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998932033482076e-09,1.2915613279723891e-19,5.775883792638048e-08,4.166817201068643e-08,0.0,1.7998932033482076e-09,1.2915613279723891e-19,1.0362213104030376e-14,4.166817201068643e-08,7.475269943161482e-14,1.113887943001379e-28,2.398825131956891e-12,0.0,7.475269943161482e-14,1.113887943001379e-28,2.1517848547659134e-19
5.99,0.0059996434158917115,1.0781648517062965e-08,2.4959232171502604e-07,2.2426274223449434e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998930247675135e-09,1.2937209307571092e-19,5.7758832195699704e-08,4.166816787647943e-08,0.0,1.7998930247675135e-09,1.2937209307571092e-19,1.037954065470904e-14,4.166816787647943e-08,7.487769651450781e-14,1.1194851701697173e-28,2.4028363067525154e-12,0.0,7.487769651450781e-14,1.1194851701697173e-28,2.1589873261733546e-19
6.0,0.0059996428206228304,1.0799647342536986e-08,2.500089785752989e-07,2.250121420222702e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998928461868491e-09,1.2958805328782094e-19,5.7758826465019896e-08,4.166816374227312e-08,0.0,1.7998928461868491e-09,1.2958805328782094e-19,1.0396868203501691e-14,4.166816374227312e-08,7.500269357258966e-14,1.1251011158805573e-28,2.406847480751947e-12,0.0,7.500269357258966e-14,1.1251011158805573e-28,2.1662018310345913e-19
6.01,0.00599964222535405,1.0817646166051928e-08,2.50425635352868e-07,2.2576279177328233e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799892667606215e-09,1.29804013433569e-19,5.7758820734341054e-08,4.1668159608067503e-08,0.0,1.799892667606215e-09,1.29804013433569e-19,1.0414195750408327e-14,4.1668159608067503e-08,7.512769060586039e-14,1.1307358113772295e-28,2.410858653955186e-12,0.0,7.512769060586039e-14,1.1307358113772295e-28,2.17342836934712e-19
6.0200000000000005,0.00599964163008537,1.0835644987607792e-08,2.5084229204773337e-07,2.265146914872706e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799892489025611e-09,1.3001997351295517e-19,5.775881500366318e-08,4.166815547386259e-08,0.0,1.799892489025611e-09,1.3001997351295517e-19,1.043152329542895e-14,4.166815547386259e-08,7.525268761432001e-14,1.136389287903043e-28,2.414869826362233e-12,0.0,7.525268761432001e-14,1.136389287903043e-28,2.180666941108437e-19
6.03,0.005999641034816791,1.0853643807204574e-08,2.51258948659895e-07,2.2726784116397475e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998923104450373e-09,1.3023593352597943e-19,5.775880927298627e-08,4.166815133965838e-08,0.0,1.7998923104450373e-09,1.3023593352597943e-19,1.0448850838563556e-14,4.166815133965838e-08,7.537768459796848e-14,1.142061576701286e-28,2.418880997973087e-12,0.0,7.537768459796848e-14,1.142061576701286e-28,2.187917546316036e-19
6.04,0.005999640439548312,1.0871642624842278e-08,2.5167560518935287e-07,2.280222408031347e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998921318644937e-09,1.304518934726418e-19,5.775880354231033e-08,4.1668147205454866e-08,0.0,1.7998921318644937e-09,1.304518934726418e-19,1.0466178379812152e-14,4.1668147205454866e-08,7.550268155680586e-14,1.1477527090152257e-28,2.4228921687877484e-12,0.0,7.550268155680586e-14,1.1477527090152257e-28,2.195180184967413e-19
6.05,0.0059996398442799335,1.0889641440520905e-08,2.5209226163610705e-07,2.287778904044903e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.79989195328398e-09,1.306678533529423e-19,5.7758797811635354e-08,4.1668143071252037e-08,0.0,1.79989195328398e-09,1.306678533529423e-19,1.0483505919174731e-14,4.1668143071252037e-08,7.562767849083211e-14,1.1534627160881077e-28,2.4269033388062175e-12,0.0,7.562767849083211e-14,1.1534627160881077e-28,2.202454857060064e-19
6.0600000000000005,0.005999639249011655,1.0907640254240455e-08,2.5250891800015757e-07,2.2953478996778145e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998917747034965e-09,1.3088381316688102e-19,5.775879208096134e-08,4.1668138937049915e-08,0.0,1.7998917747034965e-09,1.3088381316688102e-19,1.0500833456651299e-14,4.1668138937049915e-08,7.575267540004727e-14,1.1591916291631584e-28,2.430914508028495e-12,0.0,7.575267540004727e-14,1.1591916291631584e-28,2.2097415625914852e-19
6.07,0.005999638653743478,1.0925639066000925e-08,2.5292557428150437e-07,2.302929394927479e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998915961230431e-09,1.310997729144579e-19,5.775878635028829e-08,4.1668134802848495e-08,0.0,1.7998915961230431e-09,1.310997729144579e-19,1.0518160992241855e-14,4.1668134802848495e-08,7.58776722844513e-14,1.1649394794835802e-28,2.43492567645458e-12,0.0,7.58776722844513e-14,1.1649394794835802e-28,2.217040301559171e-19
6.08,0.005999638058475401,1.0943637875802317e-08,2.533422304801475e-07,2.3105233897912964e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.79989141754262e-09,1.3131573259567297e-19,5.775878061961623e-08,4.1668130668647764e-08,0.0,1.79989141754262e-09,1.3131573259567297e-19,1.0535488525946395e-14,4.1668130668647764e-08,7.600266914404426e-14,1.1707062982925568e-28,2.4389368440844735e-12,0.0,7.600266914404426e-14,1.1707062982925568e-28,2.2243510739606176e-19
6.09,0.005999637463207423,1.0961636683644632e-08,2.53758886596087e-07,2.3181298842666646e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998912389622269e-09,1.3153169221052624e-19,5.7758774888945106e-08,4.1668126534447733e-08,0.0,1.7998912389622269e-09,1.3153169221052624e-19,1.0552816057764924e-14,4.1668126534447733e-08,7.612766597882609e-14,1.1764921168332496e-28,2.442948010918175e-12,0.0,7.612766597882609e-14,1.1764921168332496e-28,2.231673879793321e-19
6.1000000000000005,0.005999636867939547,1.0979635489527871e-08,2.541755426293229e-07,2.3257488783509825e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998910603818638e-09,1.3174765175901778e-19,5.775876915827496e-08,4.16681224002484e-08,0.0,1.7998910603818638e-09,1.3174765175901778e-19,1.0570143587697442e-14,4.16681224002484e-08,7.625266278879688e-14,1.1822969663488003e-28,2.4469591769556854e-12,0.0,7.625266278879688e-14,1.1822969663488003e-28,2.239008719054776e-19
6.11,0.005999636272671771,1.0997634293452033e-08,2.545921985798552e-07,2.333380372041648e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998908818015312e-09,1.319636112411476e-19,5.775876342760579e-08,4.1668118266049764e-08,0.0,1.7998908818015312e-09,1.319636112411476e-19,1.0587471115743947e-14,4.1668118266049764e-08,7.637765957395655e-14,1.1881208780823274e-28,2.4509703421970043e-12,0.0,7.637765957395655e-14,1.1881208780823274e-28,2.2463555917424785e-19
6.12,0.005999635677404095,1.1015633095417118e-08,2.5500885444768384e-07,2.34102436533606e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998907032212285e-09,1.321795706569157e-19,5.7758757696937584e-08,4.166811413185183e-08,0.0,1.7998907032212285e-09,1.321795706569157e-19,1.0604798641904442e-14,4.166811413185183e-08,7.650265633430514e-14,1.1939638832769294e-28,2.454981506642132e-12,0.0,7.650265633430514e-14,1.1939638832769294e-28,2.253714497853924e-19
6.13,0.00599963508213652,1.1033631895423127e-08,2.5542551023280893e-07,2.348680858231617e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799890524640956e-09,1.3239553000632215e-19,5.775875196627034e-08,4.1668109997654594e-08,0.0,1.799890524640956e-09,1.3239553000632215e-19,1.0622126166178925e-14,4.1668109997654594e-08,7.662765306984267e-14,1.199826013175685e-28,2.458992670291069e-12,0.0,7.662765306984267e-14,1.199826013175685e-28,2.261085437386608e-19
6.140000000000001,0.005999634486869045,1.1051630693470063e-08,2.558421659352305e-07,2.3563498507257183e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998903460607134e-09,1.326114892893669e-19,5.775874623560406e-08,4.1668105863458044e-08,0.0,1.7998903460607134e-09,1.326114892893669e-19,1.0639453688567397e-14,4.1668105863458044e-08,7.675264978056914e-14,1.2057072990216494e-28,2.463003833143815e-12,0.0,7.675264978056914e-14,1.2057072990216494e-28,2.268468410338027e-19
6.15,0.005999633891601671,1.106962948955792e-08,2.562588215549484e-07,2.364031342815761e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998901674805011e-09,1.3282744850605002e-19,5.775874050493876e-08,4.16681017292622e-08,0.0,1.7998901674805011e-09,1.3282744850605002e-19,1.065678120906986e-14,4.16681017292622e-08,7.687764646648452e-14,1.2116077720578586e-28,2.4670149952003698e-12,0.0,7.687764646648452e-14,1.2116077720578586e-28,2.275863416705676e-19
6.16,0.005999633296334397,1.1087628283686703e-08,2.5667547709196284e-07,2.371725334499145e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799889988900319e-09,1.3304340765637151e-19,5.775873477427442e-08,4.166809759506705e-08,0.0,1.799889988900319e-09,1.3304340765637151e-19,1.067410872768631e-14,4.166809759506705e-08,7.700264312758885e-14,1.2175274635273265e-28,2.471026156460734e-12,0.0,7.700264312758885e-14,1.2175274635273265e-28,2.283270456487049e-19
6.17,0.005999632701067224,1.1105627075856412e-08,2.570921325462737e-07,2.3794318257732677e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998898103201671e-09,1.332593667403314e-19,5.7758729043611044e-08,4.1668093460872605e-08,0.0,1.7998898103201671e-09,1.332593667403314e-19,1.0691436244416752e-14,4.1668093460872605e-08,7.712763976388211e-14,1.2234664046730462e-28,2.4750373169249078e-12,0.0,7.712763976388211e-14,1.2234664046730462e-28,2.2906895296796435e-19
6.18,0.005999632105800151,1.1123625866067045e-08,2.575087879178811e-07,2.3871508166355285e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998896317400452e-09,1.3347532575792972e-19,5.7758723312948646e-08,4.166808932667885e-08,0.0,1.7998896317400452e-09,1.3347532575792972e-19,1.0708763759261184e-14,4.166808932667885e-08,7.725263637536432e-14,1.2294246267379898e-28,2.4790484765928913e-12,0.0,7.725263637536432e-14,1.2294246267379898e-28,2.2981206362809546e-19
6.19,0.005999631510533178,1.1141624654318607e-08,2.57925443206785e-07,2.394882307083326e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998894531599535e-09,1.336912847091665e-19,5.7758717582287195e-08,4.166808519248579e-08,0.0,1.7998894531599535e-09,1.336912847091665e-19,1.0726091272219609e-14,4.166808519248579e-08,7.73776329620355e-14,1.2354021609651094e-28,2.483059635464685e-12,0.0,7.73776329620355e-14,1.2354021609651094e-28,2.305563776288479e-19
6.2,0.005999630915266306,1.1159623440611093e-08,2.5834209841298543e-07,2.402626297114058e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998892745798918e-09,1.3390724359404172e-19,5.775871185162672e-08,4.166808105829343e-08,0.0,1.7998892745798918e-09,1.3390724359404172e-19,1.074341878329202e-14,4.166808105829343e-08,7.750262952389563e-14,1.2413990385973336e-28,2.4870707935402884e-12,0.0,7.750262952389563e-14,1.2413990385973336e-28,2.31301894969971e-19
6.21,0.005999630319999534,1.1177622224944506e-08,2.587587535364824e-07,2.410382786725124e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998890959998602e-09,1.3412320241255543e-19,5.775870612096721e-08,4.166807692410177e-08,0.0,1.7998890959998602e-09,1.3412320241255543e-19,1.0760746292478427e-14,4.166807692410177e-08,7.762762606094472e-14,1.247415290877572e-28,2.4910819508197023e-12,0.0,7.762762606094472e-14,1.247415290877572e-28,2.320486156512144e-19
6.22,0.005999629724732863,1.1195621007318846e-08,2.591754085772759e-07,2.418151775913922e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998889174198589e-09,1.3433916116470766e-19,5.775870039030868e-08,4.1668072789910815e-08,0.0,1.7998889174198589e-09,1.3433916116470766e-19,1.0778073799778823e-14,4.1668072789910815e-08,7.775262257318277e-14,1.2534509490487121e-28,2.4950931073029258e-12,0.0,7.775262257318277e-14,1.2534509490487121e-28,2.3279653967232775e-19
6.23,0.005999629129466293,1.1213619787734114e-08,2.5959206353536604e-07,2.425933264677851e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998887388398877e-09,1.3455511985049846e-19,5.775869465965111e-08,4.166806865572055e-08,0.0,1.7998887388398877e-09,1.3455511985049846e-19,1.0795401305193212e-14,4.166806865572055e-08,7.787761906060981e-14,1.2595060443536216e-28,2.4991042629899605e-12,0.0,7.787761906060981e-14,1.2595060443536216e-28,2.3354566703306057e-19
6.24,0.005999628534199822,1.123161856619031e-08,2.600087184107527e-07,2.433727253014309e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998885602599465e-09,1.3477107846992775e-19,5.77586889289945e-08,4.1668064521530984e-08,0.0,1.7998885602599465e-09,1.3477107846992775e-19,1.0812728808721595e-14,4.1668064521530984e-08,7.800261552322581e-14,1.2655806080351445e-28,2.503115417880805e-12,0.0,7.800261552322581e-14,1.2655806080351445e-28,2.3429599773316236e-19
6.25,0.005999627938933452,1.1249617342687432e-08,2.60425373203436e-07,2.4415337409206947e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998883816800356e-09,1.3498703702299564e-19,5.775868319833886e-08,4.166806038734211e-08,0.0,1.7998883816800356e-09,1.3498703702299564e-19,1.0830056310363968e-14,4.166806038734211e-08,7.812761196103079e-14,1.2716746713361063e-28,2.507126571975461e-12,0.0,7.812761196103079e-14,1.2716746713361063e-28,2.350475317723827e-19
6.26,0.005999627343667183,1.1267616117225482e-08,2.6084202791341586e-07,2.4493527283944065e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998882031001548e-09,1.3520299550970213e-19,5.775867746768419e-08,4.166805625315394e-08,0.0,1.7998882031001548e-09,1.3520299550970213e-19,1.0847383810120336e-14,4.166805625315394e-08,7.825260837402476e-14,1.2777882654993104e-28,2.511137725273927e-12,0.0,7.825260837402476e-14,1.2777882654993104e-28,2.3580026915047116e-19
6.2700000000000005,0.005999626748401014,1.1285614889804464e-08,2.612586825406924e-07,2.457184215432844e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998880245203042e-09,1.3541895393004725e-19,5.7758671737030485e-08,4.166805211896647e-08,0.0,1.7998880245203042e-09,1.3541895393004725e-19,1.0864711307990697e-14,4.166805211896647e-08,7.837760476220771e-14,1.2839214217675396e-28,2.5151488777762047e-12,0.0,7.837760476220771e-14,1.2839214217675396e-28,2.365542098671774e-19
6.28,0.005999626153134946,1.1303613660424372e-08,2.6167533708526554e-07,2.4650282020334045e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998878459404836e-09,1.3563491228403099e-19,5.7758666006377755e-08,4.166804798477969e-08,0.0,1.7998878459404836e-09,1.3563491228403099e-19,1.088203880397505e-14,4.166804798477969e-08,7.850260112557966e-14,1.2900741713835545e-28,2.519160029482293e-12,0.0,7.850260112557966e-14,1.2900741713835545e-28,2.3730935392225077e-19
6.29,0.005999625557868977,1.1321612429085208e-08,2.6209199154713533e-07,2.472884688193487e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998876673606931e-09,1.358508705716534e-19,5.7758660275725985e-08,4.1668043850593606e-08,0.0,1.7998876673606931e-09,1.358508705716534e-19,1.0899366298073397e-14,4.1668043850593606e-08,7.86275974641406e-14,1.2962465455900956e-28,2.5231711803921924e-12,0.0,7.86275974641406e-14,1.2962465455900956e-28,2.3806570131544097e-19
6.3,0.0059996249626031095,1.1339611195786975e-08,2.6250864592630183e-07,2.48075367391049e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998874887809327e-09,1.3606682879291446e-19,5.775865454507517e-08,4.1668039716408227e-08,0.0,1.7998874887809327e-09,1.3606682879291446e-19,1.091669379028574e-14,4.1668039716408227e-08,7.875259377789055e-14,1.3024385756298827e-28,2.527182330505904e-12,0.0,7.875259377789055e-14,1.3024385756298827e-28,2.3882325204649754e-19
6.3100000000000005,0.005999624367337342,1.1357609960529674e-08,2.6292530022276504e-07,2.4886351591818133e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998873102012027e-09,1.362827869478143e-19,5.775864881442534e-08,4.166803558222354e-08,0.0,1.7998873102012027e-09,1.362827869478143e-19,1.0934021280612078e-14,4.166803558222354e-08,7.887759006682951e-14,1.308650292745614e-28,2.531193479823427e-12,0.0,7.887759006682951e-14,1.308650292745614e-28,2.395820061151701e-19
6.32,0.005999623772071676,1.1375608723313301e-08,2.633419544365249e-07,2.4965291440048534e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998871316215026e-09,1.3649874503635282e-19,5.7758643083776465e-08,4.166803144803956e-08,0.0,1.7998871316215026e-09,1.3649874503635282e-19,1.0951348769052408e-14,4.166803144803956e-08,7.900258633095747e-14,1.3148817281799653e-28,2.5352046283447615e-12,0.0,7.900258633095747e-14,1.3148817281799653e-28,2.40341963521208e-19
6.33,0.00599962317680611,1.1393607484137859e-08,2.637586085675815e-07,2.50443562837701e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998869530418328e-09,1.3671470305853012e-19,5.7758637353128566e-08,4.166802731385627e-08,0.0,1.7998869530418328e-09,1.3671470305853012e-19,1.0968676255606734e-14,4.166802731385627e-08,7.912758257027445e-14,1.3211329131755937e-28,2.5392157760699074e-12,0.0,7.912758257027445e-14,1.3211329131755937e-28,2.4110312426436104e-19
6.34,0.005999622581540643,1.1411606243003347e-08,2.641752626159348e-07,2.5123546122956817e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998867744621929e-09,1.3693066101434614e-19,5.7758631622481634e-08,4.166802317967368e-08,0.0,1.7998867744621929e-09,1.3693066101434614e-19,1.0986003740275054e-14,4.166802317967368e-08,7.925257878478044e-14,1.3274038789751338e-28,2.5432269229988656e-12,0.0,7.925257878478044e-14,1.3274038789751338e-28,2.4186548834437865e-19
