As,Asyn,Bs,Bsyn,Time
0.006,0.0,0.0,0.0,0.0
0.005999999404670957,4.1670640144796337e-10,1.7999998994078358e-11,6.418312977433339e-19,0.01
0.005999998809342014,8.33412720782176e-10,3.5999996043076654e-11,2.5247267061560236e-18,0.02
0.005999998214013171,1.2501189577439244e-09,5.399999114086654e-11,5.652596388169569e-18,0.03
0.005999997618684428,1.6668251121063017e-09,7.19999842820731e-11,1.0028869775354439e-17,0.04
0.005999997023355786,2.0835311837936823e-09,8.999997546490489e-11,1.565468983819783e-17,0.05
0.005999996428027244,2.500237172780868e-09,1.0799996468876497e-10,2.2530437393439678e-17,0.06
0.005999995832698802,2.9169430790594693e-09,1.2599995195345463e-10,3.0656239206553256e-17,0.07
0.005999995237370461,3.3336489026266992e-09,1.4399993725890774e-10,4.0032137359250406e-17,0.08
0.00599999464204222,3.75035464348164e-09,1.619999206051026e-10,5.065814570532059e-17,0.09
0.00599999404671408,4.167060301623996e-09,1.7999990199203209e-10,6.253426868924521e-17,0.1
0.005999993451386041,4.583765877053677e-09,1.9799988141969406e-10,7.566050761906938e-17,0.11
0.005999992856058102,5.000471369770665e-09,2.1599985888808808e-10,9.003686275735953e-17,0.12
0.005999992260730263,5.417176779774964e-09,2.3399983439721416e-10,1.0566333401818912e-16,0.13
0.005999991665402524,5.833882107066585e-09,2.5199980794707254e-10,1.2253992119946735e-16,0.14
0.0059999910700748865,6.25058735164554e-09,2.699997795376635e-10,1.406666240603819e-16,0.15
0.005999990474747349,6.6672925135118464e-09,2.8799974916898733e-10,1.6004344234721362e-16,0.16
0.005999989879419913,7.083997592665518e-09,3.0599971684104436e-10,1.8067037580194075e-16,0.17
0.005999989284092576,7.500702589106567e-09,3.2399968255383483e-10,2.0254742419105312e-16,0.18
0.005999988688765339,7.917407502835013e-09,3.419996463073592e-10,2.2567458726504314e-16,0.19
0.005999988093438204,8.334112333850866e-09,3.599996081016177e-10,2.50051864744653e-16,0.2
0.005999987498111169,8.750817082154145e-09,3.7799956793661066e-10,2.756792563604763e-16,0.21
0.005999986902784234,9.16752174774487e-09,3.9599952581233854e-10,3.0255676178608894e-16,0.22
0.0059999863074573995,9.584226330623051e-09,4.139994817288015e-10,3.3068438080019716e-16,0.23
0.005999985712130665,1.0000930830788704e-08,4.3199943568599993e-10,3.6006211315558797e-16,0.24
0.005999985116804032,1.0417635248241844e-08,4.4999938768393416e-10,3.90689958596409e-16,0.25
0.005999984521477499,1.0834339582982486e-08,4.679993377226045e-10,4.225679168639276e-16,0.26
0.005999983926151067,1.1251043835010646e-08,4.859992858020112e-10,4.556959876984516e-16,0.27
0.005999983330824734,1.1667748004326338e-08,5.039992319221546e-10,4.900741708399685e-16,0.28
0.0059999827354985024,1.2084452090929575e-08,5.21999176083035e-10,5.257024660283592e-16,0.29
0.005999982140172371,1.2501156094820378e-08,5.399991182846529e-10,5.625808730034696e-16,0.3
0.0059999815448463405,1.2917860015998757e-08,5.579990585270085e-10,6.007093915051334e-16,0.31
0.0059999809495204105,1.333456385446473e-08,5.75998996810102e-10,6.400880212731803e-16,0.32
0.00599998035419458,1.375126761021831e-08,5.939989331339339e-10,6.807167620474389e-16,0.33
0.0059999797588688505,1.4167971283259514e-08,6.119988674985045e-10,7.225956135677376e-16,0.34
0.005999979163543221,1.4584674873588356e-08,6.29998799903814e-10,7.657245755739042e-16,0.35000000000000003
0.005999978568217693,1.5001378381204853e-08,6.479987303498627e-10,8.101036478057668e-16,0.36
0.005999977972892265,1.541808180610902e-08,6.659986588366511e-10,8.5573283000315405e-16,0.37
0.005999977377566937,1.583478514830087e-08,6.839985853641794e-10,9.026121219058936e-16,0.38
0.0059999767822417095,1.6251488407780422e-08,7.01998509932448e-10,9.507415232538139e-16,0.39
0.005999976186916583,1.6668191584547686e-08,7.199984325414571e-10,1.0001210337867431e-15,0.4
0.005999975591591556,1.7084894678602682e-08,7.379983531912072e-10,1.0507506532445096e-15,0.41000000000000003
0.005999974996266631,1.750159768994542e-08,7.559982718816983e-10,1.1026303813669414e-15,0.42
0.005999974400941805,1.791830061857592e-08,7.73998188612931e-10,1.1557602178938674e-15,0.43
0.00599997380561708,1.8335003464494197e-08,7.919981033849056e-10,1.210140162565116e-15,0.44
0.005999973210292455,1.875170622770026e-08,8.099980161976224e-10,1.2657702151205157e-15,0.45
0.005999972614967931,1.9168408908194133e-08,8.279979270510817e-10,1.3226503752998948e-15,0.46
0.005999972019643507,1.9585111505975825e-08,8.459978359452838e-10,1.380780642843082e-15,0.47000000000000003
0.005999971424319184,2.000181402104535e-08,8.639977428802289e-10,1.4401610174899057e-15,0.48
0.005999970828994961,2.041851645340273e-08,8.819976478559176e-10,1.5007914989801951e-15,0.49
0.005999970233670838,2.0835218803047976e-08,8.9999755087235e-10,1.5626720870537787e-15,0.5
0.005999969638346816,2.1251921069981103e-08,9.179974519295265e-10,1.6258027814504853e-15,0.51
0.005999969043022895,2.1668623254202127e-08,9.359973510274475e-10,1.6901835819101438e-15,0.52
0.0059999684476990745,2.2085325355711063e-08,9.539972481661132e-10,1.755814488172583e-15,0.53
0.005999967852375354,2.2502027374507925e-08,9.719971433455242e-10,1.8226954999776317e-15,0.54
0.005999967257051733,2.2918729310592732e-08,9.899970365656805e-10,1.890826617065119e-15,0.55
0.005999966661728214,2.3335431163965497e-08,1.0079969278265823e-09,1.960207839174874e-15,0.56
0.005999966066404795,2.375213293462623e-08,1.0259968171282302e-09,2.0308391660467256e-15,0.5700000000000001
0.005999965471081476,2.416883462257495e-08,1.0439967044706243e-09,2.102720597420503e-15,0.58
0.005999964875758258,2.458553622781168e-08,1.0619965898537652e-09,2.1758521330360358e-15,0.59
0.0059999642804351395,2.5002237750336424e-08,1.0799964732776531e-09,2.250233772633153e-15,0.6
0.005999963685112122,2.5418939190149203e-08,1.0979963547422883e-09,2.325865515951684e-15,0.61
0.005999963089789205,2.5835640547250032e-08,1.1159962342476711e-09,2.4027473627314576e-15,0.62
0.005999962494466389,2.6252341821638925e-08,1.1339961117938018e-09,2.4808793127123033e-15,0.63
0.0059999618991436725,2.6669043013315897e-08,1.1519959873806808e-09,2.560261365634051e-15,0.64
0.005999961303821057,2.708574412228096e-08,1.1699958610083082e-09,2.6408935212365296e-15,0.65
0.0059999607084985414,2.7502445148534136e-08,1.1879957326766845e-09,2.722775779259569e-15,0.66
0.005999960113176127,2.7919146092075433e-08,1.2059956023858102e-09,2.8059081394429985e-15,0.67
0.005999959517853813,2.8335846952904873e-08,1.2239954701356853e-09,2.890290601526648e-15,0.68
0.0059999589225315985,2.8752547731022465e-08,1.2419953359263104e-09,2.975923165250347e-15,0.6900000000000001
0.005999958327209485,2.916924842642823e-08,1.2599951997576856e-09,3.062805830353925e-15,0.7000000000000001
0.005999957731887472,2.9585949039122173e-08,1.2779950616298112e-09,3.1509385965772108e-15,0.71
0.005999957136565559,3.000264956910432e-08,1.2959949215426877e-09,3.2403214636600364e-15,0.72
0.005999956541243748,3.0419350016374684e-08,1.3139947794963154e-09,3.3309544313422305e-15,0.73
0.0059999559459220355,3.083605038093328e-08,1.3319946354906944e-09,3.422837499363623e-15,0.74
0.005999955350600424,3.1252750662780115e-08,1.3499944895258253e-09,3.5159706674640442e-15,0.75
0.005999954755278913,3.166945086191521e-08,1.3679943416017083e-09,3.610353935383323e-15,0.76
0.005999954159957503,3.208615097833859e-08,1.3859941917183438e-09,3.705987302861291e-15,0.77
0.005999953564636193,3.2502851012050253e-08,1.4039940398757319e-09,3.802870769637777e-15,0.78
0.0059999529693149836,3.291955096305023e-08,1.421993886073873e-09,3.901004335452613e-15,0.79
0.005999952373993874,3.333625083133853e-08,1.4399937303127675e-09,4.0003880000456276e-15,0.8
0.005999951778672866,3.375295061691516e-08,1.4579935725924157e-09,4.101021763156651e-15,0.81
0.005999951183351958,3.4169650319780145e-08,1.475993412912818e-09,4.202905624525514e-15,0.8200000000000001
0.00599995058803115,3.45863499399335e-08,1.4939932512739745e-09,4.3060395838920466e-15,0.8300000000000001
0.005999949992710443,3.5003049477375234e-08,1.5119930876758855e-09,4.410423640996078e-15,0.84
