Time,D,N,v,d_D,d_N,d_v,k_D,k_N,k_D0,k_N0,p_v,v_0,K_D,K_N,K_v1,K_v2,I_0,n_1,n_2,n_3,n_4,f_D,f_N,f_v,I,compartment,Dyn_Secretion,NKB_Secretion,Firing_Rate,Dyn_Decay,NKB_Decay,FR_Decay
4.95,5.6158733018269915,1.1417485686706432,2901.180592888964,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.017589086017265,0.7775561064917974,28796.223856250595,3.888614230228984,1.0,4.017589086017265,0.7775561064917974,28796.223856250595,1.4039683254567479,1.1417485686706432,29011.80592888964
4.96,5.641972635032115,1.1380881794861113,2898.977547267014,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.016735739331996,0.7702280637058347,28764.724658329007,3.862247860151373,1.0,4.016735739331996,0.7702280637058347,28764.724658329007,1.4104931587580287,1.1380881794861113,28989.77547267014
4.97,5.667998086245258,1.1343918646386968,2896.6790814071032,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.01584376092253,0.7630135866625826,28732.122759322672,3.8356427752769173,1.0,4.01584376092253,0.7630135866625826,28732.122759322672,1.4169995215613145,1.1343918646386968,28966.79081407103
4.98,5.693949450072766,1.1306610987172538,2894.283653056228,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.014912333682676,0.7559101019336747,28698.391355269152,3.808811403429351,1.0,4.014912333682676,0.7559101019336747,28698.391355269152,1.4234873625181914,1.1306610987172538,28942.83653056228
4.99,5.719826513180354,1.1268973163367841,2891.7896082394545,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.0139405820239435,0.7489150969303523,28663.50293779843,3.7817657192531478,1.0,4.0139405820239435,0.7489150969303523,28663.50293779843,1.4299566282950884,1.1268973163367841,28917.896082394545
5.0,5.745629053731194,1.1231019131330395,2889.1951852229117,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.0129275723134334,0.7420261182003162,28627.429301246462,3.754517259875823,1.0,4.0129275723134334,0.7420261182003162,28627.429301246462,1.4364072634327985,1.1231019131330395,28891.95185222912
5.01,5.771356840828844,1.1192762467303983,2886.4985181669954,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.01187231313034,0.7352407697431397,28590.141549709024,3.7270771400039795,1.0,4.01187231313034,0.7352407697431397,28590.141549709024,1.442839210207211,1.1192762467303983,28864.985181669952
5.0200000000000005,5.797009633963273,1.1154216376834387,2883.6976404990314,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.010773755349357,0.7285567113465251,28551.610104124942,3.6994560664838163,1.0,4.010773755349357,0.7285567113465251,28551.610104124942,1.4492524084908183,1.1154216376834387,28836.976404990313
5.03,5.822587182458261,1.1115393703926897,2880.790488032852,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.009630792058356,0.7219716569452823,28511.804709476062,3.6716643523556525,1.0,4.009630792058356,0.7219716569452823,28511.804709476062,1.4556467956145653,1.1115393703926897,28807.90488032852
5.04,5.84808922491857,1.107630693995057,2877.774901860964,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.008442258316773,0.7154833730045109,28470.694442189426,3.6437119304304435,1.0,4.008442258316773,0.7154833730045109,28470.694442189426,1.4620223062296425,1.107630693995057,28777.74901860964
5.05,5.873515488675288,1.1036968232294357,2874.6486310432806,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.007206930760264,0.7090896769281323,28428.24771782561,3.615608366414654,1.0,4.007206930760264,0.7090896769281323,28428.24771782561,1.468378872168822,1.1036968232294357,28746.486310432807
5.0600000000000005,5.898865689227883,1.0997389392780055,2871.4093351148736,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.005923527056415,0.7027884354936059,28384.432299136304,3.587362871608301,1.0,4.005923527056415,0.7027884354936059,28384.432299136304,1.4747164223069706,1.0997389392780055,28714.093351148735
5.07,5.92413952968146,1.0957581905837153,2868.054586433857,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.0045907052154845,0.6965775633134095,28339.215304574023,3.558984315199597,1.0,4.0045907052154845,0.6965775633134095,28339.215304574023,1.481034882420365,1.0957581905837153,28680.54586433857
5.08,5.949336700177868,1.0917556936444517,2864.581872389339,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.003207062759547,0.6904550213236212,28292.56321733677,3.5304812361783737,1.0,4.003207062759547,0.6904550213236212,28292.56321733677,1.487334175044467,1.0917556936444517,28645.81872389339
5.09,5.974456877319198,1.0877325337844075,2860.988597488267,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.001771135752708,0.6844188152997587,28244.44189503162,3.501861854889344,1.0,4.001771135752708,0.6844188152997587,28244.44189503162,1.4936142193297994,1.0877325337844075,28609.88597488267
5.1000000000000005,5.999499723582364,1.0836897659031406,2857.272085338981,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,4.000281397694497,0.6784669943998267,28194.816580041737,3.4731340842450007,1.0,4.000281397694497,0.6784669943998267,28194.816580041737,1.499874930895591,1.0836897659031406,28572.72085338981
5.11,6.024464886723413,1.079628415202822,2853.429580548419,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.998736258277909,0.6725976497343896,28143.651910683016,3.4443055406169303,1.0,3.998736258277909,0.6725976497343896,28143.651910683016,1.5061162216808532,1.079628415202822,28534.295805484187
5.12,6.0493519991702565,1.0755494778941468,2849.4582505491094,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9971340620131097,0.6668089129633279,28090.911933238214,3.4153835544232662,1.0,3.9971340620131097,0.6668089129633279,28090.911933238214,1.5123379997925641,1.0755494778941468,28494.582505491093
5.13,6.074160677402488,1.0714539218813959,2845.355187371441,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9954730867172565,0.6610989549188461,28036.560114958713,3.386375180429179,1.0,3.9954730867172565,0.6610989549188461,28036.560114958713,1.518540169350622,1.0714539218813959,28453.55187371441
5.14,6.098890521317012,1.0673426874271033,2841.1174093760515,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9937515418704663,0.6554659842541712,27980.559358126273,3.357287207776332,1.0,3.9937515418704663,0.6554659842541712,27980.559358126273,1.524722630329253,1.0673426874271033,28411.174093760514
5.15,6.123541113578154,1.0632166877967923,2836.741862960695,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9919675668374897,0.6499082461173131,27922.872015270255,3.328126169756521,1.0,3.9919675668374897,0.6499082461173131,27922.872015270255,1.5308852783945386,1.0632166877967923,28367.41862960695
5.16,6.148112018950962,1.0590768098842238,2832.2254242554727,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.990119228954244,0.6444240208491675,27863.459905638512,3.2988983533439193,1.0,3.990119228954244,0.6444240208491675,27863.459905638512,1.5370280047377405,1.0590768098842238,28322.25424255473
5.17,6.172602783616393,1.0549239148175822,2827.5649008199534,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9882045214779756,0.6390116227051841,27802.284333023712,3.269609808499658,1.0,3.9882045214779756,0.6390116227051841,27802.284333023712,1.5431506959040981,1.0549239148175822,28275.649008199536
5.18,6.19701293446703,1.0507588385470292,2822.7570333554163,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.98622136139947,0.6336693985997731,27739.306105050273,3.240266357261893,1.0,3.98622136139947,0.6336693985997731,27739.306105050273,1.5492532336167575,1.0507588385470292,28227.570333554162
5.19,6.2213419783820285,1.046582392414024,2817.7984974451956,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9841675871153424,0.6283957268725666,27674.485554031042,3.2108736026338596,1.0,3.9841675871153424,0.6283957268725666,27674.485554031042,1.5553354945955071,1.046582392414024,28177.984974451956
5.2,6.245589401479894,1.0423953637028112,2812.6859053359376,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9820409559581966,0.6231890160756213,27607.782559506784,3.1814369372819487,1.0,3.9820409559581966,0.6231890160756213,27607.782559506784,1.5613973503699734,1.0423953637028112,28126.859053359374
5.21,6.269754668347765,1.0381985161744502,2807.415807772451,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.979839141582077,0.6180477037806137,27539.156572585696,3.151961552055223,1.0,3.979839141582077,0.6180477037806137,27539.156572585696,1.5674386670869414,1.0381985161744502,28074.15807772451
5.22,6.293837221245754,1.033992590583762,2801.984695898769,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9775597312004223,0.612970255405063,27468.566642204612,3.1224524443374855,1.0,3.9775597312004223,0.612970255405063,27468.566642204612,1.5734593053114385,1.033992590583762,28019.84695898769
5.23,6.317836479284945,1.02977830517954,2796.3890032380123,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.975200222673465,0.6079551630565876,27395.971443437993,3.09291442624243,1.0,3.975200222673465,0.6079551630565876,27395.971443437993,1.5794591198212362,1.02977830517954,27963.89003238012
5.24,6.341751837577579,1.025556356188374,2790.625107763675,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9727580214417837,0.6030009443942002,27321.329307985394,3.0633521326621325,1.0,3.9727580214417837,0.6030009443942002,27321.329307985394,1.5854379593943948,1.025556356188374,27906.25107763675
5.25,6.365582666357977,1.021327418282405,2784.6893340750057,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.97023043730258,0.5981061415056254,27244.598256972644,3.03377002917865,1.0,3.97023043730258,0.5981061415056254,27244.598256972644,1.5913956665894942,1.021327418282405,27846.89334075006
5.26,6.389328310072632,1.017092145031335,2778.577955689282,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.967614681025014,0.5932693197996383,27165.73603620678,3.0041724198482753,1.0,3.967614681025014,0.5932693197996383,27165.73603620678,1.597332077518158,1.017092145031335,27785.77955689282
5.2700000000000005,6.412988086437971,1.012851169338986,2772.2871974638874,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9649078608008814,0.58848906691241,27084.70015402918,2.974563454867543,1.0,3.9649078608008814,0.58848906691241,27084.70015402918,1.6032470216094927,1.012851169338986,27722.871974638874
5.28,6.436561285464157,1.0086051038647004,2765.813238161292,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9621069785267276,0.583763991626859,27001.447921916104,2.944947138129874,1.0,3.9621069785267276,0.583763991626859,27001.447921916104,1.6091403213660394,1.0086051038647004,27658.13238161292
5.29,6.460047168443372,1.004354541429855,2759.152213170214,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.959208925913528,0.5790927228040158,26915.93649798004,2.9153273346813386,1.0,3.959208925913528,0.5790927228040158,26915.93649798004,1.615011792110843,1.004354541429855,27591.522131702142
5.3,6.483444966900859,1.0001000554097537,2752.3002173964715,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.956210480419968,0.5744739083254302,26828.122933529623,2.8857077780838494,1.0,3.956210480419968,0.5744739083254302,26828.122933529623,1.6208612417252148,1.0001000554097537,27523.002173964713
5.3100000000000005,6.506753881507099,0.9958422001111477,2745.2533083372505,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.953108301005413,0.5699062140456586,26737.964222849583,2.856092077693673,1.0,3.953108301005413,0.5699062140456586,26737.964222849583,1.6266884703767748,0.9958422001111477,27452.533083372506
5.32,6.529973080949338,0.9915815111356256,2738.007509352789,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.949898923698737,0.5653883227539083,26645.41735636608,2.8264837258630084,1.0,3.949898923698737,0.5653883227539083,26645.41735636608,1.6324932702373345,0.9915815111356256,27380.07509352789
5.33,6.553101700760775,0.9873185057290931,2730.5588131496997,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9465787569792816,0.5609189331439269,26550.43937736553,2.7968861050719216,1.0,3.9465787569792816,0.5609189331439269,26550.43937736553,1.6382754251901936,0.9873185057290931,27305.588131496996
5.34,6.576138842105558,0.9830536831175665,2722.9031854904497,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9431440769664485,0.5564967587912841,26452.987442437807,2.7673024949977982,1.0,3.9431440769664485,0.5564967587912841,26452.987442437807,1.6440347105263895,0.9830536831175665,27229.031854904497
5.3500000000000005,6.5990835705178235,0.9787875248294808,2715.036569143741,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.939591022414642,0.5521205271372072,26353.018885816757,2.7377360795290633,1.0,3.939591022414642,0.5521205271372072,26353.018885816757,1.6497708926294559,0.9787875248294808,27150.365691437408
5.36,6.6219349145928845,0.9745204950047116,2706.9548880908,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.93591558951065,0.5477889784782033,26250.49128779175,2.708189953729625,1.0,3.93591558951065,0.5477889784782033,26250.49128779175,1.6554837286482211,0.9745204950047116,27069.548880908
5.37,6.644691864628758,0.9702530406904893,2698.6540520028057,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9321136264709655,0.5435008649607359,26145.36254736468,2.6786671307601444,1.0,3.9321136264709655,0.5435008649607359,26145.36254736468,1.6611729661571895,0.9702530406904893,26986.54052002806
5.38,6.6673533712160955,0.9659855921243938,2690.1299610048945,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9281808279370543,0.539254949580295,26037.590959325757,2.6491705487619224,1.0,3.9281808279370543,0.539254949580295,26037.590959325757,1.6668383428040239,0.9659855921243938,26901.299610048947
5.39,6.68991834377465,0.96171856300459,2681.378510742358,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9241127291672364,0.535050005184271,25927.13529591967,2.619703077708731,1.0,3.9241127291672364,0.535050005184271,25927.13529591967,1.6724795859436625,0.96171856300459,26813.785107423577
5.4,6.71238564903437,0.9574523507474705,2672.395597764765,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9199047000245333,0.5308848134781097,25813.95489327027,2.5902675262315404,1.0,3.9199047000245333,0.5308848134781097,25813.95489327027,1.6780964122585924,0.9574523507474705,26723.955977647653
5.41,6.734754109459209,0.9531873367328616,2663.17712524385,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.915551938760799,0.5267581640343311,25698.009742727245,2.56086664842063,1.0,3.915551938760799,0.5267581640343311,25698.009742727245,1.6836885273648023,0.9531873367328616,26631.7712524385
5.42,6.757022501611806,0.9489238865369389,2653.71900904098,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9110494655983716,0.5226688533040745,25579.260587291403,2.531503150609021,1.0,3.9110494655983716,0.5226688533040745,25579.260587291403,1.6892556254029516,0.9489238865369389,26537.1900904098
5.43,6.779189554457109,0.9446623501530046,2644.0171841400224,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9063921161117756,0.5186156836309666,25457.66902326721,2.50217969814071,1.0,3.9063921161117756,0.5186156836309666,25457.66902326721,1.6947973886142773,0.9446623501530046,26440.171841400224
5.44,6.801253947603175,0.9404030622002653,2634.0676114612347,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.9015745344133013,0.5145974622672141,25333.19760728018,2.4728989221264865,1.0,3.9015745344133013,0.5145974622672141,25333.19760728018,1.7003134869007936,0.9404030622002653,26340.676114612346
5.45,6.8232143094773265,0.9361463421207559,2623.8662850716,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.896591166147892,0.5106130003919792,25205.809968783986,2.443663426189541,1.0,3.896591166147892,0.5106130003919792,25205.809968783986,1.7058035773693316,0.9361463421207559,26238.662850716
5.46,6.845069215436003,0.9318924943645449,2613.4092398066527,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8914362513045493,0.5066611121322362,25075.47092816657,2.4144757932022705,1.0,3.8914362513045493,0.5066611121322362,25075.47092816657,1.7112673038590007,0.9318924943645449,26134.09239806653
5.47,6.866817185806622,0.9276418085633719,2602.692559318389,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.886103816853531,0.5027406135865041,24942.14662054637,2.3853385920150036,1.0,3.886103816853531,0.5027406135865041,24942.14662054637,1.7167042964516555,0.9276418085633719,26026.925593183892
5.48,6.888456683860244,0.9233945596927815,2591.7123845673714,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8805876692229777,0.49885032185227074,24805.80462534278,2.3562543841795383,1.0,3.8805876692229777,0.49885032185227074,24805.80462534278,1.722114170965061,0.9233945596927815,25917.123845673712
5.49,6.909986113712699,0.9191510082232022,2580.4649227562445,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.874881386621167,0.4949890540569587,24666.41410161007,2.3272257306543915,1.0,3.874881386621167,0.4949890540569587,24666.41410161007,1.7274965284281747,0.9191510082232022,25804.649227562444
5.5,6.931403818154024,0.9149114002597779,2568.9464567356667,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.86897831123072,0.4911556263945774,24523.94592921532,2.298255198503956,1.0,3.86897831123072,0.4911556263945774,24523.94592921532,1.732850954538506,0.9149114002597779,25689.464567356667
5.51,6.952708076405058,0.9106759676711645,2557.153354892045,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8628715412945107,0.48734885316927673,24378.372855841484,2.269345367586851,1.0,3.8628715412945107,0.48734885316927673,24378.372855841484,1.7381770191012644,0.9106759676711645,25571.53354892045
5.5200000000000005,6.9738971018000235,0.906444928207604,2545.082081518969,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.856553923113398,0.48356754584692446,24229.66964973658,2.2404988372231722,1.0,3.856553923113398,0.48356754584692446,24229.66964973658,1.7434742754500059,0.906444928207604,25450.82081518969
5.53,6.994969039394433,0.9022184856085067,2532.7292076789613,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.850018042983027,0.4798105121165356,24077.813258110502,2.211718232834095,1.0,3.850018042983027,0.4798105121165356,24077.813258110502,1.7487422598486082,0.9022184856085067,25327.292076789614
5.54,7.015921963498269,0.8979968296996876,2520.0914225653614,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8432562191041093,0.47607655496404483,23922.782971055058,2.183006212549515,1.0,3.8432562191041093,0.47607655496404483,23922.782971055058,1.7539804908745673,0.8979968296996876,25200.914225653614
5.55,7.036753875134637,0.8937801364804625,2507.165545370729,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8362604935050655,0.4723644717612412,23764.560590809935,2.1543654737769127,1.0,3.8362604935050655,0.4723644717612412,23764.560590809935,1.7591884687836592,0.8937801364804625,25071.655453707288
5.5600000000000005,7.057462699424381,0.8895685682008785,2493.9485376624916,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8290226240197702,0.46867305337290655,23603.13060613079,2.125798759720668,1.0,3.8290226240197702,0.46867305337290655,23603.13060613079,1.7643656748560952,0.8895685682008785,24939.485376624914
5.57,7.0780462828975566,0.8853622734294087,2480.437516263199,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.821534076368882,0.4650010832856367,23438.480371453974,2.097308865839052,1.0,3.821534076368882,0.4650010832856367,23438.480371453974,1.7695115707243891,0.8853622734294087,24804.37516263199
5.58,7.098502390733254,0.8811613871114392,2466.6297666310675,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.813786016400625,0.46134733676242,23270.60029049288,2.0688986462254104,1.0,3.813786016400625,0.46134733676242,23270.60029049288,1.7746255976833134,0.8811613871114392,24666.297666310675
5.59,7.118828703929855,0.8769660306189134,2452.5227567340607,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.8057693025547707,0.4577105800276775,23099.48400383638,2.040571019898928,1.0,3.8057693025547707,0.4577105800276775,23099.48400383638,1.7797071759824636,0.8769660306189134,24525.227567340607
5.6000000000000005,7.1390228164085325,0.8727763117915392,2438.1141514066053,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.797474478621409,0.45408956948804896,22925.12858004401,2.0123289769881385,1.0,3.797474478621409,0.45408956948804896,22925.12858004401,1.7847557041021331,0.8727763117915392,24381.141514066054
5.61,7.159082232053453,0.8685923249700341,2423.401827173348,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.7888917668745057,0.45048305099484137,22747.53470965257,1.9841755847880176,1.0,3.7888917668745057,0.45048305099484137,22747.53470965257,1.7897705580133632,0.8685923249700341,24234.01827173348
5.62,7.179004361693048,0.8644141510219336,2408.3838875197353,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.780011061669632,0.446889759154751,22566.706901424484,1.956113993669362,1.0,3.780011061669632,0.446889759154751,22566.706901424484,1.794751090423262,0.8644141510219336,24083.838875197354
5.63,7.198786520027583,0.8602418573605619,2393.0586785846713,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.7708219236056646,0.443308416696274,22382.653680083695,1.9281474428173846,1.0,3.7708219236056646,0.443308416696274,22382.653680083695,1.7996966300068957,0.8602418573605619,23930.586785846714
5.64,7.218425922509376,0.8560754979578185,2377.4248052453445,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.7613135743613464,0.43973773390003956,22195.387784693958,1.9002792657743597,1.0,3.7613135743613464,0.43973773390003956,22195.387784693958,1.804606480627344,0.8560754979578185,23774.248052453444
5.65,7.237919682183112,0.8519151133515245,2361.481147558621,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,3.7514748923293744,0.4361764081021846,22004.92636674147,1.8725128957590162,1.0,3.7514748923293744,0.4361764081021846,22004.92636674147,1.809479920545778,0.8519151133515245,23614.81147558621
