data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_C,data_set_value_component_membrane_variable_T,data_set_value_component_membrane_variable_Y,data_set_value_component_membrane_variable_Y_infinity_Vm,data_set_value_component_membrane_variable_Vm,data_set_value_component_membrane_variable_I_ion,data_set_value_component_membrane_variable_i1_Vm,data_set_value_component_membrane_variable_i0_Vm,data_set_value_component_membrane_variable_f_Vm,data_set_value_component_membrane_variable_af,data_set_value_component_membrane_variable_bf,data_set_value_component_membrane_variable_cf,data_set_value_component_membrane_variable_df
0.0,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.1,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.2,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.30000000000000004,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.4,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.5,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.6000000000000001,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.7000000000000001,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.8,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
0.9,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
1.0,0.01,50.0,0.07,0.07000000000000028,-78.6,6.799999999977928e-05,0.007000000000000062,-0.0005999999999997674,-0.007599999999999829,3.837854e-05,0.00584649,0.2531834,2.356256
