Vthresh,a,b,c,d,i,u,v,Time
30.0,0.03,0.25,-52.0,0.0,0.0,-16.0,-64.0,0.0
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000000148161046,-64.00159762115253,0.01
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000000418253652,-64.0031932823505,0.02
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00000076803056,-64.00478766268552,0.03
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000001214010545,-64.00638048975333,0.04
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000001812699207,-64.00797083174348,0.05
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00000251713471,-64.00955946308406,0.06
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000003327317064,-64.01114638377506,0.07
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000004243246263,-64.01273159381648,0.08
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000005264922308,-64.01431509320834,0.09
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00000642402111,-64.01589628467434,0.1
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000007703730322,-64.0174754852256,0.11
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000009097005485,-64.01905282769134,0.12
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000010603846604,-64.02062831207158,0.13
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000012224253677,-64.02220193836631,0.14
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000013958226702,-64.02377370657553,0.15
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00001580576568,-64.02534361669923,0.16
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000017766870616,-64.02691166873743,0.17
30.0,0.03,0.25,-52.0,0.0,0.0,-16.0000198415415,-64.02847786269011,0.18
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000022034316633,-64.03004197072602,0.19
30.0,0.03,0.25,-52.0,0.0,0.0,-16.0000243459858,-64.03160395319588,0.2
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000026772322453,-64.03316402228099,0.21
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000029313326596,-64.03472217798134,0.22
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000031968998226,-64.03627842029694,0.23
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00003473933734,-64.0378327492278,0.24
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00003762434395,-64.0393851647739,0.25
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00004062401804,-64.04093566693525,0.26
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000043738359622,-64.04248425571184,0.27
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000046967368693,-64.04403093110369,0.28
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00005031104525,-64.04557569311079,0.29
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000053769389293,-64.04711854173313,0.3
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000057342400826,-64.04865947697073,0.31
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00006103007985,-64.05019849882356,0.32
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000064832426357,-64.05173560729166,0.33
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000068749440352,-64.053270802375,0.34
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00007276363943,-64.05480387258389,0.35000000000000003
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00007687874354,-64.0563348629196,0.36
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000081106340755,-64.05786391356646,0.37
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00008544643108,-64.05939102452449,0.38
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00008989901451,-64.06091619579365,0.39
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000094464091053,-64.06243942737397,0.4
30.0,0.03,0.25,-52.0,0.0,0.0,-16.0000991416607,-64.06396071926544,0.41000000000000003
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000103931723455,-64.06548007146806,0.42
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00010883427932,-64.06699748398184,0.43
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000113849328294,-64.06851295680676,0.44
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000118976870375,-64.07002648994283,0.45
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000124216905565,-64.07153808339007,0.46
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000129569433863,-64.07304773714844,0.47000000000000003
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00013503445527,-64.07455545121798,0.48
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000140611969783,-64.07606122559865,0.49
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000146301977402,-64.07756506029048,0.5
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000152104478133,-64.07906695529347,0.51
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00015801947197,-64.0805669106076,0.52
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00016404695892,-64.08206492623289,0.53
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000170186938973,-64.08356100216933,0.54
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000176439412137,-64.08505513841692,0.55
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000182804378408,-64.08654733497565,0.56
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000189281837784,-64.08803759184555,0.5700000000000001
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00019587179027,-64.08952590902659,0.58
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000202574235868,-64.09101228651878,0.59
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00020938917457,-64.09249672432212,0.6
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000216314640564,-64.09397921490344,0.61
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000223300731644,-64.09545956703336,0.62
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000230395419102,-64.09693796454187,0.63
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00023759870294,-64.09841440742893,0.64
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000244910583163,-64.09988889569458,0.65
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00025233105977,-64.1013614293388,0.66
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000259860132754,-64.10283200836159,0.67
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00026749780212,-64.10430063276296,0.68
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000275244067872,-64.10576730254289,0.6900000000000001
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00028309893,-64.1072320177014,0.7000000000000001
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000291062388513,-64.10869477823849,0.71
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00029913444341,-64.11015558415416,0.72
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000307315094684,-64.11161443544839,0.73
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000315604342344,-64.11307133212121,0.74
30.0,0.03,0.25,-52.0,0.0,0.0,-16.00032400218638,-64.11452627417259,0.75
30.0,0.03,0.25,-52.0,0.0,0.0,-16.0003325086268,-64.11597926160255,0.76
30.0,0.03,0.25,-52.0,0.0,0.0,-16.000341123663606,-64.11743029441108,0.77
