Time,a,b,c,d,Vthresh,i,v,u,cell
0.0,0.03,0.25,-52.0,0.0,30.0,0.0,-64.0,-16.0,1.0
0.01,0.03,0.25,-52.0,0.0,30.0,0.0,-64.00159762115253,-16.000000148161046,1.0
0.02,0.03,0.25,-52.0,0.0,30.0,0.0,-64.0031932823505,-16.000000418253652,1.0
0.03,0.03,0.25,-52.0,0.0,30.0,0.0,-64.00478766268552,-16.00000076803056,1.0
0.04,0.03,0.25,-52.0,0.0,30.0,0.0,-64.00638048975333,-16.000001214010545,1.0
0.05,0.03,0.25,-52.0,0.0,30.0,0.0,-64.00797083174348,-16.000001812699207,1.0
0.06,0.03,0.25,-52.0,0.0,30.0,0.0,-64.00955946308406,-16.00000251713471,1.0
0.07,0.03,0.25,-52.0,0.0,30.0,0.0,-64.01114638377506,-16.000003327317064,1.0
0.08,0.03,0.25,-52.0,0.0,30.0,0.0,-64.01273159381648,-16.000004243246263,1.0
0.09,0.03,0.25,-52.0,0.0,30.0,0.0,-64.01431509320834,-16.000005264922308,1.0
0.1,0.03,0.25,-52.0,0.0,30.0,0.0,-64.01589628467434,-16.00000642402111,1.0
0.11,0.03,0.25,-52.0,0.0,30.0,0.0,-64.0174754852256,-16.000007703730322,1.0
0.12,0.03,0.25,-52.0,0.0,30.0,0.0,-64.01905282769134,-16.000009097005485,1.0
0.13,0.03,0.25,-52.0,0.0,30.0,0.0,-64.02062831207158,-16.000010603846604,1.0
0.14,0.03,0.25,-52.0,0.0,30.0,0.0,-64.02220193836631,-16.000012224253677,1.0
0.15,0.03,0.25,-52.0,0.0,30.0,0.0,-64.02377370657553,-16.000013958226702,1.0
0.16,0.03,0.25,-52.0,0.0,30.0,0.0,-64.02534361669923,-16.00001580576568,1.0
0.17,0.03,0.25,-52.0,0.0,30.0,0.0,-64.02691166873743,-16.000017766870616,1.0
0.18,0.03,0.25,-52.0,0.0,30.0,0.0,-64.02847786269011,-16.0000198415415,1.0
0.19,0.03,0.25,-52.0,0.0,30.0,0.0,-64.03004197072602,-16.000022034316633,1.0
0.2,0.03,0.25,-52.0,0.0,30.0,0.0,-64.03160395319588,-16.0000243459858,1.0
0.21,0.03,0.25,-52.0,0.0,30.0,0.0,-64.03316402228099,-16.000026772322453,1.0
0.22,0.03,0.25,-52.0,0.0,30.0,0.0,-64.03472217798134,-16.000029313326596,1.0
0.23,0.03,0.25,-52.0,0.0,30.0,0.0,-64.03627842029694,-16.000031968998226,1.0
0.24,0.03,0.25,-52.0,0.0,30.0,0.0,-64.0378327492278,-16.00003473933734,1.0
