Time,alpha,beta,gamma,r31,r24,Chi14,Ks1,Ks2,Ks3,Ks4,Vm1,p,cell,v1,v2,v3,v4
0.0,0.462,0.2,0.338,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6875,0.33178500331785,0.2976190476190476,0.5607166556071665
0.01,0.4585217686632297,0.20603053259723914,0.3354476987395313,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6797423532711039,0.33963350416442784,0.3054329993571297,0.5529727849100702
0.02,0.45519456048302653,0.21175949072973016,0.3330459487872434,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.67241574175906,0.3469840312014979,0.3128122068999588,0.5457211173265301
0.03,0.4520099806055426,0.21720364580136559,0.3307863735930921,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6654901536600639,0.3538734618115725,0.3197869379482114,0.5389252040941005
0.04,0.44895958617508225,0.22237986512540678,0.3286605486995111,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6589367242982074,0.36033681133968776,0.3263863037740512,0.5325504360061941
0.05,0.4460356082245216,0.22730366988729456,0.326660721888184,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6527293578923118,0.3664055796980289,0.33263662307744646,0.5265656785363979
0.06,0.44323091063053777,0.23198931712727056,0.32477977224219184,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6468444635396813,0.37210811803663774,0.3385616882420281,0.5209429094491844
0.07,0.4405388240652971,0.23645013143168836,0.32301104450301465,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6412604169838508,0.37747027193746063,0.3441833082463957,0.5156565829297561
0.08,0.4379531489884653,0.24069849894824832,0.3213483520632864,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6359574543974847,0.3825155524215412,0.3495214157541205,0.5106834606212838
0.09,0.43546810078297193,0.24474597696577316,0.31978592225125485,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6309174426046597,0.38726542947288983,0.3545942988645716,0.5060023214899881
0.1,0.43307823443998106,0.2486034443474793,0.31831832121253956,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6261236168625729,0.3917396512256729,0.35941886560200487,0.5015936462901477
0.11,0.4307785858476729,0.2522808193240339,0.3169405948282931,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6215608397103372,0.3959560088452989,0.3640103827196903,0.49743985018567166
0.12,0.42856426352676447,0.2557878749575333,0.315647861515702,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6172145800001106,0.39993144072987286,0.36838350568904854,0.4935241908563353
0.13,0.4264310723422821,0.2591329933443754,0.3144359343133422,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6130723155189327,0.40368058909582566,0.3725508635765428,0.48983219604081896
0.14,0.4243748168637555,0.2623245570860315,0.3133006260502128,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6091218576211056,0.4072175803661253,0.3765247492599842,0.48634990290107877
0.15,0.4223915917165928,0.26537036933870783,0.31223803894469915,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.605351990065157,0.41055537481615134,0.38031647488687925,0.4830645012487558
0.16,0.42047766595791775,0.2682778847630061,0.31124444927907596,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.6017521657239077,0.4137061007951189,0.3839366778356423,0.47996400306763715
0.17,0.41862955491968595,0.2710540660222275,0.31031637905808646,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5983126407277153,0.41668093044363885,0.38739518535153755,0.477037365479775
0.18,0.41684397403959844,0.27370547600508444,0.30945054995531707,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5950243398421212,0.4194902337909206,0.3907011503436721,0.47427433839531036
0.19,0.4151178294978959,0.27623829653418674,0.30864387396791737,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5918788103362297,0.42214363881510836,0.3938630979057714,0.47166540515747657
0.2,0.41344825904791677,0.27865824679531576,0.30789349415676764,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5888682922135352,0.4246499700101961,0.3968888544347644,0.46920184334628395
0.21,0.4118324458608169,0.28097095520409054,0.30719659893509277,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5859852773005891,0.4270177132262075,0.39978599246724683,0.4668752650708929
0.22,0.4102678854592136,0.28318142618032666,0.30655068836046007,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5832230960650112,0.42925441863498115,0.40256123859203347,0.46467820749842786
0.23,0.4087521078653874,0.28529459518542527,0.30595329694918766,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5805752744727884,0.43136737157620425,0.40522112233346386,0.46260346938667596
0.24,0.407282785879634,0.28731511242474456,0.3054021016956218,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5780357660159984,0.43336335951673244,0.4077717420335358,0.46064434159881323
0.25,0.40585778543957507,0.2892472422505022,0.30489497230992313,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5755990519159456,0.43524857570310943,0.4102186637330833,0.4587947024297087
0.26,0.4044749602426473,0.2910952734303271,0.3044297663270262,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5732596713116415,0.4370291059489241,0.4125673951903805,0.4570485361521475
0.27,0.4031324117046453,0.2928629998423746,0.3040045884529809,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.571012792875349,0.4387103478596382,0.4148228091180302,0.45540050748273453
0.28,0.4018282134383398,0.29455427086387814,0.3036175156977832,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5688535918826975,0.440297652395461,0.4169897717025729,0.4538453270285605
0.29,0.40056062650802327,0.29617256137766157,0.3032668121143166,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5667777223061647,0.4417958451352757,0.41907266625430917,0.45237822483048823
0.3,0.39932796526380393,0.2977212397877023,0.30295079494849547,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5647810115771422,0.4432095415196055,0.4210757011826557,0.45099463856817135
0.31,0.3981286171478825,0.2992035284529101,0.30266785439920946,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5628594990684619,0.4445431103781543,0.4230028711600165,0.4496902496498559
0.32,0.39696109151503634,0.3006224061566958,0.30241650232827016,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5610095385508803,0.445800572726273,0.42485785373157886,0.44846108333504303
0.33,0.3958239172177408,0.301980812710772,0.3021952700714897,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5592275672666365,0.4469858388356897,0.426644242319872,0.4473032742462856
0.34,0.39471575729285074,0.3032814198319179,0.30200282287523406,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5575103546257373,0.44810245822694644,0.42836529527358747,0.44621331368360756
0.35000000000000003,0.39363528748981474,0.30452687382040183,0.3018378386897863,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5558547307321879,0.4491538969460806,0.4300242097897139,0.44518777535953985
0.36,0.3925812830074794,0.30571962227634497,0.3016990947161786,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5542577738908403,0.45014334955041096,0.4316239327039114,0.44422350139209704
0.37,0.391552563801168,0.3068620233651923,0.3015854128336429,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5527166872260041,0.45107386571305813,0.43316728498298196,0.44331747707875757
0.38,0.3905479811815687,0.30795637259045266,0.30149564622798186,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5512287667709055,0.4519483837547256,0.4346569939209508,0.4424667977338272
0.39,0.3895664939042377,0.309004750782529,0.3014287553132366,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5497915655276849,0.45276956683080766,0.4360955275840027,0.44166883074743996
0.4,0.38860711407469994,0.31000913216915876,0.3013837537561446,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5484027724943906,0.4535399264677488,0.43748521687502234,0.44092109339072727
0.41000000000000003,0.3876688115404454,0.3109715753897263,0.30135961306983156,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.547060002069351,0.45426203509459784,0.4388284680426618,0.4402210425723204
0.42,0.3867506889003313,0.3118938738481324,0.30135543725153957,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5457611745447204,0.4549381447629701,0.44012737872207514,0.43956645203042677
0.43,0.3858518994279144,0.31277771969201357,0.3013703808800752,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5445043348697695,0.45557037068216255,0.4413839208138988,0.43895523077971355
0.44,0.38497162244215005,0.3136247530201643,0.30140362453768893,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.543287597528255,0.4561607473736224,0.4425999961057435,0.4383853675650121
0.45,0.3841089976728075,0.31443669301646815,0.3014543093107277,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5421090025953654,0.4567113731352956,0.44377758152841645,0.43785478794500593
0.46,0.3832633060419482,0.3152149767613192,0.3015217171967361,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5409669080123011,0.4572240185480437,0.4449183332961092,0.4373617416046455
0.47000000000000003,0.3824338302398618,0.3159610377912489,0.30160513196889316,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5398596848997308,0.45770043211975026,0.44602389437041035,0.43690449998743514
0.48,0.381619870358538,0.31667627485466177,0.3017038547868046,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5387857507591955,0.4581423075223694,0.4470958609542356,0.4364813887110992
0.49,0.3808207520689672,0.317362035580143,0.30181721235089465,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5377435864166413,0.4585512672028184,0.4481357653913911,0.43609080378543036
0.5,0.3800358431535795,0.3180195834565729,0.3019445733898528,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5367317710889082,0.4589288280789088,0.44914504077612416,0.4357312455555548
0.51,0.3792645273228203,0.31865015013206366,0.30208532254512155,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5357489248370488,0.45927645933079403,0.45012507902461385,0.4354012615303135
0.52,0.3785062516359035,0.3192548406938667,0.30223890767023565,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5347938107051871,0.4595954815228366,0.4510771277959921,0.4350995461924305
0.53,0.37776044929828256,0.31983478787972114,0.3024047628220024,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5338651667651807,0.45988723380206137,0.45200245998725264,0.4348247755809458
0.54,0.37702658314055737,0.32039106523065497,0.30258235162879377,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5329617998768322,0.4601529811477312,0.4529022791109843,0.4345756990584099
0.55,0.3763041466871079,0.3209246849569082,0.30277116835598983,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5320825874877805,0.46039391306089694,0.4537777174763794,0.43435114061154484
0.56,0.37559268207429775,0.3214365621465561,0.30297075577915183,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5312265159388151,0.46061110620903795,0.45462979752807703,0.4341500358157641
0.5700000000000001,0.3748917177660693,0.32192763918139033,0.30318064305254583,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5303925452538735,0.4608056584233005,0.45545956830002376,0.43397129925930283
0.58,0.3742008153535494,0.322398792254151,0.30340039239230476,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5295797100998437,0.46097858918003115,0.4562680035242034,0.4338139230106614
0.59,0.3735195591753657,0.32285085209633957,0.3036295887282996,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5287870969891056,0.4611308624861581,0.45705602463599654,0.43367695397879275
0.6,0.37284755248157836,0.3232846116478555,0.3038678358705707,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.528013835683649,0.461263395664114,0.4578245094477774,0.4335594852236292
0.61,0.3721844147592387,0.32370083140367156,0.3041147538370941,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5272590931491756,0.4613770655716466,0.45857429824927254,0.43346064980422117
0.62,0.37152978373824513,0.32410023540109917,0.30436998086065986,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5265220776624545,0.46147270480753055,0.4593061896607002,0.4333796245354675
0.63,0.37088330682477133,0.3244835283234205,0.3046331648518123,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5258020200890957,0.46155112031737394,0.460020959527037,0.4333156115802529
0.64,0.3702446523775859,0.32485137299650596,0.3049039746259122,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5250981980520326,0.46161306989358736,0.46071933652463093,0.4332678617040589
0.65,0.3696135000773369,0.3252044096125175,0.3051820903101497,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5244099149523319,0.46165928296539244,0.46140202333340147,0.43323565370572487
0.66,0.3689895441706869,0.32554324925389216,0.30546720657542503,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5237365068233514,0.4616904540655915,0.4620696897180584,0.4332183008837793
0.67,0.36837249529889826,0.32586847024154025,0.3057590344595657,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.523077346141327,0.4617072393022603,0.46272296868085055,0.4332151545297152
0.68,0.36776206887141805,0.326180641358119,0.3060572897704673,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5224318165770914,0.4617102812022147,0.46336248194367996,0.43322557934627354
0.6900000000000001,0.367157992888977,0.3264803062227534,0.30636170088827397,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5217993297870163,0.4617001924285572,0.46398882300025535,0.4332489695606585
0.7000000000000001,0.3665600160927733,0.3267679670156384,0.3066720168915928,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5211793429186953,0.4616775388936106,0.46460253944605256,0.43328476563700147
0.71,0.3659678939709282,0.3270441124280517,0.3069879936010246,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5205713282843006,0.46164286950412403,0.46520416358642475,0.4333324248436613
0.72,0.3653813872074799,0.3273092207608954,0.30730939203162916,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5199747699259473,0.461596719595699,0.46579421590280595,0.4333914178555163
0.73,0.3648002688891107,0.3275637455311599,0.3076359855797338,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5193891791142174,0.4615395959595704,0.4663731894088141,0.4334612435721705
0.74,0.36422433102085766,0.3278081024528545,0.30796756652629215,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5188141083719547,0.4614719633790579,0.4669415354940712,0.4335414424431384
0.75,0.3636533646026967,0.32804270924242035,0.30830392615488716,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5182491083496709,0.4613942866470114,0.46749970745144587,0.43363155488874444
