Time,alpha,beta,gamma,r31,r24,Chi14,Ks1,Ks2,Ks3,Ks4,Vm1,p,cell,v1,v2,v3,v4
0.76,0.3630871728804338,0.32826795914504453,0.3086448679745258,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5176937564167475,0.46130700288220955,0.4680481316177486,0.4337311486967067
0.77,0.36252556787381823,0.3284842278687253,0.30899020425746043,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5171476491135385,0.4612105289695928,0.46858721499145223,0.4338398116604796
0.78,0.3619683701019056,0.32869187413183265,0.30933975576626566,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5166104015188765,0.46110526227290755,0.46911734587039305,0.4339571508750818
0.79,0.3614154070335429,0.32889124276806186,0.30969335019839905,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5160816438569176,0.46099158401611534,0.469638897276266,0.4340827893915614
0.8,0.3608665136252006,0.32908266364418765,0.3100508227306155,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5155610226345255,0.4608698582615055,0.47015222580586613,0.43421636722930346
0.81,0.3603215338126643,0.32926644867680904,0.31041201751053044,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5150482038448767,0.4607404289038274,0.4706576683966459,0.4343575443518225
0.8200000000000001,0.3597803164078992,0.3294429000390855,0.3107767835530191,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.514542864060032,0.4606036283545606,0.4711555513175154,0.43450599207297413
0.8300000000000001,0.35924271579924416,0.3296123087592404,0.3111449754415191,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5140446919247705,0.46045977615987715,0.47164618866048713,0.43466139442541646
0.84,0.35870859227658175,0.3297749540692347,0.3115164536541873,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5135533888424432,0.4603091784031715,0.4721298816478698,0.4348234487526415
0.85,0.3581778111616296,0.32993110514358903,0.3118910836947851,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5130686670746252,0.46015212959669005,0.4726069205501174,0.4349918638374965
0.86,0.3576502423464512,0.33008102202163464,0.3122687356319178,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5125902487261542,0.4599889137119389,0.47307758570999264,0.43516635888297706
0.87,0.35712575983196626,0.330224956529764,0.3126492836382734,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5121178647312348,0.45981980520303906,0.47354214856570037,0.4353466624999401
0.88,0.3566042753323222,0.3303630851356375,0.3130326395320439,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.511651327678946,0.4596449992824526,0.4740007981346849,0.4355325817169192
0.89,0.3560856625332242,0.3304956602900767,0.3134186771767026,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5111903676802301,0.45946476938803904,0.4744538067006317,0.4357238461300961
0.9,0.35556980928437293,0.33062290613988493,0.31380728457574564,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5107347454327925,0.45927935870487874,0.4749014156782785,0.4359202152675083
0.91,0.35505660943294426,0.33074503484575596,0.3141983557213033,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5102842345263673,0.4590889972107392,0.47534385347511127,0.4361214617193736
0.92,0.35454595959651575,0.3308622530305239,0.3145917873729638,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5098386144407895,0.45889390842144684,0.4757813425593975,0.436327364462303
0.93,0.354037758733615,0.3309747626373981,0.31498747862899035,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5093976696063318,0.4586943103177629,0.47621410040858303,0.4365377079422374
0.9400000000000001,0.3535319091457356,0.3310827589276617,0.31538533192660606,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5089611915715826,0.4584904133058481,0.4766423373205782,0.43675228409349337
0.9500000000000001,0.35302838761683425,0.33118628832097985,0.3157853240621893,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5085291334988394,0.4582822731655015,0.4770661004444778,0.4369710378929268
0.96,0.3525270684891675,0.33128560194720136,0.3161873295636345,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5081012260376391,0.45807015712546756,0.47748566156746824,0.43719370501763993
0.97,0.35202786928284974,0.3313808646513949,0.3165912660657586,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5076772934276773,0.45785424250859424,0.477901198000802,0.43742011012573584
0.98,0.35153070971128725,0.33147223689433025,0.31699705339438566,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5072571645374845,0.4576347016039844,0.47831288238802905,0.43765008285061396
0.99,0.35103551137291444,0.33155987536854065,0.317404613258548,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.506840672191707,0.4574117023283619,0.4787208833839828,0.43788345714658616
1.0,0.3505421974429302,0.33164393361438455,0.3178138689426883,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5064276524978575,0.4571854088842827,0.4791253663343388,0.43812007063757924
1.01,0.350050700727734,0.3317245459228392,0.3182247533494299,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5060179623694315,0.45695596518293735,0.47952647558434336,0.43835978102662054
1.02,0.3495610066727496,0.3318017413822207,0.3186372519450326,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5056115731664443,0.45672340633837394,0.47992423993871175,0.43860255370688667
1.03,0.34907301775627375,0.3318757148937622,0.31905126734996664,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5052082756088916,0.4564879380982911,0.4803188705779948,0.43884818516128893
1.04,0.3485866731043719,0.33194658811531486,0.31946673878031556,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5048079400095289,0.4562496903044648,0.48071049833138907,0.4390965470037065
1.05,0.3481019137717018,0.3320144788493188,0.31988360737898136,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5044104407513517,0.4560087884955219,0.48109924992268016,0.4393475151023997
1.06,0.34761868255231926,0.33207950142089987,0.3203018160267823,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5040156558768281,0.4557653543134937,0.48148524838481294,0.4396009691777812
1.07,0.34713692379048383,0.3321417670559655,0.32072130915355146,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5036234666767256,0.4555195059085318,0.48186861347488946,0.4398567924019818
1.08,0.3466565930022276,0.3322013646644297,0.32114204233334276,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5032337786681663,0.45527133822111104,0.4822494404937745,0.440114890918197
1.09,0.3461776678190936,0.33225833898269075,0.3215639931982151,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5028465455014552,0.455020900617266,0.4826277761476167,0.4403752159814379
1.1,0.3457000840799819,0.3323128182165274,0.3219870977034895,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5024616296090874,0.45476832794210176,0.48300375924245725,0.4406376342249186
1.11,0.3452237984224455,0.3323648890287838,0.3224113125487687,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5020789386488157,0.45451371213358266,0.4833774829263148,0.44090205475257277
1.12,0.3447487692640477,0.3324146345252047,0.32283659621074495,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5016983840568137,0.4542571412627532,0.4837490365350621,0.44116839049266116
1.1300000000000001,0.34427495668653946,0.33246213448598666,0.32326290882747055,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5013198807985292,0.45399869978431995,0.48411850584383764,0.4414365579498942
1.1400000000000001,0.3438023223200373,0.3325074655973298,0.3236902120826289,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5009433471192629,0.4537384687861458,0.48448597331874904,0.44170647695861615
1.1500000000000001,0.3433308314919242,0.3325506971476032,0.32411847136046795,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.500568709253527,0.4534765215935887,0.4848515133615428,0.4419780750347934
1.16,0.34286045224312683,0.33259189299697317,0.3245476547598948,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.5001958992831658,0.45321292580765316,0.485215194472014,0.4422512853585479
1.17,0.34239114873698756,0.3326311247765478,0.3249777264864588,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.49982484070311367,0.4529477568234266,0.4855770938227389,0.44252603339059743
1.18,0.3419228888819631,0.33266845662259237,0.3254086544954382,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.4994554651139507,0.4526810822044043,0.4859372804039906,0.44280225234216003
1.19,0.341455641736999,0.3327039503721873,0.3258404078908069,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.499087706545676,0.45241296701363604,0.48629582075506506,0.44307987789716546
1.2,0.34098937740692914,0.33273766577230696,0.32627295682075685,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.4987215012315086,0.45214347403528027,0.4866527791925896,0.4433588479930304
1.21,0.340524066937875,0.33276966068889796,0.32670627237321975,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.4983567873813049,0.4518726639953379,0.48700821803923033,0.44363910260223594
1.22,0.34005968504590967,0.33279998563799157,0.3271403293160913,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.49799351117826496,0.4516005899866161,0.4873621915681211,0.44392058925226563
1.23,0.33959620666989737,0.3328286906933949,0.3275751026367002,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.497631619218476,0.4513273045354241,0.4877147536371492,0.4442032560291858
1.24,0.33913360417383664,0.33285583109275424,0.3280105647334014,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.49727105236061125,0.45105286532004957,0.48806596389963175,0.44448704591574434
1.25,0.33867185248580967,0.33288145693836585,0.32844669057581677,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.4969117570156671,0.45077732466328935,0.4884158764038688,0.4447719071948517
1.26,0.3382109271200444,0.33290561716049094,0.3288834557194569,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.49655368080553275,0.4505007335836563,0.48876454397703667,0.4450577894386069
1.27,0.337750804082628,0.3329283597057656,0.32932083621159863,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.49619677235724285,0.4502231419913281,0.4891120184329087,0.4453446433143551
1.28,0.33729145977721936,0.33294973172561027,0.3297588084971626,1.0,1.0,1.1,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.4958409810968002,0.44994459888345384,0.48945835078001937,0.44563242039137146
