Time,c,S,O,I1,I2,k1,alpha1,beta1,k4,alpha4,p,beta4,T,time_constant,kflux,Vp,k3,k2,k_1,Jinflux_0,Kp,k5,compartment,Shut_to_Open,Open_to_Inactivated1,Inactivated1_to_Shut,Inactivated1_to_Inactivated2,Inactivated2_to_Shut,Jrel,Jpump,Jinflux
0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.8,0.0,0.06,0.0,0.01,0.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.025
1.0,0.024858264357949945,0.01980129785792406,1.978988843700943e-08,1.3613062757831045e-09,0.9801986809908813,0.0012000225521173124,40.0,0.8,0.02242979008435765,0.06,0.0059700997504991355,0.01,1.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,1.2444643227167582e-07,9.894944218504714e-09,6.806531378915522e-10,3.053381400633372e-11,0.019603973619817625,3.374396131858472e-30,0.0004229263412391367,0.025
2.0,0.04889277422729664,0.039209395038885875,1.021909578453001e-06,1.352778532488658e-07,0.9607894477736825,0.009129036482276106,40.0,0.8,0.03257869414061917,0.06,0.011880796015946849,0.01,2.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,3.3533791934562765e-06,5.109547892265005e-07,6.76389266244329e-08,4.4071758049943635e-09,0.01921578895547365,2.399233740190218e-23,0.0016262452999167131,0.025
3.0,0.07140280086122267,0.05822433796929072,9.310415146168152e-06,1.7841418877142502e-06,0.9417645674736754,0.02842019777330384,40.0,0.8,0.03836487484104671,0.06,0.017732679870895107,0.01,3.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,2.1149937041674692e-05,4.655207573084076e-06,8.920709438571251e-07,6.844838022082602e-08,0.01883529134947351,1.6530990117623875e-19,0.0034367294590564716,0.025
4.0,0.09189226333674275,0.07683175325739822,4.141985044179751e-05,1.0241708828107577e-05,0.9231165851833318,0.06052979236464501,40.0,0.8,0.04210362173493122,0.06,0.023526336508606093,0.01,4.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,7.296234912792049e-05,2.0709925220898754e-05,5.120854414053789e-06,4.312130344179472e-07,0.018462331703666637,6.475253666768535e-17,0.005628629646662805,0.025
5.0,0.11009247577964795,0.09500035407043173,0.00012391221440683194,3.714878179685786e-05,0.9048385849333646,0.1039758721370103,40.0,0.8,0.04471818238513258,0.06,0.02926234529957159,0.01,5.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,0.0001800032265720925,6.195610720341597e-05,1.857439089842893e-05,1.661225999777383e-06,0.018096771698667292,5.186556983140047e-15,0.007981258479823774,0.025
6.0,0.1259361114604553,0.11268696154920677,0.0002878900365569494,0.00010061244687275281,0.8869245359673635,0.15543540984325063,40.0,0.8,0.04664924537062704,0.06,0.034941279849450765,0.01,6.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,0.00035867229427988164,0.0001439450182784747,5.0306223436376405e-05,4.693494721506223e-06,0.017738490719347272,1.5112253159502102e-13,0.010316730054675576,0.025
7.0,0.13950593517905213,0.1298460958908053,0.0005616776435746744,0.0002226333955935717,0.8693695930700265,0.2109945207636811,40.0,0.8,0.04813378165757984,0.06,0.04056370805643104,0.01,7.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,0.0006170400698844114,0.0002808388217873372,0.00011131669779678585,1.0716187253186578e-05,0.01738739186140053,2.189632511905056e-12,0.012513204335151741,0.025
8.0,0.1509797741584886,0.1464395471499913,0.0009651611483287741,0.00042506811792092364,0.852170223583759,0.2670772318639504,40.0,0.8,0.0493105657254125,0.06,0.046130192168018544,0.01,8.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,0.0009548408611044784,0.0004825805741643871,0.00021253405896046182,2.0960349366517096e-05,0.01704340447167518,1.9090706755963583e-11,0.014500803142875902,0.025
9.0,0.16058418664769267,0.16244269699877678,0.0015073858228316047,0.0007258038186230196,0.8353241133597686,0.3209223300148259,40.0,0.8,0.05026626452305307,0.06,0.051641288837263086,0.01,9.0,100.0,22.0,0.2,0.5,0.5,0.88,0.025,0.54,0.02,1.0,0.001365637747306716,0.0007536929114158023,0.0003629019093115098,3.648344673874674e-05,0.01670648226719537,1.135848440917115e-10,0.01624972552141766,0.025
