_1_task1,c_1_task1
0.0,0.0
1.0,0.024858264357949945
2.0,0.04889277422729664
3.0,0.07140280086122267
4.0,0.09189226333674275
5.0,0.11009247577964795
6.0,0.1259361114604553
7.0,0.13950593517905213
8.0,0.1509797741584886
9.0,0.16058418664769267
10.0,0.16856095521784173
11.0,0.17514562526225538
12.0,0.18055538505602822
13.0,0.18498342374992235
14.0,0.18859738662467776
15.0,0.19154021504509217
16.0,0.19393223453349961
17.0,0.19587383205329778
18.0,0.19744806783473148
19.0,0.1987233628899553
20.0,0.19975588248159415
21.0,0.2005914776058154
22.0,0.20126748283955664
23.0,0.20181435262324615
24.0,0.20225685762894938
25.0,0.20261510738257554
26.0,0.20290542419784988
27.0,0.20314104968807256
28.0,0.203332725213084
29.0,0.2034891680595165
30.0,0.2036174556956062
31.0,0.20372334003621392
32.0,0.20381150126557385
33.0,0.20388575346891652
34.0,0.2039492113039629
35.0,0.20400442533128027
36.0,0.2040534898097272
37.0,0.2040981310322087
38.0,0.20413977758306587
39.0,0.20417961780270613
40.0,0.20421864529891276
41.0,0.20425769615374673
42.0,0.20429747835331355
43.0,0.20433859595875312
44.0,0.20438156814400646
45.0,0.20442684471069764
46.0,0.20447481821968952
47.0,0.20452583416870077
48.0,0.2045801989211537
49.0,0.20463818623162358
50.0,0.20470004224363353
51.0,0.20476598999654685
52.0,0.2048362324651707
53.0,0.20491095555772693
54.0,0.20499033042636497
55.0,0.20507451489940492
56.0,0.20516365568065154
57.0,0.2052578890654192
58.0,0.2053573423117064
59.0,0.20546213460022833
60.0,0.20557237746848242
61.0,0.20568817625945124
62.0,0.2058096298587522
63.0,0.2059368322432407
64.0,0.20606987198254828
65.0,0.20620883351684985
66.0,0.2063537972994383
67.0,0.20650484027386318
68.0,0.20666203637252975
69.0,0.20682545659329063
70.0,0.20699516965153655
71.0,0.20717124247121702
72.0,0.2073537403612789
73.0,0.2075427277382479
74.0,0.20773826699451806
75.0,0.20794042128965995
76.0,0.2081492533630698
77.0,0.20836482489526886
78.0,0.20858720016548954
79.0,0.20881644246325293
80.0,0.20905261699331062
81.0,0.20929579076108334
82.0,0.20954603212271597
83.0,0.2098034126618654
84.0,0.21006800491630806
85.0,0.21033988629840622
86.0,0.21061913574754712
87.0,0.21090583759013337
88.0,0.2112000787743427
89.0,0.21150195247776338
90.0,0.21181155624902012
91.0,0.21212899430877974
92.0,0.2124543744964565
93.0,0.21278781177866352
94.0,0.21312942974587146
95.0,0.21347935673152277
96.0,0.2138377336718649
97.0,0.21420470892333635
98.0,0.2145804396719409
99.0,0.2149650931678258
100.0,0.21535884884280854
101.0,0.21576189924246522
102.0,0.21617445052150028
103.0,0.21659672188516685
104.0,0.21702894802404019
105.0,0.21747138142822714
106.0,0.2179242909709049
107.0,0.2183879680266664
108.0,0.21886273005735482
109.0,0.21934891153372832
110.0,0.21984687557203736
111.0,0.22035701590070278
112.0,0.22087975137521143
113.0,0.22141553981993226
114.0,0.22196487791858843
115.0,0.222528302908079
116.0,0.22310639800788137
117.0,0.22369979827710798
118.0,0.2243091931908733
119.0,0.2249353375589824
120.0,0.22557905717067855
121.0,0.22624125612588428
122.0,0.22692292782018406
123.0,0.22762516636184738
124.0,0.2283491772784031
125.0,0.2290962953782266
126.0,0.22986800240780708
127.0,0.23066594628947198
