C3,C3_star,C8,C8_star,FL,FS,IKK,L,L_RF,L_RF_C8,L_RF_C8_FS,L_RF_FL,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS,L_RF_FS_FS,NF_kB_IkB,NF_kB_IkB_P,NF_kB_star,RF,p43_FLIP,p43_FLIP_IKK_star,p43_p41,Time
1.443404,0.0,64.47652,0.0,7.398562,5.083923,5.772825,113.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739546,0.0,0.0,91.26592,0.0,0.0,0.0,0.0
1.443404,2.7507239609609086e-24,64.47377792329041,6.288125951035748e-19,5.985931412319033,5.060514779887177,5.77282499702434,62.22865877730071,49.609987032707835,0.002441229036857716,4.142911962412168e-05,1.3214711915817299,0.0337747233783209,0.023351236483756532,1.5043487233268929e-05,2.555111046869823e-07,4.739545999989181,1.0750965309232224e-11,6.931083034321225e-14,40.27457877730072,0.0002587098831968892,2.9755174601538013e-09,7.056942532971502e-07,0.01
1.443404,4.261593524796551e-22,64.46815054368356,4.6726647556508544e-17,3.9702490274547553,4.9620706260416005,5.7728249668346505,45.70265733318526,64.22225934639033,0.006798297967739836,0.00024364082197329495,3.0247919458765256,0.14031676168127424,0.12156417862295395,4.156153525219209e-05,1.4964891100989018e-06,4.739545999744913,2.5170530715028436e-10,3.38197349974783e-12,23.74857733318526,0.0013232915180368733,3.3162004924905276e-08,4.192843300433752e-06,0.02
1.443404,7.346255966120334e-21,64.46115863065539,5.225686154542668e-16,2.4299952111851275,4.803467830867203,5.7728248783668015,37.670439681664085,70.82245431713957,0.011700076055112899,0.000643040498085656,4.178058016994779,0.25388402261878834,0.27973373725387624,7.054943793338491e-05,3.9209714524749005e-06,4.739545998528321,1.4415761856031424e-09,3.010323909992681e-11,15.716359681664084,0.0030068676960168144,1.2161390243999635e-07,1.1263462155659894e-05,0.03
1.443404,5.283941221491033e-20,64.45341819375618,2.7656004010525224e-15,1.4259684809229973,4.613363071074829,5.772824712357552,33.012183166729706,74.55602435823869,0.016831431631785247,0.0012381347240720474,4.820398551989956,0.3389888773311419,0.4692071620276068,9.967960502530459e-05,7.476284234935335e-06,4.739545995167028,4.698064296521986e-09,1.3490309091988384e-10,11.058103166729701,0.005009762756348783,2.8757907867610776e-07,2.2189489150161254e-05,0.04
1.443404,2.379418349194366e-19,64.44525427402048,9.822892693637011e-15,0.8163507137413872,4.412637302101998,5.772824460041197,30.030619032235386,76.97640145436003,0.0220787597061555,0.002016413983454489,5.118989455873801,0.39348561640786694,0.6691171420308584,0.00012806850216300365,1.2036690765397623e-05,4.7395459882567135,1.132563006408244e-08,4.17635634893248e-10,8.076539032235386,0.007132915581390877,5.39804824701e-07,3.709674967808472e-05,0.05
1.443404,8.009917879761098e-19,64.4368512068408,2.7254170310527343e-14,0.4601689527633061,4.213495009585773,5.772824118904729,28.000186844195113,78.67653856869318,0.02738087475773551,0.0029621101770677554,5.21052313823915,0.4256622427297214,0.8672756630820295,0.00015529782455396996,1.7459665289360904e-05,4.739545976302882,2.2669761979556447e-08,1.027290620605329e-09,6.046106844195119,0.009268879362879408,8.807845541772392e-07,5.604776617202876e-05,0.06
1.443404,2.2121434264034097e-18,64.42831662740377,6.394366028675558e-14,0.2567860753610021,4.022173736401196,5.772823689618796,26.55854352069337,79.92650544626558,0.03269733887164979,0.004059022650755772,5.18529497185844,0.4438255720967757,1.0574618644684068,0.0001811619285085609,2.360727556814455e-05,4.739545957799024,4.0038917633929935e-08,2.1618952581162386e-09,4.604463520693374,0.01136663373926962,1.309827862742759e-06,7.906695318530417e-05,0.07
1.443404,5.293900999677005e-18,64.41971447456989,1.328984058698028e-13,0.1423320873243076,3.841389118397118,5.7728231742769305,25.504179634090207,80.86982769759885,0.03800049639795002,0.005291658396540522,5.098209909977185,0.4538184241251779,1.2369759367209283,0.00020557794837866165,3.035426851918857e-05,4.739545931264239,6.466900581352863e-08,4.066397298650569e-09,3.5500996340902105,0.01340539200604241,1.8248218004113105e-06,0.00010615290623459952,0.08
1.443404,1.1366986522393748e-17,64.41108321912992,2.520200276916343e-13,0.07853411315586514,3.671945793078879,5.772822575490521,24.71636431812101,81.59259019365199,0.04327218909677945,0.006645687291555908,4.981148340390456,0.4592350649162526,1.4050277989874465,0.00022853974173854565,3.7590450192616175e-05,4.739545895258826,9.771075888047594e-08,7.0297080127924965e-09,2.7622843181210106,0.01537919312613484,2.423136106483635e-06,0.00013728684560150828,0.09
