Time,L,L_RF,L_RF_C8,L_RF_FL,L_RF_FS,p43_p41,C3,C8,C8_star,C3_star,p43_FLIP,NF_kB_IkB,NF_kB_IkB_P,p43_FLIP_IKK_star,NF_kB_star,RF,FL,FS,IKK,L_RF_C8_FS,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS_FS,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,default,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23
0.0,113.22,0.0,0.0,0.0,0.0,0.0,1.443404,64.47652,0.0,0.0,0.0,4.739546,0.0,0.0,0.0,91.26592,7.398562,5.083923,5.772825,0.0,0.0,0.0,0.0,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,10333.1274624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,62.22865877730071,49.609987032707835,0.002441229036857716,1.3214711915817299,1.5043487233268929e-05,7.056942532971502e-07,1.443404,64.47377792329041,6.288125951035748e-19,2.7507239609609086e-24,0.0002587098831968892,4.739545999989181,1.0750965309232224e-11,2.9755174601538013e-09,6.931083034321225e-14,40.27457877730072,5.985931412319033,5.060514779887177,5.77282499702434,4.142911962412168e-05,0.0337747233783209,0.023351236483756532,2.555111046869823e-07,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,2506.2330201321633,0.4085333015881811,198.7660370411025,0.0025105207260902917,9.359617666215207e-05,0.014613028115088984,0.010964142444037454,0.050664910679758146,7.910235125140149,5.935042620516912,5.767639444892987e-07,9.004927377551654e-05,6.756389277301256e-05,4.0061354714303035e-16,2.04195014482326e-21,2.1375198296163033e-23,1.8181808069248266e-20,4.134101551063603e-25,1.0759469288611641e-06,5.0603294514517924e-09,3.960829785559161e-11,6.635142090606484e-11,4.448507713088048e-16
0.02,45.70265733318526,64.22225934639033,0.006798297967739836,3.0247919458765256,4.156153525219209e-05,4.192843300433752e-06,1.443404,64.46815054368356,4.6726647556508544e-17,4.261593524796551e-22,0.0013232915180368733,4.739545999744913,2.5170530715028436e-10,3.3162004924905276e-08,3.38197349974783e-12,23.74857733318526,3.9702490274547553,4.9620706260416005,5.7728249668346505,0.00024364082197329495,0.14031676168127424,0.12156417862295395,1.4964891100989018e-06,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,1085.3730920092164,0.5288177484401169,170.6650754787027,0.0031867538664074914,0.0002606224779055359,0.026990933195673136,0.029938813276258445,0.11595972636444113,12.009176080451525,13.320787305419461,1.5933209097902703e-06,0.0001650096284135777,0.00018303155426470561,1.4141964188879332e-14,1.5173596312809546e-19,3.3112903091929964e-21,1.351078118039142e-18,6.404808570726084e-23,5.5034288593078044e-06,5.639713845717609e-08,9.27323127801406e-10,7.394835272610537e-10,2.1706182316081522e-14
0.03,37.670439681664085,70.82245431713957,0.011700076055112899,4.178058016994779,7.054943793338491e-05,1.1263462155659894e-05,1.443404,64.46115863065539,5.225686154542668e-16,7.346255966120334e-21,0.0030068676960168144,4.739545998528321,1.4415761856031424e-09,1.2161390243999635e-07,3.010323909992681e-11,15.716359681664084,2.4299952111851275,4.803467830867203,5.7728248783668015,0.000643040498085656,0.25388402261878834,0.27973373725387624,3.9209714524749005e-06,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,592.0421794034643,0.5831017053190947,115.1907801859881,0.0034019338101544203,0.0004484905066773838,0.028431125941313244,0.04987868738353846,0.16015445952170884,10.152659958084847,17.811512396870338,2.7043202980481075e-06,0.0001714347791864481,0.00030075987055023465,1.020554678553207e-13,1.6969428861888018e-18,5.707477216922078e-20,1.5109815457238553e-17,1.1040790939065776e-21,1.2505243157102151e-05,2.0682332410229022e-07,5.3110002031040445e-09,2.7118830041777713e-09,1.9320860919115024e-13
0.04,33.012183166729706,74.55602435823869,0.016831431631785247,4.820398551989956,9.967960502530459e-05,2.2189489150161254e-05,1.443404,64.45341819375618,2.7656004010525224e-15,5.283941221491033e-20,0.005009762756348783,4.739545995167028,4.698064296521986e-09,2.8757907867610776e-07,1.3490309091988384e-10,11.058103166729701,1.4259684809229973,4.613363071074829,5.772824712357552,0.0012381347240720474,0.3389888773311419,0.4692071620276068,7.476284234935335e-06,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,365.0521272166747,0.6137675554559047,71.15968169544043,0.003439540095004538,0.000645109554812192,0.024001088595626996,0.06891442498889873,0.18475464428225485,6.873735713250894,19.736585793473182,3.820486992936136e-06,0.00014213996074294047,0.0004081270573839355,3.9608379779818434e-13,8.980764990119644e-18,4.104723948411871e-19,7.996598045223717e-17,7.941309236955975e-21,2.0835070232370788e-05,4.890728753748436e-07,1.7308429954803033e-08,6.4127603848879675e-09,8.658350181419984e-13
0.05,30.030619032235386,76.97640145436003,0.0220787597061555,5.118989455873801,0.00012806850216300365,3.709674967808472e-05,1.443404,64.44525427402048,9.822892693637011e-15,2.379418349194366e-19,0.007132915581390877,4.7395459882567135,1.132563006408244e-08,5.39804824701e-07,4.17635634893248e-10,8.076539032235386,0.8163507137413872,4.412637302101998,5.772824460041197,0.002016413983454489,0.39348561640786694,0.6691171420308584,1.2036690765397623e-05,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,242.54346677603996,0.63361255970956,42.06062389750648,0.003396689404390876,0.000846120226437016,0.0180240094422435,0.08646579709490093,0.19617408655093468,4.178890278048144,20.047208698010373,4.9079455318950395e-06,0.00010454880269367713,0.0005015474270136144,1.107042231406195e-12,3.189798886749654e-17,1.848169380413105e-18,2.840241290190943e-16,3.5760611488611015e-20,2.9665035617887655e-05,9.1802191796487e-07,4.172545590815009e-08,1.2037172562586564e-08,2.680469031871844e-12
0.06,28.000186844195113,78.67653856869318,0.02738087475773551,5.21052313823915,0.00015529782455396996,5.604776617202876e-05,1.443404,64.4368512068408,2.7254170310527343e-14,8.009917879761098e-19,0.009268879362879408,4.739545976302882,2.2669761979556447e-08,8.807845541772392e-07,1.027290620605329e-09,6.046106844195119,0.4601689527633061,4.213495009585773,5.772824118904729,0.0029621101770677554,0.4256622427297214,0.8672756630820295,1.7459665289360904e-05,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,169.2921213174302,0.6475223836339622,24.232816153291502,0.003315032026306713,0.0010491753806973173,0.012599827203027545,0.10239087332128646,0.1996558782567676,2.397720736100388,19.484768814201317,5.950673805695165e-06,7.146323014509628e-05,0.0005807367376560755,2.5270223666172875e-12,8.850277085091218e-17,6.220744958923435e-18,7.88040979985446e-16,1.203821772034327e-19,3.854827903846535e-05,1.4979108868620078e-06,8.351907563412664e-08,1.9640720467744756e-08,6.593356661169123e-12
0.07,26.55854352069337,79.92650544626558,0.03269733887164979,5.18529497185844,0.0001811619285085609,7.906695318530417e-05,1.443404,64.42831662740377,6.394366028675558e-14,2.2121434264034097e-18,0.01136663373926962,4.739545957799024,4.0038917633929935e-08,1.309827862742759e-06,2.1618952581162386e-09,4.604463520693374,0.2567860753610021,4.022173736401196,5.772823689618796,0.004059022650755772,0.4438255720967757,1.0574618644684068,2.360727556814455e-05,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,122.28784480377998,0.6577227148651917,13.737370895356182,0.0032147829104829657,0.0012527247422116894,0.008396220483977555,0.11671983871361598,0.19866287383237377,1.3315114122615124,18.50997095432138,6.94081041519354e-06,4.651985597455774e-05,0.0006466945569965262,5.0290097442247466e-12,2.076449603582815e-16,1.7177900727405844e-17,1.8488996047979974e-15,3.324661325549654e-19,4.727261186296999e-05,2.2275656385577527e-06,1.4750985886805457e-07,2.920800869064431e-08,1.3875476145641641e-11
0.08,25.504179634090207,80.86982769759885,0.03800049639795002,5.098209909977185,0.00020557794837866165,0.00010615290623459952,1.443404,64.41971447456989,1.328984058698028e-13,5.293900999677005e-18,0.01340539200604241,4.739545931264239,6.466900581352863e-08,1.8248218004113105e-06,4.066397298650569e-09,3.5500996340902105,0.1423320873243076,3.841389118397118,5.7728231742769305,0.005291658396540522,0.4538184241251779,1.2369759367209283,3.035426851918857e-05,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,90.54237878675464,0.6653965498605727,7.704255290867861,0.003106524761242061,0.0014557088687445134,0.0054086894308110625,0.12955345999470513,0.1953003272103392,0.7256387855406373,17.381108043958854,7.875203511532642e-06,2.926033557454982e-05,0.0007008680684630547,9.064758682463549e-12,4.31562473820877e-16,4.1103105313171925e-17,3.842692285506472e-15,7.956277927028565e-19,5.575158407822611e-05,3.1033927678234722e-06,2.3825109379598127e-07,4.069192030598786e-08,2.609895114219908e-11
0.09,24.71636431812101,81.59259019365199,0.04327218909677945,4.981148340390456,0.00022853974173854565,0.00013728684560150828,1.443404,64.41108321912992,2.520200276916343e-13,1.1366986522393748e-17,0.01537919312613484,4.739545895258826,9.771075888047594e-08,2.423136106483635e-06,7.0297080127924965e-09,2.7622843181210106,0.07853411315586514,3.671945793078879,5.772822575490521,0.006645687291555908,0.4592350649162526,1.4050277989874465,3.7590450192616175e-05,1.0,0.0001277248,0.6693316,1e-05,0.0005946569,0.9999999,0.8875063,0.0008044378,0.002249759,0.1205258,0.02891451,0.1502914,0.0007204261,0.3588224,3.684162,0.02229912,0.0064182,1.0,68.27362555691137,0.6712534864289372,4.288944171671829,0.0029960356830798945,0.0016574328096656279,0.0033983426551941714,0.1410186563079554,0.19079040976434178,0.39119002829136723,16.232939920405904,8.75364233186359e-06,1.7948164143490546e-05,0.0007447824564839376,1.5161784605488294e-11,8.183874433344172e-16,8.824415946458114e-17,7.287035610890037e-15,1.7083603182316876e-18,6.396040409002242e-05,4.120919099876334e-06,3.59982264858612e-07,5.403380281481135e-08,4.51180719677048e-11
