Time,CaI,IP3,CaS,g,A,B,C,D,E,F,k1,k2,k3,L,R,cytosol,ER_store,JChannel,JPump,kPLC,kPhosphatase,inhibition_parameter1,inhibition_parameter2
0.18,2.0618091000348198,0.05856113914535533,1098.0381908999643,-0.0035999929938321518,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.226345749461135,0.7417294951611597,0.11121259673393225,0.05856113914535533,1.8136540833553623e-07,0.02
0.19,2.1663213965498755,0.05909007766916571,1097.9336786034494,-0.0037999909863392473,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.234647685211446,0.8172559803825066,0.11222408898370614,0.05909007766916571,2.2107454727811497e-07,0.02
0.2,2.2701481237507317,0.05962377460204302,1097.8298518762485,-0.0039999885527832214,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.243200166215539,0.8956754305753083,0.11322689910894963,0.05962377460204302,2.666554648577978e-07,0.02
0.21,2.3732635337752828,0.060162095141198385,1097.7267364662239,-0.004199985632122042,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.252009074274811,0.9768584629120298,0.11422082573966626,0.060162095141198385,3.1856941313390094e-07,0.02
0.22,2.475643235927744,0.060704904000547344,1097.6243567640715,-0.004399982158745751,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.261080278552393,1.0606742528838546,0.11520568199488901,0.060704904000547344,3.772757852086137e-07,0.02
0.23,2.57726421180136,0.06125206538097576,1097.522735788198,-0.00459997806244624,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.270419626927149,1.1469910427828018,0.11618129545464967,0.06125206538097576,4.4322978461052503e-07,0.02
0.24,2.6781048245063115,0.06180344321665515,1097.4218951754929,-0.004799973268499461,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.280032941294815,1.2356766308755587,0.1171475080773555,0.06180344321665515,5.168802073801128e-07,0.02
0.25,2.7781448154402764,0.06235890129311528,1097.321855184559,-0.004999967697738074,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.289926011223109,1.3265988323422002,0.1181041760008514,0.06235890129311528,5.986673441277924e-07,0.02
0.26,2.8773653032042557,0.06291830337278727,1097.222634696795,-0.005199961266633914,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.300104587707535,1.419625922027764,0.11905116936818252,0.06291830337278727,6.890210222541892e-07,0.02
0.27,2.9757487773362765,0.06348151334864591,1097.124251222663,-0.005399953887418159,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.310574377491971,1.5146270512597464,0.11998837210814005,0.06348151334864591,7.883587936847464e-07,0.02
0.28,3.073279087106688,0.06404839538833663,1097.0267209128926,-0.005599945468217888,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.321341037419462,1.6114726371878996,0.12091568167365904,0.06404839538833663,8.970842748799047e-07,0.02
0.29,3.169941426175377,0.06461881406143251,1096.930058573824,-0.005799935913202157,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.332410168682989,1.710034724028071,0.12183300874631825,0.06461881406143251,1.0155856444808177e-06,0.02
0.3,3.265722314720953,0.06519263445533174,1096.8342776852785,-0.0059999251227338835,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.343787311040986,1.8101873168979148,0.12274027692270993,0.06519263445533174,1.1442343035657606e-06,0.02
0.31,3.3606095769738284,0.06576972230114561,1096.7393904230257,-0.006199912993549527,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.355477937405507,1.9118066855262685,0.12363742236343742,0.06576972230114561,1.2833836973771396e-06,0.02
0.32,3.4545923151037825,0.06634994409983587,1096.6454076848956,-0.006399899418955616,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.367487448671021,2.014771638272162,0.12452439341421913,0.06634994409983587,1.4333682984085963e-06,0.02
0.33,3.5476608824869587,0.06693316722927745,1096.5523391175125,-0.006599884289017192,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.379821168414471,2.1189637696516055,0.12540115022792642,0.06693316722927745,1.5945027534447612e-06,0.02
0.34,3.639806854746805,0.06751926004531533,1096.4601931452526,-0.0067998674907524355,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.392484337710783,2.224267679981812,0.12626766437245218,0.06751926004531533,1.7670811898102216e-06,0.02
0.35000000000000003,3.7310229981873126,0.06810809198184603,1096.368977001812,-0.006999848908338291,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.405482110178387,2.330571167033311,0.12712391842097154,0.06810809198184603,1.9513766754855013e-06,0.02
0.36,3.8213032357587955,0.06869953365007397,1096.2786967642405,-0.007199828423326125,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.418819547281432,2.437765390280045,0.12796990552607604,0.06869953365007397,2.1476408270415376e-06,0.02
0.37,3.9106426114463115,0.06929345693235647,1096.189357388553,-0.007399805914860558,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.432501613808572,2.545745009405545,0.12880562898622716,0.06929345693235647,2.356103559971617e-06,0.02
0.38,3.999037253619908,0.0698897350686606,1096.1009627463793,-0.007599781259897596,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.44653317348979,2.6544082985440682,0.12963110180957094,0.0698897350686606,2.5769729750616873e-06,0.02
0.39,4.086484337515532,0.07048824273646594,1096.0135156624835,-0.00779975433342162,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.460918984769425,2.7636572374331334,0.13044634627661045,0.07048824273646594,2.8104353731978285e-06,0.02
0.4,4.172982046850523,0.07108885612580668,1095.9270179531486,-0.007999725008661902,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.475663696776305,2.8733975805234224,0.13125139350168402,0.07108885612580668,3.0566553899916564e-06,0.02
0.41000000000000003,4.2585295347047545,0.07169145301002225,1095.8414704652944,-0.008199693157308204,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.49077184550985,2.9835389052955956,0.1320462829943525,0.07169145301002225,3.315776241360781e-06,0.02
0.42,4.343126883924041,0.07229591281178702,1095.756873116075,-0.008399658649723812,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.506247850237369,3.0939946412429027,0.1328310622229522,0.07229591281178702,3.5879200712716655e-06,0.02
0.43,4.426775067312202,0.07290211666393998,1095.6732249326867,-0.00859962135515439,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.522096010093325,3.204682081039124,0.13360578618261043,0.07290211666393998,3.873188392861068e-06,0.02
0.44,4.509475907804012,0.07350994746536345,1095.590524092195,-0.008799581141931842,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.538320500886574,3.315522375344757,0.1343705169693157,0.07350994746536345,4.1716626140087544e-06,0.02
0.45,4.591232038740758,0.07411928993138849,1095.5087679612582,-0.008999537877671845,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.554925372102513,3.4264405126178166,0.13512532336094335,0.07411928993138849,4.483404638302297e-06,0.02
0.46,4.6720468643873225,0.07473003064008436,1095.4279531356117,-0.009199491429465493,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.571914544131394,3.537365285308934,0.1358702804062983,0.07473003064008436,4.808457532542432e-06,0.02
0.47000000000000003,4.75192452080896,0.0753420580744283,1095.3480754791901,-0.009399441664064373,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.589291805722855,3.64822924377469,0.13660546902302206,0.0753420580744283,5.146846252105262e-06,0.02
0.48,4.830869837232344,0.07595526265995076,1095.2691301627667,-0.009599388448058022,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.607060811654637,3.758968639225131,0.13733097560525914,0.07595526265995076,5.498578415814165e-06,0.02
0.49,4.908888298008038,0.07656953679788661,1095.191111701991,-0.00979933164804318,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.625225080611962,3.8695233569785534,0.13804689164190947,0.07656953679788661,5.863645122332634e-06,0.02
0.5,4.985986005269903,0.07718477489421988,1095.1140139947292,-0.009999271130784625,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.643787993283103,3.9798368412271206,0.13875331334607957,0.07718477489421988,6.242021800428769e-06,0.02
0.51,5.062169642367809,0.07780087338493467,1095.0378303576313,-0.010199206763367495,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.662752790674904,4.089856012444431,0.13945034129616762,0.07780087338493467,6.633669085828185e-06,0.02
0.52,5.13744643814041,0.07841773075757469,1094.9625535618586,-0.010399138413340801,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.68212257264613,4.199531178502665,0.14013808008893192,0.07841773075757469,7.0385337177970926e-06,0.02
0.53,5.211824132088792,0.07903524756916533,1094.8881758679101,-0.010599065948851884,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.70190029665421,4.308815940506025,0.1408166380048389,0.07903524756916533,7.45654944906018e-06,0.02
0.54,5.285310940503308,0.07965332646064098,1094.8146890594958,-0.010798989238771685,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.722088776712628,4.417667094281121,0.14148612668590638,0.07965332646064098,7.887637963122961e-06,0.02
0.55,5.357915523585262,0.08027187216798168,1094.742084476414,-0.01099890815281081,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.74269068255763,4.526044528394442,0.14214666082616903,0.08027187216798168,8.331709793523624e-06,0.02
0.56,5.429646953595319,0.08089079153024491,1094.6703530464038,-0.011198822561626456,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.763708539022163,4.633911119497345,0.14279835787480938,0.08089079153024491,8.788665239993259e-06,0.02
0.5700000000000001,5.500514684053059,0.08150999349463854,1094.599485315946,-0.011398732336920195,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.785144725613538,4.741232625732868,0.1434413377519312,0.08150999349463854,9.258395276960343e-06,0.02
0.58,5.57052852000579,0.08212938911877135,1094.5294714799932,-0.011598637351526744,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.807001476290402,4.847977578875164,0.14407572257690715,0.08212938911877135,9.740782450287937e-06,0.02
0.59,5.6396985893785985,0.08274889157023163,1094.4603014106203,-0.011798537479493835,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.82928087943503,4.954117175810313,0.1447016364091829,0.08274889157023163,1.0235701758570704e-05,0.02
0.6,5.7080353154114425,0.08336841612365192,1094.3919646845875,-0.011998432596153331,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.851984878016705,5.059625169906944,0.14531920500136716,0.08336841612365192,1.0743021515738522e-05,0.02
0.61,5.775549390183637,0.08398788015541092,1094.3244506098154,-0.012198322578183873,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.875115269941713,5.164477762767625,0.14592855556441053,0.08398788015541092,1.1262604192116407e-05,0.02
0.62,5.842251749221409,0.08460720313611267,1094.2577482507777,-0.012398207303665199,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.898673708584935,5.268653496797899,0.14652981654462105,0.08460720313611267,1.179430723147513e-05,0.02
0.63,5.908153547180186,0.08522630662097855,1094.191846452819,-0.012598086652124432,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.92266170349771,5.37213314897916,0.14712311741226214,0.08522630662097855,1.2337983841972841e-05,0.02
0.64,5.973266134584756,0.08584511423828246,1094.1267338654143,-0.012797960504574567,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.947080621286448,5.474899626176048,0.14770858846138965,0.08584511423828246,1.2893483759189408e-05,0.02
0.65,6.03760103563092,0.08646355167597526,1094.0623989643682,-0.012997828743545558,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.971931686656697,5.57693786230189,0.14828636062079417,0.08646355167597526,1.3460653979976558e-05,0.02
0.66,6.1011699270082405,0.08708154666660868,1093.9988300729908,-0.013197691253108186,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,11.997215983616556,5.678234717559706,0.14885656527551805,0.08708154666660868,1.4039339465809648e-05,0.02
0.67,6.163984617725694,0.08769902897068078,1093.9360153822734,-0.013397547918890973,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.02293445683344,5.778778879976074,0.14941933409862945,0.08769902897068078,1.4629383814785716e-05,0.02
0.68,6.226057029926825,0.08831593035852517,1093.8739429700722,-0.01359739862809057,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.049087913138191,5.878560769421288,0.14997479889299375,0.08831593035852517,1.5230629901738647e-05,0.02
0.6900000000000001,6.287399180671912,0.08893218459085717,1093.8126008193271,-0.013797243269475935,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.075677023170327,5.9775724442655624,0.1505230914426955,0.08893218459085717,1.584292048612076e-05,0.02
0.7000000000000001,6.348023164657442,0.08954772739808195,1093.7519768353418,-0.013997081733386612,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.102702323158086,6.0758075107824,0.15106434337372462,0.08954772739808195,1.64660987874558e-05,0.02
0.71,6.4079411378437205,0.0901624964584657,1093.6920588621556,-0.014196913911725369,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.13016421682684,6.173261035385977,0.15159868602354235,0.0901624964584657,1.7100009028366493e-05,0.02
0.72,6.467165301964153,0.09077643137526811,1093.6328346980351,-0.014396739697945604,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.1580629774294,6.269929459771288,0.15212625031917926,0.09077643137526811,1.7744496945384872e-05,0.02
0.73,6.52570788988987,0.09138947365293089,1093.5742921101094,-0.014596558987033758,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.186398749891778,6.365810519005375,0.15264716666352793,0.09138947365293089,1.8399410267916683e-05,0.02
0.74,6.583581151821404,0.09200156667241173,1093.5164188481779,-0.014796371675487132,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.21517155306793,6.460903162596359,0.15316156482948157,0.09200156667241173,1.9064599165852755e-05,0.02
0.75,6.640797342277861,0.09261265566574797,1093.4592026577216,-0.014996177661287385,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.244381282096922,6.555207478548151,0.1536695738615628,0.09261265566574797,1.9739916666426727e-05,0.02
0.76,6.6973687078543,0.09322268768993029,1093.402631292145,-0.015195976843869988,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.274027710856105,6.648724620394114,0.15417132198470307,0.09322268768993029,2.0425219041023202e-05,0.02
0.77,6.753307475718745,0.09383161160016283,1093.3466925242806,-0.015395769124089976,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.304110494503849,6.741456737190769,0.15466693651984115,0.09383161160016283,2.1120366162735452e-05,0.02
0.78,6.808625842820555,0.09443937802258225,1093.2913741571786,-0.015595554404184265,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.334629172105409,6.833406906441159,0.15515654380601712,0.09443937802258225,2.1825221835547207e-05,0.02
0.79,6.86333596578187,0.09504593932650418,1093.2366640342173,-0.0157953325877308,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.365583169335634,6.924579069907096,0.15564026912864895,0.09504593932650418,2.2539654096071993e-05,0.02
0.8,6.9174499514440795,0.0956512495962618,1093.182550048555,-0.01599510357960485,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.396971801252285,7.0149779722605325,0.1561182366536839,0.0956512495962618,2.3263535488830636e-05,0.02
0.81,6.970979848041809,0.09625526460269726,1093.129020151957,-0.016194867285932637,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.42879427513374,7.104609102517214,0.1565905693673242,0.09625526460269726,2.3996743316087523e-05,0.02
0.8200000000000001,7.023937636977556,0.09685794177436373,1093.0760623630213,-0.01639462361404263,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.461049693375159,7.193478638189805,0.15705738902104427,0.09685794177436373,2.4739159863297077e-05,0.02
0.8300000000000001,7.076335225170729,0.09745924016849207,1093.0236647748281,-0.016594372472414673,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.493737056436984,7.281593392092702,0.15751881608161722,0.09745924016849207,2.5490672601232666e-05,0.02
0.84,7.128184437955436,0.098059120441773,1092.9718155620435,-0.016794113770627214,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.52685526584011,7.368960761726617,0.15797496968589003,0.098059120441773,2.62511743658824e-05,0.02
0.85,7.179497012501988,0.09865754482100265,1092.920502987497,-0.016993847419302852,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.560403127201967,7.455588681167698,0.15842596760004382,0.09865754482100265,2.7020563517200946e-05,0.02
0.86,7.230284591737848,0.09925447707363602,1092.869715408261,-0.017193573330052378,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.594379353307934,7.541485575383678,0.15887192618309734,0.09925447707363602,2.779874407780629e-05,0.02
0.87,7.280558718744477,0.09984988247829055,1092.8194412812545,-0.017393291415417532,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.628782567212737,7.62666031689773,0.15931296035441073,0.09984988247829055,2.858562585270377e-05,0.02
0.88,7.330330831607279,0.10044372779523882,1092.7696691683916,-0.017593001588812666,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.663611305366501,7.7111221847197005,0.15974918356497064,0.10044372779523882,2.9381124531108257e-05,0.02
0.89,7.379612258696606,0.10103598123692704,1092.7203877413021,-0.017792703764465456,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.698864020760437,7.794880825463731,0.16018070777223076,0.10103598123692704,3.0185161771419797e-05,0.02
0.9,7.428414214358521,0.10162661243855342,1092.6715857856402,-0.017992397857356856,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.734539086087127,7.877946216571196,0.16060764341830652,0.10162661243855342,3.099766527038752e-05,0.02
0.91,7.476747794994804,0.10221559242873815,1092.6232522050038,-0.018192083783160423,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.770634796910697,7.960328631558235,0.16103009941132343,0.10221559242873815,3.1818568817474885e-05,0.02
0.92,7.524623975512415,0.10280289360031465,1092.575376024486,-0.018391761458181187,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.807149374842275,8.042038607207775,0.16144818310972747,0.10280289360031465,3.2647812335412825e-05,0.02
0.93,7.572053606123416,0.10338848968126932,1092.5279463938753,-0.018591430799294165,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.844080970716265,8.123086912626988,0.16186200030938194,0.10338848968126932,3.348534190790012e-05,0.02
0.9400000000000001,7.61904740947706,0.10397235570585514,1092.4809525905216,-0.018791091723882655,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.881427667763159,8.203484520092271,0.16227165523327566,0.10397235570585514,3.43311097953804e-05,0.02
0.9500000000000001,7.665615978106511,0.10455446798590275,1092.4343840218921,-0.018990744149776445,20.0,40.0,1.1,2.0,1.0,0.02,0.5,0.15,1.0,0.01,0.09,1.0,1.0,12.919187484774904,8.28324257760546,0.16267725052367865,0.10455446798590275,3.518507443979403e-05,0.02
