data_set_T_morris_lecar_with_snic_figure_11,data_set_V_morris_lecar_with_snic_figure_11,data_set_W_morris_lecar_with_snic_figure_11,data_set_Z_morris_lecar_with_snic_figure_11
5610.0,-30.608473,0.0066039548,0.0069750715
5620.0,-30.602135,0.0066088368,0.0069692098
5630.0,-30.595768,0.0066137426,0.0069633573
5640.0,-30.589376,0.0066186721,0.0069575142
5650.0,-30.582958,0.0066236258,0.0069516804
5660.0,-30.576515,0.0066286037,0.0069458564
5670.0,-30.570044,0.0066336063,0.0069400412
5680.0,-30.563545,0.0066386336,0.0069342353
5690.0,-30.55702,0.006643686,0.0069284393
5700.0,-30.550468,0.0066487635,0.006922652
5710.0,-30.543886,0.0066538667,0.0069168746
5720.0,-30.537279,0.0066589955,0.0069111059
5730.0,-30.530642,0.0066641509,0.0069053471
5740.0,-30.523975,0.0066693318,0.0068995976
5750.0,-30.517281,0.0066745398,0.0068938578
5760.0,-30.510557,0.0066797738,0.006888127
5770.0,-30.503803,0.0066850353,0.0068824058
5780.0,-30.496998,0.0066903448,0.0068766973
5790.0,-30.490154,0.0066956864,0.0068709995
5800.0,-30.48328,0.0067010573,0.0068653114
5810.0,-30.476374,0.006706459,0.0068596331
5820.0,-30.469433,0.0067118905,0.0068539646
5830.0,-30.46246,0.0067173527,0.0068483064
5840.0,-30.45545,0.0067228461,0.0068426575
5850.0,-30.448408,0.0067283702,0.0068370188
5860.0,-30.441332,0.006733926,0.0068313894
5870.0,-30.434219,0.0067395135,0.0068257707
5880.0,-30.427073,0.0067451335,0.0068201614
5890.0,-30.419891,0.0067507853,0.0068145622
5900.0,-30.412672,0.0067564701,0.0068089729
5910.0,-30.405418,0.0067621879,0.0068033938
5920.0,-30.398127,0.0067679388,0.0067978245
5930.0,-30.390799,0.0067737233,0.0067922655
5940.0,-30.383434,0.0067795417,0.0067867162
5950.0,-30.376032,0.0067853942,0.0067811771
5960.0,-30.368591,0.006791281,0.0067756479
5970.0,-30.361113,0.0067972024,0.0067701293
5980.0,-30.353594,0.0068031591,0.0067646201
5990.0,-30.346039,0.0068091513,0.0067591215
6000.0,-30.338444,0.0068151788,0.0067536328
6010.0,-30.330809,0.0068212422,0.0067481543
6020.0,-30.323133,0.0068273419,0.006742686
6030.0,-30.315418,0.0068334779,0.006737228
6040.0,-30.307663,0.0068396507,0.0067317802
6050.0,-30.299866,0.0068458607,0.0067263427
6060.0,-30.292028,0.0068521081,0.006720915
6070.0,-30.284149,0.0068583931,0.0067154979
6080.0,-30.27623,0.0068647163,0.0067100911
6090.0,-30.268267,0.0068710772,0.0067046946
6100.0,-30.26026,0.0068774773,0.0066993083
6110.0,-30.252213,0.006883916,0.0066939322
6120.0,-30.24412,0.0068903938,0.0066885664
6130.0,-30.235872,0.0068970127,0.006683216
6140.0,-30.227478,0.0069037634,0.0066778809
6150.0,-30.219021,0.0069105704,0.0066725565
6160.0,-30.210501,0.0069174347,0.0066672433
6170.0,-30.201918,0.0069243563,0.0066619418
6180.0,-30.19327,0.0069313361,0.0066566509
6190.0,-30.184557,0.0069383755,0.0066513717
6200.0,-30.175777,0.0069454745,0.0066461042
6210.0,-30.166931,0.0069526345,0.0066408478
6220.0,-30.158016,0.0069598556,0.006635603
6230.0,-30.149033,0.006967139,0.0066303695
6240.0,-30.139978,0.0069744852,0.0066251475
6250.0,-30.130856,0.0069818953,0.0066199373
6260.0,-30.12166,0.0069893701,0.0066147386
6270.0,-30.112392,0.0069969096,0.0066095516
6280.0,-30.103052,0.0070045153,0.0066043762
6290.0,-30.093639,0.0070121875,0.0065992125
6300.0,-30.08415,0.0070199273,0.0065940609
6310.0,-30.074585,0.007027735,0.006588921
6320.0,-30.064945,0.0070356117,0.0065837926
6330.0,-30.055227,0.0070435586,0.0065786764
6340.0,-30.045431,0.0070515755,0.0065735718
6350.0,-30.035555,0.0070596635,0.0065684794
6360.0,-30.0256,0.0070678238,0.006563399
6370.0,-30.015566,0.0070760567,0.0065583307
6380.0,-30.005449,0.0070843627,0.0065532746
6390.0,-29.995251,0.0070927432,0.0065482305
6400.0,-29.984968,0.0071011987,0.0065431986
6410.0,-29.974602,0.0071097296,0.0065381788
6420.0,-29.964151,0.0071183373,0.0065331711
6430.0,-29.953615,0.0071270224,0.0065281759
6440.0,-29.942991,0.0071357852,0.0065231929
6450.0,-29.932281,0.0071446262,0.0065182224
6460.0,-29.921484,0.0071535474,0.006513264
6470.0,-29.910429,0.0071626995,0.0065083234
6480.0,-29.898987,0.0071722004,0.0065034027
6490.0,-29.887396,0.0071818372,0.0064984965
6500.0,-29.875648,0.0071916138,0.0064936047
6510.0,-29.863743,0.0072015324,0.0064887269
6520.0,-29.851675,0.0072115972,0.006483864
6530.0,-29.839443,0.0072218115,0.006479016
6540.0,-29.827042,0.007232178,0.0064741825
6550.0,-29.814466,0.0072427001,0.0064693638
6560.0,-29.801716,0.0072533814,0.0064645601
6570.0,-29.788784,0.0072642253,0.0064597717
6580.0,-29.775669,0.0072752344,0.0064549982
6590.0,-29.762367,0.0072864131,0.0064502405
6600.0,-29.748873,0.0072977636,0.0064454977
6610.0,-29.735184,0.0073092896,0.0064407708
6620.0,-29.721298,0.007320995,0.0064360597
6630.0,-29.707209,0.0073328819,0.0064313645
6640.0,-29.692913,0.0073449546,0.006426685
6650.0,-29.67841,0.007357216,0.0064220219
6660.0,-29.663692,0.0073696692,0.0064173746
6670.0,-29.648758,0.0073823179,0.0064127436
6680.0,-29.633202,0.0073955278,0.0064081387
6690.0,-29.616123,0.0074101086,0.0064035798
6700.0,-29.598589,0.0074251024,0.0063990429
6710.0,-29.580582,0.0074405214,0.0063945283
6720.0,-29.56209,0.0074563785,0.0063900361
6730.0,-29.543098,0.0074726855,0.0063855671
6740.0,-29.523592,0.0074894559,0.0063811215
6750.0,-29.503559,0.0075067021,0.0063766995
6760.0,-29.482983,0.0075244359,0.0063723018
6770.0,-29.461853,0.0075426707,0.0063679283
6780.0,-29.440153,0.0075614187,0.0063635795
6790.0,-29.417871,0.0075806924,0.0063592559
6800.0,-29.394991,0.0076005044,0.0063549578
6810.0,-29.371498,0.0076208678,0.0063506854
6820.0,-29.347382,0.0076417946,0.006346439
6830.0,-29.322626,0.007663297,0.0063422197
6840.0,-29.297218,0.0076853884,0.0063380268
6850.0,-29.271143,0.007708081,0.0063338615
6860.0,-29.244387,0.0077313874,0.0063297236
6870.0,-29.216936,0.0077553201,0.0063256137
6880.0,-29.188776,0.0077798916,0.0063215317
6890.0,-29.159765,0.0078052352,0.0063174805
6900.0,-29.128664,0.00783253,0.0063134762
6910.0,-29.095963,0.0078613097,0.006309513
6920.0,-29.061554,0.0078916727,0.0063055917
6930.0,-29.025333,0.0079237213,0.0063017146
6940.0,-28.987192,0.0079575544,0.0062978826
6950.0,-28.946047,0.0079941191,0.0062941136
6960.0,-28.902012,0.008033325,0.0062904055
6970.0,-28.855022,0.0080752354,0.0062867585
6980.0,-28.804873,0.0081200367,0.0062831771
6990.0,-28.751358,0.008167916,0.0062796632
7000.0,-28.692137,0.0082210852,0.0062762471
7010.0,-28.625759,0.0082809087,0.0062729479
7020.0,-28.552961,0.0083466815,0.0062697567
7030.0,-28.473181,0.0084189288,0.006266681
7040.0,-28.385853,0.008498176,0.0062637283
7050.0,-28.289383,0.0085859494,0.0062609189
7060.0,-28.178522,0.0086873136,0.0062583131
7070.0,-28.052729,0.0088027762,0.0062559186
7080.0,-27.904758,0.0089392662,0.0062538227
7090.0,-27.728407,0.0091027208,0.0062520993
7100.0,-27.520124,0.0092965579,0.0062507908
7110.0,-27.261133,0.0095391599,0.0062501272
7120.0,-26.932631,0.0098489886,0.0062503484
7130.0,-26.494884,0.010265244,0.0062519773
7140.0,-25.894453,0.010841448,0.0062557813
7150.0,-24.982954,0.01172735,0.0062642288
7160.0,-23.414104,0.013276897,0.0062848749
7170.0,-19.842304,0.016893301,0.006369696
7180.0,2.0928612,0.044874966,0.0070293709
7190.0,15.909463,0.40269345,0.0080199623
7200.0,-31.566504,0.25734857,0.0087597268
7210.0,-46.270802,0.046127558,0.0087492522
7220.0,-42.777752,0.008605442,0.0087424023
7230.0,-39.406525,0.0033257522,0.008733673
7240.0,-37.161922,0.0029187908,0.0087249698
7250.0,-35.693386,0.0033124099,0.0087163132
7260.0,-34.702374,0.0037789536,0.0087077152
7270.0,-34.00761,0.004172408,0.0086991852
7280.0,-33.50798,0.0044994801,0.0086907214
7290.0,-33.13879,0.004750248,0.0086823218
7300.0,-32.857563,0.0049429345,0.0086739808
7310.0,-32.640961,0.0051005189,0.0086656921
7320.0,-32.474186,0.0052313861,0.0086574489
7330.0,-32.344025,0.0053312769,0.0086492468
7340.0,-32.239922,0.0054079923,0.00864108
7350.0,-32.153492,0.0054690894,0.0086329458
7360.0,-32.079155,0.0055193081,0.0086248405
7370.0,-32.01564,0.0055633322,0.0086167632
7380.0,-31.962906,0.005601909,0.0086087091
7390.0,-31.920761,0.0056366487,0.0086006764
7400.0,-31.887617,0.0056673824,0.0085926615
7410.0,-31.862352,0.0056936149,0.0085846623
7420.0,-31.843367,0.0057148407,0.0085766781
7430.0,-31.82905,0.0057294252,0.008568706
7440.0,-31.817732,0.0057385066,0.008560745
7450.0,-31.807487,0.0057434095,0.0085527962
7460.0,-31.797098,0.0057456652,0.0085448576
7470.0,-31.78558,0.0057487423,0.0085369321
7480.0,-31.772377,0.0057535204,0.0085290177
7490.0,-31.758471,0.0057611042,0.0085211163
7500.0,-31.743862,0.0057718782,0.0085132271
7510.0,-31.730766,0.0057832156,0.0085053509
7520.0,-31.719576,0.0057951231,0.0084974859
7530.0,-31.711632,0.0058047054,0.0084896311
7540.0,-31.707499,0.0058114165,0.0084817847
7550.0,-31.706221,0.0058153197,0.0084739467
7560.0,-31.708113,0.0058156764,0.0084661152
7570.0,-31.710611,0.0058147479,0.0084582902
7580.0,-31.713354,0.0058123828,0.0084504718
7590.0,-31.714273,0.0058103725,0.0084426608
7600.0,-31.712339,0.0058093462,0.0084348591
7610.0,-31.707621,0.0058095949,0.0084270677
7620.0,-31.699043,0.005811953,0.0084192865
7630.0,-31.69211,0.0058148117,0.0084115136
7640.0,-31.685312,0.0058191312,0.0084037511
7650.0,-31.678951,0.0058252094,0.0083959987
7660.0,-31.672678,0.0058305906,0.0083882557
7670.0,-31.66679,0.0058355606,0.008380522
7680.0,-31.661478,0.0058399672,0.0083727986
7690.0,-31.656342,0.0058441786,0.0083650853
7700.0,-31.6514,0.0058480208,0.0083573805
7710.0,-31.646734,0.0058512297,0.0083496859
7720.0,-31.642199,0.005854263,0.0083419997
7730.0,-31.637701,0.0058573023,0.0083343238
7740.0,-31.633238,0.00586023,0.0083266562
7750.0,-31.628794,0.0058631203,0.0083189979
7760.0,-31.624363,0.0058660493,0.0083113499
7770.0,-31.619886,0.0058690691,0.0083037093
7780.0,-31.615456,0.0058720233,0.008296079
7790.0,-31.61116,0.0058747493,0.008288458
7800.0,-31.606878,0.0058774687,0.0082808454
7810.0,-31.602581,0.0058802306,0.008273243
7820.0,-31.59824,0.0058830855,0.008265649
7830.0,-31.593826,0.0058860835,0.0082580643
7840.0,-31.589314,0.0058892751,0.008250488
7850.0,-31.584673,0.0058927098,0.008242921
7860.0,-31.580105,0.0058959927,0.0082353633
7870.0,-31.575687,0.0058989692,0.0082278149
7880.0,-31.571236,0.0059019914,0.0082202749
7890.0,-31.566744,0.0059050717,0.0082127452
7900.0,-31.562201,0.0059082243,0.0082052238
7910.0,-31.557596,0.005911462,0.0081977118
7920.0,-31.552923,0.0059147985,0.0081902081
7930.0,-31.54817,0.0059182467,0.0081827138
7940.0,-31.54352,0.0059215203,0.0081752287
7950.0,-31.539003,0.0059245718,0.008167753
7960.0,-31.534496,0.0059276004,0.0081602866
7970.0,-31.529997,0.0059306123,0.0081528295
7980.0,-31.525497,0.0059336168,0.0081453808
7990.0,-31.520996,0.005936624,0.0081379414
8000.0,-31.516483,0.0059396476,0.0081305103
8010.0,-31.511955,0.0059427014,0.0081230886
8020.0,-31.507402,0.0059458027,0.0081156762
8030.0,-31.502815,0.0059489706,0.0081082731
8040.0,-31.498182,0.005952226,0.0081008784
8050.0,-31.493492,0.0059555913,0.0080934931
8060.0,-31.488735,0.0059590917,0.0080861161
8070.0,-31.483894,0.0059627541,0.0080787484
8080.0,-31.479364,0.005965793,0.00807139
8090.0,-31.47484,0.0059688198,0.0080640409
8100.0,-31.47031,0.0059718518,0.0080567002
8110.0,-31.465773,0.0059748967,0.0080493698
8120.0,-31.461222,0.005977964,0.0080420468
8130.0,-31.456654,0.0059810635,0.0080347341
8140.0,-31.452059,0.0059842067,0.0080274297
8150.0,-31.447433,0.0059874053,0.0080201337
8160.0,-31.442772,0.0059906719,0.008012848
8170.0,-31.438065,0.005994021,0.0080055706
8180.0,-31.433304,0.0059974673,0.0079983016
8190.0,-31.428482,0.0060010264,0.007991042
8200.0,-31.423592,0.0060047149,0.0079837907
8210.0,-31.418736,0.0060083219,0.0079765497
8220.0,-31.414013,0.0060116504,0.007969317
8230.0,-31.409275,0.0060149953,0.0079620937
8240.0,-31.404522,0.0060183574,0.0079548787
8250.0,-31.39975,0.0060217385,0.007947674
8260.0,-31.39496,0.0060251411,0.0079404777
8270.0,-31.390148,0.006028566,0.0079332897
8280.0,-31.385315,0.0060320161,0.007926112
8290.0,-31.380457,0.0060354928,0.0079189418
8300.0,-31.375572,0.0060389987,0.0079117818
8310.0,-31.370661,0.0060425359,0.0079046302
8320.0,-31.365717,0.0060461066,0.0078974878
8330.0,-31.360743,0.0060497136,0.0078903548
8340.0,-31.355734,0.0060533592,0.0078832302
8350.0,-31.350796,0.0060569141,0.0078761149
8360.0,-31.345875,0.0060604452,0.0078690089
8370.0,-31.340952,0.0060639763,0.0078619113
8380.0,-31.336029,0.0060675037,0.0078548221
8390.0,-31.331108,0.006071026,0.0078477431
8400.0,-31.326189,0.0060745408,0.0078406725
8410.0,-31.321278,0.0060780444,0.0078336103
8420.0,-31.316372,0.0060815355,0.0078265574
8430.0,-31.311478,0.0060850102,0.0078195138
8440.0,-31.306595,0.0060884655,0.007812479
8450.0,-31.301727,0.0060918988,0.0078054531
8460.0,-31.296877,0.0060953069,0.0077984361
8470.0,-31.292048,0.0060986858,0.0077914279
8480.0,-31.287224,0.0061020604,0.0077844285
8490.0,-31.282352,0.0061055077,0.007777438
8500.0,-31.277487,0.0061089499,0.0077704568
8510.0,-31.272629,0.0061123874,0.007763484
8520.0,-31.267776,0.0061158203,0.0077565201
8530.0,-31.262932,0.0061192489,0.0077495654
8540.0,-31.258095,0.0061226739,0.0077426191
8550.0,-31.253267,0.0061260946,0.0077356817
8560.0,-31.248447,0.0061295116,0.0077287536
8570.0,-31.243637,0.0061329259,0.0077218339
8580.0,-31.238836,0.0061363373,0.007714923
8590.0,-31.234045,0.0061397464,0.007708021
8600.0,-31.229265,0.0061431536,0.0077011278
8610.0,-31.224497,0.00614656,0.007694243
8620.0,-31.219666,0.0061499984,0.007687368
8630.0,-31.214794,0.0061534587,0.0076805013
8640.0,-31.209917,0.006156926,0.007673644
8650.0,-31.205032,0.0061604003,0.0076667955
8660.0,-31.200142,0.0061638826,0.0076599559
8670.0,-31.195246,0.0061673732,0.0076531251
8680.0,-31.190342,0.0061708717,0.0076463027
8690.0,-31.185434,0.0061743795,0.0076394896
8700.0,-31.180517,0.0061778962,0.0076326854
8710.0,-31.175596,0.0061814226,0.0076258895
8720.0,-31.170668,0.0061849593,0.007619103
8730.0,-31.165731,0.0061885063,0.0076123248
8740.0,-31.160789,0.0061920644,0.0076055555
8750.0,-31.155842,0.0061956337,0.007598795
8760.0,-31.150887,0.0061992146,0.0075920434
8770.0,-31.145924,0.0062028076,0.0075853006
8780.0,-31.140955,0.0062064133,0.0075785667
8790.0,-31.135981,0.0062100315,0.0075718411
8800.0,-31.130999,0.0062136631,0.0075651249
8810.0,-31.126009,0.0062173088,0.007558417
8820.0,-31.121012,0.0062209684,0.0075517176
8830.0,-31.116009,0.006224642,0.0075450274
8840.0,-31.110991,0.0062283264,0.0075383461
8850.0,-31.10593,0.0062320037,0.0075316741
8860.0,-31.100857,0.0062356936,0.0075250114
8870.0,-31.09577,0.0062393956,0.0075183571
8880.0,-31.09067,0.0062431106,0.0075117121
8890.0,-31.085554,0.0062468383,0.007505076
8900.0,-31.080427,0.0062505794,0.0074984482
8910.0,-31.075285,0.006254334,0.0074918298
8920.0,-31.070129,0.0062581026,0.0074852202
8930.0,-31.064957,0.0062618852,0.0074786195
8940.0,-31.059771,0.0062656817,0.0074720271
8950.0,-31.054569,0.0062694931,0.007465444
8960.0,-31.049353,0.006273319,0.0074588698
8970.0,-31.044119,0.0062771603,0.0074523045
8980.0,-31.03887,0.0062810169,0.007445748
8990.0,-31.033606,0.0062848888,0.0074392003
9000.0,-31.028322,0.0062887766,0.0074326615
9010.0,-31.023024,0.0062926807,0.0074261315
9020.0,-31.017708,0.0062966011,0.0074196104
9030.0,-31.012373,0.0063005378,0.0074130986
9040.0,-31.007021,0.0063044918,0.0074065952
9050.0,-31.001652,0.0063084625,0.0074001006
9060.0,-30.996264,0.0063124504,0.0073936149
9070.0,-30.990891,0.0063164216,0.0073871389
9080.0,-30.985519,0.0063203918,0.0073806727
9090.0,-30.980135,0.0063243746,0.0073742149
9100.0,-30.974735,0.0063283704,0.0073677665
9110.0,-30.969322,0.0063323798,0.0073613273
9120.0,-30.963894,0.0063364026,0.0073548965
9130.0,-30.95845,0.0063404394,0.007348475
9140.0,-30.952993,0.0063444898,0.0073420624
9150.0,-30.947519,0.0063485545,0.0073356591
9160.0,-30.94203,0.0063526328,0.0073292647
9170.0,-30.936525,0.0063567259,0.007322879
9180.0,-30.931005,0.0063608335,0.0073165027
9190.0,-30.92547,0.0063649556,0.0073101353
9200.0,-30.919918,0.006369093,0.0073037772
9210.0,-30.914351,0.0063732448,0.0072974274
9220.0,-30.908766,0.006377412,0.0072910874
9230.0,-30.903164,0.0063815946,0.0072847558
9240.0,-30.897545,0.0063857925,0.0072784335
9250.0,-30.891909,0.0063900063,0.0072721206
9260.0,-30.886257,0.0063942359,0.007265816
9270.0,-30.880587,0.0063984818,0.0072595212
9280.0,-30.874899,0.0064027435,0.0072532347
9290.0,-30.869192,0.0064070215,0.0072469576
9300.0,-30.86347,0.0064113159,0.0072406898
9310.0,-30.857727,0.006415627,0.0072344304
9320.0,-30.851967,0.0064199553,0.0072281808
9330.0,-30.846188,0.0064242999,0.00722194
9340.0,-30.840391,0.0064286622,0.007215708
9350.0,-30.834574,0.0064330418,0.0072094849
9360.0,-30.828737,0.0064374385,0.0072032716
9370.0,-30.822884,0.0064418535,0.0071970667
9380.0,-30.817009,0.0064462856,0.0071908711
9390.0,-30.811113,0.006450736,0.0071846847
9400.0,-30.805199,0.0064552044,0.0071785073
9410.0,-30.799265,0.0064596916,0.0071723387
9420.0,-30.79331,0.0064641968,0.0071661794
9430.0,-30.787334,0.0064687207,0.0071600289
9440.0,-30.781363,0.0064732437,0.0071538882
9450.0,-30.775412,0.0064777513,0.0071477578
9460.0,-30.769445,0.0064822743,0.0071416367
9470.0,-30.763462,0.0064868117,0.0071355244
9480.0,-30.757462,0.0064913644,0.0071294215
9490.0,-30.751446,0.0064959321,0.0071233278
9500.0,-30.745415,0.0065005152,0.0071172435
9510.0,-30.739367,0.0065051136,0.007111168
9520.0,-30.733303,0.0065097269,0.0071051023
9530.0,-30.727222,0.0065143555,0.0070990454
9540.0,-30.721125,0.006519,0.0070929979
9550.0,-30.715012,0.0065236595,0.0070869597
9560.0,-30.708881,0.0065283347,0.0070809308
9570.0,-30.702736,0.0065330253,0.0070749111
9580.0,-30.696571,0.0065377313,0.0070689009
9590.0,-30.690392,0.0065424535,0.0070628994
9600.0,-30.684195,0.0065471912,0.0070569078
9610.0,-30.677982,0.0065519447,0.0070509249
9620.0,-30.671751,0.006556714,0.0070449519
9630.0,-30.665504,0.0065614991,0.0070389877
9640.0,-30.659239,0.0065663001,0.0070330328
9650.0,-30.652958,0.0065711169,0.0070270877
9660.0,-30.64666,0.0065759504,0.0070211515
9670.0,-30.640345,0.0065807994,0.007015225
9680.0,-30.63401,0.006585665,0.0070093074
9690.0,-30.627661,0.0065905466,0.0070033991
9700.0,-30.621292,0.0065954444,0.0069975005
9710.0,-30.614908,0.006600359,0.0069916113
9720.0,-30.608505,0.0066052894,0.006985731
9730.0,-30.602085,0.0066102366,0.0069798604
9740.0,-30.595648,0.0066152005,0.0069739991
9750.0,-30.589193,0.0066201808,0.0069681471
9760.0,-30.58272,0.0066251773,0.0069623045
9770.0,-30.576229,0.0066301911,0.0069564711
9780.0,-30.569721,0.0066352212,0.0069506471
9790.0,-30.563194,0.0066402685,0.0069448329
9800.0,-30.55665,0.0066453321,0.0069390275
9810.0,-30.550087,0.0066504143,0.0069332323
9820.0,-30.543486,0.0066555301,0.0069274479
9830.0,-30.536863,0.0066606645,0.0069216732
9840.0,-30.530222,0.0066658175,0.0069159083
9850.0,-30.52356,0.0066709886,0.0069101527
9860.0,-30.516878,0.0066761789,0.0069044065
9870.0,-30.510176,0.0066813878,0.0068986705
9880.0,-30.503454,0.0066866158,0.0068929438
9890.0,-30.496712,0.0066918624,0.0068872264
9900.0,-30.489948,0.0066971285,0.0068815192
9910.0,-30.483164,0.0067024138,0.0068758214
9920.0,-30.47636,0.0067077181,0.0068701333
9930.0,-30.469534,0.006713042,0.0068644546
9940.0,-30.462688,0.006718385,0.0068587861
9950.0,-30.45582,0.0067237481,0.0068531269
9960.0,-30.448933,0.0067291306,0.0068474775
9970.0,-30.442022,0.0067345328,0.0068418379
9980.0,-30.435091,0.0067399549,0.006836208
9990.0,-30.428139,0.0067453966,0.0068305875
10000.0,-30.421165,0.0067508589,0.0068249772
