Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.01,0.9999996471751195,0.009949814075282955,0.00994983590541797,2.247944289691125e-08,6.493078150449437e-10,3.296961297327171e-07,1.0,1.0,1.0,0.9999999990989055,1.0,4.507065189616374e-06,1.3018062210473845e-07,9.89528488833643e-05,1.0,1.0,1.0,0.9999996471751195,0.009949814075282955,0.00994983590541797,5.618849149297452e-09,1.565046105837279e-10,6.191561437928534e-08,2.247944289691125e-08,6.493078150449437e-10,3.296961297327171e-07,0.9999996471751195,0.9999999990989055
0.02,0.999997298360297,0.019798627631343418,0.01979871429580115,8.92422575224492e-08,2.577799509771692e-09,2.6098196457284644e-06,1.0,1.0,1.0,0.9999999863364966,1.0,8.968358115108129e-06,2.5903973839804087e-07,0.00039180364729145793,1.0,1.0,1.0,0.999997298360297,0.019798627631343418,0.01979871429580115,2.230654847902379e-08,6.213347492388002e-10,4.901136901892227e-07,8.92422575224492e-08,2.577799509771692e-09,2.6098196457284644e-06,0.999997298360297,0.9999999863364966
0.03,0.9999910800913779,0.029545552299364525,0.029545745824096994,1.992812320946802e-07,5.756499333126582e-09,8.714870890414571e-06,1.0,1.0,1.0,0.9999999325664657,1.0,1.338342490057412e-05,3.8656422649040377e-07,0.0008725308029587664,1.0,1.0,1.0,0.9999910800913779,0.029545552299364525,0.029545745824096994,4.9811340368225793e-08,1.3875063037614994e-09,1.6366178937362948e-06,1.992812320946802e-07,5.756499333126582e-09,8.714870890414571e-06,0.9999910800913779,0.9999999325664657
0.04,0.9999792009381687,0.03918977194249847,0.0391901133830032,3.5159716375080675e-07,1.0156658731615748e-08,2.0437308008293364e-05,1.0,1.0,1.0,0.9999997907000222,1.0,1.7751813665763296e-05,5.127410217151679e-07,0.001535103969645729,1.0,1.0,1.0,0.9999792009381687,0.03918977194249847,0.0391901133830032,8.788346906533291e-08,2.4480899240575385e-09,3.83804469472546e-06,3.5159716375080675e-07,1.0156658731615748e-08,2.0437308008293364e-05,0.9999792009381687,0.9999997907000222
0.05,0.9999599505901337,0.04873054183910216,0.04873107128813904,5.451987916844121e-07,1.5749754490158104e-08,3.948846131984312e-05,1.0,1.0,1.0,0.99999949669566,1.0,2.207307679317135e-05,6.375571826010515e-07,0.0023734898413534816,1.0,1.0,1.0,0.9999599505901337,0.04873054183910216,0.04873107128813904,1.3627516397547724e-07,3.796210574026278e-09,7.415775082021257e-06,5.451987916844121e-07,1.5749754490158104e-08,3.948846131984312e-05,0.9999599505901337,0.99999949669566
0.06,0.9999316989010302,0.05816718782398706,0.05816794441924979,7.791027505583359e-07,2.2507487457525545e-08,6.749948873153353e-05,1.0,1.0,1.0,0.9999989705312439,1.0,2.6346773104035195e-05,7.609999537146459e-07,0.003381658066592066,1.0,1.0,1.0,0.9999316989010302,0.05816718782398706,0.05816794441924979,1.9474062801580885e-07,5.4250472243497545e-09,1.2676133985827069e-05,7.791027505583359e-07,2.2507487457525545e-08,6.749948873153353e-05,0.9999316989010302,0.9999989705312439
0.07,0.9998928949059823,0.06749910540154788,0.06750012733330199,1.0523335361789463e-06,3.040178162534284e-08,0.00010602235869959014,1.0,1.0,1.0,0.999998117164891,1.0,3.057246994677547e-05,8.830568259752817e-07,0.004553587256489532,1.0,1.0,1.0,0.9998928949059823,0.06749910540154788,0.06750012733330199,2.630360290356085e-07,7.327832630501261e-09,1.991057487434823e-05,1.0523335361789463e-06,3.040178162534284e-08,0.00010602235869959014,0.9998928949059823,0.999998117164891
0.08,0.9998420657191102,0.07672575873707384,0.0767270832558131,1.3639235245894256e-06,3.9404784747470516e-08,0.00015653095258015242,1.0,1.0,1.0,0.9999968274476098,1.0,3.4749745149800325e-05,1.0037155930538043e-06,0.005883271045777821,1.0,1.0,1.0,0.9998420657191102,0.07672575873707384,0.0767270832558131,3.409195045887499e-07,9.497853482037061e-09,2.93958867707423e-05,1.3639235245894256e-06,3.9404784747470516e-08,0.00015653095258015242,0.9998420657191102,0.9999968274476098
0.09,0.9997778154624983,0.08584667968001705,0.08584834310412409,1.712912976204888e-06,4.948886852807918e-08,0.0002204221356566596,1.0,1.0,1.0,0.999994979047901,1.0,3.887818890934642e-05,1.122964405895728e-06,0.007364724195464636,1.0,1.0,1.0,0.9997778154624983,0.08584667968001705,0.08584834310412409,4.281511629672928e-07,1.192845044792851e-08,4.1394395387778044e-05,1.712912976204888e-06,4.948886852807918e-08,0.0002204221356566596,0.9997778154624983,0.999994979047901
0.1,0.9996988241187816,0.09486146670947228,0.09486350443290485,2.098350062762929e-06,6.062662946781257e-08,0.0002990169045258055,1.0,1.0,1.0,0.9999924373436595,1.0,4.2957405557875527e-05,1.240791823795556e-06,0.00899198869842033,1.0,1.0,1.0,0.9996988241187816,0.09486146670947228,0.09486350443290485,5.244930899379079e-07,1.4613018380515268e-08,5.615417860232816e-05,2.098350062762929e-06,6.062662946781257e-08,0.0002990169045258055,0.9996988241187816,0.9999924373436595
0.11,0.9996038463134294,0.1037697838078216,0.10377223030786448,2.5192909344570205e-06,7.279089086846614e-08,0.000393561604745185,1.0,1.0,1.0,0.9999890562859904,1.0,4.69870152130109e-05,1.357186862021996e-06,0.010759139857591945,1.0,1.0,1.0,0.9996038463134294,0.1037697838078216,0.10377223030786448,6.297093655222046e-07,1.7545006798699e-08,7.390929512472675e-05,2.5192909344570205e-06,7.279089086846614e-08,0.000393561604745185,0.9996038463134294,0.9999890562859904
0.12,0.9994917101017479,0.11257135933933951,0.1125742481843994,2.974799764787438e-06,8.595470419538851e-08,0.0005052291437828584,1.0,1.0,1.0,0.9999846792601946,1.0,5.096665534310424e-05,1.4721390370356462e-06,0.012660292325021775,1.0,1.0,1.0,0.9994917101017479,0.11257135933933951,0.1125742481843994,7.435660752074441e-07,2.0717920216327078e-08,9.488001228584567e-05,2.974799764787438e-06,8.595470419538851e-08,0.0005052291437828584,0.9994917101017479,0.9999846792601946
0.13,0.9993613156572919,0.12126598482813185,0.12126934868562685,3.4639488476544586e-06,1.000913519462086e-07,0.0006351203025083162,1.0,1.0,1.0,0.9999791399073609,1.0,5.489598219578768e-05,1.5856384077505817e-06,0.014689606055759603,1.0,1.0,1.0,0.9993613156572919,0.12126598482813185,0.12126934868562685,8.658313342154702e-07,2.4125318833650496e-08,0.00011927305232985175,3.4639488476544586e-06,1.000913519462086e-07,0.0006351203025083162,0.9993613156572919,0.9999791399073609
0.14,0.9992116339498033,0.1298535137254066,0.12985738436973635,3.985818680530566e-06,1.151743501182474e-07,0.000784265057165716,1.0,1.0,1.0,0.9999722629340454,1.0,5.877467213269761e-05,1.6976756140863384e-06,0.01684129216919565,1.0,1.0,1.0,0.9992116339498033,0.1298535137254066,0.12985738436973635,9.962753082920177e-07,2.7760819132051525e-08,0.0001472818406754928,3.985818680530566e-06,1.151743501182474e-07,0.000784265057165716,0.9992116339498033,0.9999722629340454
0.15,0.999041705367619,0.13833386012007587,0.13833826844069838,4.539498074651298e-06,1.311774514550381e-07,0.0009536239568546426,1.0,1.0,1.0,0.9999638648995411,1.0,6.260242284666367e-05,1.8082419121260282e-06,0.01910961868510283,1.0,1.0,1.0,0.999041705367619,0.13833386012007587,0.13833826844069838,1.1346702412494652e-06,3.16180946565622e-08,0.00017908676460147446,4.539498074651298e-06,1.311774514550381e-07,0.0009536239568546426,0.999041705367619,0.9999638648995411
0.16,0.9988506383085984,0.14670699741710716,0.1467119734267216,5.1240842637974205e-06,1.4807464865222434e-07,0.0011440895324889473,1.0,1.0,1.0,0.99995375497966,1.0,6.637895447296988e-05,1.9173292062154463e-06,0.021488916117712295,1.0,1.0,1.0,0.9988506383085984,0.14670699741710716,0.1467119734267216,1.2807904821574843e-06,3.569087678859159e-08,0.00021485543784329432,5.1240842637974205e-06,1.4807464865222434e-07,0.0011440895324889473,0.9988506383085984,0.99995375497966
0.17,0.9986376077237918,0.15497295696766225,0.15497852981051619,5.738683032735683e-06,1.658401781303097e-07,0.0013564877529971457,1.0,1.0,1.0,0.9999417357106837,1.0,7.010401058619481e-05,2.0249300777580534e-06,0.02397358290251868,1.0,1.0,1.0,0.9986376077237918,0.15497295696766225,0.15497852981051619,1.4344125174474477e-06,3.997295565528294e-08,0.000254742974061852,5.738683032735683e-06,1.658401781303097e-07,0.0013564877529971457,0.9986376077237918,0.9999417357106837
0.18,0.9984018536347452,0.163131826672081,0.1631380246324006,6.38240884402113e-06,1.844485237600689e-07,0.0015915795078866803,1.0,1.0,1.0,0.9999276037094648,1.0,7.377735909334841e-05,2.1310378110151048e-06,0.026558090642237728,1.0,1.0,1.0,0.9984018536347452,0.163131826672081,0.1631380246324006,1.5953150026073014e-06,4.4458181027460684e-08,0.000298892265263087,6.38240884402113e-06,1.844485237600689e-07,0.0015915795078866803,0.9984018536347452,0.9999276037094648
0.19,0.9981426796273157,0.17118374955854346,0.17119060006909104,7.0543849689688755e-06,2.0387442070796078e-07,0.001850062113294344,1.0,1.0,1.0,0.9999111503716116,1.0,7.739879302520634e-05,2.2356464159658524e-06,0.02923698915593429,1.0,1.0,1.0,0.9981426796273157,0.17118374955854346,0.17119060006909104,1.7632787949186153e-06,4.914046324650191e-08,0.0003474342646282246,7.0543849689688755e-06,2.0387442070796078e-07,0.001850062113294344,0.9981426796273157,0.9999111503716116
0.2,0.9978594512895533,0.17912892230486752,0.17913645195564332,7.753743636231476e-06,2.2409285978940343e-07,0.0021325708739503716,1.0,1.0,1.0,0.999892162548628,1.0,8.09681312091521e-05,2.3387506477458783e-06,0.032004911303149655,1.0,1.0,1.0,0.9978594512895533,0.17912892230486752,0.17913645195564332,1.9380869905942387e-06,5.4013774273619274e-08,0.00040048827984438394,7.753743636231476e-06,2.2409285978940343e-07,0.0021325708739503716,0.9978594512895533,0.999892162548628
