E_1_task1,U_2_task1,_1_task1
0.0,1000000.0,0.0
0.041477442407654254,1101872.4981889948,0.10526315789473684
0.08253061607504884,1214042.7774405798,0.21052631578947367
0.1231557252142587,1337535.927980038,0.3157894736842105
0.16334862072509476,1473475.8461712797,0.42105263157894735
0.20310469436950873,1623094.0235549866,0.5263157894736842
0.2424187665747954,1787739.0485226233,0.631578947368421
0.2812849664867667,1968886.8975544765,0.7368421052631579
0.3196966059953734,2168151.784974865,0.8421052631578947
0.3576460620992998,2387296.258512056,0.9473684210526315
0.39512461492737844,2628244.822298159,1.0526315789473684
0.4321222977402138,2893096.8929078584,1.1578947368421053
0.4686277492631875,3184139.372405771,1.263157894736842
0.5046280340306313,3503859.315315598,1.368421052631579
0.5401084634647176,3854960.136487742,1.4736842105263157
0.5750524053554695,4240374.347798722,1.5789473684210527
0.6094410836511586,4663276.3782636775,1.6842105263157894
0.643253366948157,5127099.861960456,1.7894736842105263
0.6764655527166741,5635546.593382543,1.894736842105263
0.7090511368138713,6192602.2291368935,2.0
0.7409805878890238,6802546.844298184,2.1052631578947367
0.7722211385192207,7469957.444752504,2.210526315789474
0.8027365185562405,8199724.149964205,2.3157894736842106
0.832486796786253,8997041.607622892,2.4210526315789473
0.8614281579043422,9867410.673265152,2.526315789473684
0.8895126881415601,10816637.80733936,2.6315789473684212
0.9166883721819944,11850800.6638722,2.736842105263158
0.9428988378103922,12976248.008290311,2.8421052631578947
0.96808343109197,14199554.78881132,2.9473684210526314
0.9921773203150351,15527471.559332639,3.0526315789473686
1.0151114017873917,16966895.98383387,3.1578947368421053
1.036812890974842,18524768.550869457,3.263157894736842
1.0572054289906143,20208014.46223332,3.3684210526315788
1.0762096143271298,22023444.454084195,3.473684210526316
1.093744020164131,23977611.433451664,3.5789473684210527
1.1097255610737613,26076714.40427841,3.6842105263157894
1.1240709676281075,28326427.041187085,3.789473684210526
1.1366979266732187,30731736.52843626,3.8947368421052633
1.147526342649147,33296775.565200984,4.0
1.156480335324802,36024643.28927991,4.105263157894737
1.1634898256279325,38917190.36982975,4.2105263157894735
1.1684924852934089,41974863.06483865,4.315789473684211
1.1714358511157001,45196530.96906072,4.421052631578948
1.1722796602445003,48579245.935392044,4.526315789473684
1.170997337824808,52118222.53306888,4.631578947368421
1.167578268756114,55806686.77896032,4.7368421052631575
1.1620293585249102,59635811.125235654,4.842105263157895
1.1543767746748512,63594674.27870115,4.947368421052632
1.1446665189821812,67670364.76500955,5.052631578947368
1.1329652259475733,71848070.91546504,5.157894736842105
1.1193600592760007,76111243.12616794,5.2631578947368425
1.1039581329022143,80441835.94726355,5.368421052631579
1.0868854210037724,84820577.90557407,5.473684210526316
1.068284812055674,89227321.72266375,5.578947368421052
1.0483140459645222,93641392.99067189,5.684210526315789
1.0271427570080631,98041981.06081077,5.7894736842105265
1.004949489841628,102408543.49349162,5.894736842105263
0.9819184363722037,106721147.97171633,6.0
0.9582357334189708,110960892.6056931,6.105263157894737
0.9340866262870188,115110135.49196695,6.2105263157894735
0.9096514979541075,119152867.01592636,6.315789473684211
0.8851038830310537,123074812.4455677,6.421052631578948
0.8606068925656173,126863687.45556141,6.526315789473684
0.8363121161491416,130509199.66511029,6.631578947368421
0.8123570692805088,134003143.29052217,6.7368421052631575
0.788864783670797,137339338.25524107,6.842105263157895
0.7659426149693138,140513564.7827062,6.947368421052632
0.7436822920088207,143523469.0060344,7.052631578947368
0.7221600275654382,146368379.72179756,7.157894736842105
0.7014368907275761,149049193.95843458,7.2631578947368425
0.6815598698746264,151568135.55459896,7.368421052631579
0.6625625595600212,153928620.18027765,7.473684210526316
0.6444663952064104,156135057.67257458,7.578947368421052
0.6272819898981223,158192643.46312952,7.684210526315789
0.6110103757789377,160107200.90930083,7.7894736842105265
0.5956441931012045,161885037.79849687,7.894736842105263
0.5811689978559352,163532787.76763842,8.0
0.5675644579329991,165057284.6506516,8.105263157894736
0.5548053930656021,166465455.25681216,8.210526315789474
0.5428628347258462,167764221.99534842,8.31578947368421
0.5317049051859668,168960426.93012184,8.421052631578947
0.5212976334207441,170060764.35064355,8.526315789473685
0.5116056554046917,171071730.54100668,8.631578947368421
0.5025928236591203,171999582.87349308,8.736842105263158
0.4942227199603579,172850315.1761291,8.842105263157896
0.4864590952110291,173629628.8279329,8.947368421052632
0.479266200796782,174342929.47424275,9.052631578947368
0.4726091131469166,174995311.33438548,9.157894736842104
0.46645391205893744,175591565.2158737,9.263157894736842
0.46076790520500427,176136172.96059978,9.368421052631579
