Time,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s119,R_T,k1,k2,k3,k4,k5,k6,k7,K1,K2,K3,K4,K5,K_hi,k_CICR,K_CICR,k_CCE,B_T,dot_Vp,dot_Vex,dot_Vhi,dot_q_inpass,Cao,tau_I,tau_II,half,fracK,default,c1,c2,re3,re4,re5,re6,re7,re8,re9,re10,re11,re12
0.1,1500000.0,2830000.3782357248,101.22949884210429,3915.22590715774,0.0,0.001590130205330309,-0.0016392369439732987,4.910673864298962e-05,51.210825693889475,219.15553258145675,-299.99999999999994,0.1,-0.1,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-276.2891572046792,0.0,0.03597534467797814,0.001590130205330309,-5.4491608937793785,11.925847680984491,2197.3082397893554,3000.0,1.0,501.67801477077205
0.11,1500000.0,2830000.434482814,101.30275347228374,3917.979665431565,0.0,0.0019521734674442103,-0.0020189614572157706,6.678798977156042e-05,56.34843308557293,241.13466519662276,-329.9999999999999,0.11,-0.11,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-274.46461113600526,0.0,0.03996947648330678,0.0019521734674442103,-5.799863494756323,11.96023201872728,2198.516888510923,3000.0,1.0,501.95700343121626
0.12,1500000.0,2830000.4942251537,101.37552796718374,3920.71524149195,0.0,0.0023503540321601468,-0.00243862469783366,8.827066567351428e-05,61.489162825481515,263.12584256161955,-359.99999999999983,0.12,-0.12,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-272.65269854839426,0.0,0.043963075719551124,0.0023503540321601468,-6.148213813654763,11.994463938917239,2199.717200214842,3000.0,1.0,502.23387128683083
0.13,1500000.0,2830000.557439305,101.44782560503333,3923.432761196009,0.0,0.002784306703528912,-0.00289822101352563,0.00011391430999671833,66.63299227495867,285.1289816191749,-389.99999999999994,0.13,-0.13,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-270.85332425439265,0.0,0.047956096602913736,0.002784306703528912,-6.494228498825919,12.028543647953905,2200.909237344297,3000.0,1.0,502.5086367973732
0.14,1500000.0,2830000.6241019936,101.51964963980245,3926.1323494530056,0.0,0.0032536698085833798,-0.0033977446428792397,0.00014407483429586064,71.77989898082446,307.14399993299634,-419.99999999999983,0.14,-0.14,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-269.066393065732,0.0,0.05194852234841091,0.0032536698085833798,-6.837924069516703,12.062471359379717,2202.0930618066595,3000.0,1.0,502.7813182314609
0.15,1500000.0,2830000.6941901105,101.5910033017955,3928.8141302295076,0.0,0.0037580849592282373,-0.003937189506288638,0.0001791045470604029,76.9298606741273,329.17081568414545,-449.99999999999966,0.15,-0.15,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-267.291812532465,0.0,0.05594034683910867,0.0037580849592282373,-7.179316918793859,12.09624729393183,2203.268734985395,3000.0,1.0,503.05193367039857
0.16,1500000.0,2830000.76768071,101.66188979723692,3931.478226559879,0.0,0.004297197381951654,-0.004516549572382218,0.00021935219043056598,82.08285526796615,351.209347664676,-479.9999999999997,0.16,-0.16,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-265.5294890013756,0.0,0.05993156788265914,0.004297197381951654,-7.5184233116381165,12.12987167912022,2204.436317735329,3000.0,1.0,503.32050100815445
0.17,1500000.0,2830000.844551009,101.73231233865796,3934.1247605254343,0.0,0.00487065588720767,-0.005135818870234707,0.00026516298302704057,87.23886085543938,373.25951527160834,-509.9999999999995,0.17,-0.17,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-263.77950728160795,0.0,0.06392218473043612,0.00487065588720767,-7.85525953036489,12.16334476345994,2205.595870884972,3000.0,1.0,503.5870380678415
0.18,1500000.0,2830000.924778384,101.80227398937353,3936.753853414692,0.0,0.0054781127041488836,-0.0057949913476537905,0.0003168786435049151,92.39785570857975,395.32123850395493,-539.9999999999989,0.18,-0.18,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-262.0412033352768,0.0,0.06791219716495543,0.0054781127041488836,-8.189841130829905,12.196666742244517,2206.747452678219,3000.0,1.0,503.85156201491714
0.19,1500000.0,2830001.0083403704,101.87177800775403,3939.3656253891336,0.0,0.0061192234483725,-0.006494060871081042,0.00037483742270855066,97.55981827618501,417.39443795639033,-569.9999999999987,0.19,-0.19,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-260.3152141032042,0.0,0.07190160516409232,0.0061192234483725,-8.522184589123981,12.229837921189784,2207.891124443745,3000.0,1.0,504.11409066078
0.2,1500000.0,2830001.0952146654,101.9408274092021,3941.9601959276883,0.0,0.006793647275241638,-0.0072330214304596446,0.00043937415521801365,102.72472718276795,439.47903481508445,-599.9999999999989,0.2,-0.2,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-258.6008667089045,0.0,0.07589040877760125,0.006793647275241638,-8.852305206717688,12.262858507587305,2209.0269433870444,3000.0,1.0,504.3746408080796
0.21,1500000.0,2830001.185379119,102.0094253627145,3944.5376834433046,0.0,0.0075010467287906,-0.008011867013739678,0.0005108202849490862,107.89256122512657,461.5749508495668,-629.9999999999989,0.21,-0.21,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-256.8985393100884,0.0,0.07987860808166587,0.0075010467287906,-9.180219006961352,12.295728799244866,2210.154969118296,3000.0,1.0,504.6332297504498
0.22,1500000.0,2830001.27881174,102.0775748819426,3947.098205595615,0.0,0.008241087681209396,-0.008830591575846676,0.000589503894637286,113.06329937173426,483.6821084103286,-659.9999999999989,0.22,-0.22,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-255.2078199100215,0.0,0.08386620316217884,0.008241087681209396,-9.505941257943505,12.328449036639107,2211.275258571815,3000.0,1.0,504.8898741077552
0.23,1500000.0,2830001.375490691,102.14527911141579,3949.641879008273,0.0,0.009013439322750356,-0.009689189063853411,0.0006757497411030634,118.2369207627093,505.8004304263824,-689.9999999999987,0.23,-0.23,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-253.52921118214726,0.0,0.08785319410859518,0.009013439322750356,-9.829487840842205,12.361019539903145,2212.387870714329,3000.0,1.0,505.14459090625047
0.24,1500000.0,2830001.4753942876,102.21254083021789,3952.1688197820426,0.0,0.009817774150470056,-0.010587653442608633,0.0007698792921385845,123.41340470493468,527.9298403950155,-719.9999999999987,0.24,-0.24,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-251.8611710066907,0.0,0.09183958101168828,0.009817774150470056,-10.15087287792727,12.393440469873376,2213.4928583904098,3000.0,1.0,505.39739571259145
0.25,1500000.0,2830001.5785009973,102.27936326940643,3954.6791426785553,0.0,0.010653767916544711,-0.011525978670611291,0.0008722107540665852,128.59273067298085,550.0702623807372,-749.9999999999987,0.25,-0.25,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-250.2049822570989,0.0,0.09582536396267677,0.010653767916544711,-10.47011263903579,12.425712221428347,2214.5902817555625,3000.0,1.0,505.64830570926785
0.26,1500000.0,2830001.684789441,102.34574940045948,3957.1729618370973,0.0,0.011521099599158868,-0.012504158709288886,0.0009830591101300194,133.77487830792802,572.2216210119964,-779.9999999999987,0.26,-0.26,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-248.56051286961883,0.0,0.09981054305297583,0.011521099599158868,-10.787222141038171,12.457835080861585,2215.6801965854183,3000.0,1.0,505.89733701937826
0.27,1500000.0,2830001.794238388,102.41170209365842,3959.6503906407265,0.0,0.012419451373006433,-0.013522187519256117,0.0011027361462496873,138.9598274101261,594.3838414662272,-809.9999999999989,0.27,-0.27,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-246.9271557747852,0.0,0.10379511837401806,0.012419451373006433,-11.102215905169487,12.48980930142803,2216.7626568827354,3000.0,1.0,506.14450530553387
0.28,1500000.0,2830001.9068267564,102.47722429992074,3962.111541501806,0.0,0.013348508582670202,-0.014580059064312338,0.0012315504816421336,144.1475579507488,616.5568494892852,-839.9999999999991,0.28,-0.28,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-245.30491726426408,0.0,0.10777909001727093,0.013348508582670202,-11.415108825701282,12.521635191183629,2217.837717864132,3000.0,1.0,506.38982645302997
0.29,1500000.0,2830002.022533612,102.54231895522535,3964.5565260312883,0.0,0.01430795970103422,-0.01567776730771691,0.00136980760668269,149.33805004878388,638.7405713507538,-869.9999999999993,0.29,-0.29,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-243.69383624289185,0.0,0.11176245807418454,0.01430795970103422,-11.725915713302243,12.553313066704026,2218.9054343917664,3000.0,1.0,506.6333162119511
0.3,1500000.0,2830002.1413381672,102.60698894694298,3966.9854550078826,0.0,0.015297496296909767,-0.016815306214153947,0.001517809917244177,154.53128399295684,660.9349338826066,-899.9999999999994,0.3,-0.3,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-242.09379374154378,0.0,0.11574522263620893,0.015297496296909767,-12.03465113433009,12.584843236485874,2219.9658604228484,3000.0,1.0,506.8749900725431
0.31,1500000.0,2830002.2632197794,102.67123714816303,3969.3984384020655,0.0,0.016316812990733943,-0.017992669749111283,0.001675856758377336,159.72724022409307,683.1398644436799,-929.9999999999995,0.31,-0.31,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-240.50470843201037,0.0,0.1197273837947723,0.016316812990733943,-12.341329574841893,12.61622601741075,2221.0190495746147,3000.0,1.0,507.114863395022
0.32,1500000.0,2830002.3881579507,102.73506640986336,3971.795585363826,0.0,0.017365607464150584,-0.019209851879015662,0.0018442444148650727,164.92589934092976,705.3552909319927,-959.9999999999995,0.32,-0.32,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-238.9264931685757,0.0,0.12370894164129421,0.017365607464150584,-12.645965403255389,12.647461730748443,2222.0650549974894,3000.0,1.0,507.35295138146984
0.33,1500000.0,2830002.5161323263,102.79847956436049,3974.177004233712,0.0,0.018443580412977008,-0.02046684657120557,0.002023266158228552,170.12724209685138,727.5811417756335,-989.9999999999995,0.33,-0.33,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-237.35907336266246,0.0,0.12768989626716354,0.018443580412977008,-12.948572886876264,12.678550703654404,2223.1039294332436,3000.0,1.0,507.5892690898963
0.34,1500000.0,2830002.647122694,102.86147942289139,3976.5428025567967,0.0,0.01955043549904798,-0.021763647793928993,0.0022132122948810003,175.3312493976427,749.8173459254045,-1019.9999999999995,0.34,-0.34,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-235.8023708567489,0.0,0.1316702477637911,0.01955043549904798,-13.249166180409361,12.709493267802046,2224.1357251769314,3000.0,1.0,507.8238314263752
0.35000000000000003,1500000.0,2830002.781108983,102.92406877462265,3978.893087081617,0.0,0.020685879351603553,-0.02310024951635495,0.0024143701647513847,180.53790230172197,772.0638328561945,-1049.9999999999995,0.35000000000000003,-0.35000000000000003,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-234.2562984104734,0.0,0.13564999622254398,0.020685879351603553,-13.547759321290414,12.74028975870628,2225.1604940622456,3000.0,1.0,508.05665314252235
0.36,1500000.0,2830002.91807126,102.98625039396956,3981.227963771072,0.0,0.021849621498754496,-0.024476645708558075,0.0026270242098035642,185.747182016561,794.3205325553773,-1079.9999999999993,0.36,-0.36,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-232.72080053656828,0.0,0.13962914173478055,0.021849621498754496,-13.844366264662483,12.770940519142888,2226.1782875828744,3000.0,1.0,508.28774886384787
0.37,1500000.0,2830003.0579897333,103.04802702182879,3983.5475378164565,0.0,0.02304137437702493,-0.025892830341533127,0.00285145596450819,190.95906989948995,816.5873755258839,-1109.999999999999,0.37,-0.37,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-231.19574252178427,0.0,0.1436076843918592,0.02304137437702493,-14.139000793901289,12.801445889714824,2227.1891565868414,3000.0,1.0,508.5171330211277
0.38,1500000.0,2830003.2008447475,103.10940140776144,3985.851913612183,0.0,0.02426085327079467,-0.02734879738718295,0.003087944116388274,196.1735474542359,838.8642927754754,-1139.999999999999,0.38,-0.38,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-229.68115911458153,0.0,0.14758562428510338,0.02426085327079467,-14.431676721887811,12.831806229498364,2228.193151968264,3000.0,1.0,508.7448200081485
0.39,1500000.0,2830003.346616784,103.17037623331318,3988.141194830259,0.0,0.02550777630746874,-0.02884454081832674,0.0033367645108579955,201.39059633146425,861.151215818138,-1169.999999999999,0.39,-0.39,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-228.17679822957143,0.0,0.15156296150584092,0.02550777630746874,-14.722407525332358,12.862021877957565,2229.1903234143247,3000.0,1.0,508.9708238982323
0.4,1500000.0,2830003.49528646,103.23095422714906,3990.4154843182537,0.0,0.026781864415853493,-0.03038005460869585,0.003598190192842353,206.61019832586172,883.4480766658377,-1199.999999999999,0.4,-0.4,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-226.68280470813625,0.0,0.15553969614538654,0.026781864415853493,-15.011206893925248,12.892093211762282,2230.180721289936,3000.0,1.0,509.19515887227703
0.41000000000000003,1500000.0,2830003.6468345276,103.29113802151933,3992.6748842450475,0.0,0.028082841304122613,-0.03195533273293477,0.003872491428812152,211.8323353758752,905.7548078270809,-1229.999999999999,0.41000000000000003,-0.41000000000000003,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-225.19886517850682,0.0,0.15951582829502003,0.028082841304122613,-15.298088045929205,12.92202057346457,2231.1643942919486,3000.0,1.0,509.4178386878785
0.42,1500000.0,2830003.801241872,103.3509303113069,3994.9194959504284,0.0,0.02941043342994779,-0.03357036916660078,0.0041599357366529826,217.05698956184278,928.0713423014669,-1259.9999999999989,0.42,-0.42,0.0,44000.0,0.0006,1.0,3.32,2500.0,5e-11,0.05,150.0,0.0,200.0,150.0,80.0,321.0,380.0,1.0,0.0,0.0,120000.0,815.0,9165.0,2380.0,3000.0,100.0,66.0,0.01,0.5,7071067.81,1.0,1.0,1.0,-223.7251540145371,0.0,0.1634913580460212,0.02941043342994779,-15.583064486589763,12.95180435028879,2232.1413920507885,3000.0,1.0,509.6388772693161
