species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017,Time
4.1224234634488503e-11,5e-06,9.7119444689027e-10,6.552484498044079e-10,4.507335445815498e-23,3.01002325368242e-09,1.66629887052219e-13,1e-05,1e-05,1.59
4.122423463342743e-11,5e-06,9.711944472221985e-10,6.593692371343019e-10,4.5073355131122027e-23,3.044554774054077e-09,1.6759140410290674e-13,1e-05,1e-05,1.6
4.1224234632366365e-11,5e-06,9.711944476103064e-10,6.634900147105238e-10,4.5073355914615266e-23,3.0792409661654465e-09,1.685529188777609e-13,1e-05,1e-05,1.61
4.12242346313053e-11,5e-06,9.711944480567346e-10,6.676107824719958e-10,4.5073356813211073e-23,3.1140810770611476e-09,1.695144313625292e-13,1e-05,1e-05,1.62
4.122423463024423e-11,5e-06,9.711944485636236e-10,6.717315403576399e-10,4.5073357831485805e-23,3.1490743537857967e-09,1.7047594154295934e-13,1e-05,1e-05,1.6300000000000001
4.122423462918317e-11,5e-06,9.711944491331145e-10,6.758522883063784e-10,4.507335897401583e-23,3.1842200433840118e-09,1.714374494047991e-13,1e-05,1e-05,1.6400000000000001
4.122423462812211e-11,5e-06,9.71194449767348e-10,6.799730262571335e-10,4.5073360245377514e-23,3.219517392900411e-09,1.7239895493379624e-13,1e-05,1e-05,1.6500000000000001
4.122423462706104e-11,5e-06,9.71194450468465e-10,6.840937541488273e-10,4.5073361650147224e-23,3.2549656493796115e-09,1.7336045811569844e-13,1e-05,1e-05,1.6600000000000001
4.122423462599998e-11,5e-06,9.711944512386066e-10,6.882144719203819e-10,4.507336319290133e-23,3.2905640598662297e-09,1.7432195893625347e-13,1e-05,1e-05,1.67
4.1224234624938936e-11,5e-06,9.71194451749339e-10,6.92335179657215e-10,4.5073364213165067e-23,3.3263303916608198e-09,1.7528345741552673e-13,1e-05,1e-05,1.68
4.1224234623877896e-11,5e-06,9.711944516468746e-10,6.964558774559791e-10,4.507336399945715e-23,3.3622838324875397e-09,1.7624495357621553e-13,1e-05,1e-05,1.69
4.1224234622816856e-11,5e-06,9.711944515449895e-10,7.005765649845487e-10,4.507336378684324e-23,3.398389362886729e-09,1.7720644734057256e-13,1e-05,1e-05,1.7
4.122423462175582e-11,5e-06,9.71194451443995e-10,7.046972421826564e-10,4.5073363576219174e-23,3.4346463323984663e-09,1.7816793869453545e-13,1e-05,1e-05,1.71
4.1224234620694795e-11,5e-06,9.71194451344202e-10,7.088179089900356e-10,4.507336336848075e-23,3.4710540905628304e-09,1.7912942762404188e-13,1e-05,1e-05,1.72
4.122423461963377e-11,5e-06,9.711944512459224e-10,7.129385653464186e-10,4.5073363164523795e-23,3.5076119869198987e-09,1.8009091411502952e-13,1e-05,1e-05,1.73
4.122423461857274e-11,5e-06,9.711944511494673e-10,7.170592111915389e-10,4.507336296524412e-23,3.54431937100975e-09,1.81052398153436e-13,1e-05,1e-05,1.74
4.122423461751172e-11,5e-06,9.711944510551483e-10,7.211798464651291e-10,4.5073362771537537e-23,3.581175592372463e-09,1.8201387972519896e-13,1e-05,1e-05,1.75
4.12242346164507e-11,5e-06,9.711944509632766e-10,7.253004711069221e-10,4.507336258429987e-23,3.6181800005481164e-09,1.829753588162561e-13,1e-05,1e-05,1.76
4.122423461538968e-11,5e-06,9.711944508741636e-10,7.294210850566509e-10,4.507336240442693e-23,3.6553319450767875e-09,1.8393683541254506e-13,1e-05,1e-05,1.77
4.1224234614328664e-11,5e-06,9.711944507881205e-10,7.335416882540484e-10,4.5073362232814536e-23,3.6926307754985555e-09,1.8489830950000351e-13,1e-05,1e-05,1.78
4.122423461326765e-11,5e-06,9.711944507054591e-10,7.376622806388475e-10,4.50733620703585e-23,3.730075841353499e-09,1.858597810645691e-13,1e-05,1e-05,1.79
4.122423461220664e-11,5e-06,9.711944506264905e-10,7.417828621507813e-10,4.507336191795465e-23,3.767666492181696e-09,1.868212500921795e-13,1e-05,1e-05,1.8
4.1224234611145634e-11,5e-06,9.71194450551526e-10,7.459034327295823e-10,4.5073361776498784e-23,3.8054020775232255e-09,1.8778271656877232e-13,1e-05,1e-05,1.81
4.122423461008463e-11,5e-06,9.711944504808771e-10,7.500239923149838e-10,4.507336164688673e-23,3.8432819469181655e-09,1.8874418048028524e-13,1e-05,1e-05,1.82
4.122423460902363e-11,5e-06,9.71194450414855e-10,7.541445408467186e-10,4.50733615300143e-23,3.881305449906595e-09,1.8970564181265596e-13,1e-05,1e-05,1.83
4.122423460796263e-11,5e-06,9.711944503537715e-10,7.582650782645195e-10,4.5073361426777307e-23,3.919471936028591e-09,1.906671005518221e-13,1e-05,1e-05,1.84
4.1224234606901636e-11,5e-06,9.711944502979376e-10,7.623856045081196e-10,4.5073361338071576e-23,3.957780754824233e-09,1.916285566837213e-13,1e-05,1e-05,1.85
4.122423460584065e-11,5e-06,9.71194450247665e-10,7.665061195172516e-10,4.5073361264792916e-23,3.9962312558336e-09,1.9259001019429124e-13,1e-05,1e-05,1.86
4.122423460477965e-11,5e-06,9.711944502032645e-10,7.706266232316486e-10,4.5073361207837147e-23,4.034822788596769e-09,1.9355146106946962e-13,1e-05,1e-05,1.87
4.1224234603718664e-11,5e-06,9.71194450165048e-10,7.747471155910435e-10,4.5073361168100083e-23,4.07355470265382e-09,1.9451290929519402e-13,1e-05,1e-05,1.8800000000000001
4.122423460265768e-11,5e-06,9.711944501333266e-10,7.788675965351691e-10,4.507336114647754e-23,4.11242634754483e-09,1.9547435485740212e-13,1e-05,1e-05,1.8900000000000001
4.12242346015967e-11,5e-06,9.711944501084117e-10,7.829880660037584e-10,4.5073361143865333e-23,4.151437072809878e-09,1.9643579774203164e-13,1e-05,1e-05,1.9000000000000001
4.1224234600535725e-11,5e-06,9.71194450090615e-10,7.871085239365443e-10,4.5073361161159277e-23,4.190586227989043e-09,1.9739723793502015e-13,1e-05,1e-05,1.9100000000000001
4.122423459947475e-11,5e-06,9.711944500802475e-10,7.912289702732597e-10,4.507336119925519e-23,4.229873162622401e-09,1.9835867542230533e-13,1e-05,1e-05,1.92
4.1224234598413774e-11,5e-06,9.711944500776206e-10,7.953494049536374e-10,4.507336125904889e-23,4.269297226250035e-09,1.9932011018982487e-13,1e-05,1e-05,1.93
4.1224234597352805e-11,5e-06,9.711944500830458e-10,7.994698279174107e-10,4.5073361341436194e-23,4.308857768412019e-09,2.0028154222351642e-13,1e-05,1e-05,1.94
4.1224234596291836e-11,5e-06,9.711944500968347e-10,8.035902391043121e-10,4.507336144731291e-23,4.348554138648434e-09,2.0124297150931764e-13,1e-05,1e-05,1.95
4.1224234595230873e-11,5e-06,9.711944501192983e-10,8.077106384540748e-10,4.5073361577574865e-23,4.388385686499357e-09,2.0220439803316615e-13,1e-05,1e-05,1.96
4.122423459416991e-11,5e-06,9.711944501507479e-10,8.118310259064315e-10,4.5073361733117865e-23,4.428351761504868e-09,2.0316582178099966e-13,1e-05,1e-05,1.97
4.122423459310895e-11,5e-06,9.711944501914952e-10,8.159514014011152e-10,4.507336191483773e-23,4.468451713205044e-09,2.041272427387558e-13,1e-05,1e-05,1.98
4.122423459204799e-11,5e-06,9.711944502418515e-10,8.200717648778589e-10,4.5073362123630277e-23,4.508684891139964e-09,2.0508866089237223e-13,1e-05,1e-05,1.99
4.122423459098704e-11,5e-06,9.711944503021281e-10,8.241921162763954e-10,4.5073362360391325e-23,4.549050644849706e-09,2.0605007622778658e-13,1e-05,1e-05,2.0
4.122423458992609e-11,5e-06,9.711944503726364e-10,8.283124555364577e-10,4.507336262601668e-23,4.58954832387435e-09,2.0701148873093658e-13,1e-05,1e-05,2.0100000000000002
4.1224234588865143e-11,5e-06,9.711944504536877e-10,8.324327825977785e-10,4.507336292140217e-23,4.630177277753972e-09,2.0797289838775979e-13,1e-05,1e-05,2.02
4.12242345878042e-11,5e-06,9.711944505455934e-10,8.36553097400091e-10,4.50733632474436e-23,4.670936856028653e-09,2.0893430518419397e-13,1e-05,1e-05,2.0300000000000002
4.122423458674326e-11,5e-06,9.711944506486651e-10,8.40673399883128e-10,4.50733636050368e-23,4.711826408238468e-09,2.098957091061767e-13,1e-05,1e-05,2.04
4.122423458568232e-11,5e-06,9.71194450763214e-10,8.447936899866222e-10,4.507336399507757e-23,4.752845283923498e-09,2.1085711013964562e-13,1e-05,1e-05,2.05
4.1224234584621384e-11,5e-06,9.711944508895513e-10,8.489139676503071e-10,4.5073364418461734e-23,4.793992832623822e-09,2.1181850827053851e-13,1e-05,1e-05,2.06
4.1224234583560454e-11,5e-06,9.711944510279886e-10,8.530342328139149e-10,4.507336487608511e-23,4.835268403879517e-09,2.127799034847929e-13,1e-05,1e-05,2.07
4.122423458249953e-11,5e-06,9.711944510482544e-10,8.571544856025565e-10,4.507336499504476e-23,4.876712591399542e-09,2.1374129581159056e-13,1e-05,1e-05,2.08
4.1224234581438606e-11,5e-06,9.71194451028643e-10,8.612747258452587e-10,4.507336499946568e-23,4.918300114084541e-09,2.147026852110441e-13,1e-05,1e-05,2.09
4.122423458037768e-11,5e-06,9.711944510088475e-10,8.653949534258474e-10,4.5073365002976624e-23,4.960017882759725e-09,2.1566407165604944e-13,1e-05,1e-05,2.1
4.122423457931677e-11,5e-06,9.7119445098886e-10,8.695151682845088e-10,4.5073365005558185e-23,5.001865347948627e-09,2.1662545513265005e-13,1e-05,1e-05,2.11
4.1224234578255854e-11,5e-06,9.711944509686721e-10,8.736353703614303e-10,4.507336500719097e-23,5.043841960174791e-09,2.1758683562688954e-13,1e-05,1e-05,2.12
4.1224234577194943e-11,5e-06,9.711944509482753e-10,8.777555595967984e-10,4.5073365007855566e-23,5.085947169961751e-09,2.1854821312481135e-13,1e-05,1e-05,2.13
4.122423457613404e-11,5e-06,9.711944509276611e-10,8.818757359308e-10,4.5073365007532563e-23,5.12818042783305e-09,2.1950958761245913e-13,1e-05,1e-05,2.14
4.1224234575073135e-11,5e-06,9.711944509068218e-10,8.859958993036216e-10,4.5073365006202574e-23,5.170541184312223e-09,2.2047095907587633e-13,1e-05,1e-05,2.15
4.1224234574012237e-11,5e-06,9.711944508857483e-10,8.901160496554505e-10,4.507336500384618e-23,5.213028889922811e-09,2.2143232750110655e-13,1e-05,1e-05,2.16
4.122423457295134e-11,5e-06,9.711944508644327e-10,8.942361869264731e-10,4.507336500044398e-23,5.2556429951883495e-09,2.2239369287419326e-13,1e-05,1e-05,2.17
4.122423457189045e-11,5e-06,9.711944508428664e-10,8.983563110568765e-10,4.507336499597657e-23,5.2983829506323806e-09,2.2335505518118005e-13,1e-05,1e-05,2.18
4.1224234570829556e-11,5e-06,9.711944508210413e-10,9.024764219868471e-10,4.5073364990424554e-23,5.34124820677844e-09,2.2431641440811044e-13,1e-05,1e-05,2.19
4.122423456976867e-11,5e-06,9.71194450798949e-10,9.065965196565722e-10,4.507336498376852e-23,5.384238214150069e-09,2.2527777054102798e-13,1e-05,1e-05,2.2
4.122423456870779e-11,5e-06,9.71194450776581e-10,9.10716604006238e-10,4.5073364975989066e-23,5.427352423270802e-09,2.2623912356597619e-13,1e-05,1e-05,2.21
4.1224234567646914e-11,5e-06,9.71194450753929e-10,9.14836674976032e-10,4.507336496706679e-23,5.470590284664183e-09,2.2720047346899862e-13,1e-05,1e-05,2.22
4.1224234566586035e-11,5e-06,9.711944507309847e-10,9.189567325061403e-10,4.507336495698228e-23,5.513951248853745e-09,2.2816182023613877e-13,1e-05,1e-05,2.23
4.122423456552516e-11,5e-06,9.711944507077397e-10,9.230767765367504e-10,4.507336494571614e-23,5.557434766363032e-09,2.291231638534403e-13,1e-05,1e-05,2.24
4.12242345644643e-11,5e-06,9.711944506841857e-10,9.271968070080484e-10,4.5073364933248967e-23,5.6010402877155776e-09,2.300845043069465e-13,1e-05,1e-05,2.25
4.122423456340343e-11,5e-06,9.711944506603143e-10,9.313168238602217e-10,4.507336491956135e-23,5.644767263434924e-09,2.310458415827012e-13,1e-05,1e-05,2.2600000000000002
4.1224234562342566e-11,5e-06,9.711944506361172e-10,9.354368270334565e-10,4.507336490463389e-23,5.688615144044607e-09,2.320071756667478e-13,1e-05,1e-05,2.27
4.122423456128171e-11,5e-06,9.711944506115861e-10,9.395568164679401e-10,4.507336488844718e-23,5.732583380068168e-09,2.329685065451298e-13,1e-05,1e-05,2.2800000000000002
4.1224234560220855e-11,5e-06,9.711944505867126e-10,9.436767921038592e-10,4.5073364870981815e-23,5.776671422029142e-09,2.3392983420389074e-13,1e-05,1e-05,2.29
4.122423455916e-11,5e-06,9.711944505614883e-10,9.477967538814004e-10,4.50733648522184e-23,5.820878720451072e-09,2.3489115862907427e-13,1e-05,1e-05,2.3000000000000003
4.1224234558099156e-11,5e-06,9.711944505359049e-10,9.519167017407507e-10,4.5073364832137516e-23,5.865204725857491e-09,2.358524798067238e-13,1e-05,1e-05,2.31
4.122423455703831e-11,5e-06,9.71194450509954e-10,9.560366356220966e-10,4.5073364810719773e-23,5.9096488887719416e-09,2.368137977228829e-13,1e-05,1e-05,2.32
4.122423455597747e-11,5e-06,9.711944504836273e-10,9.601565554656255e-10,4.507336478794576e-23,5.954210659717963e-09,2.377751123635952e-13,1e-05,1e-05,2.33
4.1224234554916636e-11,5e-06,9.711944504569166e-10,9.642764612115235e-10,4.507336476379607e-23,5.99888948921909e-09,2.387364237149041e-13,1e-05,1e-05,2.34
4.12242345538558e-11,5e-06,9.711944504298132e-10,9.68396352799978e-10,4.507336473825131e-23,6.043684827798866e-09,2.3969773176285327e-13,1e-05,1e-05,2.35
4.1224234552794976e-11,5e-06,9.71194450402309e-10,9.725162301711753e-10,4.5073364711292065e-23,6.088596125980824e-09,2.406590364934861e-13,1e-05,1e-05,2.36
4.122423455173415e-11,5e-06,9.711944503743956e-10,9.766360932653025e-10,4.5073364682898933e-23,6.133622834288508e-09,2.416203378928463e-13,1e-05,1e-05,2.37
4.122423455067332e-11,5e-06,9.711944503460649e-10,9.807559420225463e-10,4.5073364653052515e-23,6.178764403245452e-09,2.4258163594697723e-13,1e-05,1e-05,2.38
4.122423454961251e-11,5e-06,9.71194450317308e-10,9.848757763830937e-10,4.507336462173341e-23,6.224020283375197e-09,2.4354293064192255e-13,1e-05,1e-05,2.39
4.1224234548551695e-11,5e-06,9.71194450288117e-10,9.88995596287131e-10,4.50733645889222e-23,6.269389925201281e-09,2.4450422196372576e-13,1e-05,1e-05,2.4
4.122423454749088e-11,5e-06,9.711944502584834e-10,9.931154016748455e-10,4.5073364554599485e-23,6.3148727792472434e-09,2.454655098984304e-13,1e-05,1e-05,2.41
4.1224234546430074e-11,5e-06,9.711944502283988e-10,9.972351924864237e-10,4.5073364518745867e-23,6.36046829603662e-09,2.4642679443208e-13,1e-05,1e-05,2.42
4.122423454536927e-11,5e-06,9.711944501978548e-10,1.0013549686620526e-09,4.507336448134194e-23,6.406175926092954e-09,2.4738807555071813e-13,1e-05,1e-05,2.43
4.122423454430847e-11,5e-06,9.711944501668434e-10,1.0054747301419188e-09,4.5073364442368304e-23,6.451995119939779e-09,2.4834935324038824e-13,1e-05,1e-05,2.44
4.122423454324768e-11,5e-06,9.71194450135356e-10,1.0095944768662094e-09,4.507336440180555e-23,6.497925328100638e-09,2.4931062748713397e-13,1e-05,1e-05,2.45
4.122423454218688e-11,5e-06,9.711944501033841e-10,1.0137142087751107e-09,4.507336435963427e-23,6.543966001099065e-09,2.502718982769988e-13,1e-05,1e-05,2.46
4.1224234541126095e-11,5e-06,9.71194450072079e-10,1.0178339258237271e-09,4.507336432045818e-23,6.5901244498605876e-09,2.512331655995149e-13,1e-05,1e-05,2.47
4.122423454006531e-11,5e-06,9.711944500459005e-10,1.02195362800972e-09,4.50733643020706e-23,6.636430410808177e-09,2.5219442945416736e-13,1e-05,1e-05,2.48
4.122423453900453e-11,5e-06,9.71194450019716e-10,1.026073315207362e-09,4.5073364284023937e-23,6.6828486016481416e-09,2.531556898115845e-13,1e-05,1e-05,2.49
4.1224234537943756e-11,5e-06,9.711944499935298e-10,1.030192987356999e-09,4.507336426634804e-23,6.729378556649858e-09,2.54116946657847e-13,1e-05,1e-05,2.5
4.122423453688298e-11,5e-06,9.711944499673458e-10,1.0343126443989768e-09,4.507336424907276e-23,6.77601981008271e-09,2.5507819997903567e-13,1e-05,1e-05,2.5100000000000002
4.122423453582221e-11,5e-06,9.711944499411678e-10,1.038432286273641e-09,4.5073364232227947e-23,6.8227718962160765e-09,2.5603944976123114e-13,1e-05,1e-05,2.52
4.122423453476145e-11,5e-06,9.711944499150002e-10,1.0425519129213375e-09,4.5073364215843454e-23,6.869634349319341e-09,2.570006959905141e-13,1e-05,1e-05,2.5300000000000002
4.122423453370069e-11,5e-06,9.711944498888468e-10,1.046671524282412e-09,4.5073364199949136e-23,6.91660670366188e-09,2.579619386529653e-13,1e-05,1e-05,2.54
4.122423453263993e-11,5e-06,9.711944498627114e-10,1.0507911202972102e-09,4.5073364184574834e-23,6.9636884935130796e-09,2.5892317773466555e-13,1e-05,1e-05,2.5500000000000003
4.1224234531579177e-11,5e-06,9.711944498365983e-10,1.0549107009060778e-09,4.5073364169750416e-23,7.010879253142316e-09,2.598844132216953e-13,1e-05,1e-05,2.56
4.122423453051843e-11,5e-06,9.711944498105115e-10,1.0590302660493603e-09,4.5073364155505717e-23,7.058178516818974e-09,2.6084564510013547e-13,1e-05,1e-05,2.57
4.1224234529457685e-11,5e-06,9.71194449784455e-10,1.063149815667404e-09,4.5073364141870594e-23,7.105585818812433e-09,2.618068733560667e-13,1e-05,1e-05,2.58
4.122423452839694e-11,5e-06,9.711944497584327e-10,1.067269349700554e-09,4.5073364128874904e-23,7.153100693392073e-09,2.6276809797556967e-13,1e-05,1e-05,2.59
4.1224234527336205e-11,5e-06,9.711944497324484e-10,1.0713888680891564e-09,4.507336411654849e-23,7.200722674827278e-09,2.6372931894472514e-13,1e-05,1e-05,2.6
4.122423452627547e-11,5e-06,9.711944497065066e-10,1.0755083707735567e-09,4.5073364104921203e-23,7.248451297387424e-09,2.6469053624961373e-13,1e-05,1e-05,2.61
4.122423452521474e-11,5e-06,9.71194449680611e-10,1.079627857694101e-09,4.50733640940229e-23,7.296286095341898e-09,2.6565174987631624e-13,1e-05,1e-05,2.62
4.1224234524154016e-11,5e-06,9.711944496547656e-10,1.0837473287911347e-09,4.5073364083883434e-23,7.344226602960075e-09,2.666129598109133e-13,1e-05,1e-05,2.63
4.12242345230933e-11,5e-06,9.711944496289746e-10,1.0878667840050036e-09,4.5073364074532647e-23,7.39227235451134e-09,2.6757416603948567e-13,1e-05,1e-05,2.64
4.122423452203258e-11,5e-06,9.711944496032418e-10,1.0919862232760533e-09,4.50733640660004e-23,7.44042288426507e-09,2.68535368548114e-13,1e-05,1e-05,2.65
4.1224234520971865e-11,5e-06,9.71194449577571e-10,1.09610564654463e-09,4.507336405831653e-23,7.488677726490651e-09,2.694965673228791e-13,1e-05,1e-05,2.66
4.122423451991116e-11,5e-06,9.71194449551967e-10,1.1002250537510787e-09,4.507336405151091e-23,7.53703641545746e-09,2.7045776234986153e-13,1e-05,1e-05,2.67
4.122423451885045e-11,5e-06,9.71194449526433e-10,1.104344444835746e-09,4.507336404561337e-23,7.585498485434881e-09,2.7141895361514215e-13,1e-05,1e-05,2.68
4.122423451778975e-11,5e-06,9.711944495009731e-10,1.1084638197389767e-09,4.5073364040653777e-23,7.63406347069229e-09,2.7238014110480154e-13,1e-05,1e-05,2.69
4.1224234516729055e-11,5e-06,9.711944494755917e-10,1.1125831784011172e-09,4.5073364036661974e-23,7.682730905499074e-09,2.7334132480492046e-13,1e-05,1e-05,2.7
4.1224234515668364e-11,5e-06,9.711944494502926e-10,1.1167025207625128e-09,4.5073364033667814e-23,7.731500324124609e-09,2.743025047015796e-13,1e-05,1e-05,2.71
4.122423451460768e-11,5e-06,9.7119444942508e-10,1.1208218467635097e-09,4.507336403170115e-23,7.78037126083828e-09,2.7526368078085973e-13,1e-05,1e-05,2.72
4.1224234513546995e-11,5e-06,9.711944493999574e-10,1.1249411563444532e-09,4.5073364030791826e-23,7.829343249909465e-09,2.762248530288414e-13,1e-05,1e-05,2.73
4.1224234512486316e-11,5e-06,9.711944493749292e-10,1.129060449445689e-09,4.50733640309697e-23,7.878415825607546e-09,2.771860214316055e-13,1e-05,1e-05,2.74
4.122423451142564e-11,5e-06,9.711944493499994e-10,1.1331797260075632e-09,4.507336403226462e-23,7.927588522201901e-09,2.781471859752326e-13,1e-05,1e-05,2.75
4.1224234510364967e-11,5e-06,9.711944493251718e-10,1.1372989859704215e-09,4.5073364034706445e-23,7.976860873961917e-09,2.7910834664580353e-13,1e-05,1e-05,2.7600000000000002
4.12242345093043e-11,5e-06,9.711944493004507e-10,1.1414182292746093e-09,4.507336403832502e-23,8.02623241515697e-09,2.8006950342939883e-13,1e-05,1e-05,2.77
4.122423450824364e-11,5e-06,9.711944492758398e-10,1.1455374558604725e-09,4.50733640431502e-23,8.075702680056444e-09,2.8103065631209937e-13,1e-05,1e-05,2.7800000000000002
4.1224234507182984e-11,5e-06,9.711944492513434e-10,1.1496566656683566e-09,4.507336404921182e-23,8.125271202929717e-09,2.8199180527998576e-13,1e-05,1e-05,2.79
4.122423450612233e-11,5e-06,9.711944492269652e-10,1.1537758586386078e-09,4.5073364056539754e-23,8.174937518046171e-09,2.8295295031913875e-13,1e-05,1e-05,2.8000000000000003
4.122423450506168e-11,5e-06,9.711944492027096e-10,1.1578950347115716e-09,4.5073364065163845e-23,8.224701159675188e-09,2.83914091415639e-13,1e-05,1e-05,2.81
4.122423450400103e-11,5e-06,9.7119444917858e-10,1.1620141938275935e-09,4.507336407511394e-23,8.274561662086147e-09,2.848752285555672e-13,1e-05,1e-05,2.82
4.1224234502940394e-11,5e-06,9.71194449154581e-10,1.1661333359270195e-09,4.507336408641989e-23,8.324518559548432e-09,2.8583636172500416e-13,1e-05,1e-05,2.83
4.122423450187976e-11,5e-06,9.711944491307163e-10,1.1702524609501952e-09,4.507336409911156e-23,8.37457138633142e-09,2.867974909100305e-13,1e-05,1e-05,2.84
4.122423450081913e-11,5e-06,9.7119444910699e-10,1.1743715688374666e-09,4.507336411321878e-23,8.424719676704497e-09,2.87758616096727e-13,1e-05,1e-05,2.85
4.12242344997585e-11,5e-06,9.711944490834063e-10,1.178490659529179e-09,4.507336412877142e-23,8.474962964937038e-09,2.887197372711742e-13,1e-05,1e-05,2.86
4.1224234498697875e-11,5e-06,9.71194449058852e-10,1.1826097329780474e-09,4.5073364134550373e-23,8.5253223122912e-09,2.8968085442232846e-13,1e-05,1e-05,2.87
4.122423449763726e-11,5e-06,9.711944490335817e-10,1.1867287891216468e-09,4.507336413310516e-23,8.575792431180206e-09,2.9064196753562625e-13,1e-05,1e-05,2.88
4.122423449657665e-11,5e-06,9.711944490083215e-10,1.1908478278923222e-09,4.5073364131742193e-23,8.626358930804518e-09,2.9160307659528834e-13,1e-05,1e-05,2.89
4.1224234495516034e-11,5e-06,9.71194448983072e-10,1.1949668492304578e-09,4.507336413045604e-23,8.677021412946084e-09,2.9256418158740437e-13,1e-05,1e-05,2.9
4.1224234494455433e-11,5e-06,9.71194448957834e-10,1.1990858530764383e-09,4.5073364129241265e-23,8.727779479386859e-09,2.935252824980642e-13,1e-05,1e-05,2.91
4.122423449339483e-11,5e-06,9.711944489326074e-10,1.203204839370648e-09,4.5073364128092454e-23,8.77863273190879e-09,2.944863793133574e-13,1e-05,1e-05,2.92
4.122423449233423e-11,5e-06,9.71194448907393e-10,1.2073238080534717e-09,4.507336412700417e-23,8.829580772293834e-09,2.9544747201937384e-13,1e-05,1e-05,2.93
4.1224234491273644e-11,5e-06,9.711944488821913e-10,1.2114427590652936e-09,4.5073364125970986e-23,8.880623202323937e-09,2.9640856060220314e-13,1e-05,1e-05,2.94
4.122423449021306e-11,5e-06,9.711944488570029e-10,1.2155616923464984e-09,4.507336412498748e-23,8.931759623781057e-09,2.9736964504793506e-13,1e-05,1e-05,2.95
4.1224234489152476e-11,5e-06,9.711944488318282e-10,1.2196806078374706e-09,4.507336412404822e-23,8.982989638447138e-09,2.983307253426593e-13,1e-05,1e-05,2.96
4.12242344880919e-11,5e-06,9.711944488066677e-10,1.2237995054785947e-09,4.507336412314778e-23,9.03431284810414e-09,2.992918014724656e-13,1e-05,1e-05,2.97
4.1224234487031326e-11,5e-06,9.71194448781522e-10,1.2279183852102552e-09,4.5073364122280733e-23,9.085728854534007e-09,3.002528734234437e-13,1e-05,1e-05,2.98
4.122423448597076e-11,5e-06,9.711944487563914e-10,1.2320372469728368e-09,4.507336412144165e-23,9.137237259518696e-09,3.012139411816833e-13,1e-05,1e-05,2.99
4.1224234484910196e-11,5e-06,9.711944487312766e-10,1.2361560907067236e-09,4.50733641206251e-23,9.188837664840155e-09,3.0217500473327415e-13,1e-05,1e-05,3.0
4.1224234483849634e-11,5e-06,9.71194448706178e-10,1.2402749163523007e-09,4.5073364119825667e-23,9.24052967228034e-09,3.03136064064306e-13,1e-05,1e-05,3.0100000000000002
4.1224234482789085e-11,5e-06,9.711944486810963e-10,1.244393723849952e-09,4.5073364119037915e-23,9.292312883621195e-09,3.0409711916086844e-13,1e-05,1e-05,3.02
4.122423448172853e-11,5e-06,9.711944486560317e-10,1.2485125131400627e-09,4.507336411825642e-23,9.344186900644682e-09,3.050581700090513e-13,1e-05,1e-05,3.0300000000000002
4.122423448066799e-11,5e-06,9.711944486309849e-10,1.2526312841630166e-09,4.5073364117475753e-23,9.396151325132744e-09,3.060192165949443e-13,1e-05,1e-05,3.04
4.122423447960745e-11,5e-06,9.711944486059562e-10,1.2567500368591987e-09,4.507336411669048e-23,9.448205758867338e-09,3.0698025890463717e-13,1e-05,1e-05,3.0500000000000003
4.1224234478546915e-11,5e-06,9.711944485809464e-10,1.2608687711689933e-09,4.5073364115895184e-23,9.50034980363041e-09,3.079412969242196e-13,1e-05,1e-05,3.06
4.1224234477486385e-11,5e-06,9.711944485559559e-10,1.264987487032785e-09,4.5073364115084433e-23,9.552583061203918e-09,3.0890233063978134e-13,1e-05,1e-05,3.0700000000000003
4.1224234476425856e-11,5e-06,9.71194448530985e-10,1.2691061843909583e-09,4.50733641142528e-23,9.604905133369808e-09,3.0986336003741206e-13,1e-05,1e-05,3.08
4.122423447536534e-11,5e-06,9.711944485060345e-10,1.2732248631838976e-09,4.507336411339486e-23,9.657315621910036e-09,3.1082438510320155e-13,1e-05,1e-05,3.09
4.122423447430482e-11,5e-06,9.711944484811047e-10,1.2773435233519877e-09,4.507336411250518e-23,9.709814128606552e-09,3.1178540582323953e-13,1e-05,1e-05,3.1
4.1224234473244306e-11,5e-06,9.711944484561962e-10,1.281462164835613e-09,4.5073364111578333e-23,9.762400255241305e-09,3.1274642218361567e-13,1e-05,1e-05,3.11
4.12242344721838e-11,5e-06,9.711944484313095e-10,1.2855807875751581e-09,4.50733641106089e-23,9.815073603596253e-09,3.1370743417041973e-13,1e-05,1e-05,3.12
4.12242344711233e-11,5e-06,9.71194448406445e-10,1.2896993915110073e-09,4.507336410959144e-23,9.867833775453342e-09,3.1466844176974145e-13,1e-05,1e-05,3.13
4.122423447006281e-11,5e-06,9.711944483816034e-10,1.2938179765835452e-09,4.507336410852054e-23,9.920680372594526e-09,3.156294449676705e-13,1e-05,1e-05,3.14
4.122423446900231e-11,5e-06,9.711944483567848e-10,1.2979365427331562e-09,4.507336410739076e-23,9.973612996801754e-09,3.165904437502967e-13,1e-05,1e-05,3.15
4.1224234467941826e-11,5e-06,9.711944483319903e-10,1.3020550899002253e-09,4.507336410619668e-23,1.0026631249856982e-08,3.1755143810370964e-13,1e-05,1e-05,3.16
