Time,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017,k1,k2,k3,k4,k5,k6,k7,k9,k10,k11,k12,k13a,k13b,k17,k18,k19,HO2star,Cu_I_ZnSOD,compartment_0000001,reaction_0000001,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,fast
2.07,4.1224234583560454e-11,5e-06,9.711944510279886e-10,8.530342328139149e-10,4.507336487608511e-23,4.835268403879517e-09,2.127799034847929e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234583560456e-13,5e-06,1.0,6.6e-07,3.297938766684836e-07,3.297938766684836e-07,3.5165683321328347e-15,8.007349575086004e-16,4.8559722551399434e-15,3.3020611334951615e-07,4.507336487608511e-17,4.1224234583560454e-10,1.1268341219021279e-14,1.8374019934742165e-09,4.35e-08,4.35e-08,6.383397104543787e-09,5.971239629697405e-09,6.403473140701335e-14,4.1224234583560454e-10
2.08,4.122423458249953e-11,5e-06,9.711944510482544e-10,8.571544856025565e-10,4.507336499504476e-23,4.876712591399542e-09,2.1374129581159056e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423458249953e-13,5e-06,1.0,6.6e-07,3.2979387665999624e-07,3.2979387665999624e-07,3.5335537587921507e-15,8.007349575047019e-16,4.855972255241272e-15,3.302061133564065e-07,4.507336499504476e-17,4.122423458249953e-10,1.126834124876119e-14,1.8531507847318262e-09,4.35e-08,4.35e-08,6.412238874347717e-09,6.000081399217896e-09,6.465481547259533e-14,4.122423458249953e-10
2.09,4.1224234581438606e-11,5e-06,9.71194451028643e-10,8.612747258452587e-10,4.507336499946568e-23,4.918300114084541e-09,2.147026852110441e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234581438604e-13,5e-06,1.0,6.6e-07,3.2979387665150886e-07,3.2979387665150886e-07,3.550539133730917e-15,8.007349574679253e-16,4.855972255143215e-15,3.302061133497386e-07,4.507336499946568e-17,4.1224234581438606e-10,1.126834124986642e-14,1.8689540433521255e-09,4.35e-08,4.35e-08,6.441080556331323e-09,6.028923080916811e-09,6.527788549742465e-14,4.1224234581438606e-10
2.1,4.122423458037768e-11,5e-06,9.711944510088475e-10,8.653949534258474e-10,4.5073365002976624e-23,4.960017882759725e-09,2.1566407165604944e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234580377683e-13,5e-06,1.0,6.6e-07,3.297938766430215e-07,3.297938766430215e-07,3.567524456470215e-15,8.007349574309969e-16,4.855972255044238e-15,3.302061133430082e-07,4.507336500297662e-17,4.1224234580377685e-10,1.1268341250744156e-14,1.8848067954486956e-09,4.35e-08,4.35e-08,6.469922149681483e-09,6.057764673980932e-09,6.590394143651336e-14,4.1224234580377685e-10
2.11,4.122423457931677e-11,5e-06,9.7119445098886e-10,8.695151682845088e-10,4.5073365005558185e-23,5.001865347948627e-09,2.1662545513265005e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234579316773e-13,5e-06,1.0,6.6e-07,3.297938766345342e-07,3.297938766345342e-07,3.584509726763469e-15,8.007349573939107e-16,4.855972254944301e-15,3.3020611333621244e-07,4.507336500555819e-17,4.1224234579316774e-10,1.1268341251389546e-14,1.9007088322204784e-09,4.35e-08,4.35e-08,6.498763653979501e-09,6.0866061779915615e-09,6.65329832531617e-14,4.1224234579316774e-10
2.12,4.1224234578255854e-11,5e-06,9.711944509686721e-10,8.736353703614303e-10,4.507336500719097e-23,5.043841960174791e-09,2.1758683562688954e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423457825585e-13,5e-06,1.0,6.6e-07,3.297938766260469e-07,3.297938766260469e-07,3.601494944364104e-15,8.007349573566588e-16,4.855972254843361e-15,3.3020611332934856e-07,4.507336500719097e-17,4.1224234578255853e-10,1.1268341251797742e-14,1.9166599448664206e-09,4.35e-08,4.35e-08,6.527605068806686e-09,6.115447592530012e-09,6.716501091049671e-14,4.1224234578255853e-10
2.13,4.1224234577194943e-11,5e-06,9.711944509482753e-10,8.777555595967984e-10,4.5073365007855566e-23,5.085947169961751e-09,2.1854821312481135e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423457719494e-13,5e-06,1.0,6.6e-07,3.2979387661755957e-07,3.2979387661755957e-07,3.618480109025543e-15,8.00734957319235e-16,4.855972254741377e-15,3.302061133224136e-07,4.5073365007855566e-17,4.122423457719494e-10,1.126834125196389e-14,1.9326599245854657e-09,4.35e-08,4.35e-08,6.556446393744341e-09,6.144288917177589e-09,6.78000243714718e-14,4.122423457719494e-10
2.14,4.122423457613404e-11,5e-06,9.711944509276611e-10,8.818757359308e-10,4.5073365007532563e-23,5.12818042783305e-09,2.1950958761245913e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423457613404e-13,5e-06,1.0,6.6e-07,3.2979387660907235e-07,3.2979387660907235e-07,3.635465220501214e-15,8.007349572816321e-16,4.855972254638306e-15,3.302061133154048e-07,4.5073365007532564e-17,4.122423457613404e-10,1.1268341251883141e-14,1.948708562576559e-09,4.35e-08,4.35e-08,6.585287628373774e-09,6.173130151515599e-09,6.843802359886712e-14,4.122423457613404e-10
2.15,4.1224234575073135e-11,5e-06,9.711944509068218e-10,8.859958993036216e-10,4.5073365006202574e-23,5.170541184312223e-09,2.2047095907587633e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234575073135e-13,5e-06,1.0,6.6e-07,3.297938766005851e-07,3.297938766005851e-07,3.652450278544538e-15,8.007349572438434e-16,4.855972254534109e-15,3.3020611330831944e-07,4.5073365006202575e-17,4.1224234575073136e-10,1.1268341251550643e-14,1.964805650038645e-09,4.35e-08,4.35e-08,6.61412877227629e-09,6.201971295125352e-09,6.907900855528932e-14,4.1224234575073136e-10
2.16,4.1224234574012237e-11,5e-06,9.711944508857483e-10,8.901160496554505e-10,4.507336500384618e-23,5.213028889922811e-09,2.2143232750110655e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234574012235e-13,5e-06,1.0,6.6e-07,3.297938765920979e-07,3.297938765920979e-07,3.669435282908942e-15,8.00734957205862e-16,4.855972254428742e-15,3.3020611330115444e-07,4.507336500384618e-17,4.1224234574012235e-10,1.1268341250961545e-14,1.9809509781706682e-09,4.35e-08,4.35e-08,6.642969825033197e-09,6.230812347588153e-09,6.972297920317175e-14,4.1224234574012235e-10
2.17,4.122423457295134e-11,5e-06,9.711944508644327e-10,8.942361869264731e-10,4.507336500044398e-23,5.2556429951883495e-09,2.2239369287419326e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423457295134e-13,5e-06,1.0,6.6e-07,3.2979387658361075e-07,3.2979387658361075e-07,3.686420233347849e-15,8.007349571676808e-16,4.855972254322164e-15,3.3020611329390717e-07,4.507336500044398e-17,4.122423457295134e-10,1.1268341250110995e-14,1.997144338171573e-09,4.35e-08,4.35e-08,6.671810786225798e-09,6.259653308485312e-09,7.036993550477423e-14,4.122423457295134e-10
2.18,4.122423457189045e-11,5e-06,9.711944508428664e-10,8.983563110568765e-10,4.507336499597657e-23,5.2983829506323806e-09,2.2335505518118005e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423457189045e-13,5e-06,1.0,6.6e-07,3.297938765751236e-07,3.297938765751236e-07,3.703405129614686e-15,8.007349571292931e-16,4.855972254214333e-15,3.302061132865746e-07,4.507336499597657e-17,4.122423457189045e-10,1.1268341248994143e-14,2.0133855212403045e-09,4.35e-08,4.35e-08,6.700651655435402e-09,6.288494177398135e-09,7.10198774221833e-14,4.122423457189045e-10
2.19,4.1224234570829556e-11,5e-06,9.711944508210413e-10,9.024764219868471e-10,4.5073364990424554e-23,5.34124820677844e-09,2.2431641440811044e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423457082956e-13,5e-06,1.0,6.6e-07,3.297938765666365e-07,3.297938765666365e-07,3.7203899714628744e-15,8.007349570906918e-16,4.855972254105207e-15,3.3020611327915403e-07,4.5073364990424556e-17,4.122423457082956e-10,1.1268341247606138e-14,2.029674318575807e-09,4.35e-08,4.35e-08,6.729492432243313e-09,6.31733495390793e-09,7.1672804917312e-14,4.122423457082956e-10
2.2,4.122423456976867e-11,5e-06,9.71194450798949e-10,9.065965196565722e-10,4.507336498376852e-23,5.384238214150069e-09,2.2527777054102798e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234569768673e-13,5e-06,1.0,6.6e-07,3.2979387655814936e-07,3.2979387655814936e-07,3.737374758645843e-15,8.007349570518706e-16,4.855972253994745e-15,3.302061132716427e-07,4.5073364983768524e-17,4.1224234569768675e-10,1.126834124594213e-14,2.046010521377026e-09,4.35e-08,4.35e-08,6.758333116230839e-09,6.346175637596006e-09,7.232871795190004e-14,4.1224234569768675e-10
2.21,4.122423456870779e-11,5e-06,9.71194450776581e-10,9.10716604006238e-10,4.5073364975989066e-23,5.427352423270802e-09,2.2623912356597619e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423456870779e-13,5e-06,1.0,6.6e-07,3.2979387654966236e-07,3.2979387654966236e-07,3.754359490917013e-15,8.007349570128222e-16,4.8559722538829054e-15,3.302061132640375e-07,4.507336497598907e-17,4.1224234568707795e-10,1.1268341243997266e-14,2.062393920842905e-09,4.35e-08,4.35e-08,6.787173706979286e-09,6.375016228043666e-09,7.298761648751364e-14,4.1224234568707795e-10
2.22,4.1224234567646914e-11,5e-06,9.71194450753929e-10,9.14836674976032e-10,4.507336496706679e-23,5.470590284664183e-09,2.2720047346899862e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423456764691e-13,5e-06,1.0,6.6e-07,3.297938765411753e-07,3.297938765411753e-07,3.77134416802981e-15,8.007349569735396e-16,4.8559722537696455e-15,3.302061132563359e-07,4.5073364967066785e-17,4.122423456764691e-10,1.1268341241766698e-14,2.0788243081723896e-09,4.35e-08,4.35e-08,6.8160142040699586e-09,6.403856724832224e-09,7.364950048554579e-14,4.122423456764691e-10
2.23,4.1224234566586035e-11,5e-06,9.711944507309847e-10,9.189567325061403e-10,4.507336495698228e-23,5.513951248853745e-09,2.2816182023613877e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234566586037e-13,5e-06,1.0,6.6e-07,3.297938765326883e-07,3.297938765326883e-07,3.788328789737659e-15,8.00734956934016e-16,4.855972253654924e-15,3.302061132485348e-07,4.507336495698228e-17,4.1224234566586035e-10,1.126834123924557e-14,2.0953014745644233e-09,4.35e-08,4.35e-08,6.844854607084163e-09,6.4326971275429826e-09,7.431436990721586e-14,4.1224234566586035e-10
2.24,4.122423456552516e-11,5e-06,9.711944507077397e-10,9.230767765367504e-10,4.507336494571614e-23,5.557434766363032e-09,2.291231638534403e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423456552516e-13,5e-06,1.0,6.6e-07,3.2979387652420134e-07,3.2979387652420134e-07,3.805313355793985e-15,8.0073495689424455e-16,4.8559722535386986e-15,3.302061132406315e-07,4.507336494571614e-17,4.122423456552516e-10,1.1268341236429036e-14,2.1118252112179524e-09,4.35e-08,4.35e-08,6.873694915603209e-09,6.461537435757253e-09,7.498222471357004e-14,4.122423456552516e-10
2.25,4.12242345644643e-11,5e-06,9.711944506841857e-10,9.271968070080484e-10,4.5073364933248967e-23,5.6010402877155776e-09,2.300845043069465e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234564464296e-13,5e-06,1.0,6.6e-07,3.2979387651571444e-07,3.2979387651571444e-07,3.822297865952212e-15,8.007349568542185e-16,4.855972253420929e-15,3.302061132326231e-07,4.5073364933248965e-17,4.1224234564464296e-10,1.1268341233312242e-14,2.1283953093319195e-09,4.35e-08,4.35e-08,6.902535129208396e-09,6.4903776490563385e-09,7.565306486548096e-14,4.1224234564464296e-10
2.2600000000000002,4.122423456340343e-11,5e-06,9.711944506603143e-10,9.313168238602217e-10,4.507336491956135e-23,5.644767263434924e-09,2.310458415827012e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423456340343e-13,5e-06,1.0,6.6e-07,3.297938765072275e-07,3.297938765072275e-07,3.839282319965766e-15,8.007349568139307e-16,4.855972253301572e-15,3.302061132245069e-07,4.5073364919561354e-17,4.122423456340343e-10,1.1268341229890338e-14,2.1450115601052713e-09,4.35e-08,4.35e-08,6.931375247481036e-09,6.519217767021552e-09,7.632689032364803e-14,4.122423456340343e-10
2.27,4.1224234562342566e-11,5e-06,9.711944506361172e-10,9.354368270334565e-10,4.507336490463389e-23,5.688615144044607e-09,2.320071756667478e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234562342566e-13,5e-06,1.0,6.6e-07,3.297938764987406e-07,3.297938764987406e-07,3.856266717588068e-15,8.007349567733745e-16,4.8559722531805865e-15,3.302061132162799e-07,4.507336490463389e-17,4.122423456234257e-10,1.1268341226158472e-14,2.1616737547369507e-09,4.35e-08,4.35e-08,6.960215270002433e-09,6.548057789234195e-09,7.700370104859702e-14,4.122423456234257e-10
2.2800000000000002,4.122423456128171e-11,5e-06,9.711944506115861e-10,9.395568164679401e-10,4.507336488844718e-23,5.732583380068168e-09,2.329685065451298e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234561281706e-13,5e-06,1.0,6.6e-07,3.297938764902537e-07,3.297938764902537e-07,3.873251058572547e-15,8.007349567325431e-16,4.855972253057931e-15,3.3020611320793936e-07,4.507336488844718e-17,4.1224234561281703e-10,1.1268341222111796e-14,2.1783816844259036e-09,4.35e-08,4.35e-08,6.9890551963538945e-09,6.576897715275581e-09,7.768349700068061e-14,4.1224234561281703e-10
2.29,4.1224234560220855e-11,5e-06,9.711944505867126e-10,9.436767921038592e-10,4.5073364870981815e-23,5.776671422029142e-09,2.3392983420389074e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234560220856e-13,5e-06,1.0,6.6e-07,3.297938764817669e-07,3.297938764817669e-07,3.890235342672627e-15,8.007349566914292e-16,4.855972252933563e-15,3.3020611319948227e-07,4.5073364870981814e-17,4.1224234560220855e-10,1.1268341217745454e-14,2.195135140371074e-09,4.35e-08,4.35e-08,7.017895026116722e-09,6.605737544727014e-09,7.836627814007787e-14,4.1224234560220855e-10
2.3000000000000003,4.122423455916e-11,5e-06,9.711944505614883e-10,9.477967538814004e-10,4.50733648522184e-23,5.820878720451072e-09,2.3489115862907427e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423455916e-13,5e-06,1.0,6.6e-07,3.2979387647328005e-07,3.2979387647328005e-07,3.907219569641729e-15,8.007349566500263e-16,4.855972252807442e-15,3.302061131909061e-07,4.50733648522184e-17,4.122423455916e-10,1.12683412130546e-14,2.2119339137714072e-09,4.35e-08,4.35e-08,7.046734758872228e-09,6.634577277169803e-09,7.905204442679455e-14,4.122423455916e-10
2.31,4.1224234558099156e-11,5e-06,9.711944505359049e-10,9.519167017407507e-10,4.5073364832137516e-23,5.865204725857491e-09,2.358524798067238e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234558099156e-13,5e-06,1.0,6.6e-07,3.297938764647933e-07,3.297938764647933e-07,3.924203739233282e-15,8.007349566083274e-16,4.855972252679525e-15,3.302061131822077e-07,4.5073364832137514e-17,4.1224234558099157e-10,1.1268341208034379e-14,2.228777795825847e-09,4.35e-08,4.35e-08,7.075574394201714e-09,6.663416912185254e-09,7.974079582066305e-14,4.1224234558099157e-10
2.32,4.122423455703831e-11,5e-06,9.71194450509954e-10,9.560366356220966e-10,4.5073364810719773e-23,5.9096488887719416e-09,2.368137977228829e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423455703831e-13,5e-06,1.0,6.6e-07,3.2979387645630646e-07,3.2979387645630646e-07,3.941187851200708e-15,8.007349565663255e-16,4.85597225254977e-15,3.3020611317338433e-07,4.5073364810719774e-17,4.122423455703831e-10,1.1268341202679943e-14,2.245666577733338e-09,4.35e-08,4.35e-08,7.104413931686487e-09,6.692256449354676e-09,8.043253228134235e-14,4.122423455703831e-10
2.33,4.122423455597747e-11,5e-06,9.711944504836273e-10,9.601565554656255e-10,4.507336478794576e-23,5.954210659717963e-09,2.377751123635952e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423455597747e-13,5e-06,1.0,6.6e-07,3.297938764478198e-07,3.297938764478198e-07,3.9581719052974335e-15,8.00734956524014e-16,4.855972252418137e-15,3.302061131644333e-07,4.507336478794576e-17,4.122423455597747e-10,1.1268341196986439e-14,2.262600050692826e-09,4.35e-08,4.35e-08,7.133253370907856e-09,6.721095888259379e-09,8.11272537683181e-14,4.122423455597747e-10
2.34,4.1224234554916636e-11,5e-06,9.711944504569166e-10,9.642764612115235e-10,4.507336476379607e-23,5.99888948921909e-09,2.387364237149041e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234554916636e-13,5e-06,1.0,6.6e-07,3.297938764393331e-07,3.297938764393331e-07,3.9751559012768815e-15,8.007349564813859e-16,4.855972252284583e-15,3.302061131553517e-07,4.507336476379607e-17,4.1224234554916636e-10,1.1268341190949018e-14,2.2795780059032546e-09,4.35e-08,4.35e-08,7.162092711447123e-09,6.749935228480665e-09,8.182496024090246e-14,4.1224234554916636e-10
2.35,4.12242345538558e-11,5e-06,9.711944504298132e-10,9.68396352799978e-10,4.507336473825131e-23,6.043684827798866e-09,2.3969773176285327e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.12242345538558e-13,5e-06,1.0,6.6e-07,3.297938764308464e-07,3.297938764308464e-07,3.992139838892479e-15,8.00734956438434e-16,4.8559722521490664e-15,3.302061131461365e-07,4.5073364738251313e-17,4.1224234553855803e-10,1.1268341184562828e-14,2.296600234563569e-09,4.35e-08,4.35e-08,7.190931952885598e-09,6.778774469599846e-09,8.252565165823436e-14,4.1224234553855803e-10
2.36,4.1224234552794976e-11,5e-06,9.71194450402309e-10,9.725162301711753e-10,4.5073364711292065e-23,6.088596125980824e-09,2.406590364934861e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234552794976e-13,5e-06,1.0,6.6e-07,3.297938764223598e-07,3.297938764223598e-07,4.009123717897648e-15,8.00734956395152e-16,4.855972252011545e-15,3.302061131367851e-07,4.5073364711292066e-17,4.1224234552794975e-10,1.1268341177823016e-14,2.313666527872713e-09,4.35e-08,4.35e-08,7.219771094804583e-09,6.807613611198227e-09,8.32293279792792e-14,4.1224234552794975e-10
2.37,4.122423455173415e-11,5e-06,9.711944503743956e-10,9.766360932653025e-10,4.5073364682898933e-23,6.133622834288508e-09,2.416203378928463e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423455173415e-13,5e-06,1.0,6.6e-07,3.297938764138732e-07,3.297938764138732e-07,4.026107538045814e-15,8.007349563515323e-16,4.855972251871978e-15,3.302061131272945e-07,4.5073364682898934e-17,4.122423455173415e-10,1.1268341170724734e-14,2.330776677029633e-09,4.35e-08,4.35e-08,7.248610136785389e-09,6.836452652857118e-09,8.393598916282911e-14,4.122423455173415e-10
2.38,4.122423455067332e-11,5e-06,9.711944503460649e-10,9.807559420225463e-10,4.5073364653052515e-23,6.178764403245452e-09,2.4258163594697723e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423455067332e-13,5e-06,1.0,6.6e-07,3.297938764053866e-07,3.297938764053866e-07,4.043091299090401e-15,8.007349563075687e-16,4.855972251730325e-15,3.302061131176621e-07,4.507336465305252e-17,4.1224234550673324e-10,1.1268341163263129e-14,2.3479304732332716e-09,4.35e-08,4.35e-08,7.277449078409317e-09,6.865291594157824e-09,8.464563516750283e-14,4.1224234550673324e-10
2.39,4.122423454961251e-11,5e-06,9.71194450317308e-10,9.848757763830937e-10,4.507336462173341e-23,6.224020283375197e-09,2.4354293064192255e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234549612507e-13,5e-06,1.0,6.6e-07,3.297938763969001e-07,3.297938763969001e-07,4.060075000784837e-15,8.007349562632538e-16,4.85597225158654e-15,3.302061131078847e-07,4.507336462173341e-17,4.1224234549612506e-10,1.1268341155433351e-14,2.365127707682575e-09,4.35e-08,4.35e-08,7.306287919257676e-09,6.8941304346816554e-09,8.535826595174574e-14,4.1224234549612506e-10
2.4,4.1224234548551695e-11,5e-06,9.71194450288117e-10,9.88995596287131e-10,4.50733645889222e-23,6.269389925201281e-09,2.4450422196372576e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234548551697e-13,5e-06,1.0,6.6e-07,3.2979387638841354e-07,3.2979387638841354e-07,4.077058642882543e-15,8.007349562185812e-16,4.855972251440585e-15,3.302061130979598e-07,4.50733645889222e-17,4.12242345485517e-10,1.126834114723055e-14,2.3823681715764865e-09,4.35e-08,4.35e-08,7.3351266589117724e-09,6.922969174009917e-09,8.607388147382971e-14,4.12242345485517e-10
2.41,4.122423454749088e-11,5e-06,9.711944502584834e-10,9.931154016748455e-10,4.5073364554599485e-23,6.3148727792472434e-09,2.454655098984304e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423454749088e-13,5e-06,1.0,6.6e-07,3.2979387637992707e-07,3.2979387637992707e-07,4.094042225136945e-15,8.007349561735437e-16,4.855972251292417e-15,3.302061130878844e-07,4.5073364554599484e-17,4.122423454749088e-10,1.1268341138649872e-14,2.3996516561139527e-09,4.35e-08,4.35e-08,7.363965296952912e-09,6.951807811723919e-09,8.679248169185348e-14,4.122423454749088e-10
2.42,4.1224234546430074e-11,5e-06,9.711944502283988e-10,9.972351924864237e-10,4.5073364518745867e-23,6.36046829603662e-09,2.4642679443208e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234546430073e-13,5e-06,1.0,6.6e-07,3.297938763714406e-07,3.297938763714406e-07,4.111025747301467e-15,8.007349561281344e-16,4.855972251141995e-15,3.3020611307765564e-07,4.507336451874587e-17,4.1224234546430074e-10,1.1268341129686467e-14,2.416977952493916e-09,4.35e-08,4.35e-08,7.3928038329623996e-09,6.980646347404966e-09,8.751406656374224e-14,4.1224234546430074e-10
