T,CAD,CD,GKC,GKQ,HS,IATP,ICA,IKATP,NS,QD,S,SD,VD,VS
470.0,0.12553436,0.0054326644,4.091916e-05,0.070121422,0.99936038,0.015759341,-0.071678817,1.0119487,0.0002878154,0.087651782,0.15759341,0.0073518553,-67.351456,-67.123718
480.0,0.12850139,0.0056981812,4.3933451e-05,0.069442071,0.99926591,0.017201981,-0.07835497,1.0177103,0.00032092223,0.086802594,0.17201981,0.0077003581,-66.825752,-66.594337
490.0,0.14244343,0.0065823859,5.6257057e-05,0.068770535,0.9989562,0.035290569,-0.10156489,0.56469107,0.00042461214,0.085963167,0.35290569,0.0088155223,-65.212845,-64.967461
500.0,0.17221564,0.0073849969,7.6308723e-05,0.068109021,0.99853951,0.046741609,-0.1261619,0.41633239,0.00055323855,0.085136279,0.46741608,0.0098683713,-63.944408,-63.687546
510.0,0.21097969,0.0079177544,0.00010022912,0.067459218,0.99809563,0.025624674,-0.14661323,1.0120521,0.00067900098,0.084324025,0.25624675,0.010664029,-63.247826,-62.985874
520.0,0.22005358,0.0071010278,9.3756396e-05,0.066819943,0.99851453,0.022110699,-0.12004127,1.059782,0.00055424281,0.083524935,0.22110699,0.0096092662,-64.446701,-64.199181
530.0,0.20983592,0.0070497082,8.8756919e-05,0.066186398,0.99864954,0.031701915,-0.11674564,0.70071805,0.00051770738,0.082732998,0.31701916,0.0094751734,-64.485359,-64.237473
540.0,0.21093374,0.0073725157,9.3306742e-05,0.065558366,0.99847424,0.025473656,-0.12746651,0.95261317,0.00057091034,0.08194796,0.25473654,0.0099167833,-64.016403,-63.765079
550.0,0.22212659,0.0079638911,0.00010613952,0.064937457,0.99818051,0.044692278,-0.1458648,0.47958475,0.00065729517,0.081171818,0.44692278,0.010641145,-63.130222,-62.868633
560.0,0.24365661,0.007919888,0.00011578399,0.064325511,0.99800658,0.020898679,-0.14808276,1.2385345,0.00070054701,0.080406889,0.20898679,0.010716139,-63.279911,-63.023849
570.0,0.23035008,0.0067912079,9.3861316e-05,0.063720599,0.99864489,0.0041306205,-0.11167116,1.872479,0.00051502913,0.079650752,0.041306205,0.0092505123,-64.999649,-64.762329
580.0,0.19255628,0.0057374164,6.6286535e-05,0.06311769,0.99917948,0.0010235494,-0.080832951,1.5861545,0.0003489693,0.078897111,0.010235494,0.0078217052,-66.80574,-66.582123
590.0,0.15925582,0.0053883959,5.1488001e-05,0.062515296,0.99934357,-0.0059155435,-0.071345769,1.3724735,0.00029366909,0.078144118,-0.059155438,0.0073318384,-67.468735,-67.249664
600.0,0.13876712,0.0053035733,4.4157699e-05,0.061914973,0.99938631,0.0049974411,-0.068956293,1.3670082,0.00027856082,0.077393718,0.049974412,0.0072039478,-67.635338,-67.417664
610.0,0.1274994,0.0052326727,4.0029761e-05,0.061318394,0.99941093,0.0090548638,-0.067143582,1.2169387,0.00026972548,0.076647989,0.090548642,0.0071053449,-67.77182,-67.555328
620.0,0.1230121,0.0053308611,3.9345625e-05,0.060726594,0.99938309,0.00813503,-0.069479108,1.2831941,0.00027971368,0.075908244,0.081350297,0.0072327931,-67.570534,-67.353157
630.0,0.13057895,0.0062211901,4.8741393e-05,0.060140695,0.9991197,0.041587647,-0.091031216,0.41668785,0.00037095524,0.075175866,0.41587648,0.0083287973,-65.808624,-65.577209
640.0,0.16045995,0.0072464268,6.976568e-05,0.059563506,0.99863672,0.04825497,-0.12144863,0.38796747,0.00052444451,0.074454382,0.4825497,0.0096755791,-64.143875,-63.899815
650.0,0.20226236,0.0079148179,9.6052179e-05,0.058997545,0.99814695,0.02861104,-0.14542882,0.8911531,0.00066539505,0.073746935,0.2861104,0.01062164,-63.22699,-62.975891
660.0,0.23093702,0.0079965666,0.0001108022,0.058442637,0.99803901,0.023741251,-0.14924066,1.1060019,0.00069319893,0.073053293,0.23741251,0.010762813,-63.150566,-62.900204
670.0,0.23220864,0.0072566145,0.00010110292,0.057895698,0.99843752,0.015489125,-0.12493949,1.4311777,0.00057706138,0.07236962,0.15489124,0.0098110577,-64.220009,-63.981739
680.0,0.20479934,0.0060385815,7.4201853e-05,0.05735226,0.99903214,0.007735196,-0.089205883,1.5220906,0.00039626827,0.071690321,0.077351965,0.0082324818,-66.247841,-66.026222
690.0,0.17319,0.0057952786,6.0221057e-05,0.056809332,0.9992004,0.007177657,-0.081739396,1.4682721,0.00034294219,0.071011662,0.071776569,0.007868683,-66.6847,-66.465752
700.0,0.15246283,0.0055112727,5.0415852e-05,0.056268066,0.99930203,0.0036694556,-0.074452229,1.4708202,0.00030819178,0.070335083,0.036694556,0.0074959178,-67.226364,-67.011345
710.0,0.1371533,0.0053219846,4.3795666e-05,0.055729561,0.99937576,0.00024459983,-0.069532968,1.4363258,0.00028231821,0.069661953,0.0024459984,0.0072347801,-67.603813,-67.391479
720.0,0.12801309,0.0054690093,4.200629e-05,0.055194572,0.99936277,0.020904178,-0.072022863,0.82368183,0.0002869638,0.068993211,0.20904177,0.0073720338,-67.249306,-67.033417
730.0,0.13583079,0.0060412986,4.9235659e-05,0.05466475,0.99914169,0.023196857,-0.087384179,0.84672278,0.00036315483,0.068330936,0.23196858,0.0081500188,-66.175011,-65.953377
740.0,0.15468127,0.0065490329,6.0780767e-05,0.054142229,0.99888271,0.0074496404,-0.10304857,1.6846009,0.00044684348,0.067677788,0.074496403,0.0088750003,-65.365959,-65.141251
750.0,0.16329959,0.0063357451,6.2077474e-05,0.053627212,0.99896288,0.012847384,-0.0969247,1.3687481,0.00042065955,0.067034014,0.12847385,0.0085970806,-65.710213,-65.488258
760.0,0.16128293,0.0061890171,5.9890972e-05,0.053117797,0.99906784,0.024605092,-0.091332503,0.82010138,0.00038702204,0.06639725,0.24605092,0.0083397618,-65.906815,-65.685059
770.0,0.16866033,0.0066804923,6.7604044e-05,0.052613568,0.99883986,0.01617936,-0.10632014,1.2773011,0.00046045723,0.06576696,0.1617936,0.0090226522,-65.112419,-64.886841
780.0,0.17050678,0.0061562532,6.2980973e-05,0.052115485,0.99901116,0.006526628,-0.092317238,1.6036143,0.00040445704,0.06514436,0.065266281,0.0083807772,-66.03997,-65.822334
790.0,0.15906307,0.0059912694,5.7179383e-05,0.051621448,0.99915153,0.011858113,-0.086222574,1.3303531,0.00035954831,0.064526811,0.11858113,0.008092274,-66.297646,-66.080627
800.0,0.14837439,0.0055374764,4.9297185e-05,0.051130801,0.99928677,0.0027615963,-0.075194947,1.4946841,0.00031338923,0.063913502,0.027615964,0.0075344117,-67.17955,-66.969109
810.0,0.13694884,0.0055407216,4.5527722e-05,0.050643202,0.9993214,0.010044614,-0.07447844,1.2791368,0.00030157992,0.063304,0.10044613,0.0074993358,-67.143967,-66.932724
820.0,0.13656372,0.0061049173,5.0022612e-05,0.050159469,0.99916464,0.030315137,-0.087918609,0.63344347,0.00035577468,0.06269934,0.30315137,0.008178819,-66.035072,-65.816231
830.0,0.15629451,0.0068411566,6.4154112e-05,0.049682066,0.99881721,0.029689113,-0.10963408,0.7381739,0.00046827146,0.062102579,0.29689112,0.0091720298,-64.801201,-64.575462
840.0,0.18898419,0.0076252762,8.6463398e-05,0.049213309,0.99834865,0.022721635,-0.13582841,1.1070031,0.00060872809,0.061516635,0.22721635,0.010250022,-63.647636,-63.414341
850.0,0.20748682,0.0069488767,8.6508015e-05,0.048753679,0.99855441,0.0076915049,-0.11687713,1.7801892,0.00054261758,0.060942095,0.076915048,0.0094722295,-64.738029,-64.516571
860.0,0.18983458,0.0061616972,7.0182192e-05,0.04829846,0.99901325,0.0096815517,-0.092253052,1.4747295,0.00040341972,0.060373072,0.096815519,0.0083784666,-66.018936,-65.804909
870.0,0.17147616,0.0061888983,6.367491e-05,0.047844723,0.99907494,0.015306288,-0.091503598,1.2147709,0.00038497333,0.059805904,0.15306289,0.0083468547,-65.931801,-65.716278
880.0,0.16735826,0.0065222871,6.5493521e-05,0.047393877,0.99896675,0.030801447,-0.099805288,0.66998976,0.00042045323,0.059242349,0.30801445,0.0087359892,-65.307106,-65.086998
890.0,0.18291551,0.0073224735,8.0363643e-05,0.046948284,0.99857414,0.031511586,-0.12455763,0.7326296,0.00054276467,0.058685355,0.31511587,0.0098013794,-64.063332,-63.83559
900.0,0.20293254,0.0071085761,8.6553686e-05,0.046510305,0.99852163,0.007896875,-0.12110981,1.8137797,0.00055403274,0.058137879,0.078968748,0.0096507696,-64.48172,-64.26062
910.0,0.19343509,0.0062866569,7.2963601e-05,0.046077505,0.99893206,0.00071706524,-0.096400008,1.7702556,0.00042875783,0.057596881,0.007170652,0.0085703591,-65.826538,-65.614532
920.0,0.16838412,0.0056529297,5.7111814e-05,0.045646224,0.99924237,0.0086593525,-0.078069672,1.3668066,0.00032840867,0.057057783,0.086593531,0.0076833023,-66.94133,-66.734383
930.0,0.15598321,0.0061723902,5.7767353e-05,0.045216028,0.99910426,0.01559426,-0.090887435,1.1966064,0.00037579527,0.056520034,0.1559426,0.0083178664,-65.961189,-65.748489
940.0,0.15903513,0.0065407488,6.2412531e-05,0.044789679,0.99897116,0.043605,-0.10000833,0.40947384,0.00041924379,0.055987101,0.43605,0.0087464787,-65.2537,-65.035728
950.0,0.18414445,0.0075178407,8.3062121e-05,0.044369519,0.99845266,0.025105368,-0.13142405,0.98521143,0.0005790221,0.055461895,0.25105366,0.010077459,-63.790531,-63.564373
960.0,0.2069872,0.0075870012,9.4224728e-05,0.043957613,0.9983567,0.019276775,-0.13430497,1.2771627,0.00060455006,0.054947015,0.19276775,0.010190195,-63.709202,-63.483578
970.0,0.20957863,0.0066247191,8.3303974e-05,0.043552045,0.9987241,-0.00060480926,-0.10689529,1.8765411,0.00049147691,0.054440055,-0.0060480926,0.00904225,-65.265686,-65.053818
980.0,0.18116546,0.00574122,6.2406638e-05,0.043148253,0.99919116,0.0014676608,-0.080747023,1.5820551,0.00034528782,0.053935315,0.014676607,0.0078179371,-66.791092,-66.586349
990.0,0.15636134,0.005669388,5.3188389e-05,0.042744137,0.99926996,0.011859248,-0.077879727,1.2402264,0.00031942796,0.053430174,0.11859249,0.0076752971,-66.889755,-66.684547
1000.0,0.14351994,0.0055038789,4.7394984e-05,0.042341363,0.9993099,0.0033216185,-0.074232228,1.4725823,0.00030549755,0.052926704,0.033216186,0.0074844891,-67.239952,-67.037628
1010.0,0.13538697,0.0055756741,4.5292418e-05,0.041940976,0.99930668,0.0095797637,-0.075529173,1.307552,0.00030674008,0.052426219,0.095797636,0.0075537846,-67.076408,-66.87294
1020.0,0.13206738,0.005488303,4.3489545e-05,0.041543838,0.99932456,0.00094109599,-0.073631883,1.4950546,0.00030043034,0.051929798,0.0094109597,0.0074534118,-67.269608,-67.068024
1030.0,0.1278929,0.0053574773,4.1110998e-05,0.041150101,0.99936718,-0.0015467984,-0.07038293,1.4419576,0.00028538448,0.051437624,-0.015467984,0.0072807316,-67.528114,-67.327972
1040.0,0.12554285,0.0054365126,4.0950916e-05,0.040759716,0.99935013,0.010599421,-0.072082438,1.2219352,0.00029144395,0.050949644,0.10599421,0.0073724519,-67.354385,-67.153351
1050.0,0.12583965,0.0054768203,4.1352068e-05,0.040373109,0.99933165,0.0002123966,-0.073336616,1.4931396,0.00029794953,0.050466388,0.0021239661,0.0074379072,-67.291229,-67.090744
1060.0,0.12520501,0.0054693203,4.108718e-05,0.039990377,0.99934721,0.01430432,-0.07254643,1.0796229,0.0002924834,0.049987972,0.14304321,0.0073982333,-67.271095,-67.069847
1070.0,0.13141708,0.0059279078,4.6741701e-05,0.039611716,0.99919194,0.014967483,-0.084454231,1.1676102,0.00034630371,0.049514644,0.14967482,0.0080060279,-66.401207,-66.196609
1080.0,0.14988379,0.0068146521,6.1284358e-05,0.039238598,0.99885666,0.034358345,-0.10837423,0.60697067,0.00045630158,0.049048249,0.34358343,0.0091184443,-64.824478,-64.610893
1090.0,0.17721534,0.0070628696,7.5098927e-05,0.038873054,0.99863744,0.021470239,-0.11774294,1.0825326,0.00052171072,0.048591316,0.2147024,0.0095156254,-64.483315,-64.269844
1100.0,0.1953689,0.0071849162,8.4222549e-05,0.038514566,0.99855918,0.029560743,-0.12134316,0.7791853,0.0005442737,0.048143208,0.29560745,0.0096671376,-64.270325,-64.055641
1110.0,0.21274155,0.0079685524,0.00010171453,0.038162056,0.99823016,0.042534072,-0.14496979,0.51803273,0.00064353173,0.047702573,0.42534071,0.010609666,-63.097351,-62.872498
1120.0,0.24021581,0.0080090193,0.00011543359,0.037816942,0.9980166,0.026808258,-0.14951417,0.9700495,0.00069795316,0.047271177,0.26808259,0.010774435,-63.103672,-62.881737
1130.0,0.25091192,0.0079934597,0.00012033927,0.037477966,0.99802965,0.025589807,-0.14932914,1.0197003,0.00069474737,0.046847455,0.25589809,0.010766612,-63.134354,-62.913315
1140.0,0.24515182,0.0072143418,0.00010611655,0.037143037,0.99841106,0.011133246,-0.12504287,1.6652718,0.00058349938,0.046428796,0.11133246,0.0098116118,-64.323059,-64.113037
1150.0,0.21931501,0.0068415515,9.0027293e-05,0.036808688,0.99874896,0.017866442,-0.11061469,1.2220477,0.00048674387,0.046010859,0.17866442,0.0092120226,-64.830574,-64.621521
1160.0,0.2085336,0.0071935272,9.0005531e-05,0.036474641,0.99861681,0.028753839,-0.12076214,0.80753022,0.00052878569,0.045593299,0.28753841,0.0096446173,-64.250832,-64.037956
1170.0,0.21247482,0.0070949439,9.0449816e-05,0.036143698,0.99854225,0.0085961008,-0.12072219,1.7732677,0.00054859254,0.04517962,0.085961014,0.0096345749,-64.50386,-64.295738
1180.0,0.19872876,0.0065396475,7.7976962e-05,0.035815448,0.99886799,0.011154559,-0.10260184,1.5052996,0.00044980468,0.044769309,0.11154559,0.0088560442,-65.356041,-65.151718
1190.0,0.18886207,0.0067333248,7.6300174e-05,0.035488319,0.99882305,0.015711123,-0.10765167,1.3107264,0.00046542354,0.044360399,0.15711123,0.0090817316,-65.024353,-64.818161
1200.0,0.18751328,0.0068395715,7.6950622e-05,0.03516379,0.99878299,0.015039474,-0.11029919,1.3711861,0.00047773431,0.043954737,0.15039474,0.0091986014,-64.839233,-64.632057
1210.0,0.18018362,0.0061072973,6.6026099e-05,0.034842156,0.99903089,0.0053599253,-0.091032982,1.6249213,0.00039784459,0.043552693,0.05359925,0.0083198538,-66.125122,-65.926025
1220.0,0.16224001,0.0057393597,5.586923e-05,0.034521535,0.99921632,0.0018315626,-0.080422781,1.5771629,0.00033743831,0.043151919,0.018315626,0.0078022499,-66.790131,-66.593407
1230.0,0.14631651,0.005503614,4.8316178e-05,0.034201492,0.9993149,-0.0035780743,-0.074070543,1.4672929,0.00030375918,0.042751867,-0.035780743,0.0074764504,-67.235367,-67.040237
1240.0,0.13534857,0.0054007014,4.3858632e-05,0.033882584,0.99935478,6.9473703e-05,-0.071429782,1.4640415,0.00028978428,0.042353231,0.00069473701,0.0073368778,-67.439636,-67.245476
1250.0,0.12918554,0.0054745572,4.2434018e-05,0.033565536,0.99934727,-0.010267537,-0.072743349,1.2480656,0.00029245362,0.04195692,-0.10267537,0.00740836,-67.267395,-67.072098
1260.0,0.12842093,0.0054733306,4.2173411e-05,0.033251192,0.99933213,-0.0073680012,-0.073154062,1.3541389,0.00029777651,0.041563991,-0.073680013,0.007428776,-67.28598,-67.091606
1270.0,0.12666334,0.0054041957,4.1070813e-05,0.032939814,0.99935603,-0.0058369841,-0.071424641,1.3778143,0.00028934673,0.041174766,-0.058369841,0.0073369578,-67.425812,-67.232239
1280.0,0.12504347,0.005375274,4.032857e-05,0.032631263,0.99936509,-0.0023530775,-0.070765004,1.4393628,0.00028612372,0.040789083,-0.023530776,0.0073014246,-67.489395,-67.296463
1290.0,0.1237611,0.0053722495,3.9892529e-05,0.032325558,0.99936795,-0.00027306017,-0.070661388,1.4531058,0.00028511148,0.04040695,-0.0027306017,0.0072959373,-67.495056,-67.302383
1300.0,0.12298745,0.0053792805,3.9695042e-05,0.032022748,0.99936879,0.0044950945,-0.07070256,1.4036295,0.00028481844,0.040028434,0.044950947,0.0072985776,-67.474243,-67.281548
1310.0,0.12285425,0.0053773755,3.9638002e-05,0.031722892,0.99936634,0.0023781788,-0.070798814,1.439772,0.00028568337,0.039653618,0.023781786,0.007303284,-67.484741,-67.292557
1320.0,0.12297699,0.005459358,4.0282524e-05,0.031426016,0.99935257,0.0096999146,-0.072378926,1.2641284,0.00029059564,0.039282519,0.096999146,0.0073887981,-67.306541,-67.113518
1330.0,0.13038278,0.005997431,4.6917703e-05,0.031132525,0.99918193,0.021927712,-0.085725442,0.88630372,0.00034977062,0.038915657,0.21927711,0.008070603,-66.236313,-66.038704
1340.0,0.14851694,0.0065637836,5.8489983e-05,0.030843982,0.99893653,0.023440529,-0.1017047,0.92118853,0.00043023302,0.038554978,0.23440529,0.0088203419,-65.253876,-65.052948
1350.0,0.1611999,0.0062752394,6.0694078e-05,0.03056108,0.99899799,0.014109116,-0.094701171,1.2900679,0.00040905134,0.038201351,0.14109115,0.0084954929,-65.792679,-65.595703
1360.0,0.15744214,0.0058613466,5.5369379e-05,0.030281555,0.99916488,0.0085008079,-0.083613537,1.4359539,0.00035457138,0.037851945,0.085008085,0.007962063,-66.549019,-66.355339
1370.0,0.15019757,0.0059205187,5.3354855e-05,0.030003726,0.99918491,0.020478461,-0.084182918,0.92679936,0.00034843103,0.037504658,0.20478462,0.0079933321,-66.394852,-66.199554
1380.0,0.1566157,0.006725803,6.3201987e-05,0.029728413,0.99891406,0.037748575,-0.10510801,0.5240972,0.00043802423,0.037160516,0.37748572,0.0089761354,-64.948753,-64.746582
1390.0,0.19053856,0.0079460824,9.0842106e-05,0.029458871,0.99825323,0.035323918,-0.14468607,0.67845225,0.00063817506,0.036823589,0.35323918,0.010597615,-63.142307,-62.93034
1400.0,0.23216456,0.008209195,0.00011435305,0.02919833,0.99789828,0.023101231,-0.15700208,1.1610757,0.00073213747,0.036497913,0.23101231,0.011050437,-62.857803,-62.646217
1410.0,0.24315317,0.007708237,0.00011245693,0.028944666,0.99820489,0.024737976,-0.13921386,1.0225639,0.00064403354,0.036180831,0.24737976,0.010381422,-63.524582,-63.318298
1420.0,0.23961832,0.0076425998,0.00010987841,0.028693723,0.99830037,0.022110742,-0.1365917,1.1355394,0.00061942468,0.035867151,0.22110742,0.010279323,-63.63253,-63.427074
1430.0,0.22727448,0.0070796693,9.6541691e-05,0.028444286,0.99859726,0.025096657,-0.11854544,0.92621964,0.00053159409,0.035555359,0.25096658,0.009548977,-64.453682,-64.253166
1440.0,0.21983902,0.007310403,9.6426709e-05,0.028195374,0.99851042,0.022802919,-0.12544592,1.0567952,0.0005594269,0.035244215,0.22802921,0.0098349135,-64.102959,-63.90065
1450.0,0.2244502,0.0077098217,0.00010382826,0.02794872,0.99830043,0.023428384,-0.13839133,1.0824276,0.00062149751,0.034935899,0.23428385,0.010350741,-63.523682,-63.31805
