Time,EmptySet,u,z,v,kappa,k6,k4,k4prime,alpha,cell,Reaction1,Reaction2,Reaction3
1.48,1.0,0.00018922359459497688,0.021906865198326592,0.02209608879292157,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00018922359459497688,0.00039446476336811636
1.49,1.0,0.00019127889892419994,0.02205290738634228,0.02224418628526648,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00019127889892419994,0.0003970975683541042
1.5,1.0,0.00019333994753507165,0.022198923248260498,0.02239226319579557,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00019333994753507165,0.00039972998304371775
1.51,1.0,0.00019540667939295072,0.02234491278797876,0.02254031946737171,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00019540667939295072,0.00040236200852693287
1.52,1.0,0.00019747903408135698,0.022490876009383674,0.02268835504346503,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00019747903408135698,0.00040499364589587956
1.53,1.0,0.00019955695179584156,0.02263681291635091,0.02283636986814675,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00019955695179584156,0.0004076248962447791
1.54,1.0,0.00020164037333791768,0.02278272351274519,0.02298436388608311,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00020164037333791768,0.0004102557606698814
1.55,1.0,0.0002037292401090511,0.022928607802420266,0.023132337042529316,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002037292401090511,0.0004128862402694036
1.56,1.0,0.0002058234941047097,0.023074465789218887,0.023280289283323596,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002058234941047097,0.00041551633614346945
1.57,1.0,0.00020792307790847174,0.023220297476972806,0.023428220554881276,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00020792307790847174,0.0004181460493940493
1.58,1.0,0.0002100279346861922,0.023366102869502737,0.023576130804188928,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002100279346861922,0.00042077538112490054
1.59,1.0,0.00021213800818022647,0.02351188197061835,0.02372401997879858,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00021213800818022647,0.0004234043324415101
1.6,1.0,0.00021425324270371102,0.023657634784118264,0.023871888026821976,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00021425324270371102,0.00042603290445103584
1.61,1.0,0.00021637358313490038,0.023803361313789996,0.024019734896924896,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00021637358313490038,0.0004286610982622505
1.62,1.0,0.00021849897491155987,0.02394906156340998,0.024167560538321538,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00021849897491155987,0.0004312889149854851
1.6300000000000001,1.0,0.00022062936402541365,0.024094735536743538,0.02431536490076895,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00022062936402541365,0.0004339163557325743
1.6400000000000001,1.0,0.00022276469701664739,0.02424038323754487,0.024463147934561516,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00022276469701664739,0.0004365434216168013
1.6500000000000001,1.0,0.00022490492096846517,0.024386004669557027,0.024610909590525493,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00022490492096846517,0.0004391701137528445
1.6600000000000001,1.0,0.00022704998350169995,0.02453159983651192,0.02475864982001362,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00022704998350169995,0.0004417964332567245
1.67,1.0,0.0002291998327694771,0.024677168742130273,0.02490636857489975,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002291998327694771,0.00044442238124575137
1.68,1.0,0.00023135441745193085,0.024822711390121655,0.025054065807573585,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00023135441745193085,0.0004470479588384743
1.69,1.0,0.00023351368675097211,0.024968227784184425,0.025201741470935398,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00023351368675097211,0.0004496731671546296
1.7,1.0,0.0002356775903851086,0.02511371792800575,0.02534939551839086,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002356775903851086,0.00045229800731509174
1.71,1.0,0.00023784607858431562,0.025259181825261573,0.02549702790384589,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00023784607858431562,0.00045492248044182355
1.72,1.0,0.00024001910208495736,0.02540461947961662,0.025644638581701577,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00024001910208495736,0.0004575465876578281
1.73,1.0,0.00024219661212475848,0.025550030894724376,0.025792227506849133,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00024219661212475848,0.0004601703300871002
1.74,1.0,0.00024437856043782506,0.02569541607422708,0.025939794634664906,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00024437856043782506,0.00046279370885458064
1.75,1.0,0.0002465648992497147,0.025840775021755732,0.026087339921005447,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002465648992497147,0.0004654167250861089
1.76,1.0,0.0002487555812725552,0.025986107740930055,0.02623486332220261,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002487555812725552,0.00046803937990837755
1.77,1.0,0.0002509505597002115,0.026131414235358502,0.026382364795058715,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002509505597002115,0.00047066167444888784
1.78,1.0,0.00025314978820349996,0.026276694508638256,0.026529844296841756,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00025314978820349996,0.0004732836098359052
1.79,1.0,0.00025535322092545,0.026421948564355202,0.026677301785280653,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00025535322092545,0.0004759051871984158
1.8,1.0,0.00025756081247661273,0.02656717640608394,0.026824737218560553,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00025756081247661273,0.00047852640766608357
1.81,1.0,0.0002597725179304151,0.02671237803738776,0.026972150555318177,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002597725179304151,0.0004811472723692083
1.82,1.0,0.0002619882928185609,0.026857553461818662,0.027119541754637225,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002619882928185609,0.00048376778243868445
1.83,1.0,0.00026420809312647603,0.027002702682917327,0.027266910776043804,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00026420809312647603,0.0004863879390059596
1.84,1.0,0.00026643187528879947,0.027147825704213112,0.027414257579501913,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00026643187528879947,0.0004890077432029952
1.85,1.0,0.00026865959618491836,0.02729292252922406,0.02756158212540898,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00026865959618491836,0.0004916271961622266
1.86,1.0,0.0002708912131345472,0.027437993161456887,0.027708884374591434,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002708912131345472,0.0004942462990165243
1.87,1.0,0.00027312668389335086,0.027583037604406974,0.027856164288300324,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00027312668389335086,0.0004968650528991561
1.8800000000000001,1.0,0.0002753659666486102,0.027728055861558368,0.02800342182820698,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002753659666486102,0.0004994834589437492
1.8900000000000001,1.0,0.00027760902001493107,0.027873047936383778,0.02815065695639871,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00027760902001493107,0.000502101518284254
1.9000000000000001,1.0,0.00027985580302999533,0.02801801383234458,0.028297869635374576,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00027985580302999533,0.0005047192320549071
1.9100000000000001,1.0,0.0002821062751503538,0.028162953552890797,0.02844505982804115,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002821062751503538,0.0005073366013901966
1.92,1.0,0.00028436039624726086,0.028307867101461107,0.02859222749770837,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00028436039624726086,0.0005099536274248257
1.93,1.0,0.00028661812660255004,0.02845275448148285,0.0287393726080854,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00028661812660255004,0.0005125703112936803
1.94,1.0,0.00028887942690455025,0.028597615696372005,0.028886495123276554,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00028887942690455025,0.0005151866541317935
1.95,1.0,0.0002911442582440423,0.028742450749533202,0.029033595007777243,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002911442582440423,0.0005178026570743134
1.96,1.0,0.00029341258211025583,0.02888725964435972,0.029180672226469976,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00029341258211025583,0.0005204183212564703
1.97,1.0,0.00029568436038690483,0.029032042384233486,0.02932772674462039,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00029568436038690483,0.0005230336478135447
1.98,1.0,0.0002979595553482631,0.029176798972525078,0.029474758527873342,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0002979595553482631,0.0005256486378808359
1.99,1.0,0.000300238129655278,0.02932152941259372,0.029621767542248996,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000300238129655278,0.0005282632925936314
2.0,1.0,0.00030252004635172283,0.02946623370778727,0.029768753754138993,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00030252004635172283,0.0005308776130871762
2.0100000000000002,1.0,0.0003048052688603872,0.029610911861442258,0.029915717130302645,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003048052688603872,0.0005334916004966439
2.02,1.0,0.00030709376097930435,0.029755563876883835,0.03006265763786314,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00030709376097930435,0.0005361052559571067
2.0300000000000002,1.0,0.00030938548687801704,0.02990018975742583,0.030209575244303847,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00030938548687801704,0.0005387185806035074
2.04,1.0,0.0003116804110938788,0.030044789506370698,0.030356469917464577,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003116804110938788,0.0005413315755706312
2.05,1.0,0.0003139784985283932,0.030189363127009566,0.030503341625537958,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003139784985283932,0.0005439442419930784
2.06,1.0,0.00031627971444358777,0.03033391062262221,0.030650190337065796,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00031627971444358777,0.0005465565810052374
2.07,1.0,0.00031858402445842477,0.030478431996477047,0.030797016020935472,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00031858402445842477,0.0005491685937412573
2.08,1.0,0.0003208913945452476,0.03062292725183119,0.030943818646376436,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003208913945452476,0.0005517802813350242
2.09,1.0,0.00032320179102626105,0.030767396391930376,0.031090598182956636,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00032320179102626105,0.0005543916449201335
2.1,1.0,0.00032551518057004765,0.030911839420009038,0.031237354600579085,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00032551518057004765,0.0005570026856298665
2.11,1.0,0.0003278315301881176,0.031056256339290253,0.03138408786947837,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003278315301881176,0.0005596134045971654
2.12,1.0,0.0003301508072314935,0.031200647152985792,0.03153079796021729,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003301508072314935,0.0005622238029546096
2.13,1.0,0.0003324729793873278,0.031345011864296085,0.031677484843683414,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003324729793873278,0.0005648338818343922
2.14,1.0,0.000334798014675555,0.03148935047641026,0.031824148491085814,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000334798014675555,0.0005674436423682974
2.15,1.0,0.00033712588144557557,0.031633662992506105,0.03197078887395168,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00033712588144557557,0.0005700530856876775
2.16,1.0,0.0003394565483729739,0.03177794941575012,0.032117405964123096,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003394565483729739,0.0005726622129234314
2.17,1.0,0.0003417899844562675,0.031922209749297485,0.032263999733753754,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003417899844562675,0.0005752710252059833
2.18,1.0,0.0003441261590136895,0.032066443996292084,0.032410570155305775,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003441261590136895,0.0005778795236652608
2.19,1.0,0.0003464650416800019,0.032210652159866494,0.0325571172015465,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003464650416800019,0.0005804877094306751
2.2,1.0,0.0003488066024033413,0.032354834243142026,0.03270364084554537,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003488066024033413,0.0005830955836311013
2.21,1.0,0.0003511508114420947,0.03249899024922867,0.032850141060670766,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003511508114420947,0.0005857031473948569
2.22,1.0,0.0003534976393618077,0.032643120181225165,0.03299661782058697,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003534976393618077,0.0005883104018496847
2.23,1.0,0.0003558470570321214,0.03278722404221895,0.03314307109925107,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003558470570321214,0.0005909173481227323
2.24,1.0,0.00035819903562374144,0.03293130183528622,0.03328950087090996,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00035819903562374144,0.0005935239873405351
2.25,1.0,0.00036055354660543545,0.033075353563491894,0.03343590711009733,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00036055354660543545,0.0005961303206289973
2.2600000000000002,1.0,0.00036291056174106174,0.03321937922988964,0.03358228979163071,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00036291056174106174,0.0005987363491133743
2.27,1.0,0.0003652700530866256,0.033363378837521884,0.03372864889060851,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003652700530866256,0.0006013420739182569
2.2800000000000002,1.0,0.00036763199298736675,0.0335073523894198,0.033874984382407165,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00036763199298736675,0.0006039474961675528
2.29,1.0,0.0003699963540748734,0.03365129988860331,0.03402129624267818,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003699963540748734,0.0006065526169844711
2.3000000000000003,1.0,0.00037236310926422713,0.03379522133808114,0.03416758444734537,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00037236310926422713,0.0006091574374915065
2.31,1.0,0.0003747322317511737,0.03393911674085077,0.034313848972601944,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003747322317511737,0.0006117619588104231
2.32,1.0,0.0003771036950093243,0.03408298609989848,0.034460089794907806,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003771036950093243,0.0006143661820622406
2.33,1.0,0.00037947747278738246,0.03422682941819935,0.03460630689098673,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00037947747278738246,0.0006169701083672173
2.34,1.0,0.00038185353910639915,0.03437064669871723,0.03475250023782363,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00038185353910639915,0.0006195737388448373
2.35,1.0,0.0003842318682570557,0.03451443794440481,0.03489866981266187,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003842318682570557,0.0006221770746137964
2.36,1.0,0.00038661243479697223,0.03465820315820359,0.03504481559300056,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00038661243479697223,0.0006247801167919873
2.37,1.0,0.0003889952135480445,0.03480194234304389,0.03519093755659193,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003889952135480445,0.0006273828664964873
2.38,1.0,0.000391380179593805,0.034945655501844856,0.03533703568143866,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000391380179593805,0.0006299853248435446
2.39,1.0,0.00039376730827681233,0.035089342637514495,0.035483109945791305,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00039376730827681233,0.0006325874929485659
2.4,1.0,0.0003961565751960646,0.03523300375294964,0.035629160328145705,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0003961565751960646,0.0006351893719261042
2.41,1.0,0.00039854795620444,0.035376638851036014,0.035775186807240456,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00039854795620444,0.0006377909628898465
2.42,1.0,0.00040094142740616117,0.03552024793464818,0.035921189362054344,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00040094142740616117,0.0006403922669526025
2.43,1.0,0.0004033369651542864,0.0356638310066496,0.036067167971803885,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004033369651542864,0.0006429932852262931
2.44,1.0,0.00040573454604822393,0.03580738806989259,0.03621312261594081,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00040573454604822393,0.0006455940188219386
2.45,1.0,0.00040813414693127237,0.03595091912721839,0.036359053274149664,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00040813414693127237,0.0006481944688496496
2.46,1.0,0.00041053574488818424,0.036094424181457134,0.036504959926345316,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00041053574488818424,0.0006507946364186149
2.47,1.0,0.00041293931724275493,0.03623790323542786,0.036650842552670614,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00041293931724275493,0.0006533945226370926
2.48,1.0,0.00041534484155543417,0.03638135629193853,0.03679670113349397,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00041534484155543417,0.0006559941286124002
2.49,1.0,0.00041775229562096257,0.03652478335378606,0.03694253564940703,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00041775229562096257,0.0006585934554509041
2.5,1.0,0.00042016165746603003,0.03666818442375628,0.03708834608122231,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00042016165746603003,0.0006611925042580114
2.5100000000000002,1.0,0.00042257290534695926,0.03681155950462398,0.03723413240997094,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00042257290534695926,0.0006637912761381611
2.52,1.0,0.0004249860177474102,0.036954908599152916,0.037379894616900326,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004249860177474102,0.0006663897721948143
2.5300000000000002,1.0,0.00042740097337610897,0.03709823171009582,0.03752563268347193,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00042740097337610897,0.000668987993530447
2.54,1.0,0.000429817751164598,0.037241528840194375,0.03767134659135897,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000429817751164598,0.0006715859412465414
2.5500000000000003,1.0,0.0004322363302650097,0.03738479999217928,0.03781703632244429,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004322363302650097,0.000674183616443578
2.56,1.0,0.00043465669004786076,0.03752804516877023,0.03796270185881809,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00043465669004786076,0.0006767810202210288
2.57,1.0,0.0004370788100998698,0.03767126437267592,0.03810834318277579,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004370788100998698,0.0006793781536773491
2.58,1.0,0.0004395026702217958,0.03781445760659409,0.038253960276815886,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004395026702217958,0.0006819750179099712
2.59,1.0,0.0004419282504262976,0.03795762487321148,0.03839955312363778,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004419282504262976,0.0006845716140152966
2.6,1.0,0.00044435553093581616,0.038100766175203894,0.03854512170613971,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00044435553093581616,0.0006871679430886913
2.61,1.0,0.0004467844921804759,0.03824388151523617,0.03869066600741664,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004467844921804759,0.0006897640062244765
2.62,1.0,0.0004492151147960085,0.03838697089596222,0.03883618601075823,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004492151147960085,0.0006923598045159265
2.63,1.0,0.00045164737962169607,0.038530034320025025,0.03898168169964672,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00045164737962169607,0.0006949553390552587
2.64,1.0,0.0004540812676983358,0.03867307179005665,0.039127153057754986,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004540812676983358,0.0006975506109336316
2.65,1.0,0.0004565167602662237,0.03881608330867825,0.03927260006894447,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004565167602662237,0.0007001456212411371
2.66,1.0,0.0004589538387631596,0.0389590688785001,0.03941802271726326,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004589538387631596,0.0007027403710667964
2.67,1.0,0.0004613924848224704,0.039102028502121564,0.039563420986944035,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004613924848224704,0.0007053348614985547
2.68,1.0,0.0004638326802710549,0.03924496218213116,0.03970879486240221,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004638326802710549,0.000707929093623277
2.69,1.0,0.00046627440712744566,0.0393878699211065,0.03985414432823395,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00046627440712744566,0.0007105230685267425
2.7,1.0,0.0004687176475998928,0.03953075172161441,0.0399994693692143,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004687176475998928,0.0007131167872936416
2.71,1.0,0.0004711623840844641,0.03967360758621081,0.04014476997029527,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004711623840844641,0.0007157102510075713
2.72,1.0,0.0004736085991631665,0.03981643751744083,0.04029004611660399,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004736085991631665,0.0007183034607510311
2.73,1.0,0.00047605627560208373,0.03995924151783875,0.040435297793440836,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00047605627560208373,0.0007208964176054196
2.74,1.0,0.00047850539634953517,0.04010201958992809,0.04058052498627762,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00047850539634953517,0.0007234891226510312
2.75,1.0,0.00048095594453425027,0.040244771736221506,0.040725727680755754,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00048095594453425027,0.0007260815769670519
2.7600000000000002,1.0,0.00048340790346356334,0.04038749795922092,0.040870905862684485,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00048340790346356334,0.0007286737816315576
2.77,1.0,0.0004858612566216247,0.04053019826141746,0.041016059518039084,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004858612566216247,0.0007312657377215101
2.7800000000000002,1.0,0.0004883159876676309,0.04067287264529149,0.041161188632959124,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004883159876676309,0.0007338574463127547
2.79,1.0,0.0004907720804340709,0.040815521113312624,0.04130629319374669,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004907720804340709,0.0007364489084800178
2.8000000000000003,1.0,0.0004932295189249918,0.040958143667939734,0.041451373186864725,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004932295189249918,0.0007390401252969043
2.81,1.0,0.0004956882873142796,0.04110074031162095,0.041596428598935226,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004956882873142796,0.0007416310978358951
2.82,1.0,0.0004981483699439585,0.04124331104679369,0.04174145941673765,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0004981483699439585,0.0007442218271683461
2.83,1.0,0.0005006097513225074,0.04138585587588469,0.0418864656272072,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005006097513225074,0.000746812314364485
2.84,1.0,0.0005030724161231907,0.041528374801309956,0.04203144721743315,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005030724161231907,0.0007494025604934109
2.85,1.0,0.0005055363491824094,0.04167086782547482,0.04217640417465723,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005055363491824094,0.0007519925666230917
2.86,1.0,0.000508001535498065,0.04181333495077393,0.042321336486271996,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000508001535498065,0.0007545823338203626
2.87,1.0,0.0005104679602279421,0.0419557761795913,0.04246624413981924,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005104679602279421,0.0007571718631509259
2.88,1.0,0.0005129356086881061,0.04209819151430025,0.042611127122988354,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005129356086881061,0.0007597611556793493
2.89,1.0,0.0005154044663513171,0.042240580957263504,0.04275598542361482,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005154044663513171,0.0007623502124690649
2.9,1.0,0.0005178745188454589,0.04238294451083312,0.04290081902967858,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005178745188454589,0.0007649390345823682
2.91,1.0,0.0005203457519519852,0.04252528217735057,0.043045627929302555,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005203457519519852,0.0007675276230804179
2.92,1.0,0.0005228181516043792,0.042667593959146696,0.04319041211075107,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005228181516043792,0.0007701159790232353
2.93,1.0,0.0005252917038866301,0.04280987985854176,0.04333517156242839,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005252917038866301,0.0007727041034697035
2.94,1.0,0.0005277663950317241,0.04295213987784543,0.04347990627287715,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005277663950317241,0.0007752919974775676
2.95,1.0,0.0005302422114201506,0.04309437401935681,0.043624616230776965,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005302422114201506,0.0007778796621034342
2.96,1.0,0.000532719139578423,0.04323658228536444,0.04376930142494287,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000532719139578423,0.0007804670984027718
2.97,1.0,0.0005351971661776148,0.04337876467814633,0.043913961844323945,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005351971661776148,0.0007830543074299109
2.98,1.0,0.0005376762780319093,0.043520921199969906,0.04405859747800182,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0005376762780319093,0.0007856412902380435
2.99,1.0,0.000540156462097165,0.04366305185309212,0.044203208315189285,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000540156462097165,0.0007882280478792245
