APC,APC_Cdc20,Bub3_BubR1,Bub3_BubR1_Cdc20,Cdc20,Cdc20_CMad2,MCC,MCC_APC,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
2.1225850410548485e-08,6.77534751709989e-08,1.2523614149256142e-07,3.3812432502873574e-10,1.4957104043308625e-07,9.116258884762791e-10,4.0505976395728795e-10,1.0206744184526398e-09,4.991636652744303e-08,8.363347255695269e-11,1.2757900645655685e-07,1.88
2.111323824385597e-08,6.785748347099552e-08,1.2522360364023364e-07,3.3931921675313413e-10,1.4945322911135168e-07,9.128910578864418e-10,4.07798857864767e-10,1.0292782851485344e-09,4.9916306552234333e-08,8.369344776565095e-11,1.2756633835133458e-07,1.89
2.1001658309804082e-08,6.796044739637892e-08,1.252110557760022e-07,3.405100664882288e-10,1.4933646737126e-07,9.141410083633091e-10,4.105398636926152e-10,1.0378942938170265e-09,4.991624710587773e-08,8.375289412225202e-11,1.2755367194000477e-07,1.9
2.089109973466937e-08,6.806237797343427e-08,1.2519849807429706e-07,3.41696895622253e-10,1.4922074416152032e-07,9.153759393424533e-10,4.132827381844007e-10,1.0465222918963838e-09,4.991618818781564e-08,8.381181218433895e-11,1.2754100721839243e-07,1.91
2.078155174373224e-08,6.816328612725618e-08,1.2518593070764018e-07,3.4287972539301783e-10,1.4910604853189733e-07,9.165960484866521e-10,4.160274379552964e-10,1.0551621290116022e-09,4.991612979781644e-08,8.387020218353436e-11,1.275283441823629e-07,1.92
2.067300365627474e-08,6.826318268681384e-08,1.2517335384671088e-07,3.4405857689251734e-10,1.4899236962812716e-07,9.178015317698712e-10,4.1877391948525117e-10,1.0638136569114507e-09,4.991607193598781e-08,8.39280640121652e-11,1.2751568282782126e-07,1.93
2.056544488057837e-08,6.836207839001614e-08,1.2516076766041086e-07,3.452334710715324e-10,1.488796966868335e-07,9.189925835612447e-10,4.215221391121611e-10,1.0724767294055164e-09,4.991601460279006e-08,8.398539720992723e-11,1.2750302315071112e-07,1.94
2.0458865104983075e-08,6.845998369104999e-08,1.2514817231341277e-07,3.464044285739153e-10,1.4876801923143065e-07,9.201693909321735e-10,4.242720540464121e-10,1.0811512039669683e-09,4.9915957795953616e-08,8.404220404636295e-11,1.2749036514700806e-07,1.95
2.0353254863152052e-08,6.855690819033343e-08,1.251355679589049e-07,3.4757146924579776e-10,1.4865732765163393e-07,9.21332116937561e-10,4.2702362533482985e-10,1.089836946514543e-09,4.991590150148792e-08,8.409849851206228e-11,1.2747770881270098e-07,1.96
2.0248604255101374e-08,6.86528619243726e-08,1.2512295475500993e-07,3.487346132469032e-10,1.485476118924005e-07,9.224809382368844e-10,4.2977681121717476e-10,1.098533820526063e-09,4.9915845713810654e-08,8.415428618932416e-11,1.2746505414383056e-07,1.97
2.0144903418542175e-08,6.874785489043539e-08,1.2511033285873545e-07,3.4989388064134656e-10,1.4843886193715727e-07,9.236160311428326e-10,4.325315696008065e-10,1.107241691022464e-09,4.991579042823967e-08,8.420957176031609e-11,1.2745240113647355e-07,1.98
2.0042142606862576e-08,6.884189696792759e-08,1.2509770242497388e-07,3.5104929133014947e-10,1.4833106788778618e-07,9.247375692601844e-10,4.352878584861572e-10,1.1159604252098649e-09,4.9915735639695925e-08,8.426436030406076e-11,1.274397497867397e-07,1.99
1.9940312186684224e-08,6.893499792087746e-08,1.2508506360653488e-07,3.522008650536218e-10,1.4822421996216303e-07,9.258457234943999e-10,4.380456359732322e-10,1.124689892438353e-09,4.991568134267648e-08,8.43186573235031e-11,1.274271000907705e-07,2.0
1.9839402635418804e-08,6.902716740042046e-08,1.2507241655417744e-07,3.5334862139374337e-10,1.4811830849169684e-07,9.269406620602089e-10,4.408048602681108e-10,1.1334299641607653e-09,4.9915627531227405e-08,8.437246877257711e-11,1.2741445204473833e-07,2.01
1.9739404538824566e-08,6.911841494728399e-08,1.250597614166426e-07,3.544925797765458e-10,1.4801332391886846e-07,9.28022550490201e-10,4.435654896894471e-10,1.1421805138914754e-09,4.991557419891671e-08,8.442580108327281e-11,1.274018056448456e-07,2.02
1.964030858856288e-08,6.920874999427198e-08,1.2504709834068542e-07,3.5563275947449364e-10,1.4790925679477007e-07,9.290915516434154e-10,4.4632748267497057e-10,1.150941417165173e-09,4.991552133880728e-08,8.447866119270322e-11,1.273891608873237e-07,2.03
1.954210557975472e-08,6.929818186874967e-08,1.2503442747110754e-07,3.567691796088665e-10,1.47806097776644e-07,9.301478257139301e-10,4.490907977879876e-10,1.1597125514956512e-09,4.9915468943429814e-08,8.453105657017121e-11,1.2737651776843224e-07,2.04
1.944478640853724e-08,6.938671979512821e-08,1.2502174895078946e-07,3.5790185915214e-10,1.4770383762542187e-07,9.31191530239452e-10,4.518553937238812e-10,1.168493796334588e-09,4.9915417004755744e-08,8.458299524423652e-11,1.273638762844578e-07,2.05
1.934834206962027e-08,6.947437289734943e-08,1.2500906292072274e-07,3.590308169303682e-10,1.4760246720326348e-07,9.32222820109906e-10,4.5462122931661303e-10,1.1772850330303306e-09,4.99153655141702e-08,8.463448582978262e-11,1.2735123643171334e-07,2.06
1.925276374384848e-08,6.95611501096369e-08,1.2499636951907672e-07,3.601560715577932e-10,1.475019775632062e-07,9.332418462337132e-10,4.573882628508818e-10,1.1860861465146598e-09,4.991531446214329e-08,8.468553785669585e-11,1.2733859820654403e-07,2.07
1.9158042810019317e-08,6.964706016444534e-08,1.249836688810776e-07,3.612776414284889e-10,1.4740235996129864e-07,9.342487553336903e-10,4.6015645195860704e-10,1.1948970255353744e-09,4.991526383815526e-08,8.473616184472291e-11,1.2732596160532757e-07,2.08
1.9064170629152322e-08,6.973211181232745e-08,1.2497096114132965e-07,3.6239554487934037e-10,1.4730360563586573e-07,9.352436931365306e-10,4.629257552708156e-10,1.203717558520257e-09,4.991521363138418e-08,8.478636861580434e-11,1.2731332662445658e-07,2.09
1.8971138659659872e-08,6.981631370454626e-08,1.249582464325855e-07,3.6350980010386654e-10,1.4720570592541194e-07,9.362268026273345e-10,4.656961315168178e-10,1.2125476357938897e-09,4.9915163830284713e-08,8.483616971527113e-11,1.2730069326034665e-07,2.1
1.8878938457558678e-08,6.989967439285395e-08,1.2494552488574982e-07,3.6462042515260186e-10,1.4710865226887733e-07,9.37198224018606e-10,4.684675395102264e-10,1.2213871495874042e-09,4.991511442255218e-08,8.488557744780842e-11,1.272880615094359e-07,2.11
1.878756167457592e-08,6.998220233141628e-08,1.2493279662990595e-07,3.657274379350649e-10,1.470124362037391e-07,9.381580947506442e-10,4.712399381512181e-10,1.2302359940078228e-09,4.991506539509362e-08,8.493460490636441e-11,1.2727543136818392e-07,2.12
1.86970000562555e-08,7.006390587873715e-08,1.2492006179234214e-07,3.6683085622172524e-10,1.4691704936411314e-07,9.391065494919362e-10,4.740132864287922e-10,1.2390940650073897e-09,4.991501673399893e-08,8.498326600105914e-11,1.272628028330708e-07,2.13
1.8607245440064193e-08,7.014479329958293e-08,1.2490732049857814e-07,3.679306976459721e-10,1.4682248347885572e-07,9.40043720139548e-10,4.767875434230333e-10,1.2479612603529134e-09,4.991496842451189e-08,8.503157548809357e-11,1.2725017590059638e-07,2.14
1.851828975349788e-08,7.022487276690705e-08,1.2489457287239152e-07,3.690269797060813e-10,1.46728730369665e-07,9.409697358195177e-10,4.795626683073697e-10,1.2568374795950967e-09,4.9914920451001325e-08,8.507954899865822e-11,1.2723755056727933e-07,2.15
1.8430125012187696e-08,7.030415236377446e-08,1.2488181903584416e-07,3.7011971976718325e-10,1.4663578194918252e-07,9.418847228872464e-10,4.823386203508354e-10,1.265722624037879e-09,4.991487279693214e-08,8.512720306784225e-11,1.2722492682965617e-07,2.16
1.8342743318006283e-08,7.038264008528598e-08,1.2486905910930874e-07,3.712089350632308e-10,1.4654363021909492e-07,9.427888049278921e-10,4.851153589203292e-10,1.274616596707768e-09,4.991482544483644e-08,8.517455516354225e-11,1.2721230468428044e-07,2.17
1.8256136858331462e-08,7.046034383932059e-08,1.248562932115198e-07,3.7229464269801294e-10,1.4645226726900693e-07,9.436821031923276e-10,4.878928434342812e-10,1.283519302347967e-09,4.991477837670261e-08,8.522162329736435e-11,1.27199684127728e-07,2.18
1.8170298001488355e-08,7.053727134903968e-08,1.2484352146168263e-07,3.7337685956689524e-10,1.463616853394188e-07,9.445647732242064e-10,4.906710292785396e-10,1.2924306494719848e-09,4.991473160909639e-08,8.526839090359333e-11,1.2718706515712163e-07,2.19
1.80852191967229e-08,7.06134302550455e-08,1.2483074397740027e-07,3.744556024396716e-10,1.46271876754421e-07,9.454369679338643e-10,4.934498719284546e-10,1.3013505482316372e-09,4.991468515769421e-08,8.531484230576999e-11,1.2717444776960024e-07,2.2
1.800089292807722e-08,7.068882816248355e-08,1.2481796087375378e-07,3.7553088799898804e-10,1.4618283389031525e-07,9.462988209550237e-10,4.962293288080443e-10,1.310278909439253e-09,4.991463902128174e-08,8.536097871824166e-11,1.271618319620794e-07,2.21
1.7917311763451876e-08,7.076347259092e-08,1.248051722644186e-07,3.766027328003113e-10,1.460945492076791e-07,9.471504658195183e-10,4.990093571530099e-10,1.31921564562815e-09,4.9914593200126165e-08,8.540679987381731e-11,1.2714921773152546e-07,2.22
1.7834468353071228e-08,7.083737097589914e-08,1.2479237826169887e-07,3.776711532736001e-10,1.4600701524970697e-07,9.479920360928342e-10,5.017899139979172e-10,1.3281606710296574e-09,4.9914547696077004e-08,8.545230392297615e-11,1.2713660507495654e-07,2.23
1.775235542794877e-08,7.091053067050111e-08,1.2477957897656156e-07,3.7873616572497744e-10,1.4592022464055084e-07,9.488236655096528e-10,5.045709561633794e-10,1.337113901550148e-09,4.9914502512666904e-08,8.549748733307595e-11,1.271239939894437e-07,2.24
1.767096579835252e-08,7.098295894689944e-08,1.2476677451867035e-07,3.7979778633840163e-10,1.4583417008366157e-07,9.496454881093911e-10,5.073524402432385e-10,1.346075254748061e-09,4.991445765521242e-08,8.55423447875617e-11,1.271113844721117e-07,2.25
1.7590292352270346e-08,7.105466299791875e-08,1.2475396499642003e-07,3.808560311773386e-10,1.4574884436012962e-07,9.504576383717436e-10,5.101343225917476e-10,1.3550446498109327e-09,4.99144131309148e-08,8.558686908517397e-11,1.2709877652014035e-07,2.26
1.7510328053875343e-08,7.112564993859225e-08,1.2474115051697045e-07,3.819109161864333e-10,1.45664240327026e-07,9.512602513522244e-10,5.129165593107533e-10,1.3640220075324217e-09,4.991436894896082e-08,8.563105103915746e-11,1.270861701307654e-07,2.27
1.7431065941991194e-08,7.11959268077195e-08,1.2472833118628064e-07,3.8296245719318116e-10,1.4558035091574353e-07,9.520534628177067e-10,5.156991062368772e-10,1.3730072502893368e-09,4.9914325120623514e-08,8.567487937646942e-11,1.2707356530127956e-07,2.28
1.7352499128557498e-08,7.126550056942386e-08,1.2471550710914308e-07,3.8401066990960047e-10,1.4549716913033733e-07,9.528374093819675e-10,5.184819189286985e-10,1.3820003020186645e-09,4.991428165936299e-08,8.571834063698822e-11,1.270609620290336e-07,2.29
1.727461888553132e-08,7.133438006700462e-08,1.247026784382964e-07,3.8505557210888785e-10,1.4541468591668942e-07,9.536124546024353e-10,5.212649421306516e-10,1.3910010474640987e-09,4.991423875772341e-08,8.576124227656524e-11,1.270483603135262e-07,2.3
1.7197423128445496e-08,7.140256736269805e-08,1.2468984515883e-07,3.8609717400402984e-10,1.4533289959072234e-07,9.543782054096686e-10,5.240481583095303e-10,1.4000095088564897e-09,4.9914196019976586e-08,8.580398002339101e-11,1.2703576014740086e-07,2.31
1.7120902386235794e-08,7.147007206018106e-08,1.246770074448109e-07,3.8713549416076293e-10,1.4525180024524865e-07,9.551351393812573e-10,5.268315074451898e-10,1.4090255535831792e-09,4.9914153731753654e-08,8.584626824632035e-11,1.27023161531344e-07,2.32
1.7045050157346188e-08,7.153690073027917e-08,1.246641653947385e-07,3.8817054773329727e-10,1.4517138127221527e-07,9.558833922441168e-10,5.29614945153572e-10,1.4180491123746792e-09,4.991411191270309e-08,8.588808729688677e-11,1.270105644629307e-07,2.33
1.696986000037091e-08,7.160305988252385e-08,1.2465131910635445e-07,3.892023497761897e-10,1.450916361210651e-07,9.566231027655019e-10,5.323984267641528e-10,1.427080117105277e-09,4.991407058645238e-08,8.592941354759778e-11,1.269979689398174e-07,2.34
1.689532553405442e-08,7.166855596515258e-08,1.2463846867664273e-07,3.9023091524434465e-10,1.4501255829873718e-07,9.573544127530033e-10,5.351819073199443e-10,1.436118500793039e-09,4.9914029780608047e-08,8.597021939193494e-11,1.26985374959742e-07,2.35
1.6821440437291433e-08,7.173339536510879e-08,1.2462561420182974e-07,3.912562589930133e-10,1.4493414136966646e-07,9.580774670545508e-10,5.379653415774932e-10,1.4451641975998084e-09,4.991398952675563e-08,8.601047324435381e-11,1.2697278252052375e-07,2.36
1.674819844912689e-08,7.179758440804194e-08,1.2461275577738417e-07,3.9227839577779405e-10,1.4485637895578388e-07,9.587924135584106e-10,5.407486840068816e-10,1.4542171428312066e-09,4.9913949860459696e-08,8.605013954028396e-11,1.2696019162006316e-07,2.37
1.6675593368755985e-08,7.186112935830742e-08,1.2459989349801707e-07,3.932973402546324e-10,1.4477926473651652e-07,9.594994031931877e-10,5.435318887917267e-10,1.4632772729366318e-09,4.9913910821263846e-08,8.6089178736129e-11,1.2694760225634226e-07,2.38
1.660361905552414e-08,7.192403641896664e-08,1.2458702745768178e-07,3.94313106979821e-10,1.447027924487874e-07,9.601985899278241e-10,5.463149098291809e-10,1.4723445255092607e-09,4.9913872452690715e-08,8.612754730926655e-11,1.269350144274244e-07,2.39
1.653226942892702e-08,7.198631173178696e-08,1.2457415774957408e-07,3.953257104099995e-10,1.4462695588701556e-07,9.608901307715994e-10,5.490977007299316e-10,1.4814188392860468e-09,4.991383480224193e-08,8.616519775804824e-11,1.2692242813145432e-07,2.4
1.6461538468610543e-08,7.204796137724178e-08,1.2456128446613197e-07,3.9633516490215474e-10,1.445517489031161e-07,9.615741857741314e-10,5.518802148182015e-10,1.4905001541477218e-09,4.9913797921398176e-08,8.620207860179971e-11,1.269098433666581e-07,2.41
1.639142023128625e-08,7.210899135766942e-08,1.2454840769364524e-07,3.973414846963128e-10,1.4447716547935148e-07,9.622508566243652e-10,5.546624106141307e-10,1.499588411044349e-09,4.991376180879879e-08,8.623819120118742e-11,1.2689726013051594e-07,2.42
1.632190888580272e-08,7.216940756235634e-08,1.2453552750107878e-07,3.983446838796536e-10,1.4440319987937717e-07,9.62920059345321e-10,5.574442632006264e-10,1.508683551840973e-09,4.991372629243374e-08,8.62737075662371e-11,1.2688467841804682e-07,2.43
1.625299862301321e-08,7.222921585727252e-08,1.245226439687961e-07,3.99344776478735e-10,1.4432984626005907e-07,9.635818514645459e-10,5.602257350109205e-10,1.5177855197142965e-09,4.99136913324065e-08,8.630866759347357e-11,1.2687209822621673e-07,2.44
1.618468369216324e-08,7.228842204884425e-08,1.2450975717696322e-07,4.003417764222609e-10,1.442570988281879e-07,9.642362999311068e-10,5.630067876220162e-10,1.5268942589925367e-09,4.991365689870471e-08,8.634310129526382e-11,1.2685951955215903e-07,2.45
1.611695840515868e-08,7.23470318797047e-08,1.244968672041887e-07,4.0133569753671353e-10,1.44184951858861e-07,9.648834656230563e-10,5.65787383137987e-10,1.536009715136641e-09,4.9913622956863406e-08,8.637704313657455e-11,1.2684694239296571e-07,2.46
1.604981713656572e-08,7.240505102869401e-08,1.244839741275234e-07,4.023265535463543e-10,1.44113399695482e-07,9.65523403347434e-10,5.685674841899784e-10,1.5451318347402883e-09,4.9913589467965e-08,8.64105320349722e-11,1.268343667456873e-07,2.47
1.5983254323610886e-08,7.246248511085925e-08,1.2447107802246074e-07,4.0331435807322303e-10,1.4404243674976123e-07,9.661561618402649e-10,5.713470539362053e-10,1.5542605655298868e-09,4.991355638863936e-08,8.644361136062294e-11,1.26821792607333e-07,2.48
1.5917264466181034e-08,7.251933967745442e-08,1.2445817896293636e-07,4.042991246371387e-10,1.4397205750171544e-07,9.667817837665604e-10,5.741260560619548e-10,1.5633958563645767e-09,4.991352367106368e-08,8.647632893629272e-11,1.2680921997487058e-07,2.49
1.5851842126823356e-08,7.257562021594045e-08,1.2444527702132853e-07,4.0528086665569867e-10,1.4390225649966782e-07,9.674003057203188e-10,5.769044547795838e-10,1.5725376572362268e-09,4.991349126296263e-08,8.650873703734721e-11,1.267966488452265e-07,2.5
1.578698192834676e-08,7.263133215243239e-08,1.2443237226846409e-07,4.062595974476595e-10,1.4383302835818973e-07,9.6801175784203e-10,5.796822148673885e-10,1.5816859192208827e-09,4.991345910720788e-08,8.654089279210164e-11,1.2678407921527758e-07,2.51
1.5722678501359322e-08,7.268648090522395e-08,1.2441946477375667e-07,4.072353303068692e-10,1.4376436771308003e-07,9.686161554527538e-10,5.824593025197335e-10,1.5908405934167522e-09,4.991342713306169e-08,8.65728669382963e-11,1.2677151108167242e-07,2.52
1.5658926553151062e-08,7.274107181451035e-08,1.2440655460502537e-07,4.082080784051946e-10,1.4369626928047658e-07,9.692135100384882e-10,5.852356842308407e-10,1.6000016323386159e-09,4.991339526767404e-08,8.6604732325937e-11,1.2675894444106606e-07,2.53
1.559572086965687e-08,7.279511014038559e-08,1.2439364182848972e-07,4.091778547897552e-10,1.43628727858541e-07,9.69803829563185e-10,5.880113267629819e-10,1.6091689899575646e-09,4.991336343641032e-08,8.663656358966575e-11,1.2674637929012656e-07,2.54
1.5533056297028526e-08,7.284860108164355e-08,1.2438072650881806e-07,4.101446724088928e-10,1.4356173831164447e-07,9.703871155301401e-10,5.90786197445094e-10,1.6183426213279552e-09,4.991333155977542e-08,8.666844022455663e-11,1.2673381562547223e-07,2.55
1.5470927741634702e-08,7.290154977577791e-08,1.2436780870912766e-07,4.1110854411217125e-10,1.4349529557036783e-07,9.709633629819942e-10,5.935602641727799e-10,1.6275224825874142e-09,4.9913299553413864e-08,8.670044658611571e-11,1.2672125344367165e-07,2.56
1.540933017006096e-08,7.295396129898223e-08,1.243548884909845e-07,4.120694826503766e-10,1.434293946315016e-07,9.715325605007304e-10,5.963334954083078e-10,1.636708530956833e-09,4.99132673281097e-08,8.673267189028113e-11,1.2670869274124382e-07,2.57
1.5348258609109746e-08,7.300584066614991e-08,1.2434196591440353e-07,4.130275006755171e-10,1.4336403055804602e-07,9.720946902076762e-10,5.991058601806116e-10,1.6459007247403725e-09,4.9913234789786557e-08,8.676521021342313e-11,1.2669613351465787e-07,2.58
1.5287708145800414e-08,7.305719283087415e-08,1.2432904103784844e-07,4.139826107408231e-10,1.4329919847921087e-07,9.726497277635036e-10,6.018773280852902e-10,1.6550990233254592e-09,4.991320183950764e-08,8.679816049234393e-11,1.2668357576033337e-07,2.59
1.5227673927369196e-08,7.310802268544804e-08,1.243161139182319e-07,4.1493482530074723e-10,1.4323489359041567e-07,9.731976423682275e-10,6.046478692846086e-10,1.664303387182789e-09,4.9913168373475705e-08,8.683162652427785e-11,1.2667101947464007e-07,2.6
1.516815108395202e-08,7.315833513798867e-08,1.2430318462871463e-07,4.158841568202976e-10,1.4317111090082635e-07,9.73738589899725e-10,6.074174364057258e-10,1.6735137780593532e-09,4.9913134460857764e-08,8.686553914222067e-11,1.2665846465649295e-07,2.61
1.5109134713615556e-08,7.320813512736865e-08,1.2429025326215188e-07,4.168306177962058e-10,1.4310784518447717e-07,9.74272950306146e-10,6.101859610361179e-10,1.6827301590158157e-09,4.991310037821264e-08,8.689962178734159e-11,1.2664591130785455e-07,2.62
1.5050620071710913e-08,7.325742743433537e-08,1.242773198875014e-07,4.177742204891629e-10,1.4304509159856598e-07,9.748008546001318e-10,6.129533980557106e-10,1.6919524939537656e-09,4.9913066173989586e-08,8.693382601039712e-11,1.2663335942737997e-07,2.63
1.4992602469225673e-08,7.330621678290486e-08,1.2426438457322425e-07,4.1871497706755953e-10,1.4298284535154398e-07,9.753224387754995e-10,6.157197018387175e-10,1.7011807478694966e-09,4.991303190231202e-08,8.696809768795915e-11,1.266208090138283e-07,2.64
1.4935077270803903e-08,7.335450784233718e-08,1.2425144738774074e-07,4.196528996102853e-10,1.4292110169665028e-07,9.758378487533676e-10,6.184848257900683e-10,1.7104148868589478e-09,4.991299762753152e-08,8.700237246846786e-11,1.2660826006612911e-07,2.65
1.4878039894746125e-08,7.34023052271362e-08,1.2423850839943019e-07,4.205880001067293e-10,1.4285985593191192e-07,9.76347240382153e-10,6.212487223454087e-10,1.7196548781177054e-09,4.991296342422775e-08,8.703657577223183e-11,1.2659571258338247e-07,2.66
1.4821485813009334e-08,7.34496134970497e-08,1.2422556767663113e-07,4.2152029045677953e-10,1.4279910340014396e-07,9.768507794375721e-10,6.240113429710999e-10,1.7289006899410002e-09,4.991292937720855e-08,8.707062279142797e-11,1.2658316656485886e-07,2.67
1.4765410551206982e-08,7.349643715706934e-08,1.2421262528764126e-07,4.224497824708234e-10,1.4273883948894936e-07,9.773486416226414e-10,6.267726381642195e-10,1.738152291723711e-09,4.9912895581509884e-08,8.710441849010161e-11,1.265706220099993e-07,2.68
1.4709809688608995e-08,7.354278065743068e-08,1.2419968130071736e-07,4.2337648786974736e-10,1.426790596307191e-07,9.778410125676765e-10,6.29532557452561e-10,1.747409653960361e-09,4.9912862142395815e-08,8.71378576041664e-11,1.2655807891841523e-07,2.69
1.4654678839203707e-08,7.35886484130832e-08,1.2418673578411435e-07,4.243004183096429e-10,1.4261975928707602e-07,9.78328083955222e-10,6.322910498628849e-10,1.756672747713119e-09,4.991282917136163e-08,8.717082863835789e-11,1.265455372898304e-07,2.7
1.4600013533174541e-08,7.363404492554321e-08,1.2417378880632985e-07,4.252215855364254e-10,1.4256093385151872e-07,9.788100292680028e-10,6.350480668514612e-10,1.765941541282268e-09,4.9912796761118904e-08,8.7203238881078e-11,1.2653299712371716e-07,2.71
1.4545809425795037e-08,7.367897456813056e-08,1.241608404356732e-07,4.261400011133212e-10,1.4250257882101008e-07,9.792870465326815e-10,6.378035571390469e-10,1.7752160060744347e-09,4.991276502968376e-08,8.72349703162238e-11,1.265204584199376e-07,2.72
1.4492062244210084e-08,7.372344164068237e-08,1.2414789074037538e-07,4.270556764902932e-10,1.424446897522628e-07,9.797593474303137e-10,6.405574680267444e-10,1.7844961151075783e-09,4.991273410914474e-08,8.726589085523886e-11,1.265079211785801e-07,2.73
1.443876776334284e-08,7.376745039432301e-08,1.2413493978863864e-07,4.279686230354723e-10,1.4238726224194926e-07,9.802271523664733e-10,6.433097459917131e-10,1.7937818423341772e-09,4.991270414057794e-08,8.729585942204843e-11,1.2649538539988557e-07,2.74
1.4385921805894764e-08,7.381100503146403e-08,1.2412198764863645e-07,4.288788520351566e-10,1.4233029192670127e-07,9.806906904712498e-10,6.460603366871677e-10,1.8030731626412264e-09,4.9912675274046926e-08,8.732472595305947e-11,1.2648285108424727e-07,2.75
1.4333520242345608e-08,7.385410970580419e-08,1.2410903438851359e-07,4.29786374693812e-10,1.4227377448311024e-07,9.81150199599251e-10,6.488091849423804e-10,1.81237005185024e-09,4.9912647668602825e-08,8.735233139716056e-11,1.2647031823221094e-07,2.76
1.4281558990953404e-08,7.389676852232937e-08,1.24096080076386e-07,4.30691202134072e-10,1.4221770562772712e-07,9.81605926329602e-10,6.515562347626794e-10,1.8216724867172497e-09,4.9912621492284266e-08,8.737850771572202e-11,1.264577868444747e-07,2.77
1.4230034017754484e-08,7.393898553731274e-08,1.24083124780341e-07,4.3159334539673745e-10,1.4216208111706244e-07,9.820581259659452e-10,6.543014293294486e-10,1.8309804449328048e-09,4.9912596922117384e-08,8.740307788259582e-11,1.2644525692188919e-07,2.78
1.4178927593743409e-08,7.398077861761248e-08,1.2407016982710076e-07,4.324928402636423e-10,1.4210687205552484e-07,9.825191539634857e-10,6.57043543991483e-10,1.8402937886441314e-09,4.9912585109601036e-08,8.741489039895142e-11,1.264327286230019e-07,2.79
1.4128268189661326e-08,7.402211904795887e-08,1.2405721223668135e-07,4.3338963899119073e-10,1.4205213335170744e-07,9.829598370150925e-10,6.597853619476586e-10,1.849612762379817e-09,4.991255952593412e-08,8.744047406587108e-11,1.2642020156459154e-07,2.8
1.4078031559366856e-08,7.40630312780067e-08,1.2404425384711875e-07,4.3428378904481877e-10,1.4199782530374247e-07,9.833972653696745e-10,6.625252012099512e-10,1.8589371626264824e-09,4.991253559534069e-08,8.746440465929721e-11,1.2640767596613456e-07,2.81
1.4028214150747898e-08,7.41035188817791e-08,1.2403129465211464e-07,4.3517530056389977e-10,1.4194394485323527e-07,9.838309171003404e-10,6.652630798484295e-10,1.8682669674730275e-09,4.991251278250683e-08,8.748721749315586e-11,1.26395151818085e-07,2.82
1.3978812411692342e-08,7.414358543329933e-08,1.2401833464537067e-07,4.3606418368780733e-10,1.4189048894179124e-07,9.842602702801988e-10,6.679990159331629e-10,1.8776021550083524e-09,4.9912490552118615e-08,8.7509447881373e-11,1.2638262911089687e-07,2.83
1.3929822790088088e-08,7.418323450659058e-08,1.2400537382058853e-07,4.3695044855591477e-10,1.4183745451101565e-07,9.846848029823588e-10,6.707330275342205e-10,1.8869427033213565e-09,4.991246836886211e-08,8.753163113787467e-11,1.2637010783502414e-07,2.84
1.3881241733823028e-08,7.422246967567605e-08,1.2399241217146978e-07,4.3783410530759565e-10,1.4178483850251388e-07,9.85103993279929e-10,6.734651327216712e-10,1.8962885905009406e-09,4.99124456974234e-08,8.755430257658685e-11,1.2635758798092083e-07,2.85
1.3833065690785057e-08,7.426129451457896e-08,1.2397944969171618e-07,4.3871516408222334e-10,1.417326378578913e-07,9.855173192460184e-10,6.761953495655841e-10,1.9056397946360038e-09,4.991242200248855e-08,8.75779975114356e-11,1.263450695390409e-07,2.86
1.3785291108862068e-08,7.429971259732251e-08,1.2396648637502937e-07,4.395936350191714e-10,1.416808495187532e-07,9.859242589537358e-10,6.789236961360286e-10,1.9149962938154466e-09,4.9912396748743645e-08,8.760325125634686e-11,1.2633255249983842e-07,2.87
1.3737914435941963e-08,7.43377274979299e-08,1.2395352221511094e-07,4.4046952825781314e-10,1.4162947042670493e-07,9.863242904761903e-10,6.816501905030735e-10,1.924358066128169e-09,4.991236940087474e-08,8.763059912524669e-11,1.263200368537673e-07,2.88
1.3690932097773481e-08,7.437534280586832e-08,1.2394055727133898e-07,4.4134285400264543e-10,1.4157849681330036e-07,9.867176521703494e-10,6.843747783001783e-10,1.933725096358219e-09,4.9912340128592154e-08,8.765987140783424e-11,1.2630752260176337e-07,2.89
1.3644340445970896e-08,7.441256216232032e-08,1.2392759182301318e-07,4.4221362267623494e-10,1.415279225324364e-07,9.871071282565497e-10,6.870971626017772e-10,1.943097391708813e-09,4.991231146242882e-08,8.768853757116241e-11,1.2629500977986166e-07,2.9
1.3598135874819213e-08,7.444938917870179e-08,1.2391462602284956e-07,4.4308184457563053e-10,1.4147774280655502e-07,9.87494037592812e-10,6.898171860957887e-10,1.952474946479018e-09,4.9912284574062156e-08,8.77154259378229e-11,1.262824984038945e-07,2.91
1.3552314783608035e-08,7.448582746293754e-08,1.2390166000871785e-07,4.4394752998315965e-10,1.4142795301860662e-07,9.87879527173749e-10,6.925347078445449e-10,1.9618577534544495e-09,4.9912260475797704e-08,8.77395242022857e-11,1.262699884873249e-07,2.92
1.3506873693692813e-08,7.452188051132582e-08,1.2388869380413192e-07,4.448106889000486e-10,1.4137854985719688e-07,9.882634356092685e-10,6.952497119866864e-10,1.9712457949813803e-09,4.991223896819609e-08,8.776103180389703e-11,1.262574800256187e-07,2.93
1.346180926777878e-08,7.45575516909037e-08,1.238757273001838e-07,4.456713310020139e-10,1.413295315228537e-07,9.886440864264545e-10,6.97962327496669e-10,1.9806390413175347e-09,4.9912218448642105e-08,8.77815513578756e-11,1.2624497299340139e-07,2.94
