Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20,k3f,kf6,k5f,k5r,k2f,k1f,k1r,k4f,k4r,k7f,k7bf,k8f,k8r,u,u_prime,const_val_0,const_val_1,Cytoplasm,R1,R2,R3,R4,R5,R6,R7,R7b,R8
1.8,4.991686553997219e-08,1.2768041279354568e-07,8.313446002779442e-11,1.5055267900481876e-07,9.009320793683994e-10,1.2533606227292166e-07,3.832209942080726e-10,3.2841706002026155e-10,2.216524913841543e-08,9.522996728500817e-10,6.688245118873452e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.258054307495154e-09,1.251611567480347e-09,9.009320793683995e-12,1.1215283721497437e-09,1.2301338750697917e-10,1.9222628202509434e-11,8.494188811693187e-10,0.0,1.133459209788971e-08
1.81,4.991680127450559e-08,1.2766773098171402e-07,8.319872549438967e-11,1.504260596441701e-07,9.023264138598273e-10,1.2532361104401777e-07,3.859432494811336e-10,3.296450770505066e-10,2.2043974384561508e-08,9.608006294506567e-10,6.699522498598786e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2579132062173739e-09,1.2515256443537995e-09,9.023264138598272e-12,1.1231091802635014e-09,1.225903544872006e-10,1.9204553715291174e-11,8.50772310545654e-10,0.0,1.1220323028954009e-08
1.82,4.991673755416954e-08,1.2765505089874607e-07,8.326244583044645e-11,1.5030058242767584e-07,9.037038623918074e-10,1.253111483318944e-07,3.8866775863161565e-10,3.3086887507395746e-10,2.1923822923773167e-08,9.69315034400063e-10,6.71068620418268e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.257772245469283e-09,1.251439410266891e-09,9.037038623918074e-12,1.1246683323102243e-09,1.221696107748546e-10,1.9186628499916137e-11,8.521083116419351e-10,0.0,1.1107267809075549e-08
1.83,4.991667437692036e-08,1.2764237254011728e-07,8.332562307961923e-11,1.5017623527603892e-07,9.050646425037477e-10,1.252986743288314e-07,3.913944790732849e-10,3.3208847686935303e-10,2.180478287448523e-08,9.778427152260474e-10,6.721737441028875e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.257631424740595e-09,1.2513528376127436e-09,9.050646425037476e-12,1.1262061092947072e-09,1.2175113658395302e-10,1.916885096977646e-11,8.534271634465231e-10,0.0,1.099541106268509e-08
1.84,4.991661173861229e-08,1.276296959013329e-07,8.338826138769059e-11,1.5005300638391093e-07,9.064089660404712e-10,1.2528618922381032e-07,3.9412336854826897e-10,3.3330390495083575e-10,2.168684262345044e-08,9.863835026906394e-10,6.732677387385896e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2574907430472601e-09,1.251265931835037e-09,9.064089660404712e-12,1.127722784964082e-09,1.2133491252399568e-10,1.9151219573859318e-11,8.547291467930466e-10,0.0,1.0884737763208684e-08
1.85,4.99165496363669e-08,1.2761702097795244e-07,8.345036363307988e-11,1.4993088402364974e-07,9.07737043934773e-10,1.25273693203836e-07,3.9685438453885583e-10,3.345151816843689e-10,2.1569990633807667e-08,9.949372299408367e-10,6.743507213625153e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2573501996916319e-09,1.2511786791602697e-09,9.07737043934773e-12,1.1292186318256404e-09,1.2092091933271236e-10,1.9133732771689064e-11,8.560145357488627e-10,0.0,1.0775233049643018e-08
1.86,4.991648806819684e-08,1.2760434776558583e-07,8.351193180314224e-11,1.4980985656242807e-07,9.090490857459192e-10,1.2526118645385564e-07,3.9958748432815975e-10,3.3572232927936045e-10,2.1454215461781446e-08,1.003503732536941e-09,6.754228080568164e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2572097941775524e-09,1.2510910524680013e-09,9.090490857459192e-12,1.1306939205667027e-09,1.2050913789904463e-10,1.9116389035504602e-11,8.572835984607555e-10,0.0,1.0666882240489996e-08
1.87,4.991642703237403e-08,1.2759167625988775e-07,8.357296762594909e-11,1.4968991249389386e-07,9.103452988404732e-10,1.2524866915658249e-07,4.0232262510504317e-10,3.3692536977177445e-10,2.133950578761108e-08,1.0120828485407576e-09,6.764841136384818e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2570695260678055e-09,1.2510030210783345e-09,9.103452988404732e-12,1.1321489190251056e-09,1.2009954930590007e-10,1.909918685429183e-11,8.585365986915951e-10,0.0,1.0559670860944366e-08
1.88,4.991636652744303e-08,1.2757900645655685e-07,8.363347255695269e-11,1.4957104043308625e-07,9.116258884762791e-10,1.2523614149256142e-07,4.0505976395728795e-10,3.3812432502873574e-10,2.1225850410548485e-08,1.0206744184526398e-09,6.77534751709989e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.256929394987112e-09,1.250914550537538e-09,9.11625888476279e-12,1.1335838922958273e-09,1.1969213482292901e-10,1.9082124733126634e-11,8.597737957089473e-10,0.0,1.0453584636234027e-08
1.89,4.9916306552234333e-08,1.2756633835133458e-07,8.369344776565095e-11,1.4945322911135168e-07,9.128910578864418e-10,1.2522360364023364e-07,4.07798857864767e-10,3.3931921675313413e-10,2.111323824385597e-08,1.0292782851485344e-09,6.785748347099552e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2567894006251225e-09,1.2508256024038778e-09,9.128910578864419e-12,1.1349991028375581e-09,1.1928687589930246e-10,1.9065201192518217e-11,8.609954441671183e-10,0.0,1.0348609485028152e-08
1.9,4.991624710587773e-08,1.2755367194000477e-07,8.375289412225202e-11,1.4933646737126e-07,9.141410083633091e-10,1.252110557760022e-07,4.105398636926152e-10,3.405100664882288e-10,2.1001658309804082e-08,1.0378942938170265e-09,6.796044739637892e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2566495427394177e-09,1.250736134033628e-09,9.141410083633091e-12,1.1363948105792396e-09,1.1888375415649393e-10,1.9048414767752924e-11,8.622017939825848e-10,0.0,1.024473151291173e-08
1.91,4.991618818781564e-08,1.2754100721839243e-07,8.381181218433895e-11,1.4922074416152032e-07,9.153759393424533e-10,1.2519849807429706e-07,4.132827381844007e-10,3.41696895622253e-10,2.089109973466937e-08,1.0465222918963838e-09,6.806237797343427e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2565098211584982e-09,1.2506460983672636e-09,9.153759393424532e-12,1.1377712730265519e-09,1.1848275138106218e-10,1.9031764008238352e-11,8.633930902027565e-10,0.0,1.0141937005924776e-08
1.92,4.991612979781644e-08,1.275283441823629e-07,8.387020218353436e-11,1.4910604853189733e-07,9.165960484866521e-10,1.2518593070764018e-07,4.160274379552964e-10,3.4287972539301783e-10,2.078155174373224e-08,1.0551621290116022e-09,6.816328612725618e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2563702357847801e-09,1.2505554437158116e-09,9.16596048486652e-12,1.1391287453683624e-09,1.1808384951743778e-10,1.901524747684791e-11,8.645695728680346e-10,0.0,1.0040212424164881e-08
1.93,4.991607193598781e-08,1.2751568282782126e-07,8.39280640121652e-11,1.4899236962812716e-07,9.178015317698712e-10,1.2517335384671088e-07,4.1877391948525117e-10,3.4405857689251734e-10,2.067300365627474e-08,1.0638136569114507e-09,6.826318268681384e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2562307865975933e-09,1.2504641135473634e-09,9.178015317698712e-12,1.1404674805831285e-09,1.1768703066071154e-10,1.899886374926577e-11,8.657314768671101e-10,0.0,9.939544395451442e-09
1.94,4.991601460279006e-08,1.2750302315071112e-07,8.398539720992723e-11,1.488796966868335e-07,9.189925835612447e-10,1.2516076766041086e-07,4.215221391121611e-10,3.452334710715324e-10,2.056544488057837e-08,1.0724767294055164e-09,6.836207839001614e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2560914736561696e-09,1.25037204627372e-09,9.189925835612447e-12,1.1417877295452534e-09,1.172922770494256e-10,1.8982611413332184e-11,8.668790317854637e-10,0.0,9.83991970905021e-09
1.95,4.9915957795953616e-08,1.2749036514700806e-07,8.404220404636295e-11,1.4876801923143065e-07,9.201693909321735e-10,1.2514817231341277e-07,4.242720540464121e-10,3.464044285739153e-10,2.0458865104983075e-08,1.0811512039669683e-09,6.845998369104999e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2559522964044815e-09,1.2502792227821142e-09,9.201693909321736e-12,1.1430897338581491e-09,1.1689957134021881e-10,1.896648909401221e-11,8.680124721549634e-10,0.0,9.74132549167284e-09
1.96,4.991590150148792e-08,1.2747770881270098e-07,8.409849851206228e-11,1.4865732765163393e-07,9.21332116937561e-10,1.251355679589049e-07,4.2702362533482985e-10,3.4757146924579776e-10,2.0353254863152052e-08,1.089836946514543e-09,6.855690819033343e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2558132516436158e-09,1.250185804831809e-09,9.21332116937561e-12,1.1443737048109221e-09,1.1650889742024277e-10,1.8950495527249273e-11,8.691320679026946e-10,0.0,9.643749729617357e-09
1.97,4.9915845713810654e-08,1.2746505414383056e-07,8.415428618932416e-11,1.485476118924005e-07,9.224809382368844e-10,1.2512295475500993e-07,4.2977681121717476e-10,3.487346132469032e-10,2.0248604255101374e-08,1.098533820526063e-09,6.86528619243726e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2556743380713287e-09,1.2500918243933726e-09,9.224809382368845e-12,1.1456398707493843e-09,1.1612023856839539e-10,1.8934629392801557e-11,8.702380568355984e-10,0.0,9.547180077298232e-09
1.98,4.991579042823967e-08,1.2745240113647355e-07,8.420957176031609e-11,1.4843886193715727e-07,9.236160311428326e-10,1.2511033285873545e-07,4.325315696008065e-10,3.4989388064134656e-10,2.0144903418542175e-08,1.107241691022464e-09,6.874785489043539e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2555355545887665e-09,1.24999729963167e-09,9.236160311428326e-12,1.1468884595074234e-09,1.1573357813302691e-10,1.8918889375856184e-11,8.713306695078699e-10,0.0,9.451604295176917e-09
1.99,4.9915735639695925e-08,1.274397497867397e-07,8.426436030406076e-11,1.4833106788778618e-07,9.247375692601844e-10,1.2509770242497388e-07,4.352878584861572e-10,3.5104929133014947e-10,2.0042142606862576e-08,1.1159604252098649e-09,6.884189696792759e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2553969000079669e-09,1.249902254878251e-09,9.247375692601844e-12,1.148119695435319e-09,1.1534889964401884e-10,1.890327417721937e-11,8.724101334815379e-10,0.0,9.357010320741915e-09
2.0,4.991568134267648e-08,1.274271000907705e-07,8.43186573235031e-11,1.4822421996216303e-07,9.258457234943999e-10,1.2508506360653488e-07,4.380456359732322e-10,3.522008650536218e-10,1.9940312186684224e-08,1.124689892438353e-09,6.893499792087746e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2552583730457477e-09,1.2498067210033173e-09,9.258457234944e-12,1.1493337994118886e-09,1.1496618680923742e-10,1.888778251299493e-11,8.734766733320884e-10,0.0,9.263386264696217e-09
2.01,4.9915627531227405e-08,1.2741445204473833e-07,8.437246877257711e-11,1.4811830849169684e-07,9.269406620602089e-10,1.2507241655417744e-07,4.408048602681108e-10,3.5334862139374337e-10,1.9839402635418804e-08,1.1334299641607653e-09,6.902716740042046e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2551199723176033e-09,1.2497107357862632e-09,9.269406620602089e-12,1.1505309888566323e-09,1.1458542351098796e-10,1.8872413114263065e-11,8.745305106508576e-10,0.0,9.17072040718609e-09
2.02,4.991557419891671e-08,1.274018056448456e-07,8.442580108327281e-11,1.4801332391886846e-07,9.28022550490201e-10,1.250597614166426e-07,4.435654896894471e-10,3.544925797765458e-10,1.9739404538824566e-08,1.1421805138914754e-09,6.911841494728399e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2549816963315967e-09,1.2496143442848414e-09,9.28022550490201e-12,1.1517114777418982e-09,1.1420659380247012e-10,1.885716472675926e-11,8.755718640441814e-10,0.0,9.079001194070396e-09
2.03,4.991552133880728e-08,1.273891608873237e-07,8.447866119270322e-11,1.4790925679477007e-07,9.290915516434154e-10,1.2504709834068542e-07,4.4632748267497057e-10,3.5563275947449364e-10,1.964030858856288e-08,1.150941417165173e-09,6.920874999427198e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2548435434822515e-09,1.249517599202992e-09,9.290915516434154e-12,1.1528754766050423e-09,1.1382968190423435e-10,1.8842036110553444e-11,8.766009491292875e-10,0.0,8.98821723322962e-09
2.04,4.9915468943429814e-08,1.2737651776843224e-07,8.453105657017121e-11,1.47806097776644e-07,9.301478257139301e-10,1.2503442747110754e-07,4.490907977879876e-10,3.567691796088665e-10,1.954210557975472e-08,1.1597125514956512e-09,6.929818186874967e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2547055120444488e-09,1.2494205612573751e-09,9.301478257139302e-12,1.1540231925606082e-09,1.1345467220063895e-10,1.882702603972933e-11,8.77617978526913e-10,0.0,8.898357290913659e-09
2.05,4.9915417004755744e-08,1.273638762844578e-07,8.458299524423652e-11,1.4770383762542187e-07,9.31191530239452e-10,1.2502174895078946e-07,4.518553937238812e-10,3.5790185915214e-10,1.944478640853724e-08,1.168493796334588e-09,6.938671979512821e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2545676001673192e-09,1.2493232995426541e-09,9.31191530239452e-12,1.1551548293125046e-09,1.1308154923630862e-10,1.8812133302063872e-11,8.786231618506369e-10,0.0,8.809410288127715e-09
2.06,4.99153655141702e-08,1.2735123643171334e-07,8.463448582978262e-11,1.4760246720326348e-07,9.32222820109906e-10,1.2500906292072274e-07,4.5462122931661303e-10,3.590308169303682e-10,1.934834206962027e-08,1.1772850330303306e-09,6.947437289734943e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2544298058681395e-09,1.2492258918955556e-09,9.32222820109906e-12,1.156270587166196e-09,1.1271029771259314e-10,1.879735669870702e-11,8.796167056929108e-10,0.0,8.721365297055288e-09
2.07,4.991531446214329e-08,1.2733859820654403e-07,8.468553785669585e-11,1.475019775632062e-07,9.332418462337132e-10,1.2499636951907672e-07,4.573882628508818e-10,3.601560715577932e-10,1.925276374384848e-08,1.1860861465146598e-09,6.95611501096369e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.254292126958293e-09,1.2491284304866401e-09,9.332418462337133e-12,1.1573706613679284e-09,1.1234090261129219e-10,1.8782695055591785e-11,8.805988163877297e-10,0.0,8.634211620103289e-09
2.08,4.991526383815526e-08,1.2732596160532757e-07,8.473616184472291e-11,1.4740235996129864e-07,9.342487553336903e-10,1.249836688810776e-07,4.6015645195860704e-10,3.612776414284889e-10,1.9158042810019317e-08,1.1948970255353744e-09,6.964706016444534e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.254154561026406e-09,1.2490310229974707e-09,9.342487553336903e-12,1.1584552418526762e-09,1.1197334921122581e-10,1.8768147224966983e-11,8.81569700592959e-10,0.0,8.547938799026556e-09
2.09,4.991521363138418e-08,1.2731332662445658e-07,8.478636861580434e-11,1.4730360563586573e-07,9.352436931365306e-10,1.2497096114132965e-07,4.629257552708156e-10,3.6239554487934037e-10,1.9064170629152322e-08,1.203717558520257e-09,6.973211181232745e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2540171055932277e-09,1.2489337805879584e-09,9.352436931365306e-12,1.1595245172209738e-09,1.1160762278310714e-10,1.8753712057279117e-11,8.825295587112039e-10,0.0,8.462536415671344e-09
2.1,4.9915163830284713e-08,1.2730069326034665e-07,8.483616971527113e-11,1.4720570592541194e-07,9.362268026273345e-10,1.249582464325855e-07,4.656961315168178e-10,3.6350980010386654e-10,1.8971138659659872e-08,1.2125476357938897e-09,6.981631370454626e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2538797580167505e-09,1.2488368250944541e-09,9.362268026273345e-12,1.1605786725646441e-09,1.1124370875233004e-10,1.873938841618366e-11,8.83478588427275e-10,0.0,8.377994196656823e-09
2.11,4.991511442255218e-08,1.272880615094359e-07,8.488557744780842e-11,1.4710865226887733e-07,9.37198224018606e-10,1.2494552488574982e-07,4.684675395102264e-10,3.6462042515260186e-10,1.8878938457558678e-08,1.2213871495874042e-09,6.989967439285395e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2537425154841089e-09,1.2487402895412504e-09,9.371982240186059e-12,1.1616178894297682e-09,1.1088159269918092e-10,1.8725175178571075e-11,8.844169847777503e-10,0.0,8.294302012364357e-09
2.12,4.991506539509362e-08,1.2727543136818392e-07,8.493460490636441e-11,1.470124362037391e-07,9.381580947506442e-10,1.2493279662990595e-07,4.712399381512181e-10,3.657274379350649e-10,1.878756167457592e-08,1.2302359940078228e-09,6.998220233141628e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2536053750050573e-09,1.2486443185286684e-09,9.381580947506442e-12,1.1626423458187982e-09,1.1052126035607462e-10,1.8711071234318512e-11,8.853449401539353e-10,0.0,8.211449874023729e-09
2.13,4.991501673399893e-08,1.272628028330708e-07,8.498326600105914e-11,1.4691704936411314e-07,9.391065494919362e-10,1.2492006179234214e-07,4.740132864287922e-10,3.6683085622172524e-10,1.86970000562555e-08,1.2390940650073897e-09,7.006390587873715e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.253468333405455e-09,1.2485490686201163e-09,9.391065494919362e-12,1.1636522161926828e-09,1.1016269760479088e-10,1.869707548604166e-11,8.862626443024982e-10,0.0,8.129427930829604e-09
2.14,4.991496842451189e-08,1.2725017590059638e-07,8.503157548809357e-11,1.4682248347885572e-07,9.40043720139548e-10,1.2490732049857814e-07,4.767875434230333e-10,3.679306976459721e-10,1.8607245440064193e-08,1.2479612603529134e-09,7.014479329958293e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.253331387320752e-09,1.2484547087281693e-09,9.400437201395481e-12,1.1646476714730017e-09,1.0980589047371185e-10,1.8683186848846797e-11,8.871702843237644e-10,0.0,8.048226467087557e-09
2.15,4.9914920451001325e-08,1.2723755056727933e-07,8.507954899865822e-11,1.46728730369665e-07,9.409697358195177e-10,1.2489457287239152e-07,4.795626683073697e-10,3.690269797060813e-10,1.851828975349788e-08,1.2568374795950967e-09,7.022487276690705e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2531945331894695e-09,1.2483614204996824e-09,9.409697358195177e-12,1.16562887904411e-09,1.0945082513505985e-10,1.8669404250082943e-11,8.880680446676466e-10,0.0,7.967835899389036e-09
2.16,4.991487279693214e-08,1.2722492682965617e-07,8.512720306784225e-11,1.4663578194918252e-07,9.418847228872464e-10,1.2488181903584416e-07,4.823386203508354e-10,3.7011971976718325e-10,1.8430125012187696e-08,1.265722624037879e-09,7.030415236377446e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2530577672466888e-09,1.2482693986999898e-09,9.418847228872465e-12,1.1665960027552965e-09,1.0909748790213648e-10,1.8655726629094164e-11,8.889561071272036e-10,0.0,7.888246773814691e-09
2.17,4.991482544483644e-08,1.2721230468428044e-07,8.517455516354225e-11,1.4654363021909492e-07,9.427888049278921e-10,1.2486905910930874e-07,4.851153589203292e-10,3.712089350632308e-10,1.8342743318006283e-08,1.274616596707768e-09,7.038264008528598e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2529210855175332e-09,1.2481788515962038e-09,9.427888049278922e-12,1.1675492029229487e-09,1.0874586522656231e-10,1.864215293697203e-11,8.898346508298088e-10,0.0,7.809449763165556e-09
2.18,4.991477837670261e-08,1.27199684127728e-07,8.522162329736435e-11,1.4645226726900693e-07,9.436821031923276e-10,1.248562932115198e-07,4.878928434342812e-10,3.7229464269801294e-10,1.8256136858331462e-08,1.283519302347967e-09,7.046034383932059e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2527844839049513e-09,1.2480899952244233e-09,9.436821031923277e-12,1.1684886368777637e-09,1.0839594369670731e-10,1.8628682136407282e-11,8.907038521936723e-10,0.0,7.731435665233989e-09
2.19,4.991473160909639e-08,1.2718706515712163e-07,8.526839090359333e-11,1.463616853394188e-07,9.445647732242064e-10,1.2484352146168263e-07,4.906710292785396e-10,3.7337685956689524e-10,1.8170298001488355e-08,1.2924306494719848e-09,7.053727134903968e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2526479661125575e-09,1.2480025398830286e-09,9.445647732242064e-12,1.169414504794085e-09,1.0804771013501866e-10,1.861531320977079e-11,8.915638822688082e-10,0.0,7.654195485163369e-09
2.2,4.991468515769421e-08,1.2717444776960024e-07,8.531484230576999e-11,1.46271876754421e-07,9.454369679338643e-10,1.2483074397740027e-07,4.934498719284546e-10,3.744556024396716e-10,1.80852191967229e-08,1.3013505482316372e-09,7.06134302550455e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2525115356434904e-09,1.2479162099072452e-09,9.454369679338643e-12,1.1703270034706492e-09,1.0770115149431544e-10,1.860204515046652e-11,8.924149096420942e-10,0.0,7.577720346695064e-09
2.21,4.991463902128174e-08,1.271618319620794e-07,8.536097871824166e-11,1.4618283389031525e-07,9.462988209550237e-10,1.2481796087375378e-07,4.962293288080443e-10,3.7553088799898804e-10,1.800089292807722e-08,1.310278909439253e-09,7.068882816248355e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2523751921907676e-09,1.2478309772683457e-09,9.462988209550236e-12,1.1712263055122739e-09,1.0735625480956057e-10,1.8588876958900835e-11,8.932571015645231e-10,0.0,7.502001450913632e-09
2.22,4.9914593200126165e-08,1.2714921773152546e-07,8.540679987381731e-11,1.460945492076791e-07,9.471504658195183e-10,1.248051722644186e-07,4.990093571530099e-10,3.766027328003113e-10,1.7917311763451876e-08,1.31921564562815e-09,7.076347259092e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.252238935781909e-09,1.2477467926835804e-09,9.471504658195184e-12,1.1721125833262327e-09,1.070130072475074e-10,1.8575807646596252e-11,8.940906224990183e-10,0.0,7.42703011820114e-09
2.23,4.9914547696077004e-08,1.2713660507495654e-07,8.545230392297615e-11,1.4600701524970697e-07,9.479920360928342e-10,1.2479237826169887e-07,5.017899139979172e-10,3.776711532736001e-10,1.7834468353071228e-08,1.3281606710296574e-09,7.083737097589914e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2521027668016497e-09,1.247663584200457e-09,9.479920360928342e-12,1.172986009291792e-09,1.0667139610431065e-10,1.8562836235975152e-11,8.949156341086188e-10,0.0,7.3527977859145045e-09
